timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 1.38433433 -0.71067774],[ 1.99566816 -0.72585481],-0.133473732293,-0.133473732293,"[[ 0.07448291 -0.06230751  0.10175647  0.08726813]
 [-0.00297217 -0.0001483   0.          0.        ]]","[ 1.06356496  2.14214579  0.03084101  0.6312723   0.88446172  0.78239234
  0.00301037  0.36843452  0.56666993 -0.6097781   0.        ]",[-0.18487199 -0.17448524]
1,[ 0.99891484 -0.73395365],[ 0.97254338  0.92293517],-0.130197018406,-0.130197018406,"[[ 0.1141258  -0.09116251  0.10175647  0.08726813]
 [ 3.95408335 -2.87576157  0.          0.        ]]","[ 1.05828437  2.13907511  0.09055742  0.53995459  0.88445928  0.78239038
  0.37494174 -0.03639785  0.56361386 -0.56554934  0.        ]",[-0.18487199 -0.17448524]
2,[ 0.2734226  -1.00751197],[-0.22515784 -1.06186357],-0.116665865794,-0.116665865794,"[[ 0.23100922 -0.11145482  0.10175647  0.08726813]
 [ 7.72171666  0.8341752   0.          0.        ]]","[ 1.02992289  2.13622487  0.26469726  0.47587467  0.88445683  0.78238843
  0.72906831  0.48589156  0.54219674 -0.37505024  0.        ]",[-0.18487199 -0.17448524]
3,[ 0.10470842 -0.90796185],[-1.46726606 -1.8622194 ],-0.101134154492,-0.101134154492,"[[ 0.37498998 -0.13466053  0.10175647  0.08726813]
 [ 6.67982758 -3.14149852  0.          0.        ]]","[ 0.96923559  2.13227619  0.47246199  0.40277463  0.88445439  0.78238647
  0.63113738 -0.07381017  0.49046722 -0.14402457  0.        ]",[-0.18487199 -0.17448524]
4,[ 0.4735451  -0.63981616],[ 1.50672731 -0.93065101],-0.0961021858167,-0.0961021858167,"[[ 0.46758542 -0.23657828  0.10175647  0.08726813]
 [ 2.59330498 -7.03730403  0.          0.        ]]","[ 0.91571975  2.10631546  0.60027843  0.0849685   0.88445195  0.78238452
  0.24703491 -0.62226755  0.46296117 -0.07978513  0.        ]",[-0.18487199 -0.17448524]
5,[ 0.10518928 -0.57450831],[-0.93255288  1.46820299],-0.0936794423011,-0.0936794423011,"[[  0.55864158  -0.41291391   0.10175647   0.08726813]
 [  6.49931863 -10.58441304   0.           0.        ]]","[ 0.85254658  2.02876581  0.72027677 -0.44480228  0.8844495   0.78238256
  0.61416973 -1.12163267  0.44194549 -0.09089114  0.        ]",[-0.18487199 -0.17448524]
6,[ 0.38922006 -0.53792894],[ 0.26415903 -0.30161805],-0.089682558517,-0.089682558517,"[[ 0.65030778 -0.58275733  0.10175647  0.08726813]
 [ 2.6800029  -6.41385441  0.          0.        ]]","[ 0.77891894  1.91697566  0.83436423 -0.91790006  0.88444706  0.7823806
  0.25518179 -0.53449232  0.40863908 -0.09956429  0.        ]",[-0.18487199 -0.17448524]
7,[ 0.31843248 -0.45932433],[-0.30355831 -0.58573619],-0.0868327146464,-0.0868327146464,"[[ 0.71386501 -0.72174624  0.10175647  0.08726813]
 [ 3.67241895 -7.48147021  0.          0.        ]]","[ 0.72228161  1.80065084  0.90900536 -1.26821963  0.88444461  0.78237865
  0.34846111 -0.68479194  0.37949905 -0.12853085  0.        ]",[-0.18487199 -0.17448524]
8,[ 0.56158173 -0.24231571],[-0.37109871 -2.06115659],-0.0845756045142,-0.0845756045142,"[[ 0.77454127 -0.89315506  0.10175647  0.08726813]
 [ 2.39939728 -9.6521883   0.          0.        ]]","[ 0.66418219  1.62996301  0.97653371 -1.64389269  0.88444217  0.78237669
  0.22880575 -0.99038737  0.34165727 -0.19477638  0.        ]",[-0.18487199 -0.17448524]
9,[ 0.87362278  0.00977477],[-0.29540594  0.82116039],-0.0871792240326,-0.0871792240326,"[[  0.80732943  -1.12400474   0.10175647   0.08726813]
 [  0.88433591 -13.42023628   0.           0.        ]]","[ 0.63122389  1.36105367  1.01141718 -2.03361017  0.88443972  0.78237474
  0.08640041 -1.52085366  0.28715733 -0.3579713   0.        ]",[-0.18487199 -0.17448524]
10,[ 1.03650677 -0.00176692],[ 1.0488652  -0.70027661],-0.0940882230035,-0.0940882230035,"[[ 0.81309813 -1.35711778  0.10175647  0.08726813]
 [-0.30346827 -9.90280103  0.          0.        ]]","[ 0.62531441  1.05746526  1.01743136 -2.27297863  0.88443728  0.78237278
 -0.02524504 -1.02565911  0.20317036 -0.55006633  0.        ]",[-0.18487199 -0.17448524]
11,[ 0.64408708 -0.00730237],[ 1.15787357  0.41189707],-0.0976452209318,-0.0976452209318,"[[  0.84679554  -1.58103517   0.10175647   0.08726813]
 [  3.66007557 -12.4803036    0.           0.        ]]","[ 0.59016164  0.75073698  1.0518407  -2.34497562  0.88443484  0.78237083
  0.347301   -1.38851854  0.08725149 -0.67501985  0.        ]",[-0.18487199 -0.17448524]
12,[ 0.15550339 -0.10093439],[ 0.15868983 -0.97217495],-0.0926043290233,-0.0926043290233,"[[  0.95897575  -1.81180322   0.10175647   0.08726813]
 [  7.54516496 -10.6026941    0.           0.        ]]","[ 0.46571014  0.43552776  1.15691581 -2.25338411  0.88443239  0.78236887
  0.71247228 -1.12418152 -0.05310042 -0.69398407  0.        ]",[-0.18487199 -0.17448524]
