timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.152849070521,[-2.42507697  1.24485371],-1.36226,"[[-0.05210744  0.06007367  0.1655711  -0.15062381]
 [-0.00481305  0.00480445  0.          0.        ]]","[ 1.19751668  2.49201945 -0.10091712 -0.79023661  1.42441162 -1.30960209
 -0.67402383 -0.40997282  0.17134844  1.13786952  0.        ]",[-2.15743423  1.4305172 ],[-0.37604675 -0.4576782 ]
1,-0.148974931625,[-1.72012582  1.72288405],-1.46061,"[[-0.09190872  0.09991206  0.1655711  -0.15062381]
 [-3.96213491  3.96582721  0.          0.        ]]","[ 1.19355237  2.48719912 -0.15947528 -0.63410224  1.42440704 -1.30959832
 -0.76419704  0.1631224   0.16913043  1.10509003  0.        ]",[-2.10248542  1.28111112],[-0.37604675 -0.4576782 ]
2,-0.137318740872,[-2.43222034  1.08900314],-1.47182,"[[-0.21007102  0.21818357  0.1655711  -0.15062381]
 [-7.84118469  7.84836775  0.          0.        ]]","[ 1.16897518  2.45894336 -0.3317032  -0.17519505  1.42440247 -1.30959455
 -0.85258645  0.7248621   0.15536657  1.00864605  0.        ]",[-1.99973845  1.13829708],[-0.37604675 -0.4576782 ]
3,-0.117870732806,[-1.27948093  1.93377863],-1.52615,"[[ -0.4050453    0.41333326   0.1655711   -0.15062381]
 [-11.64361558  11.65387594   0.           0.        ]]","[ 1.08744493  2.36766428 -0.60539598  0.5530417   1.42439789 -1.30959078
 -0.93922967  1.27545436  0.10970253  0.85538721  0.        ]",[-1.81408954  0.91576266],[-0.37604675 -0.4576782 ]
4,-0.0918403779025,[-0.26205865  0.15469141],-1.37556,"[[ -0.67531645   0.68383374   0.1655711   -0.15062381]
 [-15.37117141  15.38364945   0.           0.        ]]","[ 0.8957338   2.15553328 -0.9462872   1.4578136   1.42439331 -1.309587
 -1.0241664   1.81508396  0.00232405  0.66450912  0.        ]",[-1.49053526  0.53202087],[-0.37604675 -0.4576782 ]
5,-0.0675138524133,[-0.51795177  1.0796726 ],-1.31836,"[[ -0.99010011   0.99459138   0.1655711   -0.15062381]
 [-16.10481068  15.69103297   0.           0.        ]]","[ 0.57491124  1.80814073 -1.25745565  2.27080802  1.42438873 -1.30958323
 -1.04088136  1.85954848 -0.17735652  0.48641591  0.        ]",[-1.20177579  0.34166873],[-0.37604675 -0.4576782 ]
6,-0.0636662367895,[ 0.72251858  0.4356298 ],-1.23409,"[[ -1.32958285   1.34501689   0.1655711   -0.15062381]
 [-17.83775261  19.33926966   0.           0.        ]]","[ 0.14642765  1.32399549 -1.45655426  2.80586057  1.42438416 -1.30957946
 -1.08036702  2.38736966 -0.41744601  0.38475424  0.        ]",[-0.83563226 -0.13616422],[-0.37604675 -0.4576782 ]
7,-0.0886541332929,[-1.49713272 -0.62328185],-0.949916,"[[ -1.65412241   1.74524906   0.1655711   -0.15062381]
 [-14.62668828  20.67960178   0.           0.        ]]","[-0.29919083  0.72453325 -1.49413928  2.84594602  1.42437958 -1.30957568
 -1.00719511  2.58127109 -0.67049276  0.43240835  0.        ]",[-0.58643377 -0.52671123],[-0.37604675 -0.4576782 ]
8,-0.122545759301,[-0.34331303 -1.19101691],-0.822333,"[[ -1.98347134   2.12996522   0.1655711   -0.15062381]
 [-18.29619305  17.80150368   0.           0.        ]]","[-0.73888873  0.18619295 -1.37541327  2.30676295  1.424375   -1.30957191
 -1.09080871  2.16485049 -0.92235066  0.54899159  0.        ]",[-0.60581863 -0.52274299],[-0.37604675 -0.4576782 ]
9,-0.155161106177,[-0.5765573  -0.46756821],-0.871063,"[[ -2.35940752   2.44271998   0.1655711   -0.15062381]
 [-19.29410582  13.48837105   0.           0.        ]]","[-1.16541808 -0.16839333 -1.06382199  1.50330569  1.42437042 -1.30956814
 -1.11354525  1.54081693 -1.15508866  0.66656671  0.        ]",[-0.73927563 -0.30022731],[-0.37604675 -0.4576782 ]
