timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.155738799664,[ 0.20905386  1.32391617],-0.890749,"[[-0.04166919 -0.00098017  0.19849929  0.14647158]
 [ 0.00179781 -0.00183958  0.          0.        ]]","[ 1.180412    2.22178816 -0.09402886 -0.8404456   1.71586988  1.26994157
 -0.65993273 -0.38156028 -0.09118725 -1.32754753  0.        ]",[-0.23226333  1.23231018],[-0.31288624 -0.4065668 ]
1,-0.149657613726,[ 0.6384923  0.6241316],-0.816438,"[[-0.03335158  0.03870802  0.19849929  0.14647158]
 [ 0.82722054  3.95746404  0.          0.        ]]","[ 1.18083914  2.22071793 -0.08169237 -0.71193283  1.71586166  1.26993754
 -0.63930176  0.1904084  -0.09020776 -1.27812962  0.        ]",[-0.37109867  0.94227028],[-0.31288624 -0.4065668 ]
2,-0.129583477934,[-0.74366758  1.14181709],-0.921943,"[[ 0.00836158  0.1418568   0.19849929  0.14647158]
 [ 3.33575685  6.34944509  0.          0.        ]]","[ 1.18155508  2.2076108  -0.01979038 -0.37936018  1.71585345  1.26993352
 -0.57660465  0.53595834 -0.09915765 -1.11597667  0.        ]",[-0.51369333  0.7698192 ],[-0.31288624 -0.4065668 ]
3,-0.104140744989,[-0.11892547  0.58687449],-0.728131,"[[  0.04488393   0.30732387   0.19849929   0.14647158]
 [  0.32651518  10.18447427   0.           0.        ]]","[ 1.18020973  2.15575792  0.03439443  0.14250288  1.71584524  1.26992949
 -0.65181395  1.08997257 -0.1415473  -0.91258835  0.        ]",[-0.61566758  0.50764477],[-0.31288624 -0.4065668 ]
4,-0.081888147446,[-0.90260998  1.24723493],-0.734147,"[[  0.04662311   0.53230736   0.19849929   0.14647158]
 [ -0.15097015  12.30679962   0.           0.        ]]","[ 1.1800965   2.0268737   0.03697301  0.80650537  1.71583702  1.26992546
 -0.66374666  1.39656349 -0.2260042  -0.73128676  0.        ]",[-0.59228444  0.37162   ],[-0.31288624 -0.4065668 ]
5,-0.0692002438398,[ 0.75089521 -0.41744269],-0.461929,"[[  7.79641988e-03   8.15738978e-01   1.98499294e-01   1.46471579e-01]
 [ -3.71981415e+00   1.60239397e+01   0.00000000e+00   0.00000000e+00]]","[ 1.18155109  1.77857002 -0.02062937  1.52133903  1.71582881  1.26992143
 -0.752942    1.93353821 -0.35601996 -0.59676522  0.        ]",[-0.42937455  0.06159529],[-0.31288624 -0.4065668 ]
6,-0.070706817786,[ 0.06110166 -0.07227402],-0.449638,"[[ -0.03604174   1.11644116   0.19849929   0.14647158]
 [ -0.6740658   14.0528856    0.           0.        ]]","[ 1.18069316  1.4314933  -0.08568313  2.07293593  1.7158206   1.26991741
 -0.67681782  1.64878912 -0.52987574 -0.50001132  0.        ]",[-0.37013277  0.14001212],[-0.31288624 -0.4065668 ]
7,-0.0860468510577,[-0.24915733 -0.22135919],-0.484001,"[[ -0.04695488   1.39183548   0.19849929   0.14647158]
 [ -0.41809568  13.48842995   0.           0.        ]]","[ 1.18006479  1.06410005 -0.10186652  2.34978687  1.71581238  1.26991338
 -0.67041912  1.56724054 -0.73545651 -0.4265528   0.        ]",[-0.30455986  0.05993435],[-0.31288624 -0.4065668 ]
8,-0.109102690445,[ 0.35576063 -0.58072917],-0.564617,"[[ -0.06511809   1.65013248   0.19849929   0.14647158]
 [ -1.39503858  12.34506926   0.           0.        ]]","[ 1.17865719  0.70180048 -0.12878198  2.39130596  1.71580417  1.26990935
 -0.69483483  1.40206439 -0.93418514 -0.41869606  0.        ]",[-0.25392228 -0.00120035],[-0.31288624 -0.4065668 ]
9,-0.131720717012,[ 0.08280098 -0.48377714],-0.70772,"[[-0.07860619  1.87150851  0.19849929  0.14647158]
 [ 0.04142665  9.80102584  0.          0.        ]]","[ 1.17731699  0.39627338 -0.14874938  2.25613933  1.71579596  1.26990533
 -0.65893175  1.03454702 -1.1061509  -0.45135878  0.        ]",[-0.23886374  0.05268109],[-0.31288624 -0.4065668 ]
10,-0.15118379706,[-0.42489788  0.11571475],-0.917214,"[[-0.07449205  2.04636243  0.19849929  0.14647158]
 [ 0.36886172  7.69139868  0.          0.        ]]","[ 1.17774787  0.16863402 -0.14266076  2.04207026  1.71578774  1.2699013
 -0.65074696  0.72978707 -1.24728203 -0.4967996   0.        ]",[-0.24869806  0.09131876],[-0.31288624 -0.4065668 ]
11,-0.167686539274,[ 0.96455353 -0.2231277 ],-0.929016,"[[-0.08406151  2.20326073  0.19849929  0.14647158]
 [-1.32021201  7.99740284  0.          0.        ]]","[ 1.17669838 -0.01908174 -0.1568192   1.77499278  1.71577953  1.26989727
 -0.69296121  0.77399122 -1.35663928 -0.56438761  0.        ]",[-0.22991848 -0.08342773],[-0.31288624 -0.4065668 ]
12,-0.184368377223,[ 1.42404956  0.55577645],-1.15042,"[[-0.07189053  2.35275445  0.19849929  0.14647158]
 [ 2.52454555  6.95545555  0.          0.        ]]","[ 1.17800365 -0.17897424 -0.13880945  1.46070645  1.71577132  1.26989325
 -0.59686706  0.62346939 -1.46440167 -0.63915838  0.        ]",[-0.22159919 -0.1227988 ],[-0.31288624 -0.4065668 ]
13,-0.205480368855,[-0.03328295  0.05550473],-1.15783,"[[ 0.01782269  2.51256085  0.19849929  0.14647158]
 [ 6.43382919  9.01830914  0.          0.        ]]","[ 1.18134646 -0.3253351  -0.00574729  1.06825715  1.71576311  1.26988922
 -0.49916035  0.9214695  -1.60139112 -0.73077263  0.        ]",[-0.16065302 -0.38248736],[-0.31288624 -0.4065668 ]
14,-0.227255719156,[ 0.26935574 -0.34916915],-1.1883,"[[ 0.14390396  2.69333975  0.19849929  0.14647158]
 [ 6.17513523  9.05944894  0.          0.        ]]","[ 1.16729457 -0.45575489  0.18065185  0.56634865  1.71575489  1.26988519
 -0.5056252   0.92741051 -1.72134003 -0.87317974  0.        ]",[-0.11291191 -0.49776047],[-0.31288624 -0.4065668 ]
15,-0.243134449896,[-0.16046747  0.22336079],-1.35303,"[[ 0.27688257  2.85885702  0.19849929  0.14647158]
 [ 7.11955073  7.49748686  0.          0.        ]]","[ 1.12898475 -0.53897111  0.37352875  0.06626221  1.71574668  1.26988117
 -0.48202037  0.70176634 -1.7804705  -1.0295279   0.        ]",[-0.08828479 -0.48230851],[-0.31288624 -0.4065668 ]
16,-0.253010120396,[ 0.12946825 -0.28261536],-1.24138,"[[ 0.41148693  3.01619032  0.19849929  0.14647158]
 [ 6.34338704  6.73603615  0.          0.        ]]","[ 1.06633447 -0.58382699  0.56145379 -0.43221058  1.71573847  1.26987714
 -0.50141856  0.59176523 -1.78098886 -1.18342811  0.        ]",[-0.02262397 -0.51529276],[-0.31288624 -0.4065668 ]
17,-0.255694530196,[ 0.37359177 -2.30751801],-0.906068,"[[ 0.54223412  3.06096764  0.19849929  0.14647158]
 [ 6.73011954 -0.30709053  0.          0.        ]]","[ 0.98355354 -0.59031007  0.73374063 -0.57645093  1.71573026  1.26987311
 -0.49175206 -0.42569404 -1.77192802 -1.23722207  0.        ]",[-0.02674159 -0.05712014],[-0.31288624 -0.4065668 ]
18,-0.256902779922,[-0.3819624   0.83522026],-1.57908,"[[ 0.6903388   3.01515939  0.19849929  0.14647158]
 [ 8.07585961 -4.26056176  0.          0.        ]]","[ 0.86549356 -0.58364274  0.91295706 -0.42889645  1.71572205  1.26986909
 -0.45811673 -0.99681615 -1.79599279 -1.21635923  0.        ]",[ 0.0123084   0.35141376],[-0.31288624 -0.4065668 ]
19,-0.259230438467,[ 0.84358855  0.69501893],-1.52802,"[[ 0.83507978  2.96397488  0.19849929  0.14647158]
 [ 6.40381371 -0.86919067  0.          0.        ]]","[ 0.72757879 -0.57272661  1.06813416 -0.2650523   1.71571384  1.26986506
 -0.49990617 -0.5068927  -1.82691117 -1.1999353   0.        ]",[ 0.02191627  0.20257401],[-0.31288624 -0.4065668 ]
20,-0.261441696975,[ 0.45926613  0.88816191],-1.54669,"[[ 0.99539662  2.97437624  0.19849929  0.14647158]
 [ 9.61716817  1.90009127  0.          0.        ]]","[ 0.55234439 -0.5752388   1.21302931 -0.29823968  1.71570562  1.26986104
 -0.41959267 -0.10683749 -1.82696673 -1.23271832  0.        ]",[ 0.08767658  0.04344434],[-0.31288624 -0.4065668 ]
21,-0.261632147147,[-0.31611761 -0.1193399 ],-1.39807,"[[  1.20407468   3.01890972   0.19849929   0.14647158]
 [ 11.2451346    0.86072886   0.           0.        ]]","[ 0.2961321  -0.58429612  1.35333435 -0.44094769  1.71569741  1.26985701
 -0.37890357 -0.25698536 -1.79423258 -1.28703655  0.        ]",[ 0.2085256   0.13210285],[-0.31288624 -0.4065668 ]
22,-0.262569913207,[-0.59812084  0.37106975],-1.52003,"[[ 1.41418541  3.0200772   0.19849929  0.14647158]
 [ 9.77086527 -0.37145072  0.          0.        ]]","[ 0.01649209 -0.58449543  1.43385453 -0.44470008  1.7156892   1.26985298
 -0.41575017 -0.43498786 -1.78592482 -1.3126187   0.        ]",[ 0.32010809  0.28895411],[-0.31288624 -0.4065668 ]
23,-0.263491552663,[ 0.08087814 -0.29136965],-1.42852,"[[ 1.58390166  3.01242418  0.19849929  0.14647158]
 [ 7.20929938 -0.34125658  0.          0.        ]]","[-0.21689355 -0.5831471   1.45188635 -0.42010767  1.71568099  1.26984896
 -0.47977208 -0.43062533 -1.7821493  -1.3308503   0.        ]",[ 0.40454119  0.34231186],[-0.31288624 -0.4065668 ]
