timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.404867225329,[ 2.72228283  1.32159209],-3.98379,"[[-0.01189935  0.03261285 -0.19469811 -0.01162923]
 [-0.0002674   0.00292393  0.          0.        ]]","[ 1.19863066  2.49090829 -0.04289626 -0.89695164 -1.69073723 -0.10932502
 -0.67794942 -0.40989996  2.96215012  0.03379037  0.        ]",[ 3.5192163  2.3757925],[-0.37231863 -0.45794147]
1,-0.404906141478,[ 3.62776822  1.88652757],-3.9703,"[[ 0.02777044  0.07238314 -0.19469811 -0.01162923]
 [ 3.95408892  3.96091936  0.          0.        ]]","[ 1.19819209  2.48774397  0.01563509 -0.74097623 -1.69073018 -0.1093249
 -0.58727836  0.16243136  2.95779306  0.13864335  0.        ]",[ 3.4941864   2.19699836],[-0.37231863 -0.45794147]
2,-0.402353472317,[ 2.33885521  2.53058594],-4.05302,"[[ 0.14574346  0.19052734 -0.19469811 -0.01162923]
 [ 7.8303397   7.84057082  0.          0.        ]]","[ 1.1840574   2.4643996   0.18896165 -0.28122989 -1.69072313 -0.10932478
 -0.49839831  0.72343363  2.90642665  0.444935    0.        ]",[ 3.38978267  2.05776596],[-0.37231863 -0.45794147]
3,-0.389540809525,[ 3.48824574  2.58019014],-3.91377,"[[  3.40475536e-01   3.85493651e-01  -1.94698110e-01  -1.16292265e-02]
 [  1.16303282e+01   1.16433702e+01   0.00000000e+00   0.00000000e+00]]","[ 1.11931533  2.3810523   0.46741956  0.45180723 -1.69071609 -0.10932466
 -0.41126697  1.27332082  2.70312831  0.90464369  0.        ]",[ 3.20300603  1.90832746],[-0.37231863 -0.45794147]
4,-0.355115336376,[ 4.02548268  2.47347407],-3.6129,"[[  6.10462647e-01   6.55759080e-01  -1.94698110e-01  -1.16292265e-02]
 [  1.53562381e+01   1.53707054e+01   0.00000000e+00   0.00000000e+00]]","[ 0.94887855  2.17904626  0.82054857  1.36984707 -1.69070904 -0.10932454
 -0.32583425  1.81229064  2.22619387  1.36638251  0.        ]",[ 2.90539289  1.65678895],[-0.37231863 -0.45794147]
5,-0.287754011762,[ 3.15647261  0.70535319],-3.11355,"[[  9.54247891e-01   9.99827425e-01  -1.94698110e-01  -1.16292265e-02]
 [  1.90105732e+01   1.90238742e+01   0.00000000e+00   0.00000000e+00]]","[ 0.61529189  1.79904371  1.17857701  2.27951809 -1.69070199 -0.10932442
 -0.24204272  2.34052659  1.4655597   1.5428824   0.        ]",[ 2.65552568  1.22192132],[-0.37231863 -0.45794147]
6,-0.186400046058,[ 1.84594189 -0.06579893],-2.20277,"[[  1.37042670e+00   1.40452260e+00  -1.94698110e-01  -1.16292265e-02]
 [  2.25958639e+01   2.14375045e+01   0.00000000e+00   0.00000000e+00]]","[ 0.09077441  1.23397508  1.42074091  2.84831708 -1.69069494 -0.1093243
 -0.15983435  2.68951464  0.69537239  1.16111751  0.        ]",[ 2.52204227  0.78731   ],[-0.37231863 -0.45794147]
7,-0.0882560529225,[ 2.87352004  0.55780955],-1.4314,"[[  1.85762943e+00   1.82636958e+00  -1.94698110e-01  -1.16292265e-02]
 [  2.61128310e+01   2.07494280e+01   0.00000000e+00   0.00000000e+00]]","[-0.5758815   0.60354722  1.38997236  2.77488673 -1.6906879  -0.10932418
 -0.0791926   2.5899976   0.38784325  0.34834776  0.        ]",[ 2.52932191  0.44544923],[-0.37231863 -0.45794147]
8,-0.120041174146,[ 1.4008626  -0.53154698],-0.741187,"[[  2.41447807e+00   2.25936440e+00  -1.94698110e-01  -1.16292265e-02]
 [  2.95606386e+01   2.25441094e+01   0.00000000e+00   0.00000000e+00]]","[ -1.21795727e+00   2.68875523e-02   9.55510000e-01   2.00759719e+00
  -1.69068085e+00  -1.09324065e-01  -1.36621080e-04   2.84947787e+00
   7.25051133e-01  -3.34437298e-01   0.00000000e+00]",[ 2.7061739  -0.17677394],[-0.37231863 -0.45794147]
9,-0.191981932625,[ 2.75578157  0.16027733],-1.01466,"[[  3.03959317e+00   2.68462363e+00  -1.94698110e-01  -1.16292265e-02]
 [  3.29391670e+01   1.99904997e+01   0.00000000e+00   0.00000000e+00]]","[-1.56059367 -0.36791153  0.12489852  0.70789475 -1.6906738  -0.10932395
  0.07733083  2.48021326  1.2881519  -0.37334279  0.        ]",[ 2.99769449 -0.4693428 ],[-0.37231863 -0.45794147]
