timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.22232750599,[-1.39668551  1.66683005],-2.28697,"[[-0.09886158  0.01580056  0.03328597 -0.15503863]
 [-0.00296648 -0.00274914  0.          0.        ]]","[ 1.18756947  2.36371636 -0.14134847 -0.88243189  0.28508038 -1.3442134
 -0.61461185 -0.40351676  1.17058556  1.05203042  0.        ]",[-1.42315137  1.65809238],[-0.42919165 -0.51446712]
1,-0.219552941491,[-2.03918436  0.9013586 ],-2.37405,"[[-0.13862627  0.0554894   0.03328597 -0.15503863]
 [-3.96032196  3.95842614  0.          0.        ]]","[ 1.18103345  2.36163427 -0.19950193 -0.74463477  0.28508015 -1.34421061
 -0.70004323  0.18249836  1.16693725  1.01944597  0.        ]",[-1.40954554  1.51862538],[-0.42919165 -0.51446712]
2,-0.210607875484,[-1.06279813  1.53339309],-2.41343,"[[-0.25675105  0.16969565  0.03328597 -0.15503863]
 [-7.83924464  7.4505461   0.          0.        ]]","[ 1.14886878  2.34284749 -0.37000121 -0.35056866  0.28507993 -1.34420781
 -0.78378124  0.6991213   1.14872272  0.92053934  0.        ]",[-1.35935581  1.42498553],[-0.42919165 -0.51446712]
3,-0.194470284898,[-0.45524779  1.48841672],-2.38997,"[[ -0.45168666   0.35696822   0.03328597  -0.15503863]
 [-11.64168349  11.26396364   0.           0.        ]]","[ 1.0552254   2.27157526 -0.6388724   0.27673522  0.2850797  -1.34420502
 -0.86586795  1.26327552  1.09592584  0.76322799  0.        ]",[-1.18526387  1.10672009],[-0.42919165 -0.51446712]
4,-0.173310687497,[-1.0270798   1.96300223],-2.39171,"[[ -0.70029621   0.61974092   0.03328597  -0.15503863]
 [-13.21406708  15.00080426   0.           0.        ]]","[ 0.86787843  2.09159393 -0.94517915  1.08066133  0.28507947 -1.34420223
 -0.89981169  1.81609735  0.9925304   0.60466614  0.        ]",[-0.9194144   0.61392891],[-0.42919165 -0.51446712]
5,-0.146160530273,[-1.81709324  0.06653391],-2.19917,"[[ -1.00166804   0.95651138   0.03328597  -0.15503863]
 [-16.91092938  18.66390105   0.           0.        ]]","[ 0.55473042  1.74366093 -1.23670614  1.90185851  0.28507924 -1.34419943
 -0.97961892  2.35800294  0.81984765  0.47362644  0.        ]",[-0.55454385 -0.0273616 ],[-0.42919165 -0.51446712]
6,-0.108970557548,[-0.62972572  0.12497919],-1.78767,"[[ -1.37624178   1.32872258   0.03328597  -0.15503863]
 [-20.53459504  18.55739759   0.           0.        ]]","[ 0.07538454  1.25079011 -1.44108855  2.43570441  0.28507901 -1.34419664
 -1.05784573  2.34223567  0.55251962  0.35717482  0.        ]",[-0.22224481 -0.37346104],[-0.42919165 -0.51446712]
7,-0.0699551881698,[ 0.53307872 -0.61991032],-1.36662,"[[ -1.80788003   1.70113418   0.03328597  -0.15503863]
 [-22.62239312  18.68324165   0.           0.        ]]","[-0.51857914  0.70956851 -1.42767177  2.50752307  0.28507878 -1.34419385
 -1.10291575  2.36084137  0.21749685  0.3111599   0.        ]",[ 0.17496243 -0.66471672],[-0.42919165 -0.51446712]
8,-0.0572259650894,[ 0.02181904 -1.1065523 ],-1.1068,"[[ -2.23468226   2.04643714   0.03328597  -0.15503863]
 [-20.06620914  15.85661575   0.           0.        ]]","[-1.04750632  0.22946431 -1.15603055  2.15133164  0.28507856 -1.34419106
 -1.04773069  1.94266885 -0.08758108  0.39006419  0.        ]",[ 0.19618246 -0.5839541 ],[-0.42919165 -0.51446712]
9,-0.0742775245394,[ 1.40181424 -0.48568677],-1.13398,"[[ -2.631166     2.32067717   0.03328597  -0.15503863]
 [-19.58372116  11.58169578   0.           0.        ]]","[-1.40309822 -0.09795053 -0.7155495   1.60506342  0.28507833 -1.34418826
 -1.03731304  1.31024397 -0.31146353  0.52916292  0.        ]",[-0.03689502 -0.25606057],[-0.42919165 -0.51446712]
