timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0733064745819,"[[-0.01707425  0.01873987  0.18287229  0.06658407]
 [ 0.00252943  0.00361092  0.          0.        ]]",[ 0.32600144  1.38759637],-0.237301,"[ 1.11608391  2.02647048 -0.12345802 -0.65390081  1.60319941  0.58598504
 -0.65184233 -0.35537951 -0.02288061 -0.63197775  0.        ]",[-0.04814734 -0.2206777 ],[-0.96481589  2.76848398]
1,-0.07666117354,"[[-0.05533364  0.05855411  0.18287229  0.06658407]
 [-3.81575068  3.96460629  0.          0.        ]]",[ 0.34570557  1.3372488 ],-0.128338,"[ 1.11416276  2.02437884 -0.18149648 -0.53240076  1.60317452  0.58598162
 -0.89802454  0.1869158  -0.02387815 -0.66101492  0.        ]",[-0.04814734 -0.2206777 ],[ 1.84661536  1.09381506]
2,-0.071328320827,"[[-0.09121589  0.17677082  0.18287229  0.06658407]
 [ 0.21412663  7.84414393  0.          0.        ]]",[ 0.33315784  1.25635827],-0.325829,"[ 1.11052832  2.00588048 -0.23581873 -0.17406056  1.60314962  0.5859782
 -0.63818811  0.71805714 -0.02865315 -0.61757543  0.        ]",[-0.04814734 -0.2206777 ],[-1.07610756  0.51490704]
3,-0.05943445312,"[[-0.12667355  0.35256689  0.18287229  0.06658407]
 [-3.74671528  9.72916553  0.          0.        ]]",[ 0.34493911  1.19893515],-0.136396,"[ 1.10519953  1.94473087 -0.28932352  0.34347478  1.60312473  0.58597477
 -0.89356314  0.97612701 -0.04861932 -0.5243282   0.        ]",[-0.04814734 -0.2206777 ],[ 1.28184317  0.85944152]
4,-0.0413407613018,"[[ -0.16118289   0.5793463    0.18287229   0.06658407]
 [  0.28247518  12.93810454   0.           0.        ]]",[ 0.33084759  1.07945013],-0.130901,"[ 1.09836113  1.80942208 -0.34116622  0.96091433  1.60309983  0.58597135
 -0.63377014  1.41544421 -0.10020532 -0.39219598  0.        ]",[-0.04814734 -0.2206777 ],[ 0.53806909  1.05176484]
5,-0.00628533830644,"[[ -0.13423754   0.87525891   0.18287229   0.06658407]
 [  2.40518161  16.64082983   0.           0.        ]]",[ 0.32028216  0.9511503 ],-0.132576,"[ 1.10382094  1.54858422 -0.30070556  1.63350355  1.60307494  0.58596792
 -0.49690186  1.92234267 -0.23654488 -0.13561973  0.        ]",[-0.04814734 -0.2206777 ],[-0.53327274  1.7686233 ]
6,-0.0434445699756,"[[ -0.10777816   1.24450399   0.18287229   0.06658407]
 [  0.2480272   20.27155445   0.           0.        ]]",[ 0.36635175  0.83806026],-0.307185,"[ 1.10821619  1.12245202 -0.26083094  2.18174374  1.60305005  0.5859645
 -0.63598512  2.41934489 -0.485051    0.08851217  0.        ]",[-0.04814734 -0.2206777 ],[-1.98437745 -1.18359491]
7,-0.077581734911,"[[ -0.14254846   1.60618895   0.18287229   0.06658407]
 [ -3.71222282  15.91140888   0.           0.        ]]",[ 0.3921068   0.82771486],-0.245068,"[ 1.10221799  0.6488894  -0.31319931  2.34090481  1.60302517  0.58596108
 -0.8913244   1.82238553 -0.7361514   0.1372142   0.        ]",[-0.04814734 -0.2206777 ],[ 0.66040372  0.97954835]
8,-0.10879383893,"[[ -0.18982758   1.96016771   0.18287229   0.06658407]
 [ -1.02439756  19.47463527   0.           0.        ]]",[ 0.44293737  0.77932179],-0.473385,"[ 1.09141937  0.19089161 -0.3839775   2.11416986  1.60300028  0.58595765
 -0.71801579  2.31013994 -0.98300032  0.0877584   0.        ]",[-0.04814734 -0.2206777 ],[-1.14526209 -0.09717723]
9,-0.140819918118,"[[ -0.24981726   2.34193367   0.18287229   0.06658407]
 [ -4.96169573  18.70446893   0.           0.        ]]",[ 0.46436819  0.75807512],-0.47862,"[ 1.07336662 -0.23134499 -0.47284223  1.47884043  1.60297539  0.58595423
 -0.9718747   2.20464728 -1.22945108 -0.05768222  0.        ]",[-0.04814734 -0.2206777 ],[ 2.14253778  1.25667458]
10,-0.173860329237,"[[ -0.30833798   2.75203497   0.18287229   0.06658407]
 [ -0.90375711  22.29374496   0.           0.        ]]",[ 0.48541889  0.69950128],-0.589793,"[ 1.05112175 -0.53487255 -0.5582319   0.44863042  1.60295051  0.58595081
 -0.71022426  2.69591718 -1.45301824 -0.2989315   0.        ]",[-0.04814734 -0.2206777 ],[ 1.76179324  0.16086697]
