timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.423827832957,[-0.34940431 -0.22117034],[ 3.54824972  3.62551713],-2.88248,"[ 1.20999143  2.6225501  -0.1655245  -0.90051338 -1.67693543  1.03538117
 -0.64097334 -0.38242968  2.93175451 -1.25598802  0.        ]","[[-0.09105923 -0.00969434 -0.19134182  0.11888983]
 [ 0.00196669  0.00348892  0.          0.        ]]",[ 3.39035695  3.09024972]
1,-0.420615839048,[-0.34940431 -0.22117034],[ 3.37856078  3.48401093],-2.95806,"[ 1.2138789   2.62191141 -0.10700619 -0.73290212 -1.6769319   1.03537998
 -0.55172243  0.13961066  2.93804538 -1.14900724  0.        ]","[[-0.05134523  0.03008714 -0.19134182  0.11888983]
 [ 3.95627325  3.96147325  0.          0.        ]]",[ 2.38481681  3.28233089]
2,-0.408356176319,[-0.34940431 -0.22117034],[ 3.11993313  3.29039383],-2.68629,"[ 1.21263307  2.60563714  0.06723639 -0.23728814 -1.67692837  1.0353788
 -0.464235    0.65131802  2.91795811 -0.83189399  0.        ]","[[ 0.06667079  0.14824233 -0.19134182  0.11888983]
 [ 7.83245008  7.84111666  0.          0.        ]]",[ 4.11700297  4.33857336]
3,-0.379670395135,[-0.34940431 -0.22117034],[ 2.77294397  3.01750755],-2.54606,"[ 1.16890977  2.53238493  0.35066894  0.55836054 -1.67692484  1.03537762
 -0.3784699   1.1528888   2.76210933 -0.34042411  0.        ]","[[  0.26144397   0.34321952  -0.19134182   0.11888983]
 [ 11.63231927  11.6439132    0.           0.        ]]",[ 3.12370933  4.0775727 ]
4,-0.324568377159,[-0.34940431 -0.22117034],[ 2.4401772   2.67609978],-2.24341,"[ 1.02580452  2.34054107  0.71752692  1.56633165 -1.67692132  1.03537643
 -0.29437809  1.64450491  2.3332028   0.18661616  0.        ]","[[  0.53146924   0.61349582  -0.19134182   0.11888983]
 [ 15.35805362  15.37125079   0.           0.        ]]",[ 1.62332187  1.90458561]
5,-0.235811988478,[-0.34940431 -0.22117034],[ 2.143718    2.32594228],-1.87789,"[ 0.72117762  1.96604622  1.10300352  2.58634711 -1.67691779  1.03537525
 -0.21190273  2.12633523  1.59017011  0.45793479  0.        ]","[[  0.87528865   0.95757511  -0.19134182   0.11888983]
 [ 19.01217007  19.02442197   0.           0.        ]]",[ 0.96840582  2.16775084]
6,-0.124461514503,[-0.34940431 -0.22117034],[ 2.19984102  2.15833187],-1.46383,"[ 0.22024993  1.37838893  1.38838292  3.27273653 -1.67691426  1.03537406
 -0.13380903  2.59855413  0.7734368   0.15099276  0.        ]","[[  1.29024117   1.37398725  -0.19134182   0.11888983]
 [ 22.47215486  22.60476389   0.           0.        ]]",[ 1.55635652  2.28143781]
7,-0.104257773474,[-0.34940431 -0.22117034],[ 2.51447034  2.09984708],-1.1813,"[-0.44007068  0.63297635  1.41544772  3.17751666 -1.67691073  1.03537288
 -0.05436027  3.06135095  0.40929268 -0.70041891  0.        ]","[[  1.77499648   1.86128962  -0.19134182   0.11888983]
 [ 25.99217686  26.11372934   0.           0.        ]]",[ 2.90830302  1.16725023]
8,-0.20097891541,[-0.34940431 -0.22117034],[ 2.81232953  1.9978435 ],-1.68795,"[-1.10797172 -0.08318987  1.04097379  1.9299256  -1.67690721  1.0353717
  0.02355728  3.51499229  0.81272585 -1.40107363  0.        ]","[[  2.32947664   2.41807403  -0.19134182   0.11888983]
 [ 29.44435736  29.55335923   0.           0.        ]]",[ 2.00867413  2.80511712]
9,-0.238083908474,[-0.34940431 -0.22117034],[ 2.6331284   1.85777271],-1.91046,"[-1.51292938 -0.46313058  0.24679115 -0.44480911 -1.67690368  1.03537051
  0.09986789  3.17755504  1.3710825  -1.19070557  0.        ]","[[  2.95229834   3.04297934  -0.19134182   0.11888983]
 [ 32.8253414   26.9950974    0.           0.        ]]",[ 3.28343786  2.32188517]
