timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.210405254535,"[[-0.08686449 -0.03165221  0.18326244  0.18716157]
 [-0.00084273 -0.00344726  0.          0.        ]]",[ 0.72147173  1.89262855],-1.65455,"[ 1.20897391  2.61765387 -0.16400658 -0.99435049  1.59394273  1.62378838
 -0.64191724 -0.38279008  0.02805701 -1.84298461  0.        ]",[-0.29339555 -0.19954304],[ 0.99018747  1.56651602]
1,-0.198065717663,"[[-0.04759558  0.00799208  0.18326244  0.18716157]
 [ 3.91470109  3.95469007  0.          0.        ]]",[ 0.48614061  1.75218773],-1.5293,"[ 1.21260463  2.6183663  -0.10611943 -0.8277445   1.59393939  1.62378488
 -0.55256327  0.13948911  0.0354283  -1.73712363  0.        ]",[-0.29339555 -0.19954304],[ 1.25797261  2.28133905]
2,-0.160695448679,"[[ 0.06959713  0.12601297  0.18326244  0.18716157]
 [ 7.79168558  7.83446973  0.          0.        ]]",[ 0.24568693  1.59615052],-1.67868,"[ 1.21082862  2.6061522   0.06692951 -0.33309435  1.59393606  1.62378139
 -0.4640893   0.65142878  0.01881019 -1.42160183  0.        ]",[-0.29339555 -0.19954304],[-0.618522    1.43124541]
3,-0.113145358458,"[[  0.19932192   0.32088366   0.18326244   0.18716157]
 [  5.18950217  11.63990844   0.           0.        ]]",[ 0.09766426  1.4001956 ],-1.48751,"[ 1.1868967   2.53952536  0.25674156  0.46433546  1.59393272  1.6237779
 -0.52347133  1.15355823 -0.09143027 -1.03277009  0.        ]",[-0.29339555 -0.19954304],[-0.7565113   0.20989159]
4,-0.080022493837,"[[  0.27205646   0.55971948   0.18326244   0.18716157]
 [  2.09425685  12.24165774   0.           0.        ]]",[ 0.13930321  1.37459135],-0.912393,"[ 1.16351196  2.38260564  0.36121645  1.37027767  1.59392938  1.62377441
 -0.5941051   1.23295774 -0.27052675 -0.74882502  0.        ]",[-0.29339555 -0.19954304],[ 1.16648523  1.17929717]
5,-0.0702296805345,"[[  0.35321446   0.84183492   0.18326244   0.18716157]
 [  6.00875336  15.95751422   0.           0.        ]]",[ 0.51682431  1.4390614 ],-1.00198,"[ 1.12914685  2.10245815  0.47528756  2.2735858   1.59392605  1.62377092
 -0.50477494  1.72326403 -0.55184798 -0.50669613  0.        ]",[-0.29339555 -0.19954304],[-0.29071008  1.60969919]
6,-0.108471125701,"[[  0.46066273   1.19754593   0.18326244   0.18716157]
 [  4.74045751  19.60143225   0.           0.        ]]",[ 1.17411506  1.51694393],-1.25315,"[ 1.07061097  1.63668195  0.62101292  3.0523124   1.59392271  1.62376743
 -0.53371737  2.20407384 -0.97304549 -0.362446    0.        ]",[-0.29339555 -0.19954304],[-0.21034102  0.51805206]
7,-0.16406656181,"[[  0.54620037   1.6062633    0.18326244   0.18716157]
 [  3.81644402  21.26475124   0.           0.        ]]",[ 1.76362908  1.57774127],-1.55882,"[ 1.01380184  1.01848133  0.73168475  3.33903709  1.59391938  1.62376394
 -0.55480318  2.42353956 -1.39995658 -0.44821562  0.        ]",[-0.29339555 -0.19954304],[ 0.14598698  0.19016644]
8,-0.214511957663,"[[  0.62759498   2.03488786   0.18326244   0.18716157]
 [  4.32133347  21.59660503   0.           0.        ]]",[ 2.23890758  1.6237359 ],-1.62045,"[ 0.95174825  0.38166698  0.83179665  2.89710518  1.59391604  1.62376045
 -0.54328105  2.46731732 -1.72375295 -0.73827899  0.        ]",[-0.29339555 -0.19954304],[ 1.5707971   0.89089077]
9,-0.255620724477,"[[  0.75290655   2.49792023   0.18326244   0.18716157]
 [  8.19707175  24.69633396   0.           0.        ]]",[ 2.86608577  1.70225799],-1.66101,"[ 0.8419458  -0.16265076  0.97447272  1.6610353   1.5939127   1.62375696
 -0.45483526  2.87630954 -1.87679836 -1.18519705  0.        ]",[-0.29339555 -0.19954304],[ 1.86417001  1.9883483 ]
