timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.21081064236,"[[-0.06882833 -0.04847288  0.02112297  0.07585551]
 [ 0.00084464 -0.00423949  0.          0.        ]]",[ 1.32174528  2.39000297],-0.995976,"[ 1.1713708   2.43381945 -0.16973415 -0.99526593  0.17914368  0.66437484
 -0.588238   -0.37602895  1.22973387 -0.88272698  0.        ]",[-0.25567335 -0.26899168],[ 1.08369186  2.0772503 ]
1,-0.206177923941,"[[-0.02913654 -0.00884442  0.02112297  0.07585551]
 [ 3.95517225  3.95389925  0.          0.        ]]",[ 1.25959921  2.30038857],-0.948216,"[ 1.17404083  2.43546815 -0.11053704 -0.84432624  0.1791434   0.66437342
 -0.4688263   0.15053596  1.23628165 -0.77774064  0.        ]",[-0.25567335 -0.26899168],[ 1.46765477  1.74443181]
2,-0.191772237049,"[[ 0.08885749  0.10916083  0.02112297  0.07585551]
 [ 7.83134627  7.83369664  0.          0.        ]]",[ 1.17632437  2.19736838],-0.932446,"[ 1.16919181  2.42672785  0.06548339 -0.39547701  0.17914313  0.66437201
 -0.35177477  0.66667839  1.21805631 -0.46579126  0.        ]",[-0.25567335 -0.26899168],[ 1.22723802  1.10061297]
3,-0.166949674795,"[[  0.28360821   0.30399117   0.02112297   0.07585551]
 [ 11.63116833  11.63664895   0.           0.        ]]",[ 1.05494523  2.04558372],-0.836913,"[ 1.11964506  2.36789612  0.35082559  0.33001664  0.17914286  0.66437059
 -0.23702895  1.17259556  1.06830783  0.01907539  0.        ]",[-0.25567335 -0.26899168],[ 1.08689597  2.26882584]
4,-0.134663880252,"[[  0.55360953   0.57412377   0.02112297   0.07585551]
 [ 15.35679956  15.36414449   0.           0.        ]]",[ 0.76458037  1.76049316],-0.617408,"[ 0.96907092  2.19913838  0.71808799  1.25892635  0.17914258  0.66436918
 -0.12452354  1.66846894  0.65191493  0.54164718  0.        ]",[-0.25567335 -0.26899168],[ 1.97137467  2.04478999]
5,-0.110012357154,"[[  0.89740241   0.9180625    0.02112297   0.07585551]
 [ 19.01076658  19.0174713    0.           0.        ]]",[ 0.49348295  1.37633276],-0.404501,"[ 0.65671128  1.85671848  1.10029532  2.21662376  0.17914231  0.66436776
 -0.01418223  2.15446546 -0.07428861  0.81492426  0.        ]",[-0.25567335 -0.26899168],[ 0.28505161  2.25521844]
6,-0.115816176128,"[[  1.28519524e+00   1.33434608e+00   2.11229669e-02   7.58555100e-02]
 [  1.97664417e+01   2.25988932e+01   0.00000000e+00   0.00000000e+00]]",[ 0.6123898   1.21266234],-0.342039,"[ 0.18621387  1.30677794  1.3657747   2.89391808  0.17914204  0.66436634
  0.00863742  2.63088082 -0.84860525  0.53211517  0.        ]",[-0.25567335 -0.26899168],[ 0.17671891  1.61148401]
7,-0.136093431604,"[[  1.68367507e+00   1.82154515e+00   2.11229669e-02   7.58555100e-02]
 [  2.00808002e+01   2.61093121e+01   0.00000000e+00   0.00000000e+00]]",[ 1.014768    1.04670572],-0.360221,"[-0.3564801   0.59577786  1.41675517  2.88073677  0.17914176  0.66436493
  0.01813032  3.09782866 -1.20152595 -0.21914597  0.        ]",[-0.25567335 -0.26899168],[ 1.52087153  1.61559438]
8,-0.137753068867,"[[  2.12108990e+00   2.37825229e+00   2.11229669e-02   7.58555100e-02]
 [  2.36489085e+01   2.95499990e+01   0.00000000e+00   0.00000000e+00]]",[ 1.265432    0.92971301],-0.137787,"[-0.921087   -0.10345768  1.20579892  1.82372838  0.17914149  0.66436351
  0.12587916  3.55547097 -0.91166591 -0.90366632  0.        ]",[-0.25567335 -0.26899168],[ 2.90132162  1.09643595]
9,-0.0957587929482,"[[  2.62914932e+00   3.00309680e+00   2.11229669e-02   7.58555100e-02]
 [  2.71443798e+01   2.71588924e+01   0.00000000e+00   0.00000000e+00]]",[ 1.38027418  0.83700722],-0.0741565,"[-1.40080368 -0.49831521  0.66512691 -0.28457638  0.17914122  0.6643621
  0.23143452  3.237333   -0.34046471 -0.8650782   0.        ]",[-0.25567335 -0.26899168],[ 2.3812513   0.87125539]
