timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.0660649336432,"[[-0.03637276 -0.08192986  0.16662487  0.03392672]
 [-0.00018412 -0.00081735  0.          0.        ]]",[-0.45962575  1.80308771],-1.23972,"[ 1.21175395  2.60311117 -0.08512688 -1.20293482  1.43062316  0.28690813
 -0.63620772 -0.3829464   0.1632475  -0.49572628  0.        ]",[-0.32336551 -0.20383671],[-1.17527689  2.87216322]
1,-0.0690055900823,"[[-0.07608237 -0.04220277  0.16662487  0.03392672]
 [-3.95759405  3.96032028  0.          0.        ]]",[-0.45443693  1.67942703],-1.05406,"[ 1.20867803  2.60689574 -0.14368626 -1.03646346  1.43062064  0.28690795
 -0.72597917  0.13988763  0.16152892 -0.52941767  0.        ]",[-0.32336551 -0.20383671],[-0.05998486  0.46130112]
2,-0.0736370804362,"[[-0.15683649  0.05454409  0.16662487  0.03392672]
 [-4.1172855   5.70853783  0.          0.        ]]",[-0.30804351  1.59425116],-1.18962,"[ 1.1957527   2.60596461 -0.26212983 -0.63041774  1.43061813  0.28690777
 -0.72960105  0.37063633  0.15578509 -0.58277084  0.        ]",[-0.32336551 -0.20383671],[-1.18543255  2.09349421]
3,-0.079518108188,"[[-0.2780708   0.20732368  0.16662487  0.03392672]
 [-7.9932462   9.55658076  0.          0.        ]]",[ -1.25692040e-03   1.44591367e+00],-1.0541,"[ 1.1597394   2.57525088 -0.43688347  0.00494951  1.43061562  0.28690759
 -0.81752477  0.87854261  0.1379392  -0.65398044  0.        ]",[-0.32336551 -0.20383671],[-0.8735737   2.59672334]
4,-0.0892256115124,"[[ -0.47103796   0.4362964    0.16662487   0.03392672]
 [-11.29251525  13.32807895   0.           0.        ]]",[ 0.35592225  1.293926  ],-0.90069,"[ 1.06262729  2.46390632 -0.70174694  0.91499341  1.43061311  0.28690741
 -0.89236635  1.37634435  0.08517986 -0.77286807  0.        ]",[-0.32336551 -0.20383671],[ 0.73218649  0.15149403]
5,-0.0938149706345,"[[ -0.66558775   0.70621551   0.16662487   0.03392672]
 [ -8.17279612  13.66274554   0.           0.        ]]",[ 0.76883137  1.22712636],-0.88102,"[ 0.91859933  2.23972803 -0.94356645  1.86546422  1.4306106   0.28690724
 -0.82159606  1.42051485  0.00434233 -0.84164792  0.        ]",[-0.32336551 -0.20383671],[ 0.67553587  2.41197543]
6,-0.0828106033145,"[[ -0.80061719   1.01647352   0.16662487   0.03392672]
 [ -5.33941029  17.35080481   0.           0.        ]]",[ 1.28192866  1.24197531],-0.862775,"[ 0.79420839  1.87849945 -1.09166832  2.71064133  1.43060809  0.28690706
 -0.7573212   1.90730005 -0.08428816 -0.76454001  0.        ]",[-0.32336551 -0.20383671],[ 1.48339866  2.44170778]
7,-0.0547124335828,"[[ -0.86664656   1.39975955   0.16662487   0.03392672]
 [ -1.27669632  20.96582339   0.           0.        ]]",[ 1.7130698   1.21825433],-0.935594,"[ 0.72687018  1.32976023 -1.15721618  3.2780789   1.43060558  0.28690688
 -0.66515966  2.38443974 -0.22003758 -0.52716943  0.        ]",[-0.32336551 -0.20383671],[ 1.10039635 -1.63468097]
8,-0.0405706003376,"[[ -0.85219554   1.77517631   0.16662487   0.03392672]
 [  2.70855286  16.59048637   0.           0.        ]]",[ 1.60687399  1.17649877],-0.894763,"[ 0.74194959  0.75483003 -1.1432785   3.25193389  1.43060307  0.2869067
 -0.57475547  1.80693302 -0.43033197 -0.24853129  0.        ]",[-0.32336551 -0.20383671],[ 2.49505909  2.00509886]
9,-0.0738878933778,"[[ -0.758834     2.1434136    0.16662487   0.03392672]
 [  6.61488648  20.22117101   0.           0.        ]]",[ 1.4953146   1.00369596],-1.00136,"[ 0.83467541  0.23273131 -1.04777838  2.66956472  1.43060056  0.28690652
 -0.4861415   2.28613954 -0.73330756 -0.02015533  0.        ]",[-0.32336551 -0.20383671],[ 2.32017846 -0.47439553]
10,-0.12351854459,"[[ -0.58810776   2.52497033   0.16662487   0.03392672]
 [ 10.4449072   17.9421161    0.           0.        ]]",[ 1.12867618  0.82339633],-1.21138,"[ 0.98119419 -0.18942151 -0.85089418  1.5686701   1.43059805  0.28690634
 -0.3992587   1.98532175 -1.11208804  0.04740865  0.        ]",[-0.32336551 -0.20383671],[ 1.93593435 -0.36545743]
11,-0.162135996255,"[[ -0.34154698   2.86572771   0.16662487   0.03392672]
 [ 14.19854144  16.13965415   0.           0.        ]]",[ 1.18122804  0.78594863],-1.58328,"[ 1.13307522 -0.41490676 -0.52615856  0.28429685  1.43059553  0.28690616
 -0.31410872  1.74741138 -1.41516944 -0.09758062  0.        ]",[-0.32336551 -0.20383671],[ 2.10979661 -0.01108555]
12,-0.179200088501,"[[ -0.02067011   3.10365205   0.16662487   0.03392672]
 [ 17.8765558    3.62855962   0.           0.        ]]",[ 1.88096058  1.17360246],-1.59166,"[ 1.21235684 -0.47205123 -0.06193231 -0.70006042  1.43059302  0.28690598
 -0.23067417  0.09607846 -1.52649252 -0.32813604  0.        ]",[-0.32336551 -0.20383671],[ 0.92321657  1.70520996]
13,-0.180493070944,"[[  0.36998182   3.10382107   0.16662487   0.03392672]
 [ 21.17771241  -1.8204212    0.           0.        ]]",[ 2.12789583  1.49172199],-1.28454,"[ 1.11942798 -0.47206075  0.50272467 -0.70076897  1.43059051  0.2869058
 -0.15578851 -0.6231296  -1.53225413 -0.35448281  0.        ]",[-0.32336551 -0.20383671],[ 3.47250094  1.96255963]
14,-0.182848515491,"[[  0.82905428   3.06400809   0.16662487   0.03392672]
 [ 24.71774785  -1.83183463   0.           0.        ]]",[ 2.21431351  1.71626115],-1.26802,"[ 0.76569531 -0.46852467  1.05767209 -0.53389776  1.430588    0.28690562
 -0.07548396 -0.62463556 -1.54866277 -0.36638488  0.        ]",[-0.32336551 -0.20383671],[ 2.72798452  2.55471768]
15,-0.184597308393,"[[  1.35822464   3.03466896   0.16662487   0.03392672]
 [ 28.18772381  -1.10235274   0.           0.        ]]",[ 2.32745695  1.84298348],-1.20754,"[ 0.12562993 -0.46436028  1.41247406 -0.41124166  1.43058549  0.28690545
  0.0032313  -0.52835111 -1.55385845 -0.41121619  0.        ]",[-0.32336551 -0.20383671],[ 1.75178559  1.70545552]
16,-0.182013703575,"[[  1.95610524   3.01845649   0.16662487   0.03392672]
 [ 31.58900066  -0.56365533   0.           0.        ]]",[ 2.57916856  1.89089322],-0.92192,"[-0.68281562 -0.46149305  1.33742023 -0.34362185  1.43058298  0.28690527
  0.08038815 -0.45724828 -1.52015915 -0.46982096  0.        ]",[-0.32336551 -0.20383671],[ 2.92505972  3.2844176 ]
17,-0.173553461725,"[[  2.62133576e+00   3.01049144e+00   1.66624871e-01   3.39267154e-02]
 [  3.49229408e+01  -2.65771512e-01   0.00000000e+00   0.00000000e+00]]",[ 2.87084842  1.7992661 ],-1.02423,"[-1.36041693 -0.45993697  0.70287656 -0.31044928  1.43058047  0.28690509
  0.15601749 -0.41793038 -1.44466218 -0.49881515  0.        ]",[-0.32336551 -0.20383671],[ 3.88463311  2.12947799]
