timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.266547875474,[-0.62649655 -0.28983849],[ 2.80660057 -1.50583684],-2.55238,"[ 0.85665172  1.7025155  -0.1168178   1.24530408 -0.21184028  1.04221404
 -0.51370046  0.33586252  1.6733464  -1.10556618  0.        ]","[[-0.07251284  0.0802541  -0.02430926  0.12116664]
 [ 0.00443345  0.00294878  0.          0.        ]]",[ 1.92249005 -3.5215371 ]
1,-0.264849375232,[-0.62649655 -0.28983849],[ 2.74960279 -1.44141769],-2.52206,"[ 0.85997707  1.70558466 -0.05351264  1.13827334 -0.2118402   1.04221327
 -0.37764631 -0.24673483  1.67522972 -1.05906142  0.        ]","[[-0.03271908  0.04056921 -0.02430926  0.12116664]
 [ 3.96175928 -3.95823108  0.          0.        ]]",[ 2.7914518  -2.39677362]
2,-0.259269304083,[-0.62649655 -0.28983849],[ 2.65262222 -1.40234208],-2.5181,"[ 0.8550304   1.70278382  0.13454951  0.81933749 -0.21184012  1.0422125
 -0.24428416 -0.81779274  1.67242279 -0.92122516  0.        ]","[[ 0.08543552 -0.07755212 -0.02430926  0.12116664]
 [ 7.84078496 -7.84095364  0.          0.        ]]",[ 2.93888987 -1.21205732]
3,-0.248324431316,[-0.62649655 -0.28983849],[ 2.46381211 -1.42489552],-2.49281,"[ 0.79875612  1.65930995  0.4394919   0.30129297 -0.21184004  1.04221172
 -0.11355798 -1.3775273   1.64049717 -0.69784222  0.        ]","[[  0.28040115  -0.27255575  -0.02430926   0.12116664]
 [ 11.64313979 -11.64669273   0.           0.        ]]",[ 1.87994576 -1.61294384]
4,-0.229812546478,[-0.62649655 -0.28983849],[ 2.2329073  -1.44685674],-2.36055,"[ 0.62589498  1.52228431  0.83221682 -0.36731602 -0.21183996  1.04221095
  0.01459174 -1.92613015  1.54242838 -0.41021868  0.        ]","[[  0.55066149  -0.54291539  -0.02430926   0.12116664]
 [ 15.37055482 -15.37675889   0.           0.        ]]",[ 1.92602993 -1.85151252]
5,-0.201378137294,[-0.62649655 -0.28983849],[ 1.67621803 -1.82693124],-2.11225,"[ 0.26599352  1.23438185  1.24132339 -1.06615205 -0.21183988  1.04221018
  0.14022821 -2.46376787  1.33824473 -0.11064137  0.        ]","[[  0.894736    -0.88712925  -0.02430926   0.12116664]
 [ 19.02486854 -19.0322949    0.           0.        ]]",[ 1.8435023  -2.45227596]
6,-0.161724037876,[-0.62649655 -0.28983849],[ 0.92565644 -1.92031002],-1.89433,"[-0.32048123  0.76294492  1.5383549  -1.57761512 -0.2118398   1.04220941
  0.26341469 -2.99059783  1.00551641  0.10681703  0.        ]","[[  1.31118121  -1.30371749  -0.02430926   0.12116664]
 [ 22.60792088 -22.61438322   0.           0.        ]]",[ 0.86248372 -2.38486449]
7,-0.114676360825,[-0.62649655 -0.28983849],[ 0.64536679 -2.0204134 ],-1.50316,"[-1.07891173  0.1442852   1.55252745 -1.60803425 -0.21183973  1.04220864
  0.3654923  -3.5068033   0.57525129  0.11007544  0.        ]","[[  1.79312777e+00  -1.79122276e+00  -2.43092592e-02   1.21166637e-01]
 [  2.55769930e+01  -2.61242842e+01   0.00000000e+00   0.00000000e+00]]",[ 0.7626783  -1.78086513]
8,-0.0827612266913,[-0.62649655 -0.28983849],[ 1.214329   -2.41684246],-1.228,"[-1.82233835 -0.47468237  1.15433879 -0.89715974 -0.21183965  1.04220787
  0.45198278 -4.01269668  0.15330543 -0.20762767  0.        ]","[[  2.32990871e+00  -2.34822154e+00  -2.43092592e-02   1.21166637e-01]
 [  2.80926924e+01  -2.95641381e+01   0.00000000e+00   0.00000000e+00]]",[ 1.74878689 -3.43116522]
9,-0.111144112868,[-0.62649655 -0.28983849],[ 2.23606086 -3.3203845 ],-1.33898,"[-2.28093301 -0.83933394  0.33953081  0.57618848 -0.21183957  1.0422071
  0.56903539 -4.50867023 -0.10782952 -0.84197824  0.        ]","[[  2.92592495e+00  -2.97333908e+00  -2.43092592e-02   1.21166637e-01]
 [  3.14973345e+01  -3.29366291e+01   0.00000000e+00   0.00000000e+00]]",[ 2.648796   -3.32328287]
