timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.0742797021018,[-0.31630352 -0.15022346],[ 0.59815729 -1.13843131],-0.741454,"[ 0.91054719  2.04502842  0.11300416  0.89712929  1.16441866  0.19846828
 -0.47272516  0.3453354   0.28032209  0.15739555  0.        ]","[[ 0.09956691  0.02868791  0.13432687  0.02312158]
 [ 0.00201511 -0.00233758  0.          0.        ]]",[ 1.02875789 -1.26998117]
1,-0.0739594022353,[-0.31630352 -0.15022346],[ 0.30909762 -0.99123669],-0.757357,"[ 0.90367298  2.04548917  0.17625707  0.7779254   1.16441572  0.19846806
 -0.31055709 -0.1941488   0.27663634  0.19415113  0.        ]","[[ 0.13931276 -0.01110167  0.13432687  0.02312158]
 [ 3.9593881  -3.96341344  0.          0.        ]]",[ 0.31786119 -1.87891575]
2,-0.0732720179263,[-0.31630352 -0.15022346],[ 0.15479043 -0.82863283],-0.81875,"[ 0.87940086  2.03429396  0.31964497  0.42481942  1.16441279  0.19846784
 -0.2621768  -0.7228043   0.26626139  0.2499197   0.        ]","[[ 0.23034601 -0.12931505  0.13432687  0.02312158]
 [ 5.1400023  -7.84498436  0.          0.        ]]",[-0.64754192 -1.14992715]
3,-0.0711777906326,[-0.31630352 -0.15022346],[ 0.46698418 -0.53929484],-0.765633,"[ 0.85012295  1.97517856  0.43722394 -0.14372937  1.16440985  0.19846762
 -0.37125631 -1.24078979  0.25476632  0.19647031  0.        ]","[[  0.30643911  -0.32437383   0.13432687   0.02312158]
 [  2.47813284 -11.64822679   0.           0.        ]]",[-0.96693993 -1.51219527]
4,-0.0700454446423,[-0.31630352 -0.15022346],[ 1.15426278 -0.07714713],-0.709542,"[ 0.84535689  1.81383932  0.45355189 -0.86752553  1.16440691  0.1984674
 -0.52997728 -1.74846291  0.21951909 -0.05686077  0.        ]","[[  0.31714161  -0.59473796   0.13432687   0.02312158]
 [ -1.39513611 -15.37578555   0.           0.        ]]",[ 1.06389131  0.02002928]
5,-0.072889416471,[-0.31630352 -0.15022346],[ 1.10828567 -0.06084257],-0.790732,"[ 0.83979682  1.53659971  0.47188372 -1.53281506  1.16440398  0.19846718
 -0.3667502  -1.69637315  0.11413574 -0.31815536  0.        ]","[[  0.32920258  -0.8984172    0.13432687   0.02312158]
 [  2.58806321 -14.99337624   0.           0.        ]]",[-0.0031503   1.06527057]
6,-0.0731016904536,[-0.31630352 -0.15022346],[ 1.05600536 -0.10119241],-0.706561,"[ 0.81403583  1.24045296  0.54869484 -1.93035216  1.16440104  0.19846696
 -0.36942299 -1.11665659 -0.00955953 -0.43859823  0.        ]","[[  0.38030852  -1.15557819   0.13432687   0.02312158]
 [  2.52282863 -10.73690838   0.           0.        ]]",[ 1.15735852  0.49327154]
7,-0.0673502017259,[-0.31630352 -0.15022346],[ 0.61163497 -0.26319566],-0.674964,"[ 0.76039215  0.99348914  0.67956613 -2.11126593  1.1643981   0.19846674
 -0.20933483 -0.8218074  -0.10358056 -0.43424223  0.        ]","[[ 0.46995984 -1.34859596  0.13432687  0.02312158]
 [ 6.42942732 -8.57202984  0.          0.        ]]",[ 0.8759057  -0.28021998]
8,-0.0522191132254,[-0.31630352 -0.15022346],[ 0.05709866 -0.3250787 ],-0.664271,"[ 0.6373701   0.75185698  0.90069912 -2.18235438  1.16439517  0.19846652
 -0.0724846  -0.9498608  -0.18215463 -0.31768104  0.        ]","[[ 0.6320541  -1.52947082  0.13432687  0.02312158]
 [ 9.76895528 -9.51225804  0.          0.        ]]",[ 0.1961697  -0.26863389]
9,-0.0349858413084,[-0.31630352 -0.15022346],[-0.35236198 -0.36334193],-0.652286,"[ 0.4423682   0.48418513  1.14009049 -2.14772152  1.16439223  0.1984663
 -0.04856751 -1.06903145 -0.28543039 -0.17691197  0.        ]","[[  0.83328897  -1.72849538   0.13432687   0.02312158]
 [ 10.3525975  -10.38726967   0.           0.        ]]",[-0.12390282 -0.36618378]
10,-0.0292454416343,[-0.31630352 -0.15022346],[-0.52976316 -0.32809877],-0.625081,"[ 0.20941942  0.1981813   1.33065195 -1.9734628   1.1643893   0.19846607
 -0.07703707 -1.23842768 -0.42416131 -0.0787528   0.        ]","[[  1.03337077  -1.94871996   0.13432687   0.02312158]
 [  9.65785967 -11.6310624    0.           0.        ]]",[ 0.0328569  -0.48270662]
11,-0.0433715932443,[-0.31630352 -0.15022346],[-0.58035707 -0.30855522],-0.613564,"[-0.04286931 -0.09606957  1.46223138 -1.61428317  1.16438636  0.19846585
 -0.07952253 -1.46732618 -0.59922917 -0.03644526  0.        ]","[[  1.2259197   -2.19820405   0.13432687   0.02312158]
 [  9.59720566 -13.31175476   0.           0.        ]]",[ 0.2669731  -1.35804161]
12,-0.0707771245878,[-0.31630352 -0.15022346],[-0.51897985 -0.34603643],-0.738188,"[-0.32491316 -0.38620109  1.53996918 -0.97821821  1.16438342  0.19846563
 -0.04398434 -1.97066134 -0.82590194 -0.0459919   0.        ]","[[  1.4265653   -2.50151982   0.13432687   0.02312158]
 [ 10.4644323  -17.00750481   0.           0.        ]]",[-0.49344344 -0.99686398]
13,-0.109084679666,[-0.31630352 -0.15022346],[-0.20027271 -0.3284519 ],-0.955909,"[-0.59643125 -0.60666954  1.55509964  0.03026288  1.16438049  0.19846541
 -0.13253267 -2.46235297 -1.12055455 -0.11276906  0.        ]","[[  1.61417468  -2.87789307   0.13432687   0.02312158]
 [  8.3036126  -20.61783589   0.           0.        ]]",[ 0.25519722 -0.79953337]
