timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.118315145738,"[[-0.07477473  0.03499757  0.09269092 -0.02981409]
 [ 0.00432566  0.00241374  0.          0.        ]]",[-0.03806046 -1.43602896],-1.08356,"[ 0.94491165  2.06042763 -0.16479233  0.88312359  0.81538465 -0.27406581
 -0.46605199  0.34814319  0.60755108  0.29779527  0.        ]",[-0.28649333 -0.15605891],[-0.78914804  0.09673502]
1,-0.117102253855,"[[-0.10601226  0.03890062  0.09269092 -0.02981409]
 [-3.11768303  0.3866066   0.          0.        ]]",[ 0.2790412  -1.37614608],-0.993079,"[ 0.94086812  2.06021945 -0.21409544  0.8949629   0.81538296 -0.27406544
 -0.59718858  0.40034491  0.60416364  0.24158996  0.        ]",[-0.28649333 -0.15605891],[-0.14594796 -1.11030121]
2,-0.114425040011,"[[-0.17352448  0.00683011  0.09269092 -0.02981409]
 [-3.6318314  -3.58043681  0.          0.        ]]",[ 0.76076341 -1.11139262],-0.832222,"[ 0.92738836  2.06119585 -0.32002989  0.79762679  0.81538126 -0.27406507
 -0.61878393 -0.1386785   0.58718842  0.08008371  0.        ]",[-0.28649333 -0.15605891],[ 0.36211024 -2.7707528 ]
3,-0.112410518078,"[[-0.23105292 -0.10380111  0.09269092 -0.02981409]
 [-2.1260387  -7.46972124  0.          0.        ]]",[ 1.14988756 -0.8748405 ],-0.847721,"[ 0.91082297  2.05394688 -0.40933334  0.46232206  0.81537956 -0.2740647
 -0.55553325 -0.667136    0.54324125 -0.13638096  0.        ]",[-0.28649333 -0.15605891],[ 1.44079653 -0.41047073]
4,-0.111112572931,"[[-0.23345583 -0.26803436  0.09269092 -0.02981409]
 [ 1.87243754 -8.94866516  0.          0.        ]]",[ 1.12007427 -0.80483508],-0.728858,"[ 0.9100282   2.01299287 -0.4130388  -0.02713779  0.81537786 -0.27406433
 -0.38757933 -0.86808657  0.48589104 -0.29244934  0.        ]",[-0.28649333 -0.15605891],[ 1.21677357 -1.46049717]
5,-0.107425419955,"[[ -0.15667345  -0.4849726    0.09269092  -0.02981409]
 [  5.79275773 -12.73252141   0.           0.        ]]",[ 0.95918572 -0.63839835],-0.737076,"[ 0.93135129  1.90550506 -0.2936847  -0.63841737  0.81537616 -0.27406396
 -0.22290839 -1.38221565  0.43349345 -0.34234042  0.        ]",[-0.28649333 -0.15605891],[ 1.62606061 -0.68621068]
6,-0.0983438428149,"[[ -2.26567581e-03  -7.64367931e-01   9.26909217e-02  -2.98140901e-02]
 [  9.63528852e+00  -1.51987298e+01   0.00000000e+00   0.00000000e+00]]",[ 0.49709907 -0.49762076],-0.791059,"[ 0.94889997  1.68560735 -0.04998115 -1.32422396  0.81537447 -0.27406359
 -0.06150497 -1.71730458  0.37477411 -0.29723001  0.        ]",[-0.28649333 -0.15605891],[ 0.24958591 -0.40331139]
7,-0.0831278098423,"[[  0.19844158  -1.0813454    0.09269092  -0.02981409]
 [ 10.43279823 -16.49466623   0.           0.        ]]",[ 0.0408957  -0.42347676],-0.83631,"[ 0.92077418  1.34580933  0.26605609 -1.90259182  0.81537277 -0.27406323
 -0.02800595 -1.89337936  0.28789422 -0.19359996  0.        ]",[-0.28649333 -0.15605891],[ 0.31264837  1.03513633]
8,-0.0655029668331,"[[  0.41743209  -1.36823234   0.09269092  -0.02981409]
 [ 11.46293462 -12.20827917   0.           0.        ]]",[-0.60649794 -0.47432488],-0.739752,"[ 0.82583177  0.98268248  0.59614343 -2.19694883  0.81537107 -0.27406286
  0.01526444 -1.31096303  0.19179779 -0.04382962  0.        ]",[-0.28649333 -0.15605891],[-0.27754228  0.08749022]
9,-0.0498505212159,"[[  0.63339909  -1.60648922   0.09269092  -0.02981409]
 [ 10.13814037 -11.6194023    0.           0.        ]]",[-0.92081463 -0.45022723],-0.702228,"[ 0.67087897  0.66288573  0.8916809  -2.25707052  0.81536937 -0.27406249
 -0.04038296 -1.23094572  0.09365053  0.1148102   0.        ]",[-0.28649333 -0.15605891],[-0.56090211 -0.24539739]
10,-0.0332671938245,"[[  0.81188028  -1.84631097   0.09269092  -0.02981409]
 [  7.71794621 -12.36035809   0.           0.        ]]",[-0.95618653 -0.35576233],-0.664977,"[ 0.50192055  0.34377799  1.10356848 -2.14449092  0.81536768 -0.27406212
 -0.14204218 -1.33161815 -0.04015312  0.20445703  0.        ]",[-0.28649333 -0.15605891],[-1.59868163 -0.69890715]
11,-0.0108883416317,"[[  0.92499491  -2.11882335   0.09269092  -0.02981409]
 [  3.60701606 -14.88254664   0.           0.        ]]",[-0.70407033 -0.17299128],-0.667837,"[ 0.37823585  0.0076521   1.21931748 -1.8143849   0.81536598 -0.27406175
 -0.31472012 -1.67431112 -0.22655339  0.20060068  0.        ]",[-0.28649333 -0.15605891],[ 0.62113502  1.2656938 ]
