timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.15228,"[ 0.99714353  1.36608998  0.73640007 -0.6402061   0.32841049 -1.19828545
  0.24764651 -0.33638581  1.09275528  2.32200954  0.        ]",[-3.28068089  0.09403882],-0.237056487752,[-3.30656719 -0.35917151],[-0.41374928 -0.26775178],"[[ 0.07616158  0.09805325  0.03647174 -0.13690426]
 [-0.00112205 -0.001265    0.          0.        ]]"
1,-3.12024,"[ 1.00066475  1.36566162  0.6683867  -0.62897226  0.32841036 -1.19828442
 -0.35575875 -0.27700661  1.09978568  2.22807609  0.        ]",[-1.68960384 -0.00839701],-0.232316642313,[-2.5289762  -0.05409008],[-0.41374928 -0.26775178],"[[ 0.03644733  0.10177955  0.03647174 -0.13690426]
 [-3.95713112  0.37264279  0.          0.        ]]"
2,-2.78858,"[ 0.9964667   1.36480773  0.46605756 -0.60769971  0.32841023 -1.19828339
 -0.94720473 -0.28322277  1.1060062   1.94223129  0.        ]",[-1.38037056  0.83544801],-0.217580650823,[-1.65981507  0.4373149 ],[-0.41374928 -0.26775178],"[[-0.08160044  0.10883976  0.03647174 -0.13690426]
 [-7.83473545  0.3334992   0.          0.        ]]"
3,-2.34791,"[ 0.94187368  1.35893559  0.13768634 -0.48809444  0.32841011 -1.19828237
 -1.52715109  0.24129135  1.06980564  1.51076614  0.        ]",[-0.3150361   0.85817045],-0.194018738365,[-1.08446729 -0.2688989 ],[-0.41374928 -0.26775178],"[[ -0.2764439    0.1486484    0.03647174  -0.13690426]
 [-11.63695421   3.63634198   0.           0.        ]]"
4,-2.04271,"[ 0.79387263  1.33452876 -0.24555856 -0.17329804  0.32840998 -1.19828134
 -1.68233816  0.76952624  0.96653145  1.06811941  0.        ]",[-1.49680567 -1.8536991 ],-0.167085204694,[-0.62335765 -0.70978189],[-0.41374928 -0.26775178],"[[ -0.51939119   0.25474899   0.03647174  -0.13690426]
 [-12.65439703   6.96261532   0.           0.        ]]"
5,-1.81746,"[ 0.51277228  1.30080882 -0.63613703  0.11034933  0.32840985 -1.19828031
 -2.24734005  0.11900216  0.7546895   0.56093949  0.        ]",[ 1.64345621 -1.25965255],-0.132201556865,[ 1.30475354 -0.01010346],[-0.41374928 -0.26775178],"[[ -0.80964495   0.35290206   0.03647174  -0.13690426]
 [-16.35866159   2.86629617   0.           0.        ]]"
6,-0.790808,"[ 0.14919341  1.29389888 -0.91808828  0.15855356  0.32840972 -1.19827928
 -1.59435944 -0.51912372  0.42462865  0.0742538   0.        ]",[ 0.98148003 -0.16558469],-0.0951316416719,[ 1.93333817  1.00095606],[-0.41374928 -0.26775178],"[[ -1.09386562   0.36991122   0.03647174  -0.13690426]
 [-12.07763433  -1.15195241   0.           0.        ]]"
7,-0.731643,"[-0.14368395  1.30564523 -1.04424562  0.07502514  0.32840959 -1.19827826
 -0.96565197 -0.61989246  0.11181145 -0.21449282  0.        ]",[ 0.83571146  1.87489212],-0.0732954960849,[ 1.61811543  1.30815554],[-0.41374928 -0.26775178],"[[-1.29406203  0.34050539  0.03647174 -0.13690426]
 [-7.95573448 -1.78648991  0.          0.        ]]"
8,-0.784025,"[-0.33508643  1.30396916 -1.08964049  0.08740737  0.32840946 -1.19827723
 -0.43761094  0.0143194  -0.08383069 -0.32934701  0.        ]",[ 0.48751957  0.72489606],-0.0663907949319,[ 0.83523011  0.57730144],[-0.41374928 -0.26775178],"[[-1.41844221  0.34484452  0.03647174 -0.13690426]
 [-4.4938164   2.20710896  0.          0.        ]]"
9,-0.841458,"[-0.44406563  1.27300127 -1.1036458   0.2912476   0.32840934 -1.1982762
 -0.13004552  0.46307999 -0.13945666 -0.33729229  0.        ]",[-0.05388177  0.66772162],-0.0641602772517,[ 0.27358109 -0.05779555],[-0.41374928 -0.26775178],"[[-1.48808708  0.41733903  0.03647174 -0.13690426]
 [-2.47737056  5.03293115  0.          0.        ]]"
10,-0.806778,"[-0.52462085  1.2060521  -1.10865766  0.6300596   0.32840921 -1.19827517
 -0.15522252  0.86713379 -0.12291729 -0.29039175  0.        ]",[-0.36491763 -1.98713533],-0.0613730434655,[ 0.08704028 -0.8720963 ],[-0.41374928 -0.26775178],"[[-1.53929077  0.54352553  0.03647174 -0.13690426]
 [-2.6424351   7.57723854  0.          0.        ]]"
11,-0.827156,"[-0.6298674   1.1346713  -1.10844008  0.90602302  0.32840908 -1.19827414
 -0.36723533  0.21457202 -0.14566976 -0.2581156   0.        ]",[ 1.07727709 -0.37617926],-0.0577750324767,[ 0.94751692 -0.23379487],[-0.41374928 -0.26775178],"[[-1.6060853   0.65384201  0.03647174 -0.13690426]
 [-4.03242373  3.46809471  0.          0.        ]]"
12,-0.639766,"[-0.69303936  1.09584305 -1.10462849  1.03247933  0.32840895 -1.19827312
  0.24845332 -0.03309732 -0.16916568 -0.24506594  0.        ]",[-0.17478743 -1.21752887],-0.0556637958015,[-0.31228411 -0.54280406],[-0.41374928 -0.26775178],"[[-1.64623405  0.70755617  0.03647174 -0.13690426]
 [ 0.00412235  1.90853538  0.          0.        ]]"
13,-0.642229,"[-0.70378987  1.09728453 -1.10370291  1.02802209  0.32840882 -1.19827209
  0.14317053 -0.66787234 -0.18139129 -0.25116722  0.        ]",[ 0.21035298  1.3244257 ],-0.0556088853457,[ 0.31509402  0.37340698],[-0.41374928 -0.26775178],"[[-1.65307705  0.70562225  0.03647174 -0.13690426]
 [-0.68612655 -2.0886062   0.          0.        ]]"
14,-0.624584,"[-0.71203354  1.09849849 -1.10293833  1.02425422  0.3284087  -1.19827106
  0.27197257 -0.03253931 -0.19097362 -0.25591357  0.        ]",[-0.30065898 -1.43978252],-0.0555930395151,[-0.3291676  -0.55307227],[-0.41374928 -0.26775178],"[[-1.65832704  0.70398997  0.03647174 -0.13690426]
 [ 0.15831868  1.91204615  0.          0.        ]]"
15,-0.548146,"[-0.7258213   1.0998811  -1.10155399  1.01994818  0.32840857 -1.19827003
  0.09026807 -0.66729903 -0.20630533 -0.26294039  0.        ]",[-0.39818946  0.3804538 ],-0.0555771247172,[ 0.48007461  0.42229417],[-0.41374928 -0.26775178],"[[-1.66711312  0.70212727  0.03647174 -0.13690426]
 [-1.03296137 -2.08499691  0.          0.        ]]"
16,-0.856491,"[-0.78259699  1.11899032 -1.09444928  0.95875896  0.32840844 -1.19826901
 -0.14697777 -0.42142745 -0.28480818 -0.30254434  0.        ]",[ 2.08225992  0.91626735],-0.0568302799978,[ 1.02576673  0.35057336],[-0.41374928 -0.26775178],"[[-1.70337831  0.67596133  0.03647174 -0.13690426]
 [-2.5883783  -0.53676087  0.          0.        ]]"
17,-0.518624,"[-0.80065925  1.10018123 -1.09171055  1.0190052   0.32840831 -1.19826798
  0.46408937  0.15620354 -0.2833113  -0.29091761  0.        ]",[-1.90176991 -1.1074514 ],-0.0558870918236,[-0.73301184 -0.96260107],[-0.41374928 -0.26775178],"[[-1.71495025  0.70172028  0.03647174 -0.13690426]
 [ 1.41786243  3.10054273  0.          0.        ]]"
18,-0.915608,"[-0.81874292  1.08389842 -1.08873565  1.06870832  0.32840818 -1.19826695
 -0.14343266 -0.48214626 -0.28499252 -0.28175516  0.        ]",[ 2.67411894  0.51526653],-0.055099577845,[ 1.0387547   0.29396909],[-0.41374928 -0.26775178],"[[-1.72655543  0.7234008   0.03647174 -0.13690426]
 [-2.56513402 -0.91910269  0.          0.        ]]"
19,-0.776167,"[-0.83601737  1.0821789  -1.08567507  1.07382895  0.32840806 -1.19826592
  0.46765378 -0.15546365 -0.3011477  -0.28586222  0.        ]",[ 0.55841638  0.3439624 ],-0.0552249706762,[-0.54088461 -0.62383616],[-0.41374928 -0.26775178],"[[-1.73766107  0.7256582   0.03647174 -0.13690426]
 [ 1.44123076  1.13799396  0.          0.        ]]"
20,-0.50626,"[-0.75692095  1.05403171 -1.09793959  1.15451976  0.32840793 -1.19826489
  0.80022208  0.05712854 -0.19309163 -0.22980215  0.        ]",[-1.7995509  -2.08228976],-0.0534464627821,[-1.62428415 -1.27004516],[-0.41374928 -0.26775178],"[[-1.68696038  0.76184948  0.03647174 -0.13690426]
 [ 3.62159491  2.47667146  0.          0.        ]]"
21,-0.533769,"[-0.70669523  1.04659954 -1.10343205  1.17487374  0.3284078  -1.19826387
  0.18603598 -0.57926418 -0.13636384 -0.20003416  0.        ]",[-1.0381581  0.4455066],-0.0538808541592,[ 0.06856191  0.04547131],[-0.41374928 -0.26775178],"[[-1.65492922  0.77117616  0.03647174 -0.13690426]
 [-0.40508823 -1.53064689  0.          0.        ]]"
22,-0.764654,"[-0.78145917  1.05661879 -1.09460853  1.14733745  0.32840767 -1.19826284
 -0.4162888  -0.2941089  -0.2201594  -0.24225836  0.        ]",[ 1.29207459  0.83766999],-0.0534407243108,[ 1.44912815  0.17447598],[-0.41374928 -0.26775178],"[[-1.70265169  0.7585792   0.03647174 -0.13690426]
 [-4.35400727  0.26495316  0.          0.        ]]"
23,-0.72115,"[-0.85390459  1.02557538 -1.08227663  1.23045932  0.32840754 -1.19826181
  0.20014358  0.23158333 -0.26474307 -0.23984451  0.        ]",[ 0.09468261 -2.40719422],-0.0520093473008,[-0.22394404 -1.10610688],[-0.41374928 -0.26775178],"[[-1.74918338  0.79709083  0.03647174 -0.13690426]
 [-0.31259883  3.57519589  0.          0.        ]]"
