timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-3.3881,"[ 0.99829874  1.3211826   0.68214338 -1.08033518 -0.78319636  1.07278906
  0.24167849 -0.33441792  2.22802606 -1.08869199  0.        ]",[ 2.44627107  2.86332453],-0.323061108396,[ 1.30552053  2.81156826],[-0.44350597 -0.26821256],"[[ 0.03595746 -0.03335785 -0.09055959  0.12250424]
 [ 0.00112204 -0.00306812  0.          0.        ]]"
1,-3.36264,"[ 0.99483963  1.32179642  0.75086447 -0.96072489 -0.78319597  1.07278836
  0.86945895  0.30616613  2.2229688  -0.93356001  0.        ]",[-0.43928618  2.05612102],-0.318068649841,[ 0.62358654  2.49059772],[-0.44350597 -0.26821256],"[[ 0.07565473  0.0062938  -0.09055959  0.12250424]
 [ 3.95544413  3.95504673  0.          0.        ]]"
2,-3.19098,"[ 0.98477144  1.31296867  0.85580587 -0.60553447 -0.78319558  1.07278765
  0.58091846  0.93442944  2.18871397 -0.6224158   0.        ]",[-0.46245462  2.14205332],-0.306667620674,[ 0.44384676  2.27860045],[-0.44350597 -0.26821256],"[[ 0.13652814  0.12434402 -0.09055959  0.12250424]
 [ 2.13796143  7.83703433  0.          0.        ]]"
3,-2.98498,"[ 0.97923168  1.26389729  0.89690275 -0.03278023 -0.78319519  1.07278694
  0.28355425  1.55025548  2.11116067 -0.31927343  0.        ]",[ 0.81960679  2.95689996],-0.292224044873,[ 0.36341614  2.30495429],[-0.44350597 -0.26821256],"[[  0.16049408   0.31926302  -0.09055959   0.12250424]
 [  0.26489853  11.64217971   0.           0.        ]]"
4,-2.79415,"[ 0.96870613  1.12835704  0.9613335   0.69759225 -0.7831948   1.07278623
  0.79733781  2.15357814  1.93417039  0.05895614  0.        ]",[-0.85349788  2.60562269],-0.267357079513,[-0.81578058  1.69220924],[-0.44350597 -0.26821256],"[[  0.19826093   0.58950976  -0.09055959   0.12250424]
 [  3.50116461  15.37008247   0.           0.        ]]"
5,-2.68684,"[ 0.9568399   0.85755292  1.02136442  1.44523689 -0.78319442  1.07278552
  0.25023445  2.74532642  1.63282635  0.38531097  0.        ]",[ 0.09574297  1.45162445],-0.231037435824,[-0.91390383  1.45717561],[-0.44350597 -0.26821256],"[[  0.23370756   0.93359766  -0.09055959   0.12250424]
 [  0.05502436  19.02649362   0.           0.        ]]"
6,-2.47194,"[ 0.95504983  0.42657629  1.02961833  1.96407812 -0.78319403  1.07278481
  0.31033458  3.32515557  1.244953    0.49900662  0.        ]",[-2.62380456  1.28468034],-0.186093412309,[-1.45182157  1.07435811],[-0.44350597 -0.26821256],"[[  0.23860401   1.35007491  -0.09055959   0.12250424]
 [  0.43358864  22.60929624   0.           0.        ]]"
7,-2.27818,"[ 0.96579682 -0.12644373  0.97702146  1.93059836 -0.78319364  1.0727841
 -0.31907432  3.89361726  0.8373043   0.31357657  0.        ]",[-0.25802118  2.58058092],-0.138243334461,[-0.58312958  1.63076985],[-0.44350597 -0.26821256],"[[  0.20749903   1.83750489  -0.09055959   0.12250424]
 [ -3.53098363  26.12191435   0.           0.        ]]"
8,-1.79508,"[ 0.98665385 -0.66525833  0.84002841  1.07038927 -0.78319325  1.07278339
 -0.46984308  4.45070771  0.51191941 -0.19883178  0.        ]",[-0.01174057  3.01764021],-0.11022447102,[-0.25223929  2.44457459],[-0.44350597 -0.26821256],"[[  0.12735116   2.39448236  -0.09055959   0.12250424]
 [ -4.48065889  29.56434151   0.           0.        ]]"
9,-1.77275,"[ 0.998165   -0.96202062  0.68598406 -0.61264956 -0.78319286  1.07278268
 -0.462975    4.05228899  0.34624863 -0.9767929   0.        ]",[-0.76245418  2.61531306],-0.136110958299,[-0.42751086  2.29881525],[-0.44350597 -0.26821256],"[[  0.03817661   3.01962395  -0.09055959   0.12250424]
 [ -4.43739879  27.10263984   0.           0.        ]]"
