timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.869235,"[ 1.04894421  1.22338755  0.10671592 -0.10875865 -1.14081751 -0.6802636
  0.12653976 -0.12136471  1.86275707  0.69544456  0.        ]",[ 0.09380229 -0.91804225],-0.355720360928,[-0.16929726  0.26292107],[-0.00829034 -0.04421089],"[[ 0.07686496  0.07886084 -0.13008301 -0.08473213]
 [-0.00135665  0.00242731  0.          0.        ]]"
1,-0.982566,"[ 1.04851513  1.22610842  0.11237795 -0.17152406 -1.14079177 -0.68025385
  0.16054384 -0.60526263  1.86564929  0.67361543  0.        ]",[ 1.49300127  1.00371248],-0.35519988352,[-0.15991575  0.26443025],[-0.00829034 -0.04421089],"[[ 0.08057533  0.04243562 -0.13008301 -0.08473213]
 [ 0.37114866 -3.63283353  0.          0.        ]]"
2,-0.82886,"[ 1.04167088  1.2271351   0.18397668 -0.22713123 -1.14076603 -0.68024409
  0.52085685 -0.06880988  1.86114737  0.71655734  0.        ]",[-0.67736219  0.36954834],-0.356466877197,[-0.17386264  0.26253018],[-0.00829034 -0.04421089],"[[ 0.12759943  0.01021299 -0.13008301 -0.08473213]
 [ 4.31812462  0.39714541  0.          0.        ]]"
3,-0.932842,"[ 1.02885973  1.226501    0.27260278 -0.18819637 -1.14074029 -0.68023434
  0.26838641  0.12506904  1.845261    0.81620074  0.        ]",[ 0.42100067 -0.74684074],-0.358996071182,[-0.17923278  0.25989941],[-0.00829034 -0.04421089],"[[ 0.18621446  0.03276916 -0.13008301 -0.08473213]
 [ 1.55258874  1.85361353  0.          0.        ]]"
4,-0.917304,"[ 1.01502532  1.22615326  0.34366992 -0.17606997 -1.14071456 -0.68022458
  0.41772342 -0.27355162  1.82970036  0.88762958  0.        ]",[-0.01372819  2.02547561],-0.360564271728,[-0.17812799  0.25939578],[-0.00829034 -0.04421089],"[[ 0.23367954  0.03979647 -0.13008301 -0.08473213]
 [ 3.1884674  -1.14090058  0.          0.        ]]"
5,-0.995071,"[ 0.99212291  1.22509085  0.43611672 -0.14651639 -1.14068883 -0.68021483
  0.40686287  0.2565553   1.80219689  0.98587089  0.        ]",[ 0.79788779  1.1367801 ],-0.362347262348,[-0.18581901  0.25737536],[-0.00829034 -0.04421089],"[[ 0.29625572  0.05693337 -0.13008301 -0.08473213]
 [ 3.06955365  2.84131856  0.          0.        ]]"
6,-0.951401,"[ 0.94876751  1.21254108  0.56937239  0.01821719 -1.1406631  -0.68020508
  0.68932855  0.77599583  1.72594526  1.17284508  0.        ]",[-0.29330681  1.14979356],-0.364108194137,[-0.19210136  0.25620365],[-0.00829034 -0.04421089],"[[ 0.38869127  0.15291106 -0.13008301 -0.08473213]
 [ 6.16371964  6.74344662  0.          0.        ]]"
7,-1.0303,"[ 0.88257165  1.16135523  0.72193367  0.30845368 -1.14063737 -0.68019532
  0.57214604  1.28535495  1.57183097  1.40575442  0.        ]",[ 0.59102981  1.60438557],-0.362084465884,[-0.19628358  0.25470063],[-0.00829034 -0.04421089],"[[  0.49908751   0.32617298  -0.13008301  -0.08473213]
 [  4.88022058  10.56998781   0.           0.        ]]"
8,-0.95749,"[ 0.79364834  1.02652547  0.87769229  0.69446098 -1.14061164 -0.68018557
  0.77670787  1.78440634  1.31554438  1.62202729  0.        ]",[-0.79800241  0.41427936],-0.351482149787,[-0.19742832  0.25444674],[-0.00829034 -0.04421089],"[[  0.6191733    0.57519205  -0.13008301  -0.08473213]
 [  7.12104593  14.3194203    0.           0.        ]]"
9,-1.00697,"[ 0.69839952  0.77948282  1.00842693  1.08063521 -1.14058591 -0.68017582
  0.47567182  1.96507167  0.99397041  1.73257953  0.        ]",[-0.0031227  -0.52845461],-0.329671655146,[-0.19175372  0.25365126],[-0.00829034 -0.04421089],"[[  0.72851078   0.8752048   -0.13008301  -0.08473213]
 [  3.82368824  15.67731393   0.           0.        ]]"
