timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.16221,"[ 1.02185529  1.56158253  0.41308461 -0.59489654 -0.60743076  0.75500023
  0.25837743 -0.34842819  1.87884079 -0.74572022  0.        ]",[-0.31432612  1.90978837],-0.295501889527,[ 0.51603347  2.61987591],[-0.29402673 -0.21638805],"[[-0.05775694  0.08511248 -0.07129486  0.08840361]
 [ 0.00015944 -0.00186358  0.          0.        ]]"
1,-2.12601,"[ 1.02056479  1.55664595  0.39298167 -0.47497102 -0.60743031  0.75499959
  0.09137688  0.25174578  1.87724439 -0.72680743  0.        ]",[ 0.73829617  2.39121359],-0.294775933391,[ 0.44858319  2.32761455],[-0.29402673 -0.21638805],"[[-0.07024497  0.12480826 -0.07129486  0.08840361]
 [-1.24481146  3.95824194  0.          0.        ]]"
2,-2.01139,"[ 1.021072    1.53104348  0.40044797 -0.12244703 -0.60742986  0.75499894
  0.48625792  0.8397927   1.86521123 -0.57643406  0.        ]",[ 0.34774643  2.95669747],-0.289394978474,[-0.06253625  2.19867539],[-0.29402673 -0.21638805],"[[-0.06560548  0.24290326 -0.07129486  0.08840361]
 [ 1.69898536  7.83833222  0.          0.        ]]"
3,-1.93426,"[ 1.02427718  1.45395854  0.47688495  0.43490473 -0.60742941  0.7549983
  0.66611992  1.41628998  1.80524074 -0.24924857  0.        ]",[-1.36245548  1.08753198],-0.275501351918,[-0.57049012  1.99873245],[-0.29402673 -0.21638805],"[[ -0.01817326   0.43783558  -0.07129486   0.08840361]
 [  3.03984001  11.64222455   0.           0.        ]]"
4,-1.73216,"[ 1.02453827  1.28065043  0.50993766  1.12277045 -0.60742896  0.75499765
  0.12726328  1.98166252  1.67108432  0.06504925  0.        ]",[ 0.47466619  3.31642938],-0.255213175405,[-0.44296312  1.93067443],[-0.29402673 -0.21638805],"[[  2.31848466e-03   7.08109732e-01  -7.12948617e-02   8.84036132e-02]
 [ -9.77273108e-01   1.53727347e+01   0.00000000e+00   0.00000000e+00]]"
5,-1.63263,"[ 1.02453883  0.967491    0.50911077  1.78546    -0.6074285   0.75499701
  0.38175639  2.53553234  1.44260014  0.32372734  0.        ]",[-1.20593728  1.94652524],-0.225765607342,[-0.85610479  1.39912868],[-0.29402673 -0.21638805],"[[  1.80608327e-03   1.05223253e+00  -7.12948617e-02   8.84036132e-02]
 [  9.19944199e-01   1.90273854e+01   0.00000000e+00   0.00000000e+00]]"
6,-1.49803,"[ 1.02422796  0.50034712  0.47446622  2.16904859 -0.60742805  0.75499636
 -0.15138893  3.07865855  1.11992589  0.44745723  0.        ]",[-2.64940223  0.71375731],-0.185589045044,[-0.35381812  1.15248668],[-0.29402673 -0.21638805],"[[ -1.96723370e-02   1.46873855e+00  -7.12948617e-02   8.84036132e-02]
 [ -3.05458887e+00   2.26112056e+01   0.00000000e+00   0.00000000e+00]]"
7,-1.44362,"[ 1.01295781 -0.05400068  0.31332394  1.97480317 -0.6074276   0.75499572
 -0.6740418   3.439177    0.79171186  0.30956726  0.        ]",[ 0.14001168  0.77627957],-0.14304760369,[-0.0798723  1.0771395],[-0.29402673 -0.21638805],"[[ -0.11985531   1.94483264  -0.07129486   0.08840361]
 [ -6.95090336  24.99018028   0.           0.        ]]"
8,-0.907319,"[ 0.97358154 -0.54964221  0.10411248  1.03597691 -0.60742715  0.75499508
 -0.58109705  3.82997032  0.46791036 -0.03455302  0.        ]",[-0.25173519  0.57019204],-0.104936492091,[-0.44578397  1.19116652],[-0.29402673 -0.21638805],"[[ -0.25192203   2.47051003  -0.07129486   0.08840361]
 [ -6.25801541  27.56899049   0.           0.        ]]"
9,-0.42368,"[ 0.90586075 -0.80068134 -0.10084931 -0.54222861 -0.60742669  0.75499443
 -0.69810392  3.3047879   0.19284631 -0.56410527  0.        ]",[-0.38032573  1.67305921],-0.100009181743,[-0.60708749  1.18885267],[-0.29402673 -0.21638805],"[[ -0.38583027   3.03906505  -0.07129486   0.08840361]
 [ -7.13029036  24.10376369   0.           0.        ]]"
