timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.33146,"[ 1.00708307  1.48317667  0.69293035 -0.83960058 -0.80497539  0.87479335
  0.24245588 -0.34420848  2.10253127 -0.61371624  0.        ]",[ 0.27034491  2.35285567],-0.312377650449,[ 0.37301928  2.37448382],[-0.33700952 -0.23949435],"[[ 0.08905477  0.01781747 -0.09328021  0.09949999]
 [-0.00373304  0.00248963  0.          0.        ]]"
1,-2.29385,"[ 1.0054695   1.48142403  0.71041403 -0.71841594 -0.8049748   0.87479266
  0.39527423  0.26740328  2.09585346 -0.54005678  0.        ]",[-0.82123991  2.22085099],-0.309980446535,[-0.02502519  2.07063961],[-0.33700952 -0.23949435],"[[ 0.09969554  0.05759044 -0.09328021  0.09949999]
 [ 1.06426038  3.96161351  0.          0.        ]]"
2,-2.25342,"[ 1.00720874  1.46536507  0.69145686 -0.3606942  -0.80497421  0.87479197
 -0.07281008  0.86716521  2.07700941 -0.42403557  0.        ]",[-0.55407734  1.33111021],-0.305440797305,[ 0.02650043  2.08576345],[-0.33700952 -0.23949435],"[[ 0.08815907  0.17577635 -0.09328021  0.09949999]
 [-2.20700998  7.84403236  0.          0.        ]]"
3,-2.07067,"[ 1.01304826  1.40398279  0.5831913   0.21110772 -0.80497361  0.87479128
 -0.38040253  1.45498066  2.04304017 -0.34650915  0.        ]",[ 0.10075546  3.85820355],-0.29996144353,[ 0.11508405  2.18213415],[-0.33700952 -0.23949435],"[[  0.02245068   0.37083487  -0.09328021   0.09949999]
 [ -4.35666159  11.6491268    0.           0.        ]]"
4,-2.05815,"[ 1.01057487  1.25140715  0.4474482   0.93008558 -0.80497302  0.87479059
 -0.31120581  2.0309993   1.96403068 -0.23377063  0.        ]",[-0.89557598  2.17054808],-0.288570209757,[ 0.12854335  2.3096633 ],[-0.33700952 -0.23949435],"[[ -0.05983125   0.64122915  -0.09328021   0.09949999]
 [ -3.87307246  15.37787624   0.           0.        ]]"
5,-1.97632,"[ 0.98969788  0.96078147  0.2635193   1.64773221 -0.80497243  0.87478991
 -0.80736938  2.59579644  1.82214303 -0.13962215  0.        ]",[-0.08834458  2.02217103],-0.269884188686,[ 0.7695778   2.29498529],[-0.33700952 -0.23949435],"[[ -0.17208296   0.98547057  -0.09328021   0.09949999]
 [ -7.34057818  19.03401908   0.           0.        ]]"
6,-1.89673,"[ 0.93132618  0.51172529  0.02546466  2.11204413 -0.80497184  0.87478922
 -0.83666513  3.14922219  1.6013424  -0.10903369  0.        ]",[ 1.10154741  1.49103502],-0.2423035201,[ 1.15106916  2.29182267],[-0.33700952 -0.23949435],"[[ -0.32094995   1.4020963   -0.09328021   0.09949999]
 [ -7.54531963  22.61660229   0.           0.        ]]"
7,-1.68325,"[ 0.86660919 -0.05037856 -0.14286639  2.00162597 -0.80497125  0.87478853
 -0.24886952  3.69158619  1.2517794  -0.08612022  0.        ]",[ 0.79149636  2.9497795 ],-0.199002495246,[ 0.68677408  2.35204315],[-0.33700952 -0.23949435],"[[ -0.43064507   1.88965476  -0.09328021   0.09949999]
 [ -3.43743802  26.12765028   0.           0.        ]]"
8,-1.3061,"[ 0.841055   -0.58128605 -0.19730026  1.05841606 -0.80497065  0.87478784
  0.20950205  4.22328951  0.78896661 -0.21728113  0.        ]",[ 0.05599044  0.86028421],-0.145533706094,[-0.35521626  2.1246748 ],[-0.33700952 -0.23949435],"[[ -0.46725546   2.44674318  -0.09328021   0.09949999]
 [ -0.23405226  29.56978158   0.           0.        ]]"
9,-0.694764,"[ 0.83931783 -0.8487172  -0.20082199 -0.66499431 -0.80497006  0.87478715
  0.24207156  3.74818202  0.38326885 -0.71348807  0.        ]",[-0.10932952  2.39764195],-0.124541568062,[-0.88642561  1.70400405],[-0.33700952 -0.23949435],"[[ -4.69646905e-01   3.06644236e+00  -9.32802088e-02   9.94999888e-02]
 [ -6.43557814e-03   2.64943846e+01   0.00000000e+00   0.00000000e+00]]"
10,-1.57992,"[ 0.8360375  -0.84588651 -0.20741698 -1.20585983 -0.80496947  0.87478646
  0.17997562 -0.51510479  0.31014152 -0.923785    0.        ]",[ 1.06721098  0.49815597],-0.132736185528,[ 0.24981299  1.64920342],[-0.33700952 -0.23949435],"[[-0.47413304  3.24406885 -0.09328021  0.09949999]
 [-0.44039958 -1.10373117  0.          0.        ]]"
11,-1.48642,"[ 0.85811011 -0.85147943 -0.16153788 -0.98598192 -0.80496888  0.87478577
  0.74773746 -1.03006603  0.33798742 -0.83448919  0.        ]",[ 0.3272575   1.56030567],-0.128653832525,[ 0.03926718  1.93706667],[-0.33700952 -0.23949435],"[[-0.44313087  3.1717858  -0.09328021  0.09949999]
 [ 3.52747119 -4.43730477  0.          0.        ]]"
12,-1.2302,"[ 0.91019193 -0.85073123 -0.03571689 -0.75120689 -0.80496828  0.87478508
  0.92315658 -0.8205715   0.36282134 -0.7526731   0.        ]",[ 1.01383717  2.04175463],-0.125265567544,[-0.23983458  1.68043244],[-0.33700952 -0.23949435],"[[-0.36028126  3.09477012 -0.09328021  0.09949999]
 [ 4.75341245 -3.08115977  0.          0.        ]]"
13,-1.38004,"[ 0.97239288 -0.8469126   0.17560472 -0.60931173 -0.80496769  0.87478439
  1.4762338  -0.60225625  0.36665963 -0.70897029  0.        ]",[-0.85182265  1.49275062],-0.122797906897,[-0.79414952  1.4643873 ],[-0.33700952 -0.23949435],"[[-0.22643158  3.04811697 -0.09328021  0.09949999]
 [ 8.61866813 -1.66791296  0.          0.        ]]"
14,-1.42882,"[ 1.00699272 -0.84397204  0.39844233 -0.53676862 -0.8049671   0.8747837
  0.96923594 -0.46987075  0.35796166 -0.69188638  0.        ]",[-0.70327363  0.90158821],-0.12095664923,[-0.6420415   1.36302328],[-0.33700952 -0.23949435],"[[-0.08960834  3.02419324 -0.09328021  0.09949999]
 [ 5.07546177 -0.81092619  0.          0.        ]]"
15,-1.13494,"[ 1.01321084 -0.84233646  0.51801148 -0.50226118 -0.80496651  0.87478301
  0.55643192 -0.40306564  0.35156705 -0.68495095  0.        ]",[ 0.91656489  2.45805958],-0.119958400291,[-0.51101911  1.33545029],[-0.33700952 -0.23949435],"[[-0.01704448  3.01279032 -0.09328021  0.09949999]
 [ 2.19053629 -0.37846946  0.          0.        ]]"
16,-1.29829,"[ 1.01027907 -0.84155505  0.64962805 -0.48682836 -0.80496592  0.87478232
  1.06949284 -0.3695724   0.34294938 -0.68711809  0.        ]",[-1.18218326  1.90309849],-0.119344185336,[-0.91453719  1.22599602],[-0.33700952 -0.23949435],"[[ 0.06274165  3.00768526 -0.09328021  0.09949999]
 [ 5.77612688 -0.16165464  0.          0.        ]]"
17,-1.43252,"[ 0.9982871  -0.84121461  0.77219259 -0.48029465 -0.80496532  0.87478163
  0.48659665 -0.35507201  0.3347122  -0.69323315  0.        ]",[ 1.16974097  0.57815031],-0.119022974349,[-0.7513324   1.21868551],[-0.33700952 -0.23949435],"[[ 0.13739211  3.00552296 -0.09328021  0.09949999]
 [ 1.7024935  -0.06778857  0.          0.        ]]"
18,-1.49149,"[ 0.97783102 -0.84099936  0.89153894 -0.47622168 -0.80496473  0.87478094
  1.04830777 -0.35370369  0.32687349 -0.7010422   0.        ]",[-0.20824231  0.46731484],-0.118856009514,[-1.07182312  1.12954915],[-0.33700952 -0.23949435],"[[ 0.21082866  3.00417474 -0.09328021  0.09949999]
 [ 5.62808004 -0.05893201  0.          0.        ]]"
19,-1.46744,"[ 0.93480538 -0.84083119  1.05591904 -0.47307006 -0.80496414  0.87478026
  0.91438809 -0.35114052  0.31657349 -0.71432882  0.        ]",[-1.26191827  1.04215661],-0.118853384568,[-1.16528869  1.07499599],[-0.33700952 -0.23949435],"[[ 0.314       3.00313134 -0.09328021  0.09949999]
 [ 4.69217286 -0.04234068  0.          0.        ]]"
20,-1.58043,"[ 0.90623401 -0.84081762  1.13864965 -0.47282756 -0.80496355  0.87477957
  0.33456224 -0.34215333  0.31170961 -0.72226346  0.        ]",[-1.93551844 -0.51577576],-0.118970939471,[-1.04631329  1.07423139],[-0.33700952 -0.23949435],"[[ 0.36718667  3.00305113 -0.09328021  0.09949999]
 [ 0.63999765  0.01583604  0.          0.        ]]"
21,-1.36717,"[ 0.92130128 -0.8373278   1.09676269 -0.41197617 -0.80496296  0.87477888
 -0.2337973  -0.65771224  0.31074561 -0.69366462  0.        ]",[-0.44965021  2.01983862],-0.117008623636,[-0.70602322  1.20055354],[-0.33700952 -0.23949435],"[[ 0.34013381  2.98287231 -0.09328021  0.09949999]
 [-3.3320443  -2.02691016  0.          0.        ]]"
22,-1.3604,"[ 0.96090591 -0.83725166  0.9645317  -0.41074576 -0.80496236  0.87477819
 -0.4790763  -0.03985718  0.32019931 -0.68055629  0.        ]",[-1.38052976  1.40750701],-0.116960989757,[-0.66189313  1.20456719],[-0.33700952 -0.23949435],"[[ 0.25629425  2.98246373 -0.09328021  0.09949999]
 [-5.0462038   1.97272025  0.          0.        ]]"
23,-1.32103,"[ 1.00250853 -0.84460913  0.73822546 -0.55129957 -0.80496177  0.8747775
 -1.03132646 -0.22579231  0.33684328 -0.72305499  0.        ]",[ 0.07135668  1.71499485],-0.121133648693,[-0.25624359  1.37931573],[-0.33700952 -0.23949435],"[[ 0.11664777  3.02899103 -0.09328021  0.09949999]
 [-8.90566661  0.76908537  0.          0.        ]]"
24,-1.35686,"[ 1.01083752 -0.84447797  0.45233441 -0.54829848 -0.80496118  0.87477681
 -0.96568023 -0.41515777  0.35370313 -0.70051824  0.        ]",[ 0.09298402  1.18053266],-0.121132170171,[ 0.08583757  1.49831116],[-0.33700952 -0.23949435],"[[-0.05686278  3.0280006  -0.09328021  0.09949999]
 [-8.44689709 -0.45675569  0.          0.        ]]"
25,-1.16063,"[ 0.97452165 -0.84313715  0.18525783 -0.51889029 -0.80496059  0.87477612
 -0.88907267 -0.41264306  0.37452387 -0.67479619  0.        ]",[ 0.94244389  2.37254072],-0.121356501178,[ 0.38554257  1.61501169],[-0.33700952 -0.23949435],"[[-0.22042916  3.01828828 -0.09328021  0.09949999]
 [-7.91152236 -0.44047834  0.          0.        ]]"
26,-1.32526,"[ 0.92155664 -0.84210016 -0.00373735 -0.49766367 -0.80495999  0.87477543
 -0.3327321  -0.38514742  0.39223187 -0.6601134   0.        ]",[ 0.03144492  1.03569196],-0.122058594018,[ 0.38345438  1.64708233],[-0.33700952 -0.23949435],"[[-0.33964963  3.01127079 -0.09328021  0.09949999]
 [-4.02348152 -0.26248925  0.          0.        ]]"
27,-1.23787,"[ 0.87491972 -0.84150639 -0.12396169 -0.48601987 -0.8049594   0.87477474
 -0.30351912 -0.36524244  0.40450276 -0.65327     0.        ]",[ 1.59971755  0.91494743],-0.122772849506,[ 0.47643167  1.69006455],[-0.33700952 -0.23949435],"[[-0.41807088  3.00741869 -0.09328021  0.09949999]
 [-3.81932476 -0.13363757  0.          0.        ]]"
28,-1.25711,"[ 0.85053374 -0.84119478 -0.1776722  -0.48004808 -0.80495881  0.87477405
  0.27383604 -0.35527066  0.41041991 -0.6504577   0.        ]",[ 0.30485693  1.24765227],-0.12315258762,[ 0.18844169  1.66464245],[-0.33700952 -0.23949435],"[[-0.45397389  3.00544232 -0.09328021  0.09949999]
 [ 0.21557747 -0.06908748  0.          0.        ]]"
29,-1.21778,"[ 0.86189082 -0.84105278 -0.15328064 -0.47736225 -0.80495822  0.87477336
  0.44593786 -0.34869861  0.40856312 -0.64983766  0.        ]",[ 1.23607707  0.96705852],-0.122943789695,[ 0.06311521  1.64227068],[-0.33700952 -0.23949435],"[[-0.43759474  3.00455332 -0.09328021  0.09949999]
 [ 1.41832852 -0.02654509  0.          0.        ]]"
30,-1.20444,"[ 0.90472102 -0.84099202 -0.05037705 -0.47622515 -0.80495763  0.87477267
  1.00845565 -0.34654464  0.39927092 -0.65122514  0.        ]",[-0.92808187  1.97917602],-0.122168745821,[-0.36202997  1.5587126 ],[-0.33700952 -0.23949435],"[[-0.36978504  3.00417696 -0.09328021  0.09949999]
 [ 5.34954085 -0.01260273  0.          0.        ]]"
31,-1.02716,"[ 0.94125556 -0.84096905  0.05723954 -0.47580346 -0.80495703  0.87477198
  0.46750985 -0.34510391  0.38978442 -0.65379009  0.        ]",[ 0.08362996  3.06783893],-0.12145320477,[-0.09047935  1.55745113],[-0.33700952 -0.23949435],"[[-0.30072467  3.00403743 -0.09328021  0.09949999]
 [ 1.56909443 -0.00327743  0.          0.        ]]"
32,-1.33014,"[ 0.95672742 -0.84096294  0.11173503 -0.47570012 -0.80495644  0.87477129
  0.51044425 -0.34470609  0.38510132 -0.65544698  0.        ]",[-1.85765755  1.68510751],-0.121126527306,[-0.15593618  1.53086936],[-0.33700952 -0.23949435],"[[ -2.66332254e-01   3.00400331e+00  -9.32802088e-02   9.94999888e-02]
 [  1.86914725e+00  -7.03355171e-04   0.00000000e+00   0.00000000e+00]]"
33,-1.27378,"[ 0.95557244 -0.8409613   0.10741642 -0.47568094 -0.80495585  0.87477061
 -0.06138709 -0.34460924  0.38546965 -0.65529929  0.        ]",[ 0.63807469  0.96876741],-0.121151138358,[ 0.1535528  1.5794307],[-0.33700952 -0.23949435],"[[ -2.69045405e-01   3.00399704e+00  -9.32802088e-02   9.94999888e-02]
 [ -2.12714477e+00  -7.75137406e-05   0.00000000e+00   0.00000000e+00]]"
34,-0.998148,"[ 0.94818345 -0.84095536  0.08079149 -0.47558082 -0.80495526  0.87476992
  0.30613115 -0.34494395  0.38777188 -0.65441668  0.        ]",[-0.82941442  4.0839126 ],-0.121307501205,[-0.00456153  1.56007516],[-0.33700952 -0.23949435],"[[ -2.85818385e-01   3.00396398e+00  -9.32802088e-02   9.94999888e-02]
 [  4.41287523e-01  -2.24529405e-03   0.00000000e+00   0.00000000e+00]]"
35,-1.0388,"[ 0.93675358 -0.84095358  0.04259367 -0.47555904 -0.80495467  0.87476923
 -0.16501286 -0.34449788  0.39109155 -0.65328073  0.        ]",[ 0.78679424  3.03118682],-0.12154211527,[ 0.2594716   1.61460614],[-0.33700952 -0.23949435],"[[ -3.10028637e-01   3.00395686e+00  -9.32802088e-02   9.94999888e-02]
 [ -2.85134013e+00   6.41183151e-04   0.00000000e+00   0.00000000e+00]]"
36,-1.26289,"[ 0.92390036 -0.8409555   0.00313999 -0.47560708 -0.80495407  0.87476854
  0.28881231 -0.34447604  0.39456376 -0.65224635  0.        ]",[-0.92543503  1.67693877],-0.121797857146,[ 0.05979726  1.59373188],[-0.33700952 -0.23949435],"[[ -3.35233820e-01   3.00397285e+00  -9.32802088e-02   9.94999888e-02]
 [  3.20252518e-01   7.81389006e-04   0.00000000e+00   0.00000000e+00]]"
37,-1.17456,"[ 0.90710323 -0.8409569  -0.0440168  -0.47564518 -0.80495348  0.87476785
 -0.23638852 -0.34452196  0.39877206 -0.65115502  0.        ]",[ 0.85500967  1.59607123],-0.122118949956,[ 0.37057936  1.6545788 ],[-0.33700952 -0.23949435],"[[ -3.65655137e-01   3.00398555e+00  -9.32802088e-02   9.94999888e-02]
 [ -3.35015261e+00   4.83019566e-04   0.00000000e+00   0.00000000e+00]]"
