timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.299686771356,[-0.47217709 -0.69420213],[-2.87410259 -3.41789603],-4.60453,"[ 1.19674402  2.00562925  0.34984314  1.50249452 -0.72197746  0.5383271
 -0.18361985  0.35521608  2.21969392 -0.21102377  0.        ]","[[-0.00892908  0.03618018 -0.08370113  0.06192188]
 [ 0.00187144  0.00105021  0.          0.        ]]",[-2.32090862 -2.93799631]
1,-0.302257500452,[-0.47217709 -0.69420213],[-2.84428239 -3.30550265],-4.47635,"[ 1.19502706  2.00660653  0.29122562  1.40088434 -0.72197713  0.5383269
 -0.26990131 -0.27167463  2.2179668  -0.33172306  0.        ]","[[ -4.85670854e-02  -3.51142430e-03  -8.37011322e-02   6.19218761e-02]
 [ -3.95250983e+00  -3.95702478e+00   0.00000000e+00   0.00000000e+00]]",[-2.60043924 -3.32111575]
2,-0.3080009816,[-0.47217709 -0.69420213],[-2.68974233 -3.20919657],-4.29274,"[ 1.17596946  1.99545093  0.11783664  1.09934267 -0.7219768   0.53832669
 -0.35447765 -0.88615727  2.17411102 -0.68627009  0.        ]","[[-0.16650845 -0.12157855 -0.08370113  0.06192188]
 [-7.82874391 -7.83675885  0.          0.        ]]",[-3.25044074 -2.82805839]
3,-0.31108035634,[-0.47217709 -0.69420213],[-2.19275451 -3.01966953],-4.29298,"[ 1.09960117  1.93151752 -0.15981783  0.61302207 -0.72197648  0.53832648
 -0.43738832 -1.48846803  1.98123839 -1.22392412  0.        ]","[[ -0.36120783  -0.3164695   -0.08370113   0.06192188]
 [-11.62863899 -11.6396476    0.           0.        ]]",[-2.28759615 -2.46207118]
4,-0.302049216417,[-0.47217709 -0.69420213],[-1.60110784 -2.58431792],-4.22706,"[ 0.90660348  1.75376889 -0.50998769 -0.0075601  -0.72197615  0.53832628
 -0.51868055 -2.0788256   1.51168566 -1.77525368  0.        ]","[[ -0.63115943  -0.58666144  -0.08370113   0.06192188]
 [-15.35436005 -15.36707922   0.           0.        ]]",[-1.65141838 -3.31380293]
5,-0.269339696061,[-0.47217709 -0.69420213],[ 0.28826168 -0.81776083],-4.16168,"[ 0.53590787  1.39767889 -0.86147457 -0.64365621 -0.72197583  0.53832607
 -0.59840939 -2.65743266  0.74479886 -2.00784272  0.        ]","[[ -0.97490455  -0.93065822  -0.08370113   0.06192188]
 [-19.00843083 -19.02034319   0.           0.        ]]",[ 0.51916885 -1.74467846]
6,-0.208467867464,[-0.47217709 -0.69420213],[ 1.89235318  1.10498309],-3.41494,"[ 0.04866075  0.83004988 -1.07404098 -1.0867467  -0.7219755   0.53832587
 -0.5454602  -3.22481547  0.01042164 -1.62411897  0.        ]","[[ -1.33072275  -1.34700899  -0.08370113   0.06192188]
 [-16.58172167 -22.60277441   0.           0.        ]]",[ 1.84478263  1.09478352]
7,-0.139319730128,[-0.47217709 -0.69420213],[ 2.02436733  1.69955301],-2.41125,"[-0.38270229  0.21773243 -1.11472418 -1.10734969 -0.72197518  0.53832566
 -0.45206085 -2.52678414 -0.27914776 -0.94035166  0.        ]","[[ -1.61941412  -1.75484504  -0.08370113   0.06192188]
 [-12.30113699 -18.19554124   0.           0.        ]]",[ 2.24283157  0.81978604]
8,-0.0851752731215,[-0.47217709 -0.69420213],[ 1.94559944  1.86748695],-1.9751,"[-0.68583405 -0.24606297 -1.06955108 -0.82253565 -0.72197485  0.53832546
 -0.3604455  -1.95561403 -0.22086025 -0.42811738  0.        ]","[[ -1.82331283  -2.08257276  -0.08370113   0.06192188]
 [ -8.10231412 -14.58926831   0.           0.        ]]",[ 2.33796478  2.27225279]
9,-0.0553580516275,[-0.47217709 -0.69420213],[ 1.33694077  1.47436929],-1.94167,"[-0.85876163 -0.54829796 -1.01460081 -0.44439166 -0.72197453  0.53832525
 -0.27059964 -1.28274724 -0.05462632 -0.16852372  0.        ]","[[ -1.94404742  -2.33173265  -0.08370113   0.06192188]
 [ -3.98458766 -10.34088147   0.           0.        ]]",[ 1.16074808  1.06495051]
10,-0.0499587183504,[-0.47217709 -0.69420213],[ 0.33769685  0.95681936],-1.92404,"[-0.91328503 -0.71403648 -0.99240804 -0.12911356 -0.7219742   0.53832504
 -0.18250621 -0.6231997   0.08173    -0.08417296  0.        ]","[[-1.98323185 -2.49676861 -0.08370113  0.06192188]
 [ 0.05282252 -6.17658514  0.          0.        ]]",[ 0.4627457   1.37492438]
11,-0.0531639547676,[-0.47217709 -0.69420213],[-0.02101505  0.53007656],-1.91099,"[-0.88636335 -0.78488537 -1.00367219  0.04491915 -0.72197387  0.53832484
 -0.14255568  0.02329581  0.14844426 -0.07824071  0.        ]","[[-1.96380498 -2.57934543 -0.08370113  0.06192188]
 [ 1.88379445 -2.0946967   0.          0.        ]]",[ 0.43636092  0.15397378]
12,-0.0567165957592,[-0.47217709 -0.69420213],[-0.37796775  0.41896808],-1.86382,"[-0.80951709 -0.81258345 -1.03257394  0.12235813 -0.72197355  0.53832463
 -0.10567425  0.12643136  0.17184213 -0.10042964  0.        ]","[[-1.90916969 -2.61470586 -0.08370113  0.06192188]
 [ 3.57410598 -1.4435122   0.          0.        ]]",[-0.63041144  0.07850429]
13,-0.0594423448878,[-0.47217709 -0.69420213],[-0.47262716  0.36944795],-1.8654,"[-0.74403838 -0.83151999 -1.0535663   0.17912885 -0.72197322  0.53832443
 -0.16167534  0.18018453  0.18862178 -0.11813269  0.        ]","[[-1.86343893 -2.64017084 -0.08370113  0.06192188]
 [ 1.00751812 -1.10412158  0.          0.        ]]",[-0.29454888  0.35564715]
14,-0.060048443115,[-0.47217709 -0.69420213],[-0.45691502  0.23019034],-1.72833,"[-0.73212445 -0.83710143 -1.05703873  0.19653096 -0.7219729   0.53832422
 -0.18755438  0.40667847  0.19433564 -0.12047541  0.        ]","[[-1.85518873 -2.64790508 -0.08370113  0.06192188]
 [-0.17854626  0.32593127  0.          0.        ]]",[-1.4006925   0.85239328]
15,-0.0568747373271,[-0.47217709 -0.69420213],[ 0.0458942  -0.22930568],-1.87739,"[-0.79425095 -0.80713704 -1.03775823  0.10663762 -0.72197257  0.53832401
 -0.27386014  0.94020466  0.16477648 -0.10744032  0.        ]","[[-1.89844636 -2.60758813 -0.08370113  0.06192188]
 [-4.13402715  3.69454564  0.          0.        ]]",[ 1.31448028 -0.47392132]
16,-0.0533374048062,[-0.47217709 -0.69420213],[ 0.22712204  0.10540652],-1.80614,"[-0.85389707 -0.76342148 -1.01645695 -0.01112335 -0.72197225  0.53832381
 -0.18569126  0.63142092  0.12383894 -0.09641445  0.        ]","[[-1.9405835  -2.55325825 -0.08370113  0.06192188]
 [-0.09316541  1.74492927  0.          0.        ]]",[-0.39017781  0.00487717]
17,-0.0516939864272,[-0.47217709 -0.69420213],[ 0.50271463  0.13258421],-1.80335,"[-0.8781721  -0.73350923 -1.00697533 -0.08425804 -0.72197192  0.5383236
 -0.21935556  0.6290065   0.09685101 -0.0944315   0.        ]","[[-1.95792696 -2.51851262 -0.08370113  0.06192188]
 [-1.6360354   1.72968661  0.          0.        ]]",[-0.61436595 -0.34786236]
18,-0.0482841999129,[-0.47217709 -0.69420213],[ 0.82401139  0.39710587],-1.90505,"[-0.95643731 -0.71522627 -0.97305597 -0.12642469 -0.7219716   0.5383234
 -0.27171893  0.40543141  0.08682995 -0.06438543  0.        ]","[[-2.01472632 -2.49808222 -0.08370113  0.06192188]
 [-4.03590122  0.31806561  0.          0.        ]]",[ 1.87395852  1.1984336 ]
19,-0.0452058969679,[-0.47217709 -0.69420213],[ 0.90287578 -0.24397004],-1.84649,"[-1.01057641 -0.6722003  -0.94644148 -0.21904301 -0.72197127  0.53832319
 -0.18359421  1.03156202  0.05406897 -0.04846849  0.        ]","[[ -2.05492120e+00  -2.45205600e+00  -8.37011322e-02   6.19218761e-02]
 [  2.93318897e-03   4.27136972e+00   0.00000000e+00   0.00000000e+00]]",[ 0.74144601 -1.27172963]
20,-0.0469937492458,[-0.47217709 -0.69420213],[ 0.97652751  0.39447838],-1.80899,"[-0.97093515 -0.62789502 -0.96618832 -0.30597874 -0.72197094  0.53832299
 -0.11954917  0.3910396   0.01284027 -0.07988379  0.        ]","[[-2.02541238 -2.40720507 -0.08370113  0.06192188]
 [ 2.93817378  0.22720254  0.          0.        ]]",[-0.6533709 -0.4991293]
21,-0.0490864482523,[-0.47217709 -0.69420213],[ 0.91029114  0.6701594 ],-1.81231,"[-0.9269845  -0.64329667 -0.98643191 -0.2766436  -0.72197062  0.53832278
 -0.17725577  0.07731547  0.021662   -0.09795172  0.        ]","[[-1.99318448 -2.42253507 -0.08370113  0.06192188]
 [ 0.29342629 -1.75360665  0.          0.        ]]",[ 0.39469415  1.36558899]
