timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.17334869871,"[[ 0.0084131  -0.0537314   0.17657374 -0.17426029]
 [ 0.00028855  0.00351663  0.          0.        ]]",[-3.66729045 -1.87631381],-3.53199,"[ 1.40700786  1.67233289  0.29107109 -1.77323018  1.53637469 -1.49908083
 -0.21153561 -0.34378744  0.11756411  2.59576255  0.        ]",[-0.81961834 -0.57192552],[-4.16508136 -1.93932338]
1,-0.160790450292,"[[-0.03125632 -0.09337417  0.17657374 -0.17426029]
 [-3.95407262 -3.95460685  0.          0.        ]]",[-2.28344917 -0.87468553],-3.2908,"[ 1.40636605  1.66804196  0.23281402 -1.87811611  1.53637301 -1.49907925
 -0.43799599 -1.05113558  0.11006697  2.42513825  0.        ]",[-0.81961834 -0.57192552],[-2.23236611  0.06830748]
2,-0.127819975033,"[[-0.14924534 -0.16895183  0.17657374 -0.17426029]
 [-7.83192541 -3.604326    0.          0.        ]]",[-1.23114121 -0.4772684 ],-2.83804,"[ 1.39134062  1.65349018  0.06032246 -2.07686481  1.53637133 -1.49907766
 -0.66007477 -0.98853691  0.05533516  1.9870317   0.        ]",[-0.81961834 -0.57192552],[-0.9480894  -0.51015416]
3,-0.0788257868271,"[[ -0.34195334  -0.26057511   0.17657374  -0.17426029]
 [-11.42693458  -5.5515032    0.           0.        ]]",[ 0.81286353  0.5387125 ],-2.35748,"[ 1.32520657  1.62474929 -0.21380015 -2.31428618  1.53636965 -1.49907608
 -0.86595535 -1.33651209 -0.12157843  1.35873878  0.        ]",[-0.81961834 -0.57192552],[ 0.80478989  1.5544348 ]
4,-0.0438384696408,"[[-0.53629798 -0.33078627  0.17657374 -0.17426029]
 [-8.01884036 -1.48317433  0.          0.        ]]",[ 0.38056713 -0.00545865],-1.99741,"[ 1.20858733  1.59463172 -0.47175641 -2.49244298  1.53636797 -1.4990745
 -0.6707783  -0.60946856 -0.38618808  0.83146023  0.        ]",[-0.81961834 -0.57192552],[ 1.31655972 -0.30504374]
5,-0.0447461531909,"[[-0.65538785 -0.37228876  0.17657374 -0.17426029]
 [-3.90384708 -2.66314597  0.          0.        ]]",[ 0.01579054  0.26761675],-1.87339,"[ 1.11416343  1.57359058 -0.61644263 -2.59580856  1.5363663  -1.49907292
 -0.43511824 -0.82033863 -0.58678024  0.55969992  0.        ]",[-0.81961834 -0.57192552],[-0.04359598 -0.75432594]
6,-0.0616215331729,"[[-0.73441021 -0.4549898   0.17657374 -0.17426029]
 [-3.99809912 -5.59717881  0.          0.        ]]",[ 0.95561457  1.07383811],-1.79891,"[ 1.04265333  1.52466145 -0.70557042 -2.79665864  1.53636462 -1.49907133
 -0.44051576 -1.34467295 -0.78694394  0.3710252   0.        ]",[-0.81961834 -0.57192552],[ 1.31294104  1.02377397]
7,-0.0756533162789,"[[-0.77390194 -0.5261083   0.17657374 -0.17426029]
 [ 0.03553919 -1.52822686  0.          0.        ]]",[-0.22846392  0.22616437],-1.80859,"[ 1.00443196  1.47534104 -0.74784329 -2.96305225  1.53636294 -1.49906975
 -0.20951476 -0.61751804 -0.92283465  0.2796378   0.        ]",[-0.81961834 -0.57192552],[-0.83446374  0.05671527]
8,-0.0845633792306,"[[-0.80632153 -0.55410417  0.17657374 -0.17426029]
 [-3.26650984 -1.27221537  0.          0.        ]]",[ 0.89286119  0.41813323],-1.82344,"[ 0.97187405  1.45414453 -0.78135229 -3.02674467  1.53636126 -1.49906817
 -0.39861848 -0.57176646 -1.0063873   0.22756607  0.        ]",[-0.81961834 -0.57192552],[ 0.8468327   0.88390984]
9,-0.0893154751739,"[[-0.83740267 -0.54419203  0.17657374 -0.17426029]
 [ 0.14703344  2.25168486  0.          0.        ]]",[-0.2677958 -0.3864553],-1.85507,"[ 0.93969438  1.46176037 -0.81243222 -3.00430318  1.53635958 -1.49906659
 -0.20312936  0.05798328 -1.04998231  0.19275884  0.        ]",[-0.81961834 -0.57192552],[ 0.29496421 -0.28430001]
