timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.327584695503,"[[-0.039307   -0.02691256 -0.09996551 -0.11812137]
 [-0.00125048  0.00205749  0.          0.        ]]",[-3.11134243 -0.5303055 ],-5.0958,"[ 1.4084461   1.66693906  0.23379316 -1.70342247 -0.85975747 -1.02460222
 -0.20045441 -0.34457405  2.7418119   1.77939384  0.        ]",[-0.83334357 -0.58060688],[-3.30490824  0.06509669]
1,-0.32450211176,"[[-0.07902327 -0.02427022 -0.09996551 -0.11812137]
 [-3.95720462  0.26130738  0.          0.        ]]",[-2.49949265 -0.32421687],-4.97218,"[ 1.40512222  1.66703669  0.17541859 -1.69642014 -0.859757   -1.02460157
 -0.43339622 -0.29796497  2.73627955  1.67007467  0.        ]",[-0.83334357 -0.58060688],[-2.09954043 -0.23074609]
2,-0.314084892017,"[[-0.19706897 -0.02824786 -0.09996551 -0.11812137]
 [-7.83445694 -0.65601781  0.          0.        ]]",[-2.18291116  0.18568602],-4.79868,"[ 1.38215082  1.6668809   0.00335431 -1.70695571 -0.85975653 -1.02460091
 -0.66170368 -0.46288522  2.69989455  1.33060166  0.        ]",[-0.83334357 -0.58060688],[-2.00664047  0.17620131]
3,-0.294571620948,"[[ -0.39189663  -0.03422285  -0.09996551  -0.11812137]
 [-11.63565157   0.05614201   0.           0.        ]]",[-2.30183148  0.61852819],-4.4853,"[ 1.30226751  1.66660408 -0.27073866 -1.72278041 -0.85975607 -1.02460026
 -0.88553242 -0.3348501   2.5788383   0.79238487  0.        ]",[-0.83334357 -0.58060688],[-2.49289139  1.1517785 ]
4,-0.266255296779,"[[ -6.62006448e-01   6.63140901e-03  -9.99655096e-02  -1.18121366e-01]
 [ -1.53629150e+01   4.01607791e+00   0.00000000e+00   0.00000000e+00]]",[-1.9658941   0.63167453],-3.99921,"[ 1.11065444  1.66743222 -0.61346699 -1.61452694 -0.8597556  -1.0245996
 -1.10500754  0.37708343  2.32631748  0.18138073  0.        ]",[-0.83334357 -0.58060688],[-1.52832796  1.13426432]
5,-0.229353252316,"[[ -1.00592188   0.1258968   -0.09996551  -0.11812137]
 [-19.01647958   7.89748779   0.           0.        ]]",[-0.83321017  0.56366104],-3.48503,"[ 0.75205002  1.65580472 -0.95206684 -1.29933667 -0.85975514 -1.02459895
 -1.3201426   1.07489883  1.92156017 -0.3736108   0.        ]",[-0.83334357 -0.58060688],[-0.92040317  0.84287298]
6,-0.182599702064,"[[ -1.41902368   0.31577267  -0.09996551  -0.11812137]
 [-22.28288816  11.07940709   0.           0.        ]]",[ 1.1980592   0.45538384],-3.14229,"[ 0.20856474  1.59463203 -1.16387804 -0.80909647 -0.85975467 -1.02459829
 -1.51247993  1.64695567  1.360039   -0.75229298  0.        ]",[-0.83334357 -0.58060688],[ 1.16603902  0.71963773]
7,-0.137412655688,"[[ -1.82058301   0.56372611  -0.09996551  -0.11812137]
 [-17.88766716  13.70718892   0.           0.        ]]",[ 1.04392457 -0.48673597],-2.80226,"[-0.35510922  1.43954569 -1.13510611 -0.21602623 -0.8597542  -1.02459764
 -1.25367126  2.11938539  0.83155942 -0.81326996  0.        ]",[-0.83334357 -0.58060688],[ 0.76602235  0.26723801]
8,-0.104037549848,"[[ -2.14438948   0.84574484  -0.09996551  -0.11812137]
 [-14.50419197  14.49210433   0.           0.        ]]",[ 0.89826012 -1.43633664],-2.43533,"[-0.77314647  1.17132167 -0.94514518  0.35143669 -0.85975374 -1.02459698
 -1.05443846  2.26049623  0.50806227 -0.65559575  0.        ]",[-0.83334357 -0.58060688],[ 1.39121202 -1.23750366]
9,-0.0794033955513,"[[ -2.39189006   1.09296162  -0.09996551  -0.11812137]
 [-10.25992614  10.24381504   0.           0.        ]]",[ 0.31875908 -1.77605283],-2.04051,"[-1.04089628  0.87184077 -0.7117073   0.72120352 -0.85975327 -1.02459633
 -0.80451927  1.49672173  0.32744431 -0.43971944  0.        ]",[-0.83334357 -0.58060688],[-0.32392605 -1.53174215]
