timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.383578491315,"[[ 0.04269    -0.08725986 -0.16974799 -0.05609545]
 [-0.0005919  -0.00474467  0.          0.        ]]",[-1.49922013  1.52143526],-2.43665,"[ 1.23768192  2.16113396  0.19364573 -1.27144901 -1.50367937 -0.48035143
 -0.36792398 -0.35035403  2.5891267   0.47846529  0.        ]",[-0.19154389 -0.23176721],[-1.22600636  2.20868075]
1,-0.383113263691,"[[  2.97231080e-03  -4.76105414e-02  -1.69747992e-01  -5.60954494e-02]
 [ -3.95799399e+00   3.95647051e+00   0.00000000e+00   0.00000000e+00]]",[-1.39066553  1.4034152 ],-2.404,"[ 1.23890926  2.16490692  0.13402714 -1.15344871 -1.50367131 -0.48035046
 -0.57850197  0.1951868   2.58976246  0.4437123   0.        ]",[-0.19154389 -0.23176721],[-0.59299395  1.76086621]
2,-0.381653837739,"[[-0.09895345  0.07046966 -0.16974799 -0.05609545]
 [-6.22702478  7.83860605  0.          0.        ]]",[-1.34617877  1.29896951],-2.40189,"[ 1.23226018  2.16297167 -0.01877665 -0.80144548 -1.50366325 -0.48034949
 -0.6992389   0.72983606  2.58659355  0.37027931  0.        ]",[-0.19154389 -0.23176721],[-0.63855681  2.93749239]
3,-0.378171388522,"[[ -0.24761795   0.26542161  -0.16974799  -0.05609545]
 [ -8.63142556  11.6438887    0.           0.        ]]",[-1.24970055  1.19358921],-2.33943,"[ 1.19744271  2.11675699 -0.23845755 -0.22900024 -1.50365519 -0.48034852
 -0.8271786   1.25389802  2.56780927  0.28690929  0.        ]",[-0.19154389 -0.23176721],[-0.66851661  1.07229046]
4,-0.370269417277,"[[ -0.44508318   0.53572225  -0.16974799  -0.05609545]
 [-11.10688172  15.37370114   0.           0.        ]]",[-1.0478195   1.04495621],-2.27496,"[ 1.10646291  1.96754394 -0.51690054  0.51121046 -1.50364713 -0.48034755
 -0.95889861  1.76755898  2.51503361  0.19474456  0.        ]",[-0.19154389 -0.23176721],[-1.2805377   0.90047907]
5,-0.35446245805,"[[ -0.70472532   0.87592543  -0.16974799  -0.05609545]
 [-14.8449906   18.63563383   0.           0.        ]]",[-0.66387194  0.78805101],-2.11595,"[ 0.91507861  1.65572296 -0.84317294  1.27983941 -1.50363907 -0.48034658
 -1.15780501  2.21677201  2.40224848  0.08161098  0.        ]",[-0.19154389 -0.23176721],[-1.34169483  0.44587277]
6,-0.327803147497,"[[ -1.03839021   1.26265099  -0.16974799  -0.05609545]
 [-18.50948766  20.03210407   0.           0.        ]]",[-0.29959172  0.48270524],-1.87816,"[ 0.56954643  1.17725046 -1.1641458   1.83096347 -1.50363101 -0.4803456
 -1.35279246  2.40906622  2.20561254 -0.05519934  0.        ]",[-0.19154389 -0.23176721],[-0.6874521   0.83663363]
7,-0.290225158341,"[[ -1.43222242   1.69254057  -0.16974799  -0.05609545]
 [-20.86598653  22.94702331   0.           0.        ]]",[ 0.04245324 -0.09626231],-1.60755,"[ 0.06728385  0.57420596 -1.3575781   1.94937327 -1.50362295 -0.48034463
 -1.47817761  2.81046312  1.92509121 -0.13415641  0.        ]",[-0.19154389 -0.23176721],[-1.08556485 -0.36427251]
8,-0.245780697112,"[[ -1.8851293    2.13243491  -0.16974799  -0.05609545]
 [-24.41306885  21.04862975   0.           0.        ]]",[ 0.44463357 -0.40422845],-1.24488,"[-0.5407877  -0.00952067 -1.29839453  1.51321491 -1.50361489 -0.48034366
 -1.66691255  2.54899095  1.5966692  -0.11180244  0.        ]",[-0.19154389 -0.23176721],[ 0.00473095 -1.31785861]
9,-0.2070949866,"[[ -2.36837186   2.50947885  -0.16974799  -0.05609545]
 [-23.91275017  16.67048314   0.           0.        ]]",[ 0.52685714 -0.49956065],-0.949292,"[-1.0933527  -0.39884186 -0.91916225  0.75097688 -1.50360683 -0.48034269
 -1.64028001  1.94603659  1.31248238  0.00879902  0.        ]",[-0.19154389 -0.23176721],[ 0.49751127 -1.34566361]
10,-0.186113623737,"[[ -2.82212609   2.79983792  -0.16974799  -0.05609545]
 [-21.4706763   12.37986844   0.           0.        ]]",[ 0.59272921 -0.54137802],-0.907279,"[-1.41108738 -0.59106591 -0.34199076 -0.01179206 -1.50359877 -0.48034172
 -1.51032638  1.35514844  1.14737171  0.18810975  0.        ]",[-0.19154389 -0.23176721],[ 0.83138286  0.381787  ]
11,-0.184650732882,"[[ -3.21425234   3.06014054  -0.16974799  -0.05609545]
 [-17.75435974  11.02205021   0.           0.        ]]",[ 0.62081665 -0.5810318 ],-0.982564,"[-1.47627372 -0.66846784  0.23859239 -0.76879782 -1.50359071 -0.48034074
 -1.31257157  1.16815228  1.10242594  0.39986974  0.        ]",[-0.19154389 -0.23176721],[-0.83105302 -0.73264291]
12,-0.185163295136,"[[ -3.59883406   3.12419933  -0.16974799  -0.05609545]
 [-20.69384597  -1.13884158   0.           0.        ]]",[ 1.08655345 -0.36993355],-0.987106,"[-1.34020976 -0.67295871  0.79248145 -0.9596127  -1.50358265 -0.48033977
 -1.46897677 -0.50658009  1.09821252  0.43523997  0.        ]",[-0.19154389 -0.23176721],[ 0.37793199 -0.85896817]
13,-0.175354823554,"[[ -3.99358877   3.06638477  -0.16974799  -0.05609545]
 [-18.78796292  -4.57383423   0.           0.        ]]",[ 1.26836872 -0.20341557],-0.87202,"[-1.0155969  -0.66915837  1.25964222 -0.78736171 -1.50357459 -0.4803388
 -1.36755668 -0.97962645  1.03729464  0.37271312  0.        ]",[-0.19154389 -0.23176721],[ 2.23392369 -0.12817584]
14,-0.160968704826,"[[ -4.32589071   2.97072504  -0.16974799  -0.05609545]
 [-14.45665841  -4.99075762   0.           0.        ]]",[ 1.20531666 -0.11966228],-0.788586,"[-0.6328814  -0.65249439  1.52036114 -0.5042778  -1.50356653 -0.48033783
 -1.13708037 -1.03703946  0.931307    0.35439889  0.        ]",[-0.19154389 -0.23176721],[ 2.03110766 -0.35200707]
