timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.217140653777,"[[-0.00466328 -0.03141478  0.07418832 -0.17391852]
 [-0.00189144 -0.00248518  0.          0.        ]]",[-4.37393236 -1.76200652],-4.17075,"[ 1.40300196  1.69009476  0.27138851 -1.72448448  0.6463327  -1.50930304
 -0.2009566  -0.34604521  1.08187279  2.60317038  0.        ]",[-0.82198054 -0.57510102],[-4.16230927 -1.79854902]
1,-0.206899761927,"[[-0.04437583 -0.07117639  0.07418832 -0.17391852]
 [-3.95620484 -3.96048929  0.          0.        ]]",[-3.09985447 -0.77398443],-3.97479,"[ 1.40162804  1.68708671  0.21293147 -1.83042702  0.64633241 -1.50930146
 -0.42933478 -1.05225866  1.07466968  2.43187228  0.        ]",[-0.82198054 -0.57510102],[-3.08302882 -1.10537241]
2,-0.175186584349,"[[-0.16239073 -0.18931208  0.07418832 -0.17391852]
 [-7.83241283 -7.84014933  0.          0.        ]]",[-2.01661038  0.46096757],-3.56406,"[ 1.38446593  1.66447374  0.04017767 -2.14278018  0.64633211 -1.50929988
 -0.65320196 -1.74449187  1.00617997  1.93276709  0.        ]",[-0.82198054 -0.57510102],[-1.9482082   0.53751486]
3,-0.126066728512,"[[ -0.35718618  -0.32318791   0.07418832  -0.17391852]
 [-11.63448815  -5.55503654   0.           0.        ]]",[-0.76038271  0.83817768],-2.88674,"[ 1.31402919  1.61447548 -0.23660354 -2.48805847  0.64633182 -1.5092983
 -0.87278751 -1.33676551  0.79019736  1.25588497  0.        ]",[-0.82198054 -0.57510102],[-0.67836154  0.81222536]
4,-0.069370188632,"[[ -0.61450669  -0.40090563   0.07418832  -0.17391852]
 [-14.08936848  -2.22780417   0.           0.        ]]",[ 0.85737234  0.92087924],-2.18969,"[ 1.14508973  1.5738943  -0.57074713 -2.68192502  0.64633153 -1.50929673
 -1.01456665 -0.74309814  0.41537966  0.62146525  0.        ]",[-0.82198054 -0.57510102],[ 0.84174931  1.7697868 ]
5,-0.0250527189689,"[[ -0.86010259  -0.4053019    0.07418832  -0.17391852]
 [-10.48219714   1.77481655   0.           0.        ]]",[ 0.61616945  0.44185388],-1.83725,"[ 0.9128875   1.57134962 -0.83779829 -2.69270778  0.64633124 -1.50929515
 -0.80623671 -0.02892373  0.02243348  0.22183037  0.        ]",[-0.82198054 -0.57510102],[ 0.54812753  0.82133748]
6,-0.0210062441168,"[[-1.04592137 -0.33753549  0.07418832 -0.17391852]
 [-8.10758693  4.9910907   0.          0.        ]]",[ 0.47271699  0.03662249],-1.80721,"[ 0.69963869  1.60760741 -0.99606241 -2.52425064  0.64633095 -1.50929357
 -0.66909252  0.5449454  -0.24057635  0.03388719  0.        ]",[-0.82198054 -0.57510102],[ 0.2365006  -0.46011805]
7,-0.0377712333463,"[[-1.19706915 -0.25698797  0.07418832 -0.17391852]
 [-7.01085278  3.07005691  0.          0.        ]]",[ 1.02178216  0.46114916],-1.75034,"[ 0.50787342  1.64238457 -1.09264058 -2.31881291  0.64633065 -1.50929199
 -0.60575117  0.20218143 -0.44248575 -0.07059285  0.        ]",[-0.82198054 -0.57510102],[ 1.610389    0.34236043]
8,-0.0488144359388,"[[-1.29620859 -0.18261083  0.07418832 -0.17391852]
 [-2.91673314  4.36334193  0.          0.        ]]",[ 0.13305661  0.11413956],-1.79467,"[ 0.37543405  1.66628943 -1.13911911 -2.12517791  0.64633036 -1.50929041
 -0.36929806  0.43293804 -0.55739441 -0.11707544  0.        ]",[-0.82198054 -0.57510102],[-0.10189623  0.28926865]
9,-0.0510564493658,"[[-1.35801282 -0.08471731  0.07418832 -0.17391852]
 [-3.26253695  5.42248015  0.          0.        ]]",[ 0.24813737 -0.07039708],-1.79437,"[ 0.29088635  1.68551653 -1.16107359 -1.86641275  0.64633007 -1.50928884
 -0.38926958  0.62191651 -0.57682589 -0.13132047  0.        ]",[-0.82198054 -0.57510102],[-0.23715543  0.6987588 ]
