timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.291654233862,[ 0.863028   -0.33973977],-0.291654233862,[-0.05963972 -0.50072902],"[[-0.03672763  0.02078504 -0.03953341  0.14568996]
 [ 0.00399113  0.00125902  0.          0.        ]]","[ 1.06381721  1.35979379 -0.03982068  0.45399381 -0.38953874  1.29060717
  0.08879962  0.22772379  1.38704914 -1.06545194  0.        ]",[-0.00507555 -0.06340546]
1,-0.288798728903,[-0.41748898 -0.18637042],-0.288798728903,[-0.06050815 -0.5019263 ],"[[ -2.38934111e-03   7.29951050e-03  -3.95334051e-02   1.45689963e-01]
 [  3.41846740e+00  -1.34531962e+00   0.00000000e+00   0.00000000e+00]]","[ 1.06472953  1.35997842  0.01244892  0.42773621 -0.38953346  1.29056673
  0.40079361  0.04299954  1.38752406 -1.02456799  0.        ]",[-0.00507555 -0.06340546]
2,-0.28521598295,[ 1.91518178 -0.58721614],-0.28521598295,[-0.06257005 -0.50373292],"[[ 0.04873403 -0.02673703 -0.03953341  0.14568996]
 [ 1.69959221 -2.05596826  0.          0.        ]]","[ 1.0630467   1.35953082  0.09025811  0.36147272 -0.38952819  1.29052629
  0.24372595 -0.05448779  1.38653481 -0.97462406  0.        ]",[-0.00507555 -0.06340546]
3,-0.280691992175,[ 0.55165501 -1.22442811],-0.280691992175,[-0.06470008 -0.5067023 ],"[[ 0.12208803 -0.09079211 -0.03953341  0.14568996]
 [ 5.62274509 -4.34191387  0.          0.        ]]","[ 1.05427224  1.35491345  0.20151248  0.23699759 -0.38952292  1.29048586
  0.60220384 -0.36807639  1.38221399 -0.91517984  0.        ]",[-0.00507555 -0.06340546]
4,-0.272235600811,[-1.55962475 -0.56905281],-0.272235600811,[-0.06919268 -0.51012528],"[[ 0.25533789 -0.21650358 -0.03953341  0.14568996]
 [ 7.69534194 -8.21630924  0.          0.        ]]","[ 1.01931956  1.33149876  0.40064637 -0.00470999 -0.38951764  1.29044543
  0.79157865 -0.89956493  1.36562028 -0.81587819  0.        ]",[-0.00507555 -0.06340546]
5,-0.267961061166,[-0.49985572  1.0082754 ],-0.267961061166,[-0.072537   -0.51228285],"[[  0.3680347   -0.40178877  -0.03953341   0.14568996]
 [  3.5879737  -10.30526683   0.           0.        ]]","[ 0.97099649  1.26303494  0.56387933 -0.34785241 -0.38951237  1.29040501
  0.41624779 -1.18610498  1.3430848  -0.79628729  0.        ]",[-0.00507555 -0.06340546]
6,-0.26853699103,[-0.82239022 -1.38363953],-0.26853699103,[-0.0715813  -0.51471549],"[[ 0.41922585 -0.56611154 -0.03953341  0.14568996]
 [ 1.53797439 -6.14090078  0.          0.        ]]","[ 0.94352361  1.17017133  0.63584588 -0.63071437 -0.3895071   1.29036459
  0.2289173  -0.61480928  1.32284027 -0.85097941  0.        ]",[-0.00507555 -0.06340546]
7,-0.273525534414,[ 0.01988571 -0.97402172],-0.273525534414,[-0.07219407 -0.51235664],"[[ 0.41704857 -0.72742604 -0.03953341  0.14568996]
 [-1.74486966 -9.97777684  0.          0.        ]]","[ 0.94473887  1.05211107  0.63280583 -0.88106766 -0.38950182  1.29032417
 -0.07106946 -1.1411415   1.29672334 -0.9772337   0.        ]",[-0.00507555 -0.06340546]
8,-0.280578347264,[-0.81167603 -2.14740788],-0.280578347264,[-0.06903757 -0.50634915],"[[  0.38329357  -0.96369566  -0.03953341   0.14568996]
 [ -1.63110804 -13.63698828   0.           0.        ]]","[ 0.96310449  0.83767397  0.5854619  -1.18545669 -0.38949655  1.29028376
 -0.06067304 -1.6430584   1.22176289 -1.19016156  0.        ]",[-0.00507555 -0.06340546]
9,-0.284419754583,[-1.46738177 -1.89902037],-0.284419754583,[-0.06174877 -0.4923991 ],"[[  0.31877088  -1.27344526  -0.03953341   0.14568996]
 [ -4.81086325 -17.32569871   0.           0.        ]]","[ 0.99410114  0.50035404  0.49321464 -1.44787626 -0.38949128  1.29024335
 -0.3512425  -2.14894155  1.05016838 -1.44357617  0.        ]",[-0.00507555 -0.06340546]
10,-0.279661279198,[ 0.06937704  0.3767827 ],-0.279661279198,[-0.05039888 -0.46912083],"[[  0.18378712  -1.65623575  -0.03953341   0.14568996]
 [ -8.67505989 -20.94131701   0.           0.        ]]","[ 1.04097212  0.04048131  0.2942781  -1.52615456 -0.38948601  1.29020294
 -0.70435384 -2.64467007  0.72660454 -1.67733673  0.        ]",[-0.00507555 -0.06340546]
