timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.319297262844,[ 2.54552784 -0.97834571],-0.319297262844,[ 1.47721279 -1.24616218],"[[ 0.04475072 -0.03828668 -0.06513496  0.16738154]
 [-0.00211912 -0.00254445  0.          0.        ]]","[ 1.02041858  1.87761951  0.03016406  0.85149275 -0.56011854  1.45975338
 -0.01152931  0.35502275  1.97129304 -1.43081376  0.        ]",[-0.28952298 -0.24241193]
1,-0.317043640171,[ 1.46101429 -1.28592519],-0.317043640171,[ 1.3291297  -1.01763189],"[[ 0.08441439 -0.07722006 -0.06513496  0.16738154]
 [ 3.95530497 -3.87787165  0.          0.        ]]","[ 1.0166514   1.87466051  0.08956146  0.74009854 -0.56011779  1.45974867
  0.4108313  -0.20963928  1.96910677 -1.39199736  0.        ]",[-0.28952298 -0.24241193]
2,-0.309818354191,[ 1.17092002 -0.59762449],-0.309818354191,[ 1.06857502 -0.90366006],"[[ 0.20244139 -0.19374997 -0.06513496  0.16738154]
 [ 7.83448401 -7.7621601   0.          0.        ]]","[ 0.99184852  1.85399885  0.26477054  0.40936187 -0.56011703  1.45974397
  0.82484052 -0.77560654  1.95477432 -1.27815299  0.        ]",[-0.28952298 -0.24241193]
3,-0.295443253294,[ 1.09205596 -0.08172405],-0.295443253294,[ 0.78698295 -0.85345972],"[[  0.39727672  -0.37120729  -0.06513496   0.16738154]
 [ 11.63642287  -9.97615415   0.           0.        ]]","[ 0.90732603  1.78913498  0.54368155 -0.07844726 -0.56011627  1.45973927
  1.23060456 -1.09819891  1.90570675 -1.0810806   0.        ]",[-0.28952298 -0.24241193]
4,-0.270421409437,[ 0.04111049 -2.15066081],-0.270421409437,[ 0.48245782 -0.80652976],"[[  0.66739135  -0.5720061   -0.06513496   0.16738154]
 [ 15.36270392 -10.10322873   0.           0.        ]]","[ 0.70627865  1.66955823  0.89190209 -0.59026944 -0.56011552  1.45973457
  1.62829077 -1.116712    1.78574714 -0.7848159   0.        ]",[-0.28952298 -0.24241193]
5,-0.23953388362,[-0.87062076 -0.95405805],-0.23953388362,[ 0.32123259 -0.45634463],"[[  0.97324695  -0.811785    -0.06513496   0.16738154]
 [ 15.22333251 -13.86210571   0.           0.        ]]","[ 0.37852296  1.46918917  1.20372358 -1.11819113 -0.56011476  1.45972987
  1.61341022 -1.6644007   1.58867353 -0.51568488  0.        ]",[-0.28952298 -0.24241193]
6,-0.215403385211,[ 0.62005467  0.80578629],-0.215403385211,[ 0.54995149 -0.10763389],"[[  1.240148    -1.12415811  -0.06513496   0.16738154]
 [ 11.47907871 -17.36360996   0.           0.        ]]","[ 0.0284957   1.13273255  1.38248272 -1.62372683 -0.560114    1.45972517
  1.21379798 -2.17458108  1.39251989 -0.44876109  0.        ]",[-0.28952298 -0.24241193]
7,-0.192903055422,[-0.42870177 -0.9560158 ],-0.192903055422,[ 0.36723736  0.01877448],"[[  1.49206511  -1.43596836  -0.06513496   0.16738154]
 [ 13.70537879 -13.82912019   0.           0.        ]]","[-0.3333645   0.74212364  1.4591221  -1.87885722 -0.56011325  1.45972046
  1.45139728 -1.65957724  1.18851046 -0.46282139  0.        ]",[-0.28952298 -0.24241193]
8,-0.172123255946,[-1.25840803  1.09974217],-0.172123255946,[ 0.35213327  0.31114498],"[[  1.74644264  -1.74777327  -0.06513496   0.16738154]
 [ 11.73877966 -17.33973083   0.           0.        ]]","[-0.70609171  0.33450253  1.44067551 -1.86009293 -0.56011249  1.45971576
  1.24150716 -2.17108164  0.97485255 -0.53529728  0.        ]",[-0.28952298 -0.24241193]
9,-0.163185987033,[ 0.60235693 -2.05107891],-0.163185987033,[ 0.72972333  0.30624726],"[[  1.9391732   -2.05138654  -0.06513496   0.16738154]
 [  7.54813692 -13.03604668   0.           0.        ]]","[-0.97873928 -0.04131186  1.36308137 -1.58019235 -0.56011173  1.45971106
  0.79425635 -1.5440059   0.81162088 -0.70206845  0.        ]",[-0.28952298 -0.24241193]
