timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.138488362465,[ 1.34482284 -1.43193837],-0.138488362465,[ 1.96660495 -0.7035141 ],"[[-0.04876365  0.01395599  0.10572162  0.08264135]
 [-0.00384108  0.00406212  0.          0.        ]]","[ 1.01737608  1.83197245 -0.10325052  1.02981148  0.91718713  0.72572162
 -0.01462054  0.35323028  0.52229657 -0.76305599  0.        ]",[-0.31398961 -0.25976333]
1,-0.135999495446,[  1.19292402e+00  -5.03143330e-04],-0.135999495446,[ 1.78982615 -0.42946747],"[[-0.00913376 -0.02570686  0.10572162  0.08264135]
 [ 3.95364802 -3.95714025  0.          0.        ]]","[ 1.01907804  1.83166062 -0.04406233  0.91819922  0.91718551  0.72572055
  0.41833471 -0.22972276  0.52328523 -0.72414369  0.        ]",[-0.31398961 -0.25976333]
2,-0.125811908271,[ 1.71670231  0.13388214],-0.125811908271,[ 1.13214731 -0.51195431],"[[ 0.10884488 -0.10409867  0.10572162  0.08264135]
 [ 7.83130977 -3.88227975  0.          0.        ]]","[ 1.0103467   1.82501832  0.13190576  0.69810749  0.91718388  0.72571949
  0.84255614 -0.21870563  0.51877768 -0.56549583  0.        ]",[-0.31398961 -0.25976333]
3,-0.106120245592,[-0.62035306  0.19261095],-0.106120245592,[-0.14270604 -0.76939404],"[[  0.30360552  -0.17566853   0.10572162   0.08264135]
 [ 11.63210738  -3.27670597   0.           0.        ]]","[ 0.95119262  1.81198848  0.41630979  0.49870357  0.91718226  0.72571842
  1.25836688 -0.12958563  0.47664329 -0.24535778  0.        ]",[-0.31398961 -0.25976333]
4,-0.0874948038618,[-0.19064037 -2.5794504 ],-0.0874948038618,[-0.51655918 -1.08452713],"[[ 0.50931417 -0.23288842  0.10572162  0.08264135]
 [ 8.94769296 -2.44805227  0.          0.        ]]","[ 0.83058283  1.79683205  0.69814812  0.34104352  0.91718064  0.72571735
  0.96468565 -0.00763585  0.37822047  0.09747772  0.        ]",[-0.31398961 -0.25976333]
5,-0.0774218057952,[-0.94779194 -0.37927972],-0.0774218057952,[-0.77757305 -0.61094952],"[[ 0.67894112 -0.32108664  0.10572162  0.08264135]
 [ 8.01809517 -6.3587372   0.          0.        ]]","[ 0.68968715  1.7653539   0.90792559  0.10237217  0.91717901  0.72571629
  0.86298464 -0.58315609  0.27219927  0.31926985  0.        ]",[-0.31398961 -0.25976333]
6,-0.0723869518465,[ 0.12673491  0.23887036],-0.0723869518465,[-0.25093979 -0.25762779],"[[ 0.80009818 -0.46205086  0.10572162  0.08264135]
 [ 4.1105892  -7.73312691  0.          0.        ]]","[ 0.56845965  1.69518556  1.04159205 -0.26400319  0.91717739  0.72571522
  0.4354963  -0.78541883  0.2081364   0.38712556  0.        ]",[-0.31398961 -0.25976333]
7,-0.0680701074426,[-1.42939106 -0.85905715],-0.0680701074426,[-0.45096257 -0.30588144],"[[ 0.88652081 -0.60568863  0.10572162  0.08264135]
 [ 4.53028877 -6.63430738  0.          0.        ]]","[ 0.47260216  1.59985656  1.1274384  -0.61168197  0.91717576  0.72571416
  0.48141162 -0.62370864  0.16898279  0.38463792  0.        ]",[-0.31398961 -0.25976333]
8,-0.064069128325,[ 0.66452997  0.39738969],-0.064069128325,[ 0.5016638   0.42450461],"[[ 0.93654429 -0.77117118  0.10572162  0.08264135]
 [ 0.48542979 -9.90308236  0.          0.        ]]","[ 0.41386646  1.46277925  1.1732165  -0.97090882  0.91717414  0.72571309
  0.03889642 -1.10476053  0.15907398  0.29305935  0.        ]",[-0.31398961 -0.25976333]
9,-0.0606199056954,[ 1.61234293 -1.42153444],-0.0606199056954,[ 0.16233101  0.31706128],"[[ 0.97252823 -0.95148653  0.10572162  0.08264135]
 [ 3.10431515 -8.13432577  0.          0.        ]]","[ 0.37024468  1.28444877  1.20428979 -1.30102514  0.91717252  0.72571203
  0.32540732 -0.84445743  0.14649076  0.15809118  0.        ]",[-0.31398961 -0.25976333]
