timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.08225103  2.13129872 -0.01642846  1.11207781  0.77408913  1.45859968
 -0.02639059  0.36689924  0.65102623 -1.21223848  0.        ]",[ 0.53940298  0.85563452],-0.190347006489,-0.190347006489,[ 2.1923511  -0.46828842],"[[ 0.04648836  0.08971208  0.08978987  0.16807916]
 [-0.00028152 -0.00067287  0.          0.        ]]",[-0.19513005 -0.17848955]
1,"[ 1.08053086  2.12629346  0.01585896  1.21811127  0.77408726  1.45859279
  0.17292533  0.84256778  0.64237063 -1.14175422  0.        ]",[ 1.04394095  0.50767851],-0.183348084997,-0.183348084997,[ 2.03673744 -0.54819143],"[[ 0.06787884  0.12368296  0.08978987  0.16807916]
 [ 2.13223659  3.38647463  0.          0.        ]]",[-0.19513005 -0.17848955]
2,"[ 1.06803877  2.10626209  0.13892665  1.48798853  0.77408539  1.4585859
  0.53865614  1.11523534  0.59615941 -0.91648072  0.        ]",[ 2.0260046  -0.94091162],-0.160065612871,-0.160065612871,[ 1.50184166 -0.72283876],"[[ 0.14978389  0.21089346  0.08978987  0.16807916]
 [ 6.04525889  5.32810699  0.          0.        ]]",[-0.19513005 -0.17848955]
3,"[ 1.01716882  2.08347856  0.37337917  1.69537681  0.77408352  1.458579
  0.89736329  0.57700101  0.47949782 -0.58982322  0.        ]",[ 2.99113488 -0.03481478],-0.123594634698,-0.123594634698,[ 0.76796728 -0.78444397],"[[ 0.30919582  0.27900153  0.08978987  0.16807916]
 [ 9.88314475  1.49546613  0.          0.        ]]",[-0.19513005 -0.17848955]
4,"[ 0.88062397  2.0722239   0.69659114  1.78015859  0.77408165  1.45857211
  1.24884207  0.55325824  0.25608476 -0.21650252  0.        ]",[-0.29176958 -2.28297875],-0.0759804876286,-0.0759804876286,[-0.19898379 -0.94788951],"[[  0.54458962   0.30721479   0.08978987   0.16807916]
 [ 13.64371768   1.32640701   0.           0.        ]]",[-0.19513005 -0.17848955]
5,"[ 0.6546506   2.07769972  1.00125628  1.73978497  0.77407978  1.45856522
  1.11587324 -0.00644683 -0.04155609  0.08884166  0.        ]",[-0.57392558  0.34184462],-0.029895554908,-0.029895554908,[-0.54378456 -0.84539694],"[[  0.80319072   0.29375472   0.08978987   0.16807916]
 [ 12.22110457  -2.65912242   0.           0.        ]]",[-0.19513005 -0.17848955]
6,"[ 0.41158755  2.09226645  1.20352975  1.62172365  0.77407791  1.45855832
  0.88101813  0.19114737 -0.31829445  0.26884118  0.        ]",[-1.16717345 -1.29670531],-0.0232849731737,-0.0232849731737,[-0.72555703 -0.86827809],"[[ 1.02240178  0.25468927  0.08978987  0.16807916]
 [ 9.70837881 -1.25210014  0.          0.        ]]",[-0.19513005 -0.17848955]
7,"[ 0.22097521  2.11186447  1.30832332  1.42423085  0.77407604  1.45855143
  0.49346465 -0.36122023 -0.49649426  0.34958484  0.        ]",[-1.22072862 -1.24569826],-0.042940372438,-0.042940372438,[-0.510607   -0.70004284],"[[ 1.17496644  0.19018335  0.08978987  0.16807916]
 [ 5.56189555 -5.1853738   0.          0.        ]]",[-0.19513005 -0.17848955]
8,"[ 0.12841941  2.13512983  1.34589693  0.98074642  0.77407417  1.45854454
  0.11358161 -0.902646   -0.48803569  0.35471764  0.        ]",[ 0.98291692 -0.32615191],-0.042667158898,-0.042667158898,[-0.07618905 -0.43603837],"[[ 1.24542474  0.04779369  0.08978987  0.16807916]
 [ 1.49747608 -9.04074158  0.          0.        ]]",[-0.19513005 -0.17848955]
9,"[ 0.03606674  2.12237826  1.37567671  0.37963369  0.7740723   1.45853765
  0.47427522 -1.05907717 -0.43979911  0.33269091  0.        ]",[-1.04409049 -1.02040171],-0.036827646514,-0.036827646514,[-0.47939774 -0.46780902],"[[  1.3140939   -0.14419765   0.08978987   0.16807916]
 [  5.35659067 -10.15467061   0.           0.        ]]",[-0.19513005 -0.17848955]
