timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.300140042373,[ 0.2240198  -2.06515238],-0.300140042373,[-0.13026507 -0.82547724],"[[  5.36814635e-05  -2.16033415e-02  -7.88357813e-02   7.93216230e-02]
 [ -7.65710124e-04   3.10920632e-03   0.00000000e+00   0.00000000e+00]]","[ 1.06739039  1.50018392  0.02237572  0.45956223 -0.7333062   0.69813371
  0.12191511  0.27634056  1.70342158 -0.5589648   0.        ]",[ 0.00792763 -0.10482723]
1,-0.300704291859,[-1.08570208 -1.30059266],-0.300704291859,[-0.13046342 -0.81988907],"[[ 0.00894542 -0.06127308 -0.07883578  0.07932162]
 [ 0.88697797 -3.95688381  0.          0.        ]]","[ 1.06731549  1.4981464   0.03591495  0.37369313 -0.7332968   0.69812505
  0.20287991 -0.27476728  1.70249594 -0.57731121  0.        ]",[ 0.00792763 -0.10482723]
2,-0.304286560934,[ 0.09340461 -1.1658825 ],-0.304286560934,[-0.12957889 -0.81117487],"[[-0.01316669 -0.17933712 -0.07883578  0.07932162]
 [-3.08498845 -7.83659691  0.          0.        ]]","[ 1.06723129  1.48089752  0.00224464  0.11989939 -0.7332874   0.69811639
 -0.15938439 -0.81469794  1.68971708 -0.70612573  0.        ]",[ 0.00792763 -0.10482723]
3,-0.308374811666,[-0.1919477   0.65514999],-0.308374811666,[-0.11908305 -0.79027814],"[[ -0.07053375  -0.37424181  -0.07883578   0.07932162]
 [ -2.65320353 -11.64119036   0.           0.        ]]","[ 1.0638614   1.41623918 -0.08502217 -0.28565271 -0.733278    0.69810774
 -0.12000185 -1.34415549  1.629531   -0.94182848  0.        ]",[ 0.00792763 -0.10482723]
4,-0.30862843063,[-0.35019497 -0.54486468],-0.30862843063,[-0.11042067 -0.78691751],"[[-0.13070378 -0.57872276 -0.07883578  0.07932162]
 [-3.36143481 -8.81631965  0.          0.        ]]","[ 1.05540442  1.30243642 -0.17616847 -0.67863323 -0.7332686   0.69809908
 -0.18459598 -0.95100301  1.51851979 -1.16497122  0.        ]",[ 0.00792763 -0.10482723]
5,-0.305273788649,[-2.11007531 -1.51006197],-0.305273788649,[-0.09494386 -0.7559256 ],"[[ -0.21116332  -0.77493922  -0.07883578   0.07932162]
 [ -4.68020705 -10.79872054   0.           0.        ]]","[ 1.03628056  1.15330834 -0.29686981 -1.00948971 -0.7332592   0.69809042
 -0.30487558 -1.22686843  1.35574942 -1.37105809  0.        ]",[ 0.00792763 -0.10482723]
6,-0.294420633093,[ 0.48971717  0.33350893],-0.294420633093,[-0.07269284 -0.70079702],"[[ -0.34353276  -1.02848302  -0.07883578   0.07932162]
 [ -8.54413198 -14.54317687   0.           0.        ]]","[ 0.98569223  0.91226224 -0.49059126 -1.34927252 -0.7332498   0.69808177
 -0.65729068 -1.74792371  1.06815669 -1.58324155  0.        ]",[ 0.00792763 -0.10482723]
7,-0.273769270567,[-0.37833231  0.71515726],-0.273769270567,[-0.04687886 -0.6554054 ],"[[ -0.49329798  -1.30321133  -0.07883578   0.07932162]
 [ -6.43929212 -12.9350096    0.           0.        ]]","[ 0.90078727  0.60636556 -0.69877649 -1.58298734 -0.7332404   0.69807311
 -0.46530569 -1.52407738  0.71433529 -1.67926216  0.        ]",[ 0.00792763 -0.10482723]
8,-0.249594176391,[-1.00412302 -0.73275756],-0.249594176391,[-0.03090871 -0.62308335],"[[-0.63584658 -1.53092552 -0.07883578  0.07932162]
 [-7.8109423  -9.84669845  0.          0.        ]]","[ 0.79436421  0.33349207 -0.88199622 -1.6583156  -0.73323101  0.69806446
 -0.59040667 -1.09427052  0.41234971 -1.6487156   0.        ]",[ 0.00792763 -0.10482723]
9,-0.217745621358,[ 1.12822039 -1.70581564],-0.217745621358,[-0.02184025 -0.57829714],"[[ -0.83023197  -1.7550045   -0.07883578   0.07932162]
 [-11.6151492  -12.5521632    0.           0.        ]]","[ 0.61301837  0.0624596  -1.10160941 -1.62333452 -0.73322161  0.69805581
 -0.93737393 -1.47073888  0.1110172  -1.51233412  0.        ]",[ 0.00792763 -0.10482723]
10,-0.174432820199,[-0.58341695 -1.49511538],-0.174432820199,[-0.00991105 -0.52627951],"[[ -1.02053168  -2.04328259  -0.07883578   0.07932162]
 [ -7.42873027 -16.26329535   0.           0.        ]]","[ 0.40105633 -0.26800375 -1.27563577 -1.4225926  -0.73321221  0.69804715
 -0.55552396 -1.98711317 -0.10117254 -1.23172678  0.        ]",[ 0.00792763 -0.10482723]
11,-0.125093894764,[-1.58388957 -0.6714253 ],-0.125093894764,[-0.0046946  -0.49415389],"[[ -1.1908221   -2.40504228  -0.07883578   0.07932162]
 [ -9.59323871 -19.90056591   0.           0.        ]]","[ 0.18878148 -0.61518113 -1.39177311 -0.94876834 -0.73320281  0.6980385
 -0.75294041 -2.49312815 -0.13071124 -0.86963225  0.        ]",[ 0.00792763 -0.10482723]
12,-0.0914195197514,[ 1.84800536 -0.68668391],-0.0914195197514,[-0.00345469 -0.47959098],"[[ -1.42052479  -2.82577227  -0.07883578   0.07932162]
 [-13.36440505 -22.16491898   0.           0.        ]]","[-0.12008619 -0.87007141 -1.48318652 -0.16637445 -0.73319342  0.69802984
 -1.09689214 -2.80801533  0.05347367 -0.54577037  0.        ]",[ 0.00792763 -0.10482723]
13,-0.109090642964,[-0.22361081 -0.12026996],-0.109090642964,[-0.00461823 -0.50702387],"[[-1.6454367  -3.16347259 -0.07883578  0.07932162]
 [-9.14027615 -5.03197766  0.          0.        ]]","[-0.43326492 -0.92987071 -1.49606723  0.55391541 -0.73318402  0.69802119
 -0.71159681 -0.42402037  0.32008133 -0.47086968  0.        ]",[ 0.00792763 -0.10482723]
14,-0.109170647278,[-3.18983298 -2.40261366],-0.109170647278,[-0.00465334 -0.52263969],"[[-1.8353048  -3.15713154 -0.07883578  0.07932162]
 [-9.84431253  2.97885295  0.          0.        ]]","[-0.69419605 -0.93000042 -1.44730992  0.54017426 -0.73317462  0.69801254
 -0.77580248  0.69065871  0.31792212 -0.47459534  0.        ]",[ 0.00792763 -0.10482723]
15,-0.104463718125,[-0.73992572 -1.24071548],-0.104463718125,[-0.00754376 -0.52383721],"[[ -2.06996057  -3.09469131  -0.07883578   0.07932162]
 [-13.60873757   2.81041937   0.           0.        ]]","[-0.99756217 -0.92879633 -1.31443869  0.40493253 -0.73316523  0.69800389
 -1.11914043  0.66721344  0.287948   -0.45953612  0.        ]",[ 0.00792763 -0.10482723]
16,-0.102326574771,[-0.07260014 -0.99501453],-0.102326574771,[-0.00964949 -0.52281815],"[[ -2.36882616  -3.05004337  -0.07883578   0.07932162]
 [-16.26895379   1.66605795   0.           0.        ]]","[-1.32888891 -0.92502922 -1.04053519  0.30843921 -0.73315583  0.69799523
 -1.36174992  0.50797158  0.28478825 -0.43925825  0.        ]",[ 0.00792763 -0.10482723]
17,-0.103652683994,[-0.01048293 -0.2101742 ],-0.103652683994,[-0.00991341 -0.52320331],"[[ -2.69385807  -3.02561712  -0.07883578   0.07932162]
 [-16.23435035   0.84658563   0.           0.        ]]","[-1.58780462 -0.92194048 -0.63670789  0.25580279 -0.73314644  0.69798658
 -1.3585615   0.39393848  0.30517724 -0.42722812  0.        ]",[ 0.00792763 -0.10482723]
18,-0.107363845131,[ 1.12891147  1.04636766],-0.107363845131,[-0.00918258 -0.52382278],"[[ -3.01573704  -3.01284199  -0.07883578   0.07932162]
 [-15.95447908   0.45528136   0.           0.        ]]","[-1.71434627 -0.92003135 -0.16861464  0.22833006 -0.73313704  0.69797793
 -1.33300357  0.33948508  0.33495141 -0.42969925  0.        ]",[ 0.00792763 -0.10482723]
19,-0.108863251596,[ 1.68577949  0.36482505],-0.108863251596,[-0.00484823 -0.53818494],"[[ -3.29193083  -2.96409584  -0.07883578   0.07932162]
 [-11.6791423    4.40615884   0.           0.        ]]","[-1.7095844  -0.91098274  0.25059109  0.1239636  -0.73312765  0.69796928
 -0.94303759  0.88924306  0.3608909  -0.4090337   0.        ]",[ 0.00792763 -0.10482723]
20,-0.108112221514,[-0.79225623 -0.79847479],-0.108112221514,[-0.00606633 -0.5518586 ],"[[-3.48346808 -2.86235153 -0.07883578  0.07932162]
 [-7.48855562  5.76373715  0.          0.        ]]","[-1.64447357 -0.88298933  0.53303093 -0.09065676 -0.73311825  0.69796063
 -0.56080996  1.07813326  0.39115326 -0.34515125  0.        ]",[ 0.00792763 -0.10482723]
