timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[  1.10046736e+00   1.89106674e+00   1.30952990e-03   6.33180670e-01
  -1.18503424e+00  -1.50529195e+00   1.45864993e-02   3.37037495e-01
   2.21614331e+00   1.42045379e+00   0.00000000e+00]",[-0.29039561 -1.923737  ],-0.388009258036,-0.388009258036,[-1.20816696 -1.95111227],"[[-0.00173331 -0.00818791 -0.13678357 -0.17532267]
 [-0.00406352  0.00112891  0.          0.        ]]",[-0.03600953 -0.22464208]
1,"[ 1.10033756  1.8895903  -0.0163077   0.5254832  -1.18502307 -1.50527268
 -0.0816131  -0.21566064  2.21460575  1.36664689  0.        ]",[-1.91946659  0.42817338],-0.384820930789,-0.384820930789,[-1.16942441 -1.86978483],"[[-0.01332428 -0.04788891 -0.13678357 -0.17532267]
 [-1.15122018 -3.95803586  0.          0.        ]]",[-0.03600953 -0.22464208]
2,"[ 1.09649118  1.88331684 -0.11118589  0.35952683 -1.1850119  -1.50525341
 -0.41149959  0.0321688   2.20069805  1.21024346  0.        ]",[-0.08539803 -0.43429153],-0.374861687253,-0.374861687253,[-1.09375429 -1.84634709],"[[-0.07581776 -0.10923765 -0.13678357 -0.17532267]
 [-5.08502998 -2.18275782  0.          0.        ]]",[-0.03600953 -0.22464208]
3,"[ 1.07820141  1.87238816 -0.26801403  0.19702363 -1.18500073 -1.50523414
 -0.43134097 -0.20184262  2.15729359  0.9904738   0.        ]",[-1.58214954 -1.45287519],-0.359073852598,-0.359073852598,[-1.02629602 -1.7802949 ],"[[-0.17989241 -0.16971162 -0.13678357 -0.17532267]
 [-5.32165505 -3.85905161  0.          0.        ]]",[-0.03600953 -0.22464208]
4,"[ 1.02830962  1.83838685 -0.48131728 -0.10982278 -1.18498956 -1.50521487
 -0.75413975 -0.74372368  2.03752655  0.67822673  0.        ]",[-0.8524072  -1.52386593],-0.331539909292,-0.331539909292,[-0.86523801 -1.61407876],"[[-0.32494618 -0.28583867 -0.13678357 -0.17532267]
 [-9.17095422 -7.74071193  0.          0.        ]]",[-0.03600953 -0.22464208]
5,"[ 0.90406166  1.74517822 -0.77800511 -0.59501195 -1.18497839 -1.5051956
 -1.02162994 -1.27488945  1.74279281  0.28140682  0.        ]",[-1.40914661 -1.54218244],-0.281806643274,-0.281806643274,[-0.6352663  -1.38430059],"[[ -0.54036821  -0.47882952  -0.13678357  -0.17532267]
 [-12.36075785 -11.54567082   0.           0.        ]]",[-0.03600953 -0.22464208]
6,"[ 0.65759449  1.54566548 -1.11235589 -1.18885686 -1.18496723 -1.50517634
 -1.33288849 -1.79546161  1.2052576  -0.02193384  0.        ]",[ 0.64450884 -0.47317726],-0.204687514675,-0.204687514675,[-0.35758841 -1.06771576],"[[ -0.82482211  -0.74715977  -0.13678357  -0.17532267]
 [-16.07255654 -15.27487335   0.           0.        ]]",[-0.03600953 -0.22464208]
7,"[ 0.3257639   1.21887985 -1.36251408 -1.72316113 -1.18495606 -1.50515707
 -1.09253657 -2.01477895  0.5840868   0.00739103  0.        ]",[-0.25847736  0.04049902],-0.117178430606,-0.117178430606,[-0.19843933 -0.8218286 ],"[[ -1.11751718  -1.06842298  -0.13678357  -0.17532267]
 [-13.20656551 -16.84619858   0.           0.        ]]",[-0.03600953 -0.22464208]
8,"[-0.02902906  0.8145906  -1.49102853 -2.0191339  -1.18494489 -1.5051378
 -1.15664424 -1.94566659  0.11857082  0.35152447  0.        ]",[ 1.56494357 -0.62275699],-0.0646892696296,-0.0646892696296,[-0.04323176 -0.64892656],"[[ -1.38931916  -1.40038248  -0.13678357  -0.17532267]
 [-13.97115152 -16.35138054   0.           0.        ]]",[-0.03600953 -0.22464208]
9,"[-0.35420928  0.36514635 -1.5136301  -2.01547381 -1.18493373 -1.50511854
 -0.80179924 -2.24466514 -0.07573791  0.84152605  0.        ]",[-0.31392967 -0.95853057],-0.10380638368,-0.10380638368,[-0.00933472 -0.59121406],"[[ -1.62628883  -1.74890382  -0.13678357  -0.17532267]
 [ -9.7398158  -18.49363086   0.           0.        ]]",[-0.03600953 -0.22464208]
