timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.341806109655,[-1.0113396  -2.90450274],-0.341806109655,[-1.14251268 -2.2835989 ],"[[ 0.06377769  0.07579794 -0.13270834  0.0375942 ]
 [-0.00406211 -0.00366328  0.          0.        ]]","[ 1.09969949  2.07852869  0.0863878   0.96539419 -1.15262953  0.34584952
  0.03862985  0.36717488  2.28435384 -0.07700637  0.        ]",[-0.13835318 -0.21366301]
1,-0.343672070304,[-1.91141441 -2.82096212],-0.343672070304,[-0.896577   -2.14059591],"[[ 0.02402215  0.03601298 -0.13270834  0.0375942 ]
 [-3.95832768 -3.96164735  0.          0.        ]]","[ 1.1021226   2.08150728  0.02656741  0.84286675 -1.15262296  0.34584857
 -0.29357072 -0.1874371   2.29202691 -0.18080166  0.        ]",[-0.13835318 -0.21366301]
2,-0.346950127614,[-0.81420703 -0.74721206],-0.346950127614,[-0.50218701 -1.9305737 ],"[[-0.09403425 -0.08214573 -0.13270834  0.0375942 ]
 [-7.83442463 -7.84129492  0.          0.        ]]","[ 1.09636706  2.07779742 -0.15104352  0.47869261 -1.1526164   0.34584763
 -0.61920369 -0.73107119  2.2778665  -0.48941865  0.        ]",[-0.13835318 -0.21366301]
3,-0.345189372472,[-0.90765546 -1.82761246],-0.345189372472,[-0.00793719 -1.65727115],"[[ -0.28147501  -0.26708676  -0.13270834   0.0375942 ]
 [-10.89951479 -10.64345775   0.           0.        ]]","[ 1.04771952  2.03438924 -0.42800947 -0.08231635 -1.15260983  0.34584668
 -0.8767018  -1.12371936  2.14568504 -0.95204223  0.        ]",[-0.13835318 -0.21366301]
4,-0.329553131633,[ 1.09810818 -0.93319613],-0.329553131633,[ 0.55237669 -1.25786781],"[[ -0.53332077  -0.51755464  -0.13270834   0.0375942 ]
 [-14.27402136 -14.39080618   0.           0.        ]]","[ 0.90914424  1.90522142 -0.77538547 -0.79436461 -1.15260327  0.34584573
 -1.16019166 -1.648803    1.78331727 -1.45313476  0.        ]",[-0.13835318 -0.21366301]
5,-0.294903767419,[ 0.59468647 -0.6702271 ],-0.294903767419,[ 0.45589271 -1.11921716],"[[ -0.77627873  -0.83959674  -0.13270834   0.0375942 ]
 [-10.03599765 -17.80201865   0.           0.        ]]","[ 0.70363358  1.63306449 -1.06493449 -1.56434476 -1.15259671  0.34584479
 -0.80414706 -2.12676972  1.23515297 -1.72880196  0.        ]",[-0.13835318 -0.21366301]
6,-0.246172965672,[-0.39986602 -0.44260529],-0.246172965672,[ 0.37872493 -0.93669605],"[[ -0.95141637  -1.21873218  -0.13270834   0.0375942 ]
 [ -7.48634417 -20.10383849   0.           0.        ]]","[ 0.51845556  1.19641829 -1.23605298 -2.16363485 -1.15259014  0.34584384
 -0.58994554 -2.44926706  0.71631112 -1.66569833  0.        ]",[-0.13835318 -0.21366301]
7,-0.185260660801,[ 0.69495329  0.22993262],-0.185260660801,[ 0.32714006 -0.71203864],"[[ -1.11556214  -1.63439346  -0.13270834   0.0375942 ]
 [ -8.92364137 -21.45777896   0.           0.        ]]","[ 0.32233062  0.64422003 -1.3624484  -2.3465653  -1.15258358  0.34584289
 -0.71069225 -2.63893234  0.32048736 -1.3343296   0.        ]",[-0.13835318 -0.21366301]
8,-0.126335390406,[ 1.40728124  0.07208476],-0.126335390406,[ 0.10257259 -0.64396566],"[[ -1.26470028  -2.050153    -0.13270834   0.0375942 ]
 [ -5.9996124  -20.12261686   0.           0.        ]]","[ 0.12971946  0.10653962 -1.4458228  -2.00511447 -1.15257702  0.34584194
 -0.46503885 -2.45180761  0.16926595 -0.88033121  0.        ]",[-0.13835318 -0.21366301]
9,-0.0962715837236,[-2.00388365  0.01237433],-0.0962715837236,[ 0.03578983 -0.60876393],"[[ -1.34380445  -2.44574556  -0.13270834   0.0375942 ]
 [ -1.92407745 -19.43889228   0.           0.        ]]","[ 0.0234949  -0.30762135 -1.47718743 -1.24550574 -1.15257046  0.345841
 -0.12264615 -2.35596768  0.26522603 -0.50885119  0.        ]",[-0.13835318 -0.21366301]
10,-0.105722481293,[ 0.94269883 -0.70383038],-0.105722481293,[ 0.06257524 -0.58855271],"[[ -1.4216375   -2.83017065  -0.13270834   0.0375942 ]
 [ -5.84612616 -19.00508308   0.           0.        ]]","[-0.08293902 -0.55693707 -1.49908947 -0.21332796 -1.15256389  0.34584005
 -0.45214338 -2.29514865  0.49496505 -0.25743446  0.        ]",[-0.13835318 -0.21366301]
11,-0.13454052758,[ 1.55677861  0.22270729],-0.13454052758,[-0.02510016 -0.70638466],"[[-1.49995096 -3.12409535 -0.13270834  0.0375942 ]
 [-1.99762904 -4.68450285  0.          0.        ]]","[-0.19129301 -0.62176745 -1.51202365  0.67786091 -1.15255733  0.3458391
 -0.12882307 -0.28861847  0.73813659 -0.17302266  0.        ]",[-0.13835318 -0.21366301]
12,-0.133524897172,[ 0.27873504  0.21375782],-0.133524897172,[-0.0508309  -0.76794189],"[[-1.49977756 -3.12528576 -0.13270834  0.0375942 ]
 [ 2.00153779  2.2830026   0.          0.        ]]","[-0.19105169 -0.62179255 -1.51199299  0.6815299  -1.15255077  0.34583816
  0.20715526  0.68763391  0.73035323 -0.17370564  0.        ]",[-0.13835318 -0.21366301]
13,-0.127055106998,[ 0.01766094 -1.52772257],-0.127055106998,[-0.0523941  -0.77741468],"[[-1.44907121 -3.07005284 -0.13270834  0.0375942 ]
 [ 3.06554639  3.16016809  0.          0.        ]]","[-0.12078425 -0.61851161 -1.50463267  0.51134226 -1.15254421  0.34583721
  0.2965444   0.81053518  0.6795652  -0.18333484  0.        ]",[-0.13835318 -0.21366301]
14,-0.122753442243,[-0.07046901 -0.40701518],-0.122753442243,[-0.05130344 -0.7669335 ],"[[-1.38766868 -3.02937506 -0.13270834  0.0375942 ]
 [ 3.07469116  1.21513603  0.          0.        ]]","[-0.03629313 -0.61346347 -1.49058026  0.38640371 -1.15253764  0.34583626
  0.29731188  0.53800395  0.64365627 -0.19806116  0.        ]",[-0.13835318 -0.21366301]
15,-0.121174246781,[ 0.59421411  0.19736417],-0.121174246781,[-0.05213932 -0.76606047],"[[-1.32958532 -3.01311099 -0.13270834  0.0375942 ]
 [ 2.73478197  0.51027377  0.          0.        ]]","[ 0.04275638 -0.61082117 -1.47214838  0.33659772 -1.15253108  0.34583532
  0.26875446  0.43924023  0.62878361 -0.20983339  0.        ]",[-0.13835318 -0.21366301]
16,-0.119706021407,[ 0.99018756  0.71747371],-0.119706021407,[-0.07702947 -0.79417282],"[[-1.25182751 -2.99516495 -0.13270834  0.0375942 ]
 [ 5.03333754  1.28176117  0.          0.        ]]","[ 0.14677948 -0.60749424 -1.43976861  0.28176295 -1.15252452  0.34583437
  0.46186158  0.54733639  0.61305926 -0.22713727  0.        ]",[-0.13835318 -0.21366301]
17,-0.116791983911,[ 2.2125115  -1.03973239],-0.116791983911,[-0.12183726 -0.85597843],"[[-1.11282455 -2.94127873 -0.13270834  0.0375942 ]
 [ 8.85420994  4.09748368  0.          0.        ]]","[ 0.32575938 -0.59492478 -1.36051955  0.11805491 -1.15251796  0.34583342
  0.78286197  0.94186112  0.57566277 -0.27649216  0.        ]",[-0.13835318 -0.21366301]
18,-0.118356500155,[ 0.66976334 -1.6289159 ],-0.118356500155,[-0.21237482 -0.88177735],"[[ -0.89777664  -2.89986829  -0.13270834   0.0375942 ]
 [ 12.63798452   0.05704095   0.           0.        ]]","[ 0.5780871  -0.58264868 -1.18728521 -0.00656535 -1.1525114   0.34583248
  1.10074309  0.37572737  0.56275343 -0.34544555  0.        ]",[-0.13835318 -0.21366301]
19,-0.124492998807,[ 0.74264723 -0.90229581],-0.124492998807,[-0.32195538 -0.91104752],"[[ -0.62092235  -2.93846385  -0.13270834   0.0375942 ]
 [ 15.03945733  -3.90339205   0.           0.        ]]","[ 0.84262752 -0.59415834 -0.88580115  0.10954811 -1.15250483  0.34583153
  1.30248985 -0.17919536  0.60421788 -0.36553261  0.        ]",[-0.13835318 -0.21366301]
