timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0960250161301,[-2.04843064 -1.77549938],-0.0960250161301,[-1.87257111 -1.85793459],"[[ 0.02735848 -0.05745263  0.16428627 -0.08506711]
 [ 0.00160198 -0.00395957  0.          0.        ]]","[ 1.07131726  1.47918476  0.03690699  1.15493963  1.42441712 -0.73237023
 -0.02327453  0.32369367  0.05844535  1.20134066  0.        ]",[-0.77045888 -0.66698402]
1,-0.0847783411353,[-0.68883571 -0.75484465],-0.0847783411353,[-0.24089918 -0.69031852],"[[-0.01228494 -0.09724344  0.16428627 -0.08506711]
 [-3.95278618 -3.96193516  0.          0.        ]]","[ 1.07175891  1.47518318 -0.02102399  1.05039705  1.42441484 -0.73236964
 -0.55677788 -0.32829434  0.05265696  1.04374248  0.        ]",[-0.77045888 -0.66698402]
2,-0.0549100341567,[ 1.38673457  0.39165877],-0.0549100341567,[ 1.69395053  0.43831173],"[[-0.11788568 -0.20567307  0.16428627 -0.08506711]
 [-6.59850476 -6.8713315   0.          0.        ]]","[ 1.06158151  1.45391118 -0.17495472  0.76805834  1.42441256 -0.73236904
 -0.91372254 -0.80755201 -0.00466983  0.62734017  0.        ]",[-0.77045888 -0.66698402]
3,-0.0293461567929,[ 1.10523756  0.59763431],-0.0293461567929,[ 1.1156826   0.14002073],"[[-0.20886281 -0.32619042  0.16428627 -0.08506711]
 [-2.51279026 -5.1860148   0.          0.        ]]","[ 1.03965349  1.41273537 -0.30609651  0.46180505  1.42441028 -0.73236845
 -0.36250053 -0.52993314 -0.11610375  0.25308811  0.        ]",[-0.77045888 -0.66698402]
4,-0.0226082791684,[-0.92765381 -0.97046761],-0.0226082791684,[-0.16053817 -0.3866165 ],"[[-0.21893809 -0.4051529   0.16428627 -0.08506711]
 [ 1.49195442 -2.71844917  0.          0.        ]]","[ 1.03648209  1.37601607 -0.32048513  0.26752148  1.424408   -0.73236785
  0.17779742 -0.12345625 -0.17184788  0.13896879  0.        ]",[-0.77045888 -0.66698402]
5,-0.0186340145221,[ 2.06762458  0.31430231],-0.0186340145221,[ 1.58084679  0.83407342],"[[-0.22620188 -0.49752275  0.16428627 -0.08506711]
 [-2.20606474 -6.5059223   0.          0.        ]]","[ 1.03410422  1.32362713 -0.33083866  0.04854973  1.42440572 -0.73236726
 -0.32111898 -0.74735833 -0.24174398  0.0238062   0.        ]",[-0.77045888 -0.66698402]
6,-0.0208913277921,[ 0.84996995  0.16195508],-0.0208913277921,[ 0.41606942  0.62104177],"[[-0.23019838 -0.61387666  0.16428627 -0.08506711]
 [ 1.79314196 -5.13402718  0.          0.        ]]","[ 1.03276291  1.24382935 -0.3365277  -0.2117961   1.42440344 -0.73236666
  0.21843232 -0.52136845 -0.33607652 -0.09764227  0.        ]",[-0.77045888 -0.66698402]
7,-0.0159639494986,[-0.43812856  0.52950127],-0.0159639494986,[-0.99904305  0.28687111],"[[-0.16095518 -0.70911454  0.16428627 -0.08506711]
 [ 5.12013124 -4.39221119  0.          0.        ]]","[ 1.05270425  1.16775737 -0.2372816  -0.40976572  1.42440116 -0.73236607
  0.66729151 -0.3991703  -0.34422871 -0.036461    0.        ]",[-0.77045888 -0.66698402]
8,-0.00953206083602,[-0.50221669  0.84575749],-0.00953206083602,[-0.77136576 -0.04129153],"[[-0.07696698 -0.77504363  0.16428627 -0.08506711]
 [ 3.2847931  -2.20798938  0.          0.        ]]","[ 1.06747422  1.10981019 -0.11544081 -0.53780369  1.42439888 -0.73236548
  0.41967711 -0.03936751 -0.31918894  0.08335443  0.        ]",[-0.77045888 -0.66698402]
9,-0.0110735346712,[-0.54774359  0.35737491],-0.0110735346712,[-0.6128056  -0.71014667],"[[-0.03186978 -0.78515779  0.16428627 -0.08506711]
 [ 1.23176062  1.18525737  0.          0.        ]]","[ 1.07110871  1.10055571 -0.04963684 -0.55675016  1.4243966  -0.73236488
  0.14269261  0.51959562 -0.28823847  0.17148022  0.        ]",[-0.77045888 -0.66698402]
