timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0252042636453,[-0.02215812 -1.3065713 ],-0.0252042636453,[-0.18564099 -1.19009399],"[[ 0.01333242 -0.00639116  0.19876288 -0.02046964]
 [-0.00077164 -0.00077825  0.          0.        ]]","[ 1.06352738  1.52094719  0.01116451  1.25049085  1.72107526 -0.17526651
 -0.02286908  0.32668953 -0.29109006  0.42454571  0.        ]",[-0.69382614 -0.60075969]
1,-0.0211933223725,[-0.01395909 -0.19906877],-0.0211933223725,[ 0.32791317 -0.33130598],"[[ 0.01245312 -0.04613407  0.19876288 -0.02046964]
 [-0.0868779  -3.96031679  0.          0.        ]]","[ 1.06354296  1.51959045  0.00987843  1.14591886  1.72107134 -0.1752664
 -0.03417177 -0.31328138 -0.29166395  0.36975323  0.        ]",[-0.69382614 -0.60075969]
2,-0.0131726241488,[ 0.47650222  0.37625816],-0.0131726241488,[ 0.65858984  0.01189142],"[[ 0.01018146 -0.1324621   0.19876288 -0.02046964]
 [-0.1401134  -4.67012028  0.          0.        ]]","[ 1.06357995  1.50960294  0.00655583  0.91965633  1.72106743 -0.1752663
 -0.04115969 -0.42800506 -0.29908165  0.25012977  0.        ]",[-0.69382614 -0.60075969]
3,-0.00982322200389,[-0.50768294  0.1319289 ],-0.00982322200389,[-0.08946416 -0.24446091],"[[ 0.0263135  -0.20999622  0.19876288 -0.02046964]
 [ 1.74704111 -3.08855935  0.          0.        ]]","[ 1.0631403   1.49246497  0.03014841  0.71860119  1.72106351 -0.17526619
  0.20655717 -0.17238065 -0.30946487  0.18919676  0.        ]",[-0.69382614 -0.60075969]
4,-0.008377876472,[-0.1031152 -0.7477576],-0.008377876472,[ 0.67020416 -0.10062769],"[[ 0.04075493 -0.26590478  0.19876288 -0.02046964]
 [-0.29609796 -2.50424762  0.          0.        ]]","[ 1.06241796  1.47536788  0.0512602   0.57560051  1.72105959 -0.17526609
 -0.06163521 -0.07793949 -0.31901527  0.15287216  0.        ]",[-0.69382614 -0.60075969]
5,-0.0119632353333,[ 1.37108766  0.2985882 ],-0.0119632353333,[ 1.33068359  0.65355164],"[[ 0.03080987 -0.34519755  0.19876288 -0.02046964]
 [-0.69708796 -5.41532826  0.          0.        ]]","[ 1.06294648  1.44442848  0.03672262  0.37660117  1.72105568 -0.17526599
 -0.11427109 -0.54845135 -0.34430883  0.02711325  0.        ]",[-0.69382614 -0.60075969]
6,-0.0153755680472,[-0.70364842 -0.0453653 ],-0.0153755680472,[-0.12709442  0.35780996],"[[ 0.05669305 -0.44058101  0.19876288 -0.02046964]
 [ 3.272216   -4.12729749  0.          0.        ]]","[ 1.06125938  1.39706757  0.0745454   0.14474537  1.72105176 -0.17526588
  0.40675948 -0.34026916 -0.37107267 -0.0282605   0.        ]",[-0.69382614 -0.60075969]
7,-0.0161134828094,[ 0.53024664  0.81020609],-0.0161134828094,[ 0.89695305  0.7704888 ],"[[ 0.09355889 -0.52409882  0.19876288 -0.02046964]
 [ 0.42383562 -4.22417128  0.          0.        ]]","[ 1.05713778  1.34682139  0.12831497 -0.04995727  1.72104784 -0.17526578
  0.03286652 -0.35592646 -0.39370248 -0.04064627  0.        ]",[-0.69382614 -0.60075969]
8,-0.01537844163,[ 0.74263506 -0.3296301 ],-0.01537844163,[-0.22885215 -0.02788052],"[[ 0.12298669 -0.57556288  0.19876288 -0.02046964]
 [ 2.51200909 -0.9331956   0.          0.        ]]","[ 1.05240106  1.31193516  0.17110624 -0.16544514  1.72104392 -0.17526568
  0.30697079  0.17598814 -0.40699278 -0.03188082  0.        ]",[-0.69382614 -0.60075969]
9,-0.00280077266554,[-1.73942892 -0.64579698],-0.00280077266554,[ -1.52905917e+00  -4.22358513e-04],"[[ 0.20221074 -0.60714685  0.19876288 -0.02046964]
 [ 5.40078507 -2.22089451  0.          0.        ]]","[ 1.03330596  1.28909124  0.28543125 -0.23446151  1.72104001 -0.17526557
  0.68616609 -0.0321405  -0.39819413  0.1195187   0.        ]",[-0.69382614 -0.60075969]
10,-0.00377894944535,[-0.24650482  2.12380311],-0.00377894944535,[ 0.03414212  0.95941216],"[[ 0.2694699  -0.67676508  0.19876288 -0.02046964]
 [ 1.33862589 -4.73258049  0.          0.        ]]","[ 1.00990548  1.23502144  0.38107179 -0.38120412  1.72103609 -0.17526547
  0.15294552 -0.43810012 -0.41460016  0.19539906  0.        ]",[-0.69382614 -0.60075969]
11,-0.00378732875584,[-0.01375405 -0.18297123],-0.00378732875584,[-0.0118801   0.22884816],"[[ 0.28617797 -0.73074535  0.19876288 -0.02046964]
 [ 0.33553267 -0.67895921  0.          0.        ]]","[ 1.00308033  1.18970982  0.40457356 -0.48952277  1.72103217 -0.17526536
  0.02127412  0.21708059 -0.4357189   0.1697464   0.        ]",[-0.69382614 -0.60075969]
