timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.03858548  1.65396182 -0.11370668  1.13786668 -0.01554011  1.35888232
 -0.05067479  0.33473263  1.55796584 -1.70155742  0.        ]",[ 3.36025991 -0.8116331 ],-0.268909676739,-0.268909676739,[ 3.00540042 -0.32608169],"[[-0.0496266  -0.00428346 -0.00056029  0.15673029]
 [-0.00089829 -0.0015516   0.          0.        ]]",[-0.49177694 -0.39646223]
1,"[ 1.04035413  1.6531027  -0.055242    1.05199674 -0.0155401   1.35887954
  0.43069537 -0.15977714  1.55944291 -1.64913713  0.        ]",[ 2.49648338 -0.73464657],-0.266084054921,-0.266084054921,[ 2.79870367 -0.1566164 ],"[[ -9.94134743e-03  -3.65740604e-02  -5.60288581e-04   1.56730290e-01]
 [  3.95624396e+00  -3.21678710e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
2,"[ 1.03168275  1.64311939  0.1184359   0.80583612 -0.01554009  1.35887676
  0.90252836 -0.59760511  1.55492358 -1.48951108  0.        ]",[ 2.33491323 -0.12908728],-0.25704245901,-0.25704245901,[ 2.58576965 -0.06002948],"[[  1.08100110e-01  -1.29471780e-01  -5.60288581e-04   1.56730290e-01]
 [  7.83498964e+00  -6.06348627e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
3,"[ 0.97221374  1.61216371  0.39913058  0.47913278 -0.01554008  1.35887398
  1.36492166 -0.65796626  1.51698191 -1.19653973  0.        ]",[ 1.73218629 -0.72614969],-0.239105523734,-0.239105523734,[ 2.35606074  0.12803912],"[[  3.02937854e-01  -2.54679496e-01  -5.60288581e-04   1.56730290e-01]
 [  1.16361485e+01  -6.45595018e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
4,"[ 0.8011205   1.54585062  0.75859367  0.08563622 -0.01554007  1.3588712
  1.81829786 -1.08070226  1.39840974 -0.79285229  0.        ]",[ 1.54496746  0.31343509],-0.210948597884,-0.210948597884,[ 1.60218692  0.36320144],"[[  5.73055083e-01  -4.11376437e-01  -5.60288581e-04   1.56730290e-01]
 [  1.53632073e+01  -9.20452826e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
5,"[ 0.45356935  1.44119439  1.12937528 -0.31109286 -0.01554005  1.35886842
  2.26255529 -0.86190099  1.13841839 -0.31343842  0.        ]",[ 0.40212413 -0.06367382],-0.170280911014,-0.170280911014,[-0.48186409  0.35462362],"[[  9.16961584e-01  -5.81194435e-01  -5.60288581e-04   1.56730290e-01]
 [  1.90153461e+01  -7.78192148e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
6,"[-0.07052127  1.31697112  1.38331999 -0.63998326 -0.01554004  1.35886564
  2.41039614 -0.87688757  0.70677646  0.13095445  0.        ]",[-3.67312172  0.29888008],-0.118910448799,-0.118910448799,[-2.31447029  0.45679992],"[[  1.30946297e+00  -7.37811207e-01  -5.60288581e-04   1.56730290e-01]
 [  2.02307853e+01  -7.87936926e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
7,"[-0.60646437  1.18183933  1.42606215 -0.90411178 -0.01554003  1.35886286
  1.88045599 -0.67050665  0.2340247   0.36584418  0.        ]",[-1.95700507 -0.15035678],-0.071262591027,-0.071262591027,[-2.46930695  0.37974048],"[[  1.67037024e+00  -8.81934531e-01  -5.60288581e-04   1.56730290e-01]
 [  1.58743884e+01  -6.53751578e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
8,"[-1.00513046  1.03926507  1.33135231 -1.11355832 -0.01554002  1.35886008
  1.36102884 -0.74186812 -0.12177498  0.4051488   0.        ]",[-2.16339785 -0.39893297],-0.0386296902563,-0.0386296902563,[-2.20521665  0.58968204],"[[  1.94501631e+00  -1.01733938e+00  -5.60288581e-04   1.56730290e-01]
 [  1.16043799e+01  -7.00150266e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
9,"[-1.25871825  0.8615486   1.20483075 -1.30172725 -0.01554001  1.3588573
  0.85186357 -0.96326706 -0.30907574  0.33612558  0.        ]",[-3.13343014 -0.0901984 ],-0.0205991936979,-0.0205991936979,[-1.55591416  1.00862026],"[[  2.13510870e+00  -1.17181180e+00  -5.60288581e-04   1.56730290e-01]
 [  7.41871396e+00  -8.44101327e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
10,"[-1.38954389  0.65138273  1.11333182 -1.44164493 -0.01554     1.35885452
  0.35266667 -0.99232418 -0.33820551  0.22227794  0.        ]",[-0.16606593  2.65313934],-0.0102373783062,-0.0102373783062,[-0.26099142  1.32915282],"[[  2.24231003e+00  -1.34252714e+00  -5.60288581e-04   1.56730290e-01]
 [  3.31498909e+00  -8.62994739e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
11,"[-1.4571138   0.48379745  1.05720913 -1.4981076  -0.01553999  1.35885175
  0.26463979 -0.35702308 -0.32402158  0.12395042  0.        ]",[ 0.46511739 -0.00230145],-0.00835293722938,-0.00835293722938,[-0.29204157  0.7720595 ],"[[  2.30134904e+00  -1.47368207e+00  -5.60288581e-04   1.56730290e-01]
 [  2.59135231e+00  -4.49931931e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
12,"[-1.53246898  0.36842712  0.9859589  -1.51055365 -0.01553998  1.35884897
  0.48231812 -0.34476601 -0.35637293  0.05490836  0.        ]",[-0.62090867  1.14255622],-0.00893402224012,-0.00893402224012,[-0.85850298  0.91204005],"[[  2.37113006e+00  -1.56286905e+00  -5.60288581e-04   1.56730290e-01]
 [  4.38081270e+00  -4.41962758e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
13,"[-1.59512507  0.30652523  0.91835484 -1.50852146 -0.01553996  1.35884619
  0.17277448  0.27775836 -0.40602348  0.01640383  0.        ]",[-0.32229618  0.67983539],-0.0110664952553,-0.0110664952553,[-0.60222578  0.22890604],"[[  2.43321521e+00  -1.61065099e+00  -5.60288581e-04   1.56730290e-01]
 [  1.83616591e+00  -3.72073644e-01   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
14,"[-1.61776082  0.33196641  0.89172219 -1.51008683 -0.01553995  1.35884341
  0.01313647  0.69294133 -0.4531842   0.03122128  0.        ]",[-1.18584731  0.13157   ],-0.0112059935632,-0.0112059935632,[-0.596259   -0.28156751],"[[  2.45677160e+00  -1.59100792e+00  -5.60288581e-04   1.56730290e-01]
 [  5.23839744e-01   2.32738172e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
15,"[-1.58946527  0.39845684  0.92480572 -1.50933969 -0.01553994  1.35884063
 -0.46955415  0.76608662 -0.45292807  0.07282984  0.        ]",[-1.20246405  0.06443391],-0.00812781292906,-0.00812781292906,[ 0.40218917 -0.4624002 ],"[[  2.42743569e+00  -1.53968873e+00  -5.60288581e-04   1.56730290e-01]
 [ -3.44418545e+00   2.80296569e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
16,"[-1.47721239  0.47355721  1.03914104 -1.50005333 -0.01553993  1.35883785
 -0.94266451  0.79692109 -0.3443285   0.11883795  0.        ]",[ 2.62241289 -1.43425512],-0.00631664085728,-0.00631664085728,[ 1.64231944 -0.59210366],"[[  2.31952935e+00  -1.48161824e+00  -5.60288581e-04   1.56730290e-01]
 [ -7.33345974e+00   3.00345225e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
17,"[-1.35598717  0.49900764  1.13879078 -1.49485831 -0.01553992  1.35883507
 -0.44351191  0.17867629 -0.20618482  0.12056901  0.        ]",[ 0.34219603  0.73717353],-0.0209655076859,-0.0209655076859,[ 1.23493266  0.05333033],"[[  2.21403064e+00  -1.46188004e+00  -5.60288581e-04   1.56730290e-01]
 [ -3.23011589e+00  -1.01626791e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
18,"[-1.29448459  0.51080074  1.18181214 -1.49209538 -0.01553991  1.35883229
 -0.27107292  0.63066813 -0.13971944  0.11555332  0.        ]",[ 0.62678047  0.23810008],-0.0281144577904,-0.0281144577904,[ 0.77024227 -0.47310939],"[[  2.16365100e+00  -1.45271966e+00  -5.60288581e-04   1.56730290e-01]
 [ -1.81256188e+00   1.92250711e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
19,"[-1.28075779  0.57175547  1.19080031 -1.47422479 -0.0155399   1.35882951
  0.03499392  0.76973799 -0.15611258  0.15511839  0.        ]",[ 0.73480499 -0.64645323],-0.0263302510695,-0.0263302510695,[-0.04917579 -0.70488858],"[[  2.15264436e+00  -1.40519721e+00  -5.60288581e-04   1.56730290e-01]
 [  7.03496347e-01   2.82672005e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
20,"[-1.3339252   0.61035701  1.15474375 -1.45974175 -0.01553989  1.35882673
  0.38708713  0.36735189 -0.24229137  0.19099706  0.        ]",[-0.20057516 -0.27995924],-0.0177109199161,-0.0177109199161,[-0.81552136 -0.23322293],"[[  2.19575490e+00  -1.37491247e+00  -5.60288581e-04   1.56730290e-01]
 [  3.59792000e+00   2.10480704e-01   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
21,"[-1.40899447  0.60151423  1.09781317 -1.46327446 -0.01553988  1.35882395
  0.28190329  0.19625132 -0.33232212  0.19353168  0.        ]",[-0.73065917  1.45188851],-0.00895424125599,-0.00895424125599,[-0.69803166 -0.03427382],"[[  2.25903775e+00  -1.38186452e+00  -5.60288581e-04   1.56730290e-01]
 [  2.73324697e+00  -9.01982460e-01   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
22,"[-1.43773235  0.62929281  1.07395285 -1.45172    -0.01553986  1.35882117
 -0.07650735  0.80809254 -0.38791757  0.2109681   0.        ]",[-0.52706124 -1.89352403],-0.00682342265403,-0.00682342265403,[-0.35428536 -0.80301028],"[[  2.28414109e+00  -1.35999072e+00  -5.60288581e-04   1.56730290e-01]
 [ -2.13103866e-01   3.07609900e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
23,"[-1.40894894  0.65607654  1.09784161 -1.43934135 -0.01553985  1.35881839
 -0.32960225  0.18979956 -0.36681513  0.22589805  0.        ]",[-0.5544483  -0.43508069],-0.00883488658977,-0.00883488658977,[ 0.61873007 -0.11725877],"[[  2.25900373e+00  -1.33880297e+00  -5.60288581e-04   1.56730290e-01]
 [ -2.29369646e+00  -9.43922405e-01   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
24,"[-1.32882756  0.610531    1.15833109 -1.4596568  -0.01553984  1.35881562
 -0.59094426 -0.07220991 -0.23613124  0.19034094  0.        ]",[ 0.84409579 -0.41197367],-0.018331839667,-0.018331839667,[ 1.61202657  0.20322624],"[[  2.19157462e+00  -1.37477360e+00  -5.60288581e-04   1.56730290e-01]
 [ -4.44208637e+00  -2.64745687e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
25,"[-1.26122898  0.52256286  1.2032066  -1.48909477 -0.01553983  1.35881284
 -0.17388844 -0.31514309 -0.10755007  0.11549799  0.        ]",[ 0.82695569  0.63929832],-0.0315597881691,-0.0315597881691,[ 1.14073002  0.6188367 ],"[[  2.13713136e+00  -1.44357039e+00  -5.60288581e-04   1.56730290e-01]
 [ -1.01364465e+00  -4.22696113e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
26,"[-1.2772877   0.44738063  1.19301418 -1.50427491 -0.01553982  1.35881006
  0.22658777  0.08696398 -0.08851649  0.0648309   0.        ]",[ 0.30617395  0.51197672],-0.0341889614973,-0.0341889614973,[ 0.1344054   0.24893326],"[[  2.14988916e+00  -1.50187843e+00  -5.60288581e-04   1.56730290e-01]
 [  2.27850311e+00  -1.61254315e+00   0.00000000e+00   0.00000000e+00]]",[-0.49177694 -0.39646223]
