timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.31885138 -0.10664881],-0.457881,"[ 1.23628734  2.28806575 -0.24103166  0.650735    1.70256828  0.12246104
  0.49865623  0.3794209  -0.14387503 -0.09885699  0.        ]",-0.0235642055292,[ 1.09662378 -0.62486482],[ 1.28411987 -2.12203402],"[[-0.00682568 -0.03487434  0.19583948  0.01363985]
 [ 0.0019767   0.00490324  0.          0.        ]]"
1,[-0.31885138 -0.10664881],-0.475167,"[ 1.23556907  2.28498086 -0.18118939  0.50970922  1.70256318  0.12246095
  0.69229198 -0.16271088 -0.14426862 -0.06505176  0.        ]",-0.0204711734979,[ 1.01728845 -0.62532306],[ 0.8583699 -0.5726579],"[[ 0.03291942 -0.07452052  0.19583948  0.01363985]
 [ 3.95935284 -3.95631363  0.          0.        ]]"
2,[-0.31885138 -0.10664881],-0.452762,"[ 1.22174628  2.26708946 -0.01257137  0.15247711  1.70255808  0.12246085
  0.85465062 -0.46249211 -0.15159871  0.04059209  0.        ]",-0.0132882636863,[ 0.76637113 -0.671426  ],[ 0.33844593 -0.78667286],"[[ 0.14539858 -0.17562416  0.19583948  0.01363985]
 [ 7.27752027 -6.1467386   0.          0.        ]]"
3,[-0.31885138 -0.10664881],-0.441265,"[ 1.17343775  2.21301191  0.21850592 -0.37476301  1.70255297  0.12246075
  0.91317657 -0.87219486 -0.17831966  0.17512075  0.        ]",-0.0164453429295,[ 0.62561929 -0.69562393],[ 0.71154609 -0.81395667],"[[ 0.30295004 -0.3285948   0.19583948  0.01363985]
 [ 8.47364861 -9.14033462  0.          0.        ]]"
4,[-0.31885138 -0.10664881],-0.473327,"[ 1.06795656  2.08566379  0.48987631 -1.06263313  1.70254787  0.12246066
  1.04277177 -1.28862598 -0.23739893  0.31192359  0.        ]",-0.0295515108783,[ 0.36126763 -0.73772651],[ 0.75069146 -1.30398533],"[[  0.49899675  -0.541931     0.19583948   0.01363985]
 [ 11.12223552 -12.18310307   0.           0.        ]]"
5,[-0.31885138 -0.10664881],-0.519855,"[ 0.86675632  1.83515436  0.79466137 -1.83691665  1.70254277  0.12246056
  1.17740709 -1.79758791 -0.35066301  0.45488383  0.        ]",-0.0481004228133,[ 0.06983855 -0.77224618],[ 0.15120707 -0.84434238],"[[  7.49048491e-01  -8.22906683e-01   1.95839476e-01   1.36398546e-02]
 [  1.38738381e+01  -1.59019944e+01   0.00000000e+00   0.00000000e+00]]"
6,[-0.31885138 -0.10664881],-0.583143,"[ 0.56668434  1.42219351  1.0600686  -2.50718575  1.70253767  0.12246047
  1.19332423 -2.2119625  -0.52345856  0.54167543  0.        ]",-0.0667483848782,[-0.0582142  -0.77736336],[ 0.87495421  0.30199976],"[[  1.02978963e+00  -1.17132587e+00   1.95839476e-01   1.36398546e-02]
 [  1.41991841e+01  -1.89297971e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.31885138 -0.10664881],-0.56908,"[ 0.16380866  0.92251804  1.23712998 -2.78527381  1.70253257  0.12246037
  1.34902468 -1.99695804 -0.75370778  0.59822662  0.        ]",-0.0910132849162,[-0.65191138 -0.95355481],[-1.42436264 -0.53805455],"[[  1.34569857e+00  -1.53416143e+00   1.95839476e-01   1.36398546e-02]
 [  1.73813149e+01  -1.73588656e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.31885138 -0.10664881],-0.633726,"[-0.25384387  0.41305524  1.27037515 -2.5972006   1.70252747  0.12246028
  1.13859209 -2.24126905 -0.99677508  0.56178096  0.        ]",-0.113639900196,[-0.70352268 -1.00304019],[-0.67782752 -1.12034244],"[[  1.65017825e+00  -1.89924866e+00   1.95839476e-01   1.36398546e-02]
 [  1.30807142e+01  -1.91440690e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.31885138 -0.10664881],-0.672349,"[-0.56749456 -0.09334531  1.20265178 -1.83842043  1.70252237  0.12246018
  0.99465443 -2.7311897  -1.22376136  0.35967169  0.        ]",-0.131541077066,[-0.66077471 -1.03978288],[-1.42350871 -0.89259529],"[[  1.88228057e+00  -2.31804717e+00   1.95839476e-01   1.36398546e-02]
 [  1.01390695e+01  -2.27239540e+01   0.00000000e+00   0.00000000e+00]]"
