timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.14503242 -0.06031102],[-0.28108701 -1.39395332],"[ 1.11253466  1.96445637 -0.17005146  0.85118506  0.42852325 -0.66191301
  0.33436141  0.35380829  0.91549727  0.60531416  0.        ]",-0.17321248375,-1.10176,[ 1.87814545 -0.16829793],"[[-0.0731131   0.05416095  0.04884565 -0.07360959]
 [-0.00222718 -0.00125199  0.          0.        ]]"
1,[-0.14503242 -0.06031102],[-0.3968699 -1.4240694],"[ 1.11545197  1.9648862  -0.11028176  0.83125085  0.4285223  -0.66191123
  0.61924489  0.26103941  0.91709268  0.66634414  0.        ]",-0.17636346708,-1.09171,[-1.52361579 -1.47752004],"[[-0.03346408  0.0474346   0.04884565 -0.07360959]
 [ 3.95395537 -0.66915192  0.          0.        ]]"
2,[-0.14503242 -0.06031102],[-0.29867449 -1.38353086],"[ 1.1162036   1.96632265 -0.05198721  0.67416045  0.42852135 -0.66190945
  0.32885899 -0.28687309  0.91756449  0.68480489  0.        ]",-0.177368390907,-1.12286,[-0.81882872 -0.82774005],"[[ 0.00515522 -0.00552763  0.04884565 -0.07360959]
 [-0.07860262 -4.61392873  0.          0.        ]]"
3,[-0.14503242 -0.06031102],[-0.12935716 -1.32430005],"[ 1.11563996  1.95530527 -0.10337737  0.30663154  0.42852041 -0.66190767
  0.09580295 -0.7292422   0.90724113  0.51772881  0.        ]",-0.168404620275,-1.06165,[-0.58332779 -1.16804746],"[[-0.02888866 -0.12976138  0.04884565 -0.07360959]
 [-3.31502664 -7.79883654  0.          0.        ]]"
4,[-0.14503242 -0.06031102],[ 0.10096764 -1.23387706],"[ 1.10664406  1.89814821 -0.23700888 -0.25377407  0.42851946 -0.66190589
 -0.06555504 -1.25764024  0.83594223  0.20774784  0.        ]",-0.150647671373,-0.909168,[-1.14480847 -1.39320677],"[[ -0.11767073  -0.32390799   0.04884565  -0.07360959]
 [ -5.55578688 -11.60314596   0.           0.        ]]"
5,[-0.14503242 -0.06031102],[ 0.35107324 -1.10365641],"[ 1.06704469  1.74223177 -0.45862604 -0.9685105   0.42851851 -0.66190411
 -0.34247474 -1.77547956  0.61373365 -0.20372762  0.        ]",-0.124687515763,-0.722499,[ 1.26007967 -0.24536651],"[[ -0.26736799  -0.59337874   0.04884565  -0.07360959]
 [ -9.40133935 -15.33149611   0.           0.        ]]"
6,[-0.14503242 -0.06031102],[ 0.3728016  -1.02240217],"[ 0.99939356  1.46339413 -0.66687411 -1.64594759  0.42851756 -0.66190233
 -0.04426755 -1.8684162   0.25531673 -0.50141097  0.        ]",-0.101233112876,-0.565713,[ 0.30503924 -0.46889829],"[[ -0.41384565  -0.90672338   0.04884565  -0.07360959]
 [ -5.26018855 -16.00072106   0.           0.        ]]"
7,[-0.14503242 -0.06031102],[ 0.23923764 -0.97700691],"[ 0.94287138  1.07855046 -0.79137518 -2.11770109  0.42851661 -0.66190055
  0.05005287 -2.08231319 -0.11298252 -0.58152775  0.        ]",-0.0853210932027,-0.58802,[ 0.20151588 -0.05591046],"[[ -0.50590715  -1.24219065   0.04884565  -0.07360959]
 [ -3.95037818 -17.54086287   0.           0.        ]]"
8,[-0.14503242 -0.06031102],[ 0.11958145 -0.94111556],"[ 0.89282257  0.62808615 -0.88225265 -2.27577997  0.42851567 -0.66189878
  0.11297448 -2.06482492 -0.44744975 -0.49059186  0.        ]",-0.0766860664428,-0.61921,[ 1.95611204 -1.56296858],"[[ -0.57614812  -1.59174615   0.04884565  -0.07360959]
 [ -3.07659688 -17.41509808   0.           0.        ]]"
9,[-0.14503242 -0.06031102],[ -2.55234540e-04  -9.31994200e-01],"[ 0.87656049  0.13845557 -0.90893118 -2.03577252  0.42851472 -0.661897
  0.40228256 -2.56692935 -0.68025505 -0.24867843  0.        ]",-0.0722259294878,-0.559084,[-0.18258299 -2.31264462],"[[ -0.59737149  -1.97632214   0.04884565  -0.07360959]
 [  0.94096443 -21.0304017    0.           0.        ]]"
