timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.2472406  -0.11028416],-1.48447,"[ 1.20207115  2.21364578 -0.07412539  0.50365531 -0.17267659 -0.79559872
  0.46604544  0.37407463  1.49454679  0.8895022   0.        ]",-0.250718931925,[-1.52950621 -1.99569035],[-0.19306936 -0.79830875],"[[ 0.06914056 -0.07298983 -0.02030112 -0.093173  ]
 [ 0.00367781  0.00417724  0.          0.        ]]"
1,[-0.2472406  -0.11028416],-1.46708,"[ 1.20274876  2.20972539 -0.08550079  0.39620431 -0.17267642 -0.79559745
  0.42459705 -0.05959044  1.49415145  0.84700163  0.        ]",-0.248701212469,[-1.30281472 -1.90001512],[-2.31677492 -1.69778602],"[[ 0.06156266 -0.10461923 -0.02030112 -0.093173  ]
 [-0.75893456 -3.15658339  0.          0.        ]]"
2,[-0.2472406  -0.11028416],-1.3901,"[ 1.20531845  2.18763692 -0.16773624  0.05193507 -0.17267624 -0.79559617
  0.21048922 -0.59407304  1.47974124  0.65755296  0.        ]",-0.239204483001,[-0.78890097 -1.71633554],[-0.62761022 -2.16495742],"[[  6.85879907e-03  -2.06836370e-01  -2.03011239e-02  -9.31729989e-02]
 [ -4.69836235e+00  -7.05215236e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.2472406  -0.11028416],-1.21243,"[ 1.19687421  2.11471558 -0.34480512 -0.53233953 -0.17267607 -0.7955949
  0.08066536 -1.11805151  1.39081845  0.30186179  0.        ]",-0.21838190565,[-0.16444576 -1.49125814],[ 0.55401418 -2.26724452],"[[ -0.11107383  -0.38619692  -0.02030112  -0.093173  ]
 [ -7.08702532 -10.871172     0.           0.        ]]"
4,[-0.2472406  -0.11028416],-0.95987,"[ 1.16931919  1.94061715 -0.52014834 -1.28777476 -0.1726759  -0.79559363
  0.20744214 -1.63188832  1.18029758 -0.06147886  0.        ]",-0.18905748373,[ 0.17063785 -1.28513944],[ 0.65248845 -1.22276956],"[[ -0.22940985  -0.64119655  -0.02030112  -0.093173  ]
 [ -4.75442325 -14.61630016   0.           0.        ]]"
5,[-0.2472406  -0.11028416],-0.667758,"[ 1.14487691  1.61132507 -0.619246   -2.06177473 -0.17267572 -0.79559236
  0.35285811 -2.13555324  0.87850113 -0.29191017  0.        ]",-0.154293065258,[ 0.13830701 -1.13287258],[-0.34478479 -0.52805134],"[[ -0.29765289  -0.97035547  -0.02030112  -0.093173  ]
 [ -2.07887346 -18.28733886   0.           0.        ]]"
6,[-0.2472406  -0.11028416],-0.423332,"[ 1.1207813   1.12463782 -0.69744952 -2.57809287 -0.17267555 -0.79559108
  0.2808667  -2.372684    0.50464808 -0.36908201  0.        ]",-0.111362385836,[-0.15009844 -1.07091534],[ 0.18111831 -1.04792623],"[[ -0.35251835  -1.35344415  -0.02030112  -0.093173  ]
 [ -3.40345379 -20.01578104   0.           0.        ]]"
7,[-0.2472406  -0.11028416],-0.132017,"[ 1.08986659  0.52196528 -0.78147744 -2.57706706 -0.17267537 -0.79558981
  0.32337587 -2.86156417  0.10817772 -0.24640979  0.        ]",-0.0590140731724,[-0.48603916 -1.04567468],[ 0.19514684 -0.51506534],"[[ -4.12738589e-01  -1.78951275e+00  -2.03011239e-02  -9.31729989e-02]
 [ -2.62131246e+00  -2.35791929e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.2472406  -0.11028416],0.0208544,"[ 1.06427357 -0.07967213 -0.84175169 -1.84285117 -0.1726752  -0.79558854
  0.36803864 -3.07730399 -0.17884544  0.09890973  0.        ]",-0.0105646928984,[-0.5152424  -1.02138615],[-1.22069378  0.04729274],"[[ -4.56920627e-01  -2.27687582e+00  -2.03011239e-02  -9.31729989e-02]
 [ -1.79954620e+00  -2.51518629e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.2472406  -0.11028416],-0.456232,"[ 1.01508299 -0.47529449 -0.94152924 -0.47637306 -0.17267502 -0.79558726
  0.15469662 -2.98326133 -0.26308666  0.55972722  0.        ]",-0.0603880103657,[-0.25356901 -0.94879764],[-1.20665555 -0.03345344],"[[ -5.32296452e-01  -2.77303757e+00  -2.03011239e-02  -9.31729989e-02]
 [ -5.72485978e+00  -2.44666293e+01   0.00000000e+00   0.00000000e+00]]"
10,[-0.2472406  -0.11028416],-0.673504,"[ 0.89480669 -0.56882736 -1.13025885  0.73778072 -0.17267485 -0.79558599
 -0.05431587 -0.4358614  -0.14543481  0.89747576  0.        ]",-0.101506697863,[ 0.06096771 -0.97978669],[-0.14352036 -0.7429544 ],"[[-0.68538359 -3.13730794 -0.02030112 -0.093173  ]
 [-9.57051379 -5.89937105  0.          0.        ]]"
11,[-0.2472406  -0.11028416],-0.646845,"[ 0.70576067 -0.56883168 -1.33807391  0.76375205 -0.17267468 -0.79558472
 -0.07488201  0.70999944 -0.1370267   0.90426783  0.        ]",-0.102461474377,[-0.22519338 -1.09522843],[-0.23091116 -2.70583049],"[[-0.88058925 -3.14492295 -0.02030112 -0.093173  ]
 [-9.94891431  2.45247856  0.          0.        ]]"
12,[-0.2472406  -0.11028416],-0.635766,"[ 0.47014738 -0.56695461 -1.50958342  0.57506598 -0.1726745  -0.79558344
 -0.11386651  0.72830604 -0.16618494  0.88631777  0.        ]",-0.0998574503664,[-0.26259026 -1.09577012],[-0.01454588 -3.17425759],"[[ -1.08676406  -3.08957809  -0.02030112  -0.093173  ]
 [-10.66619691   2.58591784   0.           0.        ]]"
13,[-0.2472406  -0.11028416],-0.623134,"[ 0.20000722 -0.5627321  -1.62698216  0.43340766 -0.17267433 -0.79558217
 -0.10552203  0.58920063 -0.1881219   0.88880837  0.        ]",-0.099883776647,[-0.31036225 -1.09324479],[-1.58923925 -1.37516308],"[[ -1.29854759  -3.04793147  -0.02030112  -0.093173  ]
 [-10.51266794   1.57202616   0.           0.        ]]"
14,[-0.2472406  -0.11028416],-0.700563,"[-0.13625798 -0.55934036 -1.68193704  0.35481432 -0.17267415 -0.7955809
 -0.30940163  0.484291   -0.19258508  0.91004067  0.        ]",-0.102363549024,[-0.33915743 -1.09852135],[ 1.12818305 -0.04693536],"[[ -1.54643803  -3.02475979  -0.02030112  -0.093173  ]
 [-14.26387164   0.80737627   0.           0.        ]]"
15,[-0.2472406  -0.11028416],-0.676905,"[-0.46763286 -0.55690793 -1.64665464  0.30700641 -0.17267398 -0.79557963
 -0.07886448  0.45663609 -0.18507306  0.93538855  0.        ]",-0.105450409243,[-0.45135492 -1.11910677],[ 0.8695816  -1.23856732],"[[ -1.78915742  -3.01063454  -0.02030112  -0.093173  ]
 [-10.02220475   0.60581219   0.           0.        ]]"
16,[-0.2472406  -0.11028416],-0.704321,"[-0.68269272 -0.55575286 -1.57378783  0.28605024 -0.1726738  -0.79557835
  0.11904303  0.39032662 -0.17421999  0.95199793  0.        ]",-0.107543743395,[-0.52696306 -1.13398254],[-0.13017614  0.8950779 ],"[[-1.95306709 -3.00443479 -0.02030112 -0.093173  ]
 [-6.38089271  0.12250672  0.          0.        ]]"
17,[-0.2472406  -0.11028416],-0.662838,"[-0.84557534 -0.54752323 -1.48813711  0.15807631 -0.17267363 -0.79557708
  0.09790488  0.87624668 -0.18918148  0.97488797  0.        ]",-0.11010561362,[-0.63412678 -1.18968511],[-0.37763018 -1.34180183],"[[-2.08458713 -2.96644939 -0.02030112 -0.093173  ]
 [-6.76981233  3.66423186  0.          0.        ]]"
18,[-0.2472406  -0.11028416],-0.667027,"[-1.01591862 -0.53881588 -1.36380957  0.0481591  -0.17267346 -0.79557581
  0.02391867  0.32304017 -0.19377187  1.00280784  0.        ]",-0.113386100716,[-0.51273018 -1.12765145],[-0.94554621 -1.08286684],"[[-2.23364144 -2.93362057 -0.02030112 -0.093173  ]
 [-8.13108527 -0.36790796  0.          0.        ]]"
