timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.70819533 -0.43978244],-2.12696,"[ 1.08614311  1.57128517 -0.10758327  0.47310183  1.24789261  1.40240953
  0.56566481  0.34326325  0.0774804  -1.41682493  0.        ]",-0.170616311879,[ 2.95015836  0.41302395],[ 2.96509246  1.18386319],"[[ 0.05049184 -0.05061157  0.14353254  0.16222461]
 [-0.00350765 -0.00341602  0.          0.        ]]"
1,[-0.70819533 -0.43978244],-1.77286,"[ 1.08229275  1.57272131 -0.04646358  0.58723838  1.24789191  1.40240861
  0.69665959  0.93152379  0.0716052  -1.29281029  0.        ]",-0.158776006217,[ 1.73395145 -0.80849046],[ 1.47279864 -1.72987408],"[[ 0.09009745 -0.01096681  0.14353254  0.16222461]
 [ 3.95090611  3.9547065   0.          0.        ]]"
2,[-0.70819533 -0.43978244],-1.59596,"[ 1.0580633   1.5723424   0.13387722  0.69831711  1.2478912   1.40240769
  0.82516599  0.33118473  0.02960311 -1.01206426  0.        ]",-0.131091662404,[ 0.84810889 -0.1930607 ],[ 0.17907267 -0.39196511],"[[ 0.20803777  0.02759877  0.14353254  0.16222461]
 [ 7.83020387 -0.08468327  0.          0.        ]]"
3,[-0.70819533 -0.43978244],-1.49222,"[ 0.99414268  1.57272668  0.37408897  0.64863426  1.2478905   1.40240678
  0.84352137  0.1007379  -0.05965191 -0.71114121  0.        ]",-0.0997118547174,[ 0.34405759  0.11106777],[ 0.26820546  0.79704815],"[[ 0.37020144  0.01034777  0.14353254  0.16222461]
 [ 8.38431656 -1.63524777  0.          0.        ]]"
4,[-0.70819533 -0.43978244],-1.26756,"[ 0.88606058  1.57273393  0.61884734  0.64656409  1.2478898   1.40240586
  0.87313315  0.57454352 -0.21585887 -0.38710109  0.        ]",-0.0629450613849,[-0.79548419 -0.70498312],[-0.77202687 -0.46109046],"[[ 0.54685666  0.00962913  0.14353254  0.16222461]
 [ 9.27823268  1.55276025  0.          0.        ]]"
5,[-0.70819533 -0.43978244],-1.23948,"[ 0.76248477  1.57250049  0.81095557  0.68239661  1.24788909  1.40240494
  0.7659083   0.29881844 -0.40273932 -0.12230815  0.        ]",-0.0295074225666,[-0.77174318 -0.08392018],[-0.58817268 -0.67644449],"[[ 0.69994514  0.02207036  0.14353254  0.16222461]
 [ 6.04139012 -0.30245854  0.          0.        ]]"
6,[-0.70819533 -0.43978244],-1.31236,"[ 0.67185977  1.57271765  0.92011359  0.58776708  1.24788839  1.40240403
  0.68490769 -0.09822428 -0.50970242 -0.0033036   0.        ]",-0.0136207732881,[-0.46524641  0.66366267],[-0.83279565  1.60895596],"[[ 0.79623956 -0.01078288  0.14353254  0.16222461]
 [ 3.59619038 -2.97396452  0.          0.        ]]"
7,[-0.70819533 -0.43978244],-1.27495,"[ 0.63343548  1.57225741  0.96056926  0.53262385  1.24788769  1.40240311
  0.57336711  0.4991995  -0.55000137  0.03664715  0.        ]",-0.0088868583849,[-0.34521297 -0.03148031],[-0.80956233 -0.21636227],"[[ 0.83437995 -0.02993044  0.14353254  0.16222461]
 [ 0.22906447  1.04580726  0.          0.        ]]"
8,[-0.70819533 -0.43978244],-1.30928,"[ 0.66137171  1.57259703  0.93146435  0.56754103  1.24788699  1.40240219
  0.46714018  0.36898236 -0.5194546   0.00656857  0.        ]",-0.0123634839053,[ 0.38841039  0.35634446],[ 0.25510548  0.20446182],"[[ 0.80678726 -0.01780512  0.14353254  0.16222461]
 [-2.9776569   0.16964091  0.          0.        ]]"
9,[-0.70819533 -0.43978244],-1.2818,"[ 0.7090199   1.57275894  0.87787722  0.60060051  1.24788628  1.40240128
  0.50251066  0.48874316 -0.45986852 -0.05631509  0.        ]",-0.0206631792683,[ 0.31285769  0.08415085],[ 0.34964421 -0.4493099 ],"[[ 0.75794717 -0.00632734  0.14353254  0.16222461]
 [-1.90990659  0.97545308  0.          0.        ]]"
