timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.44323152 -0.196436  ],[-1.21228421 -3.11507177],"[ 1.17964882  1.89300747 -0.27015169  0.93784185 -0.96303839  0.17397162
  0.57313203  0.36855621  2.36531209 -0.06120838  0.        ]",-0.320926856045,-2.21648,[-1.57507467 -4.0916339 ],"[[-0.01711397  0.06953632 -0.11062503  0.02137017]
 [ 0.0031592  -0.00064384  0.          0.        ]]"
1,[-0.44323152 -0.196436  ],[-0.93579805 -2.94716549],"[ 1.17764669  1.89549988 -0.33107985  0.80180774 -0.96303774  0.17397155
  0.42917433 -0.18948591  2.36500891 -0.17575245  0.        ]",-0.32182536586,-2.19083,[ 0.4121666  -3.91399215],"[[-0.0567265   0.02981115 -0.11062503  0.02137017]
 [-3.95124867 -3.95868717  0.          0.        ]]"
2,[-0.44323152 -0.196436  ],[-0.76311415 -2.87016916],"[ 1.17023363  1.89112863 -0.42592749  0.39719688 -0.96303709  0.17397149
  0.49143021 -0.73678909  2.34060214 -0.40890388  0.        ]",-0.322441357338,-2.13439,[-0.67802129 -2.27956387],"[[-0.11859312 -0.08831076 -0.11062503  0.02137017]
 [-2.24111979 -7.84056309  0.          0.        ]]"
3,[-0.44323152 -0.196436  ],[-0.8264997  -2.84254932],"[ 1.15524957  1.84562875 -0.53431258 -0.25877995 -0.96303644  0.17397143
  0.39544846 -1.27301832  2.24778566 -0.721231    0.        ]",-0.319778330564,-2.05529,[-0.99443654 -2.82481822],"[[ -0.18986812  -0.28328212  -0.11062503   0.02137017]
 [ -4.87766232 -11.64389934   0.           0.        ]]"
4,[-0.44323152 -0.196436  ],[-1.00143027 -2.75663519],"[ 1.10779423  1.70710459 -0.73664263 -1.1029919  -0.96303579  0.17397136
  0.25577123 -1.79856212  1.98002921 -1.15279183  0.        ]",-0.308183469029,-1.88321,[-1.75349216 -3.57255874],"[[ -0.32591547  -0.55355996  -0.11062503   0.02137017]
 [ -8.71448783 -15.37145823   0.           0.        ]]"
5,[-0.44323152 -0.196436  ],[-1.0979594  -2.51652861],"[ 0.98637345  1.41963691 -1.0327835  -1.98126092 -0.96303514  0.1739713
  0.11799427 -2.31368564  1.42995505 -1.54579919  0.        ]",-0.27862797582,-1.64917,[-0.80752162 -1.9675571 ],"[[ -0.5381737   -0.89764785  -0.11062503   0.02137017]
 [-12.49911427 -19.02512934   0.           0.        ]]"
6,[-0.44323152 -0.196436  ],[-1.40476787 -2.05507755],"[ 0.74714067  0.95207839 -1.36687162 -2.61684538 -0.96303449  0.17397124
  0.01056852 -2.8186121   0.65187736 -1.59860514  0.        ]",-0.222849029545,-1.3947,[-1.14799628 -2.24651589],"[[ -8.17758194e-01  -1.31408395e+00  -1.10625028e-01   2.13701720e-02]
 [ -1.54500164e+01  -2.26065069e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.44323152 -0.196436  ],[-2.03550863 -1.78397846],"[ 0.35338729  0.34161448 -1.65711232 -2.63840965 -0.96303384  0.17397118
 -0.12257676 -3.31348244 -0.02097542 -1.10217921  0.        ]",-0.139010690296,-1.02621,[-2.2590556  -2.39701484],"[[ -1.16344895e+00  -1.80143229e+00  -1.10625028e-01   2.13701720e-02]
 [ -1.91074143e+01  -2.61166036e+01   0.00000000e+00   0.00000000e+00]]"
8,[-0.44323152 -0.196436  ],[-2.45491791 -2.0014205 ],"[-0.20362874 -0.26567125 -1.78296978 -1.71984919 -0.96303319  0.17397111
 -0.25316734 -3.79855481 -0.09968064 -0.28954539  0.        ]",-0.0537386573272,-0.669164,[-3.24627647 -1.05185033],"[[ -1.58158756e+00  -2.35828508e+00  -1.10625028e-01   2.13701720e-02]
 [ -2.26946366e+01  -2.95572646e+01   0.00000000e+00   0.00000000e+00]]"
9,[-0.44323152 -0.196436  ],[-2.04273915 -2.35577536],"[-0.84499612 -0.61855211 -1.59465903  0.1590298  -0.96303254  0.17397105
 -0.38111695 -4.27412555  0.4723874   0.04568858  0.        ]",-0.0996891070718,-0.967715,[-2.16540046 -1.97181224],"[[ -2.07075128e+00  -2.98327401e+00  -1.10625028e-01   2.13701720e-02]
 [ -2.62093140e+01  -3.29306075e+01   0.00000000e+00   0.00000000e+00]]"
