timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.44483459 -0.19881365],[-2.74283528 -4.20231152],"[ 1.15770143  1.82220531 -0.32452312  0.78641425 -1.38135844 -1.00426433
  0.57626744  0.36401712  2.80545569  1.07122959  0.        ]",-0.383849498198,-2.67601,[-2.23557571 -4.29499783],"[[-0.06081848  0.03471897 -0.1591677  -0.11487212]
 [-0.00057203  0.00294388  0.          0.        ]]"
1,[-0.44483459 -0.19881365],[-2.4569521  -3.97545457],"[ 1.15332807  1.82293522 -0.38556376  0.65382053 -1.38135715 -1.00426368
  0.43533939 -0.1981099   2.79766505  0.95536933  0.        ]",-0.379686068145,-2.61779,[-2.95594215 -3.46767019],"[[-0.10050487 -0.00493514 -0.1591677  -0.11487212]
 [-3.95490498 -3.95516857  0.          0.        ]]"
2,[-0.44483459 -0.19881365],[-2.0653975  -3.66344738],"[ 1.12771638  1.81358154 -0.56522814  0.26012221 -1.38135586 -1.00426303
  0.29719638 -0.74911076  2.73129423  0.61757498  0.        ]",-0.364821820809,-2.41252,[-2.65671284 -3.77915874],"[[-0.21849367 -0.12296551 -0.1591677  -0.11487212]
 [-7.83109252 -7.83493925  0.          0.        ]]"
3,[-0.44483459 -0.19881365],[-1.76233411 -3.2035315 ],"[ 1.04511962  1.76082245 -0.85043991 -0.37477084 -1.38135457 -1.00426239
  0.16177393 -1.28919734  2.48893766  0.11326838  0.        ]",-0.332646957263,-2.16466,[-0.55265731 -2.57310548],"[[ -0.41323957  -0.31782043  -0.1591677   -0.11487212]
 [-11.63094348 -11.63786368   0.           0.        ]]"
4,[-0.44483459 -0.19881365],[-1.88146138 -2.78012061],"[ 0.86843499  1.61462404 -1.18355216 -1.18472868 -1.38135328 -1.00426174
  0.09206719 -1.81866493  1.96155549 -0.36873332  0.        ]",-0.276963403341,-1.66661,[-1.58366374 -3.12854614],"[[ -0.66548066  -0.58798392  -0.1591677   -0.11487212]
 [-13.58686081 -15.36602728   0.           0.        ]]"
5,[-0.44483459 -0.19881365],[-2.13382435 -2.17181396],"[ 0.56101146  1.32212602 -1.50735893 -2.01447761 -1.38135199 -1.00426109
 -0.03939975 -2.33751798  1.15064314 -0.55500022  0.        ]",-0.192972953111,-1.15934,[-2.65568324 -2.73135729],"[[ -0.97422502  -0.9319613   -0.1591677   -0.11487212]
 [-17.27572265 -19.0194698    0.           0.        ]]"
6,[-0.44483459 -0.19881365],[-2.31289029 -1.34051085],"[ 0.08416744  0.85624756 -1.73846963 -2.59154927 -1.38135069 -1.00426044
 -0.16837592 -2.84602995  0.29344729 -0.16768015  0.        ]",-0.0860167247201,-0.797094,[-2.80328122 -0.89120456],"[[ -1.3560438   -1.34827744  -0.1591677   -0.11487212]
 [-20.89469548 -22.6001271    0.           0.        ]]"
7,[-0.44483459 -0.19881365],[-2.57221127 -1.46661568],"[-0.53065887  0.26315703 -1.73013737 -2.56127528 -1.3813494  -1.00425979
 -0.29492391 -3.28322928 -0.0718048   0.74567104  0.        ]",-0.0804151735298,-1.03625,[-1.60924842 -2.03530781],"[[ -1.8095594   -1.83116864  -0.1591677   -0.11487212]
 [-24.44553552 -25.67868474   0.           0.        ]]"
8,[-0.44483459 -0.19881365],[-2.59185863 -2.10644269],"[-1.15191961 -0.31469487 -1.34650083 -1.63910064 -1.38134811 -1.00425914
 -0.41903374 -3.77295421  0.37447136  1.4982194   0.        ]",-0.1771983949,-1.58408,[-2.47980954 -2.67897256],"[[ -2.33340959  -2.37934102  -0.1591677   -0.11487212]
 [-27.92796337 -29.1271466    0.           0.        ]]"
9,[-0.44483459 -0.19881365],[-1.98053217 -2.67793846],"[-1.54312621 -0.64478832 -0.56054023  0.18449982 -1.38134682 -1.00425849
 -0.54061398 -4.25314216  1.02189206  1.31334181  0.        ]",-0.211052893161,-1.94733,[-1.49757551 -1.82343055],"[[ -2.92620522  -2.99580719  -0.1591677   -0.11487212]
 [-31.33941382 -32.50852311   0.           0.        ]]"
