timestep,logstd_action_dist,rewards,obs,original_rewards,avg_action_dist,actions,human_obs
0,[-0.42792994 -0.18340077],-1.98685,"[ 1.19115696  1.95932914 -0.3513658   0.5721725  -0.45774101 -1.05520128
  0.57015141  0.37079971  1.84865381  1.01040567  0.        ]",-0.283000524611,[-1.97920847 -2.65220261],[-2.2127524  -2.39687991],"[[-0.06335268 -0.03885526 -0.05406411 -0.12132314]
 [-0.00337946 -0.00021343  0.          0.        ]]"
1,[-0.42792994 -0.18340077],-1.93613,"[ 1.18663038  1.95632331 -0.41223271  0.43510996 -0.4577408  -1.05520045
  0.42385991 -0.18306175  1.8354794   0.89738788  0.        ]",-0.277146447513,[-1.49333358 -2.37677264],[-2.0992804  -4.01289684],"[[-0.1030947  -0.07857188 -0.05406411 -0.12132314]
 [-3.95766484 -3.95826266  0.          0.        ]]"
2,[-0.42792994 -0.18340077],-1.74957,"[ 1.16054287  1.93546104 -0.59118009  0.03093945 -0.4577406  -1.05519962
  0.28045781 -0.72595996  1.75509223  0.57100749  0.        ]",-0.258046361717,[-0.98358148 -2.04586482],[-1.74233794 -0.55307082],"[[-0.22113856 -0.19666348 -0.05406411 -0.12132314]
 [-7.83384969 -7.83796643  0.          0.        ]]"
3,[-0.42792994 -0.18340077],-1.49617,"[ 1.07709341  1.87131835 -0.87508282 -0.55601757 -0.45774039 -1.05519878
  0.13985427 -1.01047044  1.50953744  0.10512823  0.        ]",-0.222998655121,[-0.60511613 -1.58325839],[ 0.33887764 -1.0039054 ],"[[ -0.41594669  -0.37382268  -0.05406411  -0.12132314]
 [-11.63438912  -9.87116211   0.           0.        ]]"
4,[-0.42792994 -0.18340077],-1.02323,"[ 0.92859203  1.72866497 -1.16311662 -1.27125539 -0.45774018 -1.05519795
  0.1979862  -1.53724544  1.06574598 -0.29588277  0.        ]",-0.175316702181,[-0.40929919 -0.93237793],[-1.47584712  0.39055892],"[[ -0.63286784  -0.60901646  -0.05406411  -0.12132314]
 [-10.06307025 -13.63565518   0.           0.        ]]"
5,[-0.42792994 -0.18340077],-0.713307,"[ 0.70540157  1.50910792 -1.43063817 -1.92138755 -0.45773998 -1.05519712
  0.05891125 -1.28283491  0.47819543 -0.49148002  0.        ]",-0.118916870455,[-0.36898381 -0.44388101],[-0.40999927 -0.33800223],"[[ -0.87184563  -0.86348853  -0.05406411  -0.12132314]
 [-13.82228977 -11.81757556   0.           0.        ]]"
6,[-0.42792994 -0.18340077],-0.579808,"[ 0.36872393  1.24378874 -1.6642835  -2.39152042 -0.45773977 -1.05519629
  0.00895589 -1.4372119  -0.17453463 -0.40794451  0.        ]",-0.0590090314931,[-0.48921853  0.1309641 ],[-1.30464191 -0.40901335],"[[ -1.16183804  -1.11090948  -0.05406411  -0.12132314]
 [-15.17259122 -12.92080862   0.           0.        ]]"
7,[-0.42792994 -0.18340077],-0.739737,"[-0.08186635  0.91251189 -1.7873908  -2.6899124  -0.45773956 -1.05519545
 -0.12641821 -1.6277487  -0.748804    0.02300232  0.        ]",-0.0459008090463,[-0.77235711  0.16199785],[-0.64863705 -0.65756434],"[[ -1.50200108  -1.38298815  -0.05406411  -0.12132314]
 [-18.83177547 -14.2824545    0.           0.        ]]"
8,[-0.42792994 -0.18340077],-1.0644,"[-0.61981027  0.51633525 -1.70814857 -2.72537349 -0.45773936 -1.05519462
 -0.20772137 -1.95222272 -1.01694739  0.74940014  0.        ]",-0.107489020704,[-1.30348158 -0.2825579 ],[-1.42219971 -0.10288949],"[[ -1.90068367  -1.69190303  -0.05406411  -0.12132314]
 [-21.02941383 -16.60126438   0.           0.        ]]"
9,[-0.42792994 -0.18340077],-1.29238,"[-1.145365    0.10709112 -1.34014029 -2.40063491 -0.45773915 -1.05519379
 -0.33891428 -1.96288028 -0.80742448  1.4669762   0.        ]",-0.163334176781,[-1.86098433 -1.13303709],[-2.03387638 -1.1013066 ],"[[ -2.35685076  -2.02469307  -0.05406411  -0.12132314]
 [-24.57557947 -16.67745184   0.           0.        ]]"
