timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.388457773778,"[[-0.00211382  0.00214189 -0.16434827 -0.10395309]
 [ 0.00109647 -0.00087853  0.          0.        ]]",[-5.18713522 -3.0986774 ],-3.57748,"[ 1.10016645  1.27104866  0.27020705 -0.42621805 -1.42128453 -0.89566404
  0.86700999 -0.31041151  3.00867602  1.47432408  0.        ]",[-0.62513983 -0.61682838],[-4.79615066 -2.3420168 ]
1,-0.384844225385,"[[-0.04176717 -0.0375879  -0.16434827 -0.10395309]
 [-3.95327131 -3.9589144   0.          0.        ]]",[-5.02316809 -2.5186727 ],-3.50364,"[ 1.09896081  1.27026158  0.2080082  -0.52837888 -1.42128361 -0.8956637
  0.75716651 -0.90723724  3.00464478  1.33947939  0.        ]",[-0.62513983 -0.61682838],[-4.26946792 -3.30390551]
2,-0.371584593656,"[[-0.15972379 -0.15569242 -0.16434827 -0.10395309]
 [-7.82951258 -7.83860784  0.          0.        ]]",[-4.54673624 -1.35271227],-3.38153,"[ 1.08253449  1.25754006  0.02397419 -0.83054657 -1.42128269 -0.89566335
  0.64949326 -1.49224917  2.94637679  0.94465195  0.        ]",[-0.62513983 -0.61682838],[-3.7342897  -1.17997227]
3,-0.34191436367,"[[ -0.35443892  -0.35061992  -0.16434827  -0.10395309]
 [-11.62945305 -11.64145255   0.           0.        ]]",[-3.54331017  0.48394296],-2.98942,"[ 1.01405536  1.20309609 -0.27103553 -1.31514547 -1.42128177 -0.89566301
  0.54393949 -2.06567175  2.70698681  0.34955251  0.        ]",[-0.62513983 -0.61682838],[-2.93640726  0.65618565]
4,-0.29287531427,"[[ -0.62442943  -0.55505084  -0.16434827  -0.10395309]
 [-15.35722949  -8.8110323    0.           0.        ]]",[-2.34780169  1.25340593],-2.51201,"[ 0.838744    1.10337044 -0.64379381 -1.78711648 -1.42128085 -0.89566266
  0.44039031 -1.63887618  2.2004025  -0.2262794   0.        ]",[-0.62513983 -0.61682838],[-2.68796515  0.48744869]
5,-0.226891274887,"[[ -0.9682354   -0.71013625  -0.16434827  -0.10395309]
 [-19.01122313  -6.70446544   0.           0.        ]]",[-0.54961133  2.35550785],-2.11642,"[ 0.49996183  1.00106004 -1.01919129 -2.10848275 -1.42127993 -0.89566231
  0.33889065 -1.32122987  1.47301322 -0.5623318   0.        ]",[-0.62513983 -0.61682838],[-1.72434302  1.71273443]
6,-0.145899974058,"[[ -1.38440244  -0.80314193  -0.16434827  -0.10395309]
 [-22.59347755  -2.60966524   0.           0.        ]]",[ 1.60957646  2.83214307],-1.8941,"[-0.02847087  0.92977413 -1.26834243 -2.28235598 -1.42127901 -0.89566197
  0.23938375 -0.70378198  0.63647089 -0.52245269  0.        ]",[-0.62513983 -0.61682838],[ 2.23594783  2.96365115]
7,-0.0688570667527,"[[ -1.79210648  -0.81508908  -0.16434827  -0.10395309]
 [-18.19148567   1.40149589   0.           0.        ]]",[ 2.36283541  2.44901204],-1.43152,"[-0.58930274  0.92011713 -1.25725142 -2.30355906 -1.42127809 -0.89566162
  0.36166097 -0.09894602 -0.02870251 -0.15648377  0.        ]",[-0.62513983 -0.61682838],[ 2.0763183  2.7593808]
8,-0.0141657470388,"[[ -2.11264009  -0.74761493  -0.16434827  -0.10395309]
 [-13.87622961   5.33273358   0.           0.        ]]",[ 2.20140743  1.51193082],-1.38484,"[-0.99966103  0.97318015 -1.0707677  -2.18037237 -1.42127717 -0.89566128
  0.48152884  0.4938384  -0.40655379  0.24087593  0.        ]",[-0.62513983 -0.61682838],[ 2.57709206  1.09095745]
9,-0.0180596432827,"[[-2.34772569 -0.6023016  -0.16434827 -0.10395309]
 [-9.64647271  9.18569283  0.          0.        ]]",[ 1.83202434  0.53280938],-1.49962,"[-1.25647574  1.07450755 -0.84531198 -1.88883619 -1.42127625 -0.89566093
  0.59902171  1.07481908 -0.60044212  0.49570541  0.        ]",[-0.62513983 -0.61682838],[ 2.31826788  1.02507326]
