timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.03084238  2.04368884 -0.03208306 -0.57207644  1.54029303 -0.36714257
  0.45243195 -0.35779498 -0.02253882  0.28355655  0.        ]",[-1.97001827  1.02772757],-0.0510855049353,-0.0510855049353,[-0.94842601  0.48442441],"[[-0.03646047  0.067857    0.18162153 -0.04275069]
 [ 0.00354118  0.00142506  0.          0.        ]]",[-0.15374406 -0.09689593]
1,"[ 1.02765722  2.03897987 -0.09228131 -0.45335957  1.54028519 -0.36714194
  0.14019409  0.19094007 -0.02417137  0.25045797  0.        ]",[-1.84854728  0.06815899],-0.0477209030933,-0.0477209030933,[-0.81857812  0.47921395],"[[-0.07609633  0.10762847  0.18162153 -0.04275069]
 [-3.95394662  3.96251411  0.          0.        ]]",[-0.15374406 -0.09689593]
2,"[ 1.00498681  2.02282292 -0.27003384 -0.21280457  1.54027735 -0.36714131
 -0.16575539  0.21766276 -0.03539339  0.11833275  0.        ]",[ 0.51711037  0.87325067],-0.0350156336337,-0.0350156336337,[-0.47533941  0.6085819 ],"[[-0.19408214  0.18881434  0.18162153 -0.04275069]
 [-7.83173206  4.15541617  0.          0.        ]]",[-0.15374406 -0.09689593]
3,"[ 0.95538921  1.98427309 -0.46765098  0.12684958  1.54026951 -0.36714069
  0.00775996  0.68514504 -0.06100421 -0.00709651  0.        ]",[-2.08972411 -0.48078643],-0.0243341963999,-0.0243341963999,[-0.3812834   0.56079292],"[[-0.32865137  0.30578065  0.18162153 -0.04275069]
 [-5.63250042  7.52997483  0.          0.        ]]",[-0.15374406 -0.09689593]
4,"[ 0.87057116  1.92086086 -0.67895098  0.48973553  1.54026167 -0.36714006
 -0.29551758  0.4009521  -0.1050158  -0.1432747   0.        ]",[ 0.42440587  0.5909129 ],-0.0188797249675,-0.0188797249675,[ 0.0244665   0.73142028],"[[-0.47986811  0.43579753  0.18162153 -0.04275069]
 [-9.47641144  5.4785185   0.          0.        ]]",[-0.15374406 -0.09689593]
5,"[ 0.74013514  1.8354455  -0.89811485  0.83615232  1.54025383 -0.36713943
 -0.14833326  0.70994412 -0.17382976 -0.30016976  0.        ]",[ 1.4753248   0.46656079],-0.0279793322673,-0.0279793322673,[ 0.19646503  0.70743072],"[[-0.6506795   0.56774696  0.18162153 -0.04275069]
 [-7.61092266  7.70900211  0.          0.        ]]",[-0.15374406 -0.09689593]
6,"[ 0.63735328  1.69549827 -1.02654877  1.24295819  1.54024599 -0.3671388
  0.17563578  0.94451441 -0.22393149 -0.31560712  0.        ]",[ 0.43093257  2.2460053 ],-0.0287834753819,-0.0287834753819,[ 0.12549956  0.60063934],"[[-0.76170043  0.7389158   0.18162153 -0.04275069]
 [-3.50477056  9.4022759   0.          0.        ]]",[-0.15374406 -0.09689593]
7,"[ 0.58443952  1.46705955 -1.0826652   1.68782855  1.54023815 -0.36713817
  0.31554997  1.46717039 -0.2599503  -0.18672018  0.        ]",[ 0.11196859 -0.91749638],-0.0140748530005,-0.0140748530005,[-0.07653262  0.43909341],"[[ -0.81400446   0.9648155    0.18162153  -0.04275069]
 [ -1.73142276  13.17513725   0.           0.        ]]",[-0.15374406 -0.09689593]
8,"[ 0.55305696  1.20148152 -1.11331743  2.00589942  1.54023031 -0.36713754
  0.35331855  0.92773987 -0.31440963 -0.02958113  0.        ]",[-1.61063483  0.53851109],-0.0127978685706,-0.0127978685706,[-0.14987797  0.43183434],"[[-0.84382933  1.18924956  0.18162153 -0.04275069]
 [-1.25271828  9.28125076  0.          0.        ]]",[-0.15374406 -0.09689593]
9,"[ 0.48233006  0.93631639 -1.17612822  2.17488881  1.54022247 -0.36713691
  0.04303907  1.19778884 -0.39629046  0.05454602  0.        ]",[-1.40830233 -0.39501446],-0.0275015057716,-0.0275015057716,[-0.0872498   0.41808152],"[[ -0.90834015   1.39443397   0.18162153  -0.04275069]
 [ -5.18534135  11.23064368   0.           0.        ]]",[-0.15374406 -0.09689593]
10,"[ 0.31374699  0.65920745 -1.29675877  2.21997336  1.54021464 -0.36713628
 -0.26109263  0.95037578 -0.50827891  0.03956005  0.        ]",[-0.71110183  0.1465893 ],-0.0404926574904,-0.0404926574904,[ 0.15004481  0.49108598],"[[-1.05072102  1.6011286   0.18162153 -0.04275069]
 [-9.04004497  9.44469942  0.          0.        ]]",[-0.15374406 -0.09689593]
11,"[ 0.04370046  0.4020012  -1.42406303  2.14701689  1.5402068  -0.36713566
 -0.46907172  1.00486621 -0.64062628 -0.04214274  0.        ]",[ 0.21415584  1.19525622],-0.0563996262304,-0.0563996262304,[ 0.36644167  0.53716063],"[[ -1.25796929   1.79396991   0.18162153  -0.04275069]
 [-11.6760702    9.83806331   0.           0.        ]]",[-0.15374406 -0.09689593]
12,"[-0.26710571  0.10498282 -1.49171486  1.91287855  1.54019896 -0.36713503
 -0.38402845  1.52632036 -0.8047494  -0.07016905  0.        ]",[-0.89727     0.32116032],-0.07871959652,-0.07871959652,[ 0.3062402  0.4880133],"[[ -1.4806769    2.02849829   0.18162153  -0.04275069]
 [-10.59820576  13.60226194   0.           0.        ]]",[-0.15374406 -0.09689593]
13,"[-0.61645392 -0.20777929 -1.47955332  1.43800608  1.54019112 -0.3671344
 -0.64776324  1.66511894 -0.99950123 -0.03489859  0.        ]",[-0.12840504 -1.73942518],-0.105455243556,-0.105455243556,[ 0.37706435  0.52821189],"[[ -1.72617849   2.31059747   0.18162153  -0.04275069]
 [-13.9409006   14.60425695   0.           0.        ]]",[-0.15374406 -0.09689593]
14,"[-0.9990449  -0.42522698 -1.35521063  0.87078443  1.54018328 -0.36713377
 -0.66613768  1.07645859 -1.18177854  0.00907781  0.        ]",[-0.84754773  0.86480788],-0.130655749799,-0.130655749799,[ 0.42549616  0.58665752],"[[ -2.00733332   2.56004808   0.18162153  -0.04275069]
 [-14.17380361  10.35498782   0.           0.        ]]",[-0.15374406 -0.09689593]
15,"[-1.36939264 -0.56853639 -1.08879147  0.23010424  1.54017544 -0.36713314
 -0.9087777   1.52234619 -1.34179269  0.09591837  0.        ]",[ 0.06758112  1.51812733],-0.153503278309,-0.153503278309,[ 0.37510699  0.58782423],"[[ -2.3216652    2.79944248   0.18162153  -0.04275069]
 [-17.24914393  13.57372092   0.           0.        ]]",[-0.15374406 -0.09689593]
16,"[-1.66089581 -0.64224147 -0.68049964 -0.53459257  1.54016761 -0.36713251
 -0.86076746  0.50841527 -1.45099473  0.21699363  0.        ]",[ 0.61920361 -0.03089408],-0.170652519928,-0.170652519928,[ 0.27879035  0.62466019],"[[ -2.660541     3.06118028   0.18162153  -0.04275069]
 [-16.64067334   6.25456552   0.           0.        ]]",[-0.15374406 -0.09689593]
17,"[-1.80079082 -0.64485246 -0.24315241 -0.62305227  1.54015977 -0.36713188
 -0.64137045 -0.51232351 -1.47939047  0.25667583  0.        ]",[-0.30864194  1.78686905],-0.175456807299,-0.175456807299,[ 0.11505325  0.65727448],"[[ -2.9654559    3.09076536   0.18162153  -0.04275069]
 [-13.85997432  -1.11373887   0.           0.        ]]",[-0.15374406 -0.09689593]
18,"[-1.81414646 -0.64206543  0.19128728 -0.5298521   1.54015193 -0.36713125
 -0.71613679 -0.57851215 -1.49432865  0.20166161  0.        ]",[-1.10224964  1.11816704],-0.176112442544,-0.176112442544,[  6.37069345e-04   6.53845906e-01],"[[ -3.25216352   3.05959392   0.18162153  -0.04275069]
 [-14.80760962  -1.59153557   0.           0.        ]]",[-0.15374406 -0.09689593]
19,"[-1.68476266 -0.63868373  0.67621883 -0.45107899  1.54014409 -0.36713063
 -1.00538869 -0.49948886 -1.53267652  0.16121862  0.        ]",[ 0.2501309   2.45455174],-0.180459494504,-0.180459494504,[-0.13049167  0.63390231],"[[ -3.58509906   3.03318652   0.18162153  -0.04275069]
 [-18.47372463  -1.02110664   0.           0.        ]]",[-0.15374406 -0.09689593]
20,"[-1.39058846 -0.63630923  1.11406062 -0.4057653   1.54013625 -0.36713
 -0.89839118 -0.43233588 -1.58157781  0.15055628  0.        ]",[-2.19091856 -0.44871121],-0.186884594349,-0.186884594349,[-0.37050354  0.54869437],"[[ -3.94096741   3.01796268   0.18162153  -0.04275069]
 [-17.11763306  -0.53636376   0.           0.        ]]",[-0.15374406 -0.09689593]
21,"[-0.94179182 -0.63104313  1.42887408 -0.32132075  1.54012842 -0.36712937
 -1.18404009 -0.67704536 -1.64526241  0.16385549  0.        ]",[ 0.18618018  0.74611142],-0.195732579484,-0.195732579484,[-0.47843826  0.52421248],"[[ -4.31964548   2.98951212   0.18162153  -0.04275069]
 [-20.73809732  -2.30282464   0.           0.        ]]",[-0.15374406 -0.09689593]
22,"[-0.38053067 -0.62761637  1.54460962 -0.27410565  1.54012058 -0.36712874
 -1.09347313 -0.26149857 -1.69229365  0.21582427  0.        ]",[-0.0867398  -0.13337958],-0.203059497335,-0.203059497335,[-0.67550814  0.40184546],"[[ -4.72289071   2.97355203   0.18162153  -0.04275069]
 [-19.5902666    0.6968194    0.           0.        ]]",[-0.15374406 -0.09689593]
23,"[ 0.16275341 -0.62948074  1.42349243 -0.29922488  1.54011274 -0.36712811
 -1.08996995 -0.33660883 -1.69931251  0.27608439  0.        ]",[-0.83324556  0.60813322],-0.205341656366,-0.205341656366,[-0.73638433  0.34408596],"[[ -5.11425104   2.98204842   0.18162153  -0.04275069]
 [-19.54591162   0.15462857   0.           0.        ]]",[-0.15374406 -0.09689593]
24,"[ 0.65000505 -0.63480921  1.05902671 -0.37991609  1.5401049  -0.36712748
 -1.31972612 -0.09404698 -1.67775836  0.32279931  0.        ]",[-2.04101723  0.55298085],-0.203674723439,-0.203674723439,[-0.66756248  0.30835751],"[[ -5.53438671   3.00926602   0.18162153  -0.04275069]
 [-22.45799086   1.90556859   0.           0.        ]]",[-0.15374406 -0.09689593]
25,"[ 0.98221161 -0.6368593   0.42091502 -0.41587285  1.54009707 -0.36712685
 -1.59703385 -0.37553473 -1.64716915  0.37110985  0.        ]",[ 1.71830085 -0.10733479],-0.201047419442,-0.201047419442,[-0.48280776  0.32413813],"[[ -6.01881207   3.02136167   0.18162153  -0.04275069]
 [-25.97279845  -0.12636202   0.           0.        ]]",[-0.15374406 -0.09689593]
26,"[ 1.00038263 -0.63556889 -0.29402761 -0.39287628  1.54008923 -0.36712622
 -1.24407717 -0.4413682  -1.6007423   0.41644324  0.        ]",[ 0.2850448   1.02827434],-0.196466256747,-0.196466256747,[-0.41046566  0.27391672],"[[ -6.49338448   3.0136283    0.18162153  -0.04275069]
 [-21.49934717  -0.60158766   0.           0.        ]]",[-0.15374406 -0.09689593]
