timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 0.99063395  1.57925386  0.09930396 -1.18799098  1.51824192  0.80586684
  0.35046055 -0.32201107 -0.06653356 -1.03269608  0.        ]",[ 1.58547396  0.12301062],-0.0847821267701,-0.0847821267701,[ 1.53438044  1.10905004],"[[ 0.09528404 -0.04699573  0.17531422  0.09244406]
 [ 0.00047726  0.00346125  0.          0.        ]]",[-0.38094491 -0.20920216]
1,"[ 0.98365009  1.57952819  0.158007   -1.17503874  1.51823885  0.80586602
  0.72462769 -0.24919005 -0.07373234 -0.93880105  0.        ]",[-0.34110562  0.61593867],-0.0764209388894,-0.0764209388894,[ 0.27166808  0.6270985 ],"[[ 0.1349821  -0.04205568  0.17531422  0.09244406]
 [ 3.95615925  0.48893169  0.          0.        ]]",[-0.38094491 -0.20920216]
2,"[ 0.96712405  1.58060216  0.25309469 -1.08543688  1.51823577  0.80586521
  0.58949919  0.11527236 -0.09728308 -0.75646881  0.        ]",[ 0.16152756  1.30693521],-0.0600503414089,-0.0600503414089,[ 0.13493805  0.15916114],"[[ 0.19977204 -0.00789866  0.17531422  0.09244406]
 [ 2.52759359  2.91867018  0.          0.        ]]",[-0.38094491 -0.20920216]
3,"[ 0.9475897   1.57556949  0.33494019 -0.82984716  1.5182327   0.8058644
  0.6450692   0.70051101 -0.14906857 -0.52476914  0.        ]",[-0.8087897   0.24816758],-0.0388512803682,-0.0388512803682,[-0.57972223 -0.68554801],"[[ 0.25621824  0.08962052  0.17531422  0.09244406]
 [ 3.11508221  6.82024482  0.          0.        ]]",[-0.38094491 -0.20920216]
4,"[ 0.93546412  1.54605512  0.37736564 -0.45486432  1.51822962  0.80586358
  0.33657441  0.82784107 -0.22841019 -0.30955977  0.        ]",[-0.04750105 -0.07539865],-0.0186988313409,-0.0186988313409,[-0.191118   -0.83734643],"[[ 0.28579745  0.23454245  0.17531422  0.09244406]
 [-0.14630208  7.66911284  0.          0.        ]]",[-0.38094491 -0.20920216]
5,"[ 0.93750973  1.4889331   0.37053327 -0.08306591  1.51822655  0.80586277
  0.31909577  0.76029336 -0.30656833 -0.17487291  0.        ]",[-0.1108084  -1.18652724],-0.00799517062254,-0.00799517062254,[-0.36149091 -0.94483256],"[[ 0.28101743  0.3834066   0.17531422  0.09244406]
 [-0.33108282  7.21880232  0.          0.        ]]",[-0.38094491 -0.20920216]
6,"[ 0.94206567  1.43401758  0.35486338  0.16245178  1.51822347  0.80586195
  0.27839632  0.14493744 -0.36331712 -0.10432199  0.        ]",[ 1.33322005  0.19422765],-0.00981168430534,-0.00981168430534,[-0.18333977 -0.34722483],"[[ 0.270079    0.48662246  0.17531422  0.09244406]
 [-0.76135232  3.11645489  0.          0.        ]]",[-0.38094491 -0.20920216]
7,"[ 0.93156247  1.39036297  0.39005445  0.32036982  1.5182204   0.80586114
  0.65400951  0.25082739 -0.43625642 -0.00301392  0.        ]",[-0.80406873 -1.66868533],-0.0205511570618,-0.0205511570618,[-1.40335023 -0.86340719],"[[ 0.2946935   0.55603432  0.17531422  0.09244406]
 [ 3.2096053   3.82238432  0.          0.        ]]",[-0.38094491 -0.20920216]
8,"[ 0.91675208  1.36569158  0.43492152  0.39963163  1.51821732  0.80586032
  0.34724711 -0.35429592 -0.49663158  0.07914731  0.        ]",[ 0.2454435 -0.0623733],-0.0303488070032,-0.0303488070032,[-0.49514002  0.01586379],"[[ 0.32634727  0.5920063   0.17531422  0.09244406]
 [-0.03345775 -0.21174362  0.          0.        ]]",[-0.38094491 -0.20920216]
9,"[ 0.91223362  1.37036965  0.44770645  0.38506526  1.51821424  0.80585951
  0.43916605 -0.39076431 -0.50113796  0.08993575  0.        ]",[-0.10288396  0.75947445],-0.0314814508876,-0.0314814508876,[-0.75804371 -0.01571643],"[[ 0.3354281   0.58533209  0.17531422  0.09244406]
 [ 0.93830425 -0.45486617  0.          0.        ]]",[-0.38094491 -0.20920216]
