timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.07342464  1.34174831 -0.03505413 -1.56897824  0.49056204  0.77823711
  0.20861672 -0.30306845  1.25764418 -1.50612142  0.        ]",[ 3.56133479  4.03446023],-0.181835796154,-0.181835796154,[ 3.25641203  4.37408924],"[[ 0.00844323 -0.08138767  0.05589448  0.08981679]
 [ 0.00341722 -0.00186234  0.          0.        ]]",[-0.91839606 -0.70395106]
1,"[ 1.0717843   1.34499214  0.02359663 -1.46751414  0.49056185  0.77823672
  0.67987346  0.37953454  1.25952148 -1.33533268  0.        ]",[ 1.06477518  3.49003182],-0.175548907452,-0.175548907452,[ 1.39613712  3.42581439],"[[ 0.048186   -0.04171212  0.05589448  0.08981679]
 [ 3.95769608  3.95623157  0.          0.        ]]",[-0.91839606 -0.70395106]
2,"[ 1.05338654  1.34227484  0.19678108 -1.16524759  0.49056167  0.77823633
  1.14181346  1.04862714  1.21220211 -0.83169254  0.        ]",[-0.27980714  2.60313115],-0.156677554479,-0.156677554479,[-0.5992589   2.45795369],"[[ 0.16622988  0.07633935  0.05589448  0.08981679]
 [ 7.83380256  7.83598719  0.          0.        ]]",[-0.91839606 -0.70395106]
3,"[ 1.00390484  1.29753223  0.40320963 -0.67416111  0.49056148  0.77823595
  0.99127825  1.70480898  1.01938204 -0.18623806  0.        ]",[-1.15747966  2.53829613],-0.131259469034,-0.131259469034,[-0.95298958  1.88233292],"[[  0.31023211   0.27123499   0.05589448   0.08981679]
 [  6.57067927  11.64088753   0.           0.        ]]",[-0.91839606 -0.70395106]
4,"[ 0.95806872  1.15591992  0.52830694 -0.04002037  0.49056129  0.77823556
  0.50422121  2.3481743   0.69845073  0.31184323  0.        ]",[-1.13536893  0.22599218],-0.107848453171,-0.107848453171,[-0.75570393  1.02427042],"[[  0.4006406    0.54148323   0.05589448   0.08981679]
 [  2.48382588  15.3714886    0.           0.        ]]",[-0.91839606 -0.70395106]
5,"[ 0.95261119  0.88915405  0.5411889   0.57254501  0.4905611   0.77823518
  0.02693056  2.45023888  0.36098121  0.53784088  0.        ]",[-0.86810688 -0.02379828],-0.0881533210304,-0.0881533210304,[-0.45036435  0.24143752],"[[  0.41013528   0.85485161   0.05589448   0.08981679]
 [ -1.52107913  15.96334477   0.           0.        ]]",[-0.91839606 -0.70395106]
6,"[ 0.98732281  0.5351906   0.45258825  0.99861299  0.49056091  0.77823479
 -0.37875699  2.3796397   0.10044285  0.52350654  0.        ]",[-0.27174522 -0.29767507],-0.0697374588092,-0.0697374588092,[-0.00335236 -0.3544955 ],"[[  0.34556068   1.17001194   0.05589448   0.08981679]
 [ -4.9251688   15.55400042   0.           0.        ]]",[-0.91839606 -0.70395106]
7,"[ 1.03264816  0.15526695  0.2994929   1.18765358  0.49056073  0.7782344
 -0.49522964  2.12327721 -0.08449697  0.37326359  0.        ]",[ 0.62959834 -0.64194925],-0.0504077382992,-0.0504077382992,[ 0.33918932 -0.81934178],"[[  0.23725236   1.46617749   0.05589448   0.08981679]
 [ -5.9024819   14.06748904   0.           0.        ]]",[-0.91839606 -0.70395106]
8,"[ 1.05809762 -0.18024168  0.16637101  1.17348915  0.49056054  0.77823402
 -0.18427702  1.63679504 -0.24888147  0.20154383  0.        ]",[ 0.36314048 -1.7319685 ],-0.0319787649525,-0.0319787649525,[ 0.02258524 -1.03012609],"[[  0.14538103   1.71922396   0.05589448   0.08981679]
 [ -3.2933076   11.24660251   0.           0.        ]]",[-0.91839606 -0.70395106]
9,"[ 1.06695509 -0.41624372  0.09193745  1.06224329  0.49056035  0.77823363
 -0.0051377   0.9155036  -0.38612369  0.0648914   0.        ]",[-0.28458403 -0.96240905],-0.019878265921,-0.019878265921,[-0.3081755  -1.03127241],"[[ 0.09459666  1.90219193  0.05589448  0.08981679]
 [-1.79016659  7.06414987  0.          0.        ]]",[-0.91839606 -0.70395106]
