timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.02462778  1.46427539 -0.11647166 -1.10047178  0.81343972  1.51580045
  0.29036937 -0.30980495  0.74071774 -2.32324079  0.        ]",[ 4.48715495  2.22542832],-0.215411777021,-0.215411777021,[ 4.40816832  2.36127162],"[[-0.0499443   0.0355541   0.09329173  0.1745688 ]
 [ 0.00431546  0.00487491  0.          0.        ]]",[-0.61895949 -0.40025964]
1,"[ 1.02642154  1.46145038 -0.05759684 -0.99854088  0.81343908  1.51579809
  0.69897984  0.31260395  0.7397343  -2.17498811  0.        ]",[ 2.96543185  1.28250698],-0.204775788777,-0.204775788777,[ 2.62068653  1.11468863],"[[-0.01018375  0.07536303  0.09329173  0.1745688 ]
 [ 3.95858172  3.9628318   0.          0.        ]]",[-0.61895949 -0.40025964]
2,"[ 1.01776838  1.44119239  0.11700208 -0.69836185  0.81343844  1.51579573
  1.09951915  0.92269255  0.68887997 -1.74039944  0.        ]",[ 0.51523305 -0.57543034],-0.171926922317,-0.171926922317,[ 0.65037602  0.16068093],"[[ 0.10787824  0.1935451   0.09329173  0.1745688 ]
 [ 7.83474606  7.84244526  0.          0.        ]]",[-0.61895949 -0.40025964]
3,"[ 0.96655938  1.39770904  0.37186304 -0.37038471  0.8134378   1.51579336
  1.29423682  0.53984868  0.51374639 -1.18645241  0.        ]",[ 0.04969207  1.12224031],-0.125010078343,-0.125010078343,[-0.78226727  0.08012408],"[[ 0.28347951  0.32596759  0.09329173  0.1745688 ]
 [ 9.7191102   5.40790888  0.          0.        ]]",[-0.61895949 -0.40025964]
4,"[ 0.85824819  1.32474047  0.63884692 -0.02381672  0.81343716  1.515791
  1.29457039  1.14565196  0.19253982 -0.66680844  0.        ]",[-1.83381628 -1.76324199],-0.0711180797409,-0.0711180797409,[-1.96248221 -1.10134995],"[[ 0.47789357  0.47277789  0.09329173  0.1745688 ]
 [ 9.72235416  9.26027284  0.          0.        ]]",[-0.61895949 -0.40025964]
5,"[ 0.73754698  1.22960832  0.83119087  0.29102379  0.81343652  1.51578864
  0.86608328  0.49436649 -0.16229531 -0.34320797  0.        ]",[-2.36400991 -0.88286387],-0.0251292772549,-0.0251292772549,[-1.54154706 -0.90751553],"[[ 0.63073741  0.6164295   0.09329173  0.1745688 ]
 [ 5.57574455  5.11869288  0.          0.        ]]",[-0.61895949 -0.40025964]
6,"[ 0.67192624  1.17831545  0.91355786  0.42639518  0.81343588  1.51578628
  0.44600921 -0.07108551 -0.34402286 -0.23409029  0.        ]",[-0.50961662  0.72488014],-0.00400394487589,-0.00400394487589,[-0.54462904 -0.26466087],"[[ 0.70146549  0.68272592  0.09329173  0.1745688 ]
 [ 1.5105469   1.52293474  0.          0.        ]]",[-0.61895949 -0.40025964]
7,"[ 0.66249795  1.12902653  0.92445901  0.54083337  0.81343524  1.51578392
  0.23448471  0.37563924 -0.42157894 -0.2121777   0.        ]",[-0.16058297 -1.0221658 ],-0.00458367223604,-0.00458367223604,[-0.24391985 -0.90129656],"[[ 0.71113828  0.74168695  0.09329173  0.1745688 ]
 [-0.53644603  4.36369585  0.          0.        ]]",[-0.61895949 -0.40025964]
8,"[ 0.67897956  1.08766866  0.90525733  0.62718585  0.81343461  1.51578156
  0.17006777 -0.26058127 -0.44224197 -0.22336923  0.        ]",[ 0.53871654  0.27864501],-0.00681437354172,-0.00681437354172,[ 0.20587392 -0.07596834],"[[ 0.69415495  0.78836826  0.09329173  0.1745688 ]
 [-1.15982943  0.31791755  0.          0.        ]]",[-0.61895949 -0.40025964]
9,"[ 0.68050065  1.07178318  0.90345027  0.65829422  0.81343397  1.51577919
  0.39264623 -0.08817754 -0.45781866 -0.22318015  0.        ]",[-0.17925588 -0.19941187],-0.00842125263384,-0.00842125263384,[-0.51582366 -0.49502724],"[[ 0.6925697   0.8057264   0.09329173  0.1745688 ]
 [ 0.99413761  1.41424599  0.          0.        ]]",[-0.61895949 -0.40025964]
10,"[ 0.66835344  1.05307037  0.91770915  0.69359185  0.81343333  1.51577683
  0.31735574 -0.2167113  -0.5000123  -0.20959557  0.        ]",[ 0.16749881 -0.25268615],-0.0127600286545,-0.0127600286545,[-0.33199048 -0.36293179],"[[ 0.70514214  0.82581052  0.09329173  0.1745688 ]
 [ 0.26552871  0.5968895   0.          0.        ]]",[-0.61895949 -0.40025964]
11,"[ 0.65667934  1.05139543  0.93107688  0.69668054  0.81343269  1.51577447
  0.38532545 -0.37594193 -0.52189772 -0.19850188  0.        ]",[-1.11080404 -0.3737009 ],-0.0150812657214,-0.0150812657214,[-0.51136684 -0.23000908],"[[ 0.7170523   0.82758896  0.09329173  0.1745688 ]
 [ 0.92329542 -0.41567077  0.          0.        ]]",[-0.61895949 -0.40025964]
12,"[ 0.67754613  1.07288851  0.90694835  0.65615662  0.81343205  1.51577211
 -0.02534626 -0.60714062 -0.46172888 -0.22022734  0.        ]",[ 1.57080894  0.44340134],-0.0088008551196,-0.0088008551196,[ 1.0497309   0.62379301],"[[ 0.69564374  0.8045245   0.09329173  0.1745688 ]
 [-3.05090504 -1.88588177  0.          0.        ]]",[-0.61895949 -0.40025964]
