timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.03565115  2.03503428  0.05453813 -1.02559091 -0.21411442 -0.74982611
  0.44893307 -0.35715983  1.46654993  0.61373418  0.        ]",[ 1.20169857  1.93764336],-0.246319285173,-0.246319285173,[-0.7708627   1.22996068],"[[ 0.02089491 -0.08655797 -0.02265542 -0.08676811]
 [-0.00082143  0.00446777  0.          0.        ]]",[-0.14383259 -0.09975386]
1,"[ 1.03334928  2.0385808   0.11480945 -0.9070403  -0.21411406 -0.74982427
  0.76097098  0.19189956  1.46701797  0.71974604  0.        ]",[-1.19533216  2.32017014],-0.250872554445,-0.250872554445,[-0.99516475  1.06642914],"[[ 0.06055375 -0.04675707 -0.02265542 -0.08676811]
 [ 3.95354189  3.96243675  0.          0.        ]]",[-0.14383259 -0.09975386]
2,"[ 1.02896545  2.03660413  0.17330397 -0.55438706 -0.21411371 -0.74982243
  0.44252135  0.73051743  1.4532209   0.8952153   0.        ]",[-1.37609465  1.23801443],-0.257807786132,-0.257807786132,[-0.98579252  1.05695212],"[[ 0.09913433  0.07144817 -0.02265542 -0.08676811]
 [-0.0820377   7.84514119  0.          0.        ]]",[-0.14383259 -0.09975386]
3,"[ 1.03357407  1.99255758  0.11063467  0.01881262 -0.21411336 -0.7498206
  0.13037472  1.25846202  1.42544095  0.99763135  0.        ]",[-1.07216462  0.91419839],-0.260190832394,-0.260190832394,[-0.87767041  1.08953953],"[[  0.05780475   0.26653582  -0.02265542  -0.08676811]
 [ -4.03774458  11.65092739   0.           0.        ]]",[-0.14383259 -0.09975386]
4,"[ 1.03322613  1.85317374 -0.0712694   0.75088707 -0.21411301 -0.74981876
 -0.17559099  1.72879843  1.37955189  1.02245544  0.        ]",[-1.40131188 -0.331257  ],-0.256219315562,-0.256219315562,[-0.69716716  1.12974668],"[[ -0.0618528    0.53357331  -0.02265542  -0.08676811]
 [ -7.91512351  15.04148264   0.           0.        ]]",[-0.14383259 -0.09975386]
5,"[ 0.98872638  1.61458521 -0.36575579  1.41168636 -0.21411266 -0.74981692
 -0.47540007  1.50566784  1.32192421  0.9312887   0.        ]",[-0.0315587   0.30697925],-0.243906199072,-0.243906199072,[-0.4275257   1.22527432],"[[ -0.2582741    0.81826602  -0.02265542  -0.08676811]
 [-11.71448422  13.43306918   0.           0.        ]]",[-0.14383259 -0.09975386]
6,"[ 0.86742134  1.30984192 -0.69513103  1.88822434 -0.21411231 -0.74981508
 -0.4670235   1.63731297  1.24008928  0.78488374  0.        ]",[-0.54907493  1.00067167],-0.225724019624,-0.225724019624,[-0.23192339  1.21328497],"[[ -0.49149883   1.09644969  -0.02265542  -0.08676811]
 [-11.60834299  14.38212218   0.           0.        ]]",[-0.14383259 -0.09975386]
7,"[ 0.66056046  0.89656692 -1.00647357  2.18436428 -0.21411196 -0.74981324
 -0.62046578  2.14704954  1.09941296  0.667534    0.        ]",[-0.34151582  0.75796239],-0.20217170625,-0.20217170625,[-0.00248258  1.13659358],"[[ -0.7431753    1.42096192  -0.02265542  -0.08676811]
 [-13.55286216  18.05678495   0.           0.        ]]",[-0.14383259 -0.09975386]
8,"[ 0.35116928  0.37929604 -1.27744751  2.13376822 -0.2141116  -0.74981141
 -0.70604922  2.51366729  0.88471502  0.59103767  0.        ]",[ 1.44671038  1.34827305],-0.171700094593,-0.171700094593,[ 0.09522648  0.9701072 ],"[[ -1.02511446   1.80861658  -0.02265542  -0.08676811]
 [-14.63744093  20.69983711   0.           0.        ]]",[-0.14383259 -0.09975386]
9,"[ 0.02695006 -0.15692958 -1.43239651  1.53977432 -0.21411125 -0.74980957
 -0.37087054  3.00591318  0.59566787  0.62204887  0.        ]",[-0.70960406  1.10080724],-0.139818414987,-0.139818414987,[ 0.01722382  0.72613645],"[[ -1.27524982e+00   2.25821838e+00  -2.26554180e-02  -8.67681122e-02]
 [ -1.03898945e+01   2.42486699e+01   0.00000000e+00   0.00000000e+00]]",[-0.14383259 -0.09975386]
