timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0537817   1.95507846  0.06535862 -0.76893615 -0.66346401 -1.63488327
  0.41578734 -0.34785293  1.80618752  1.51521074  0.        ]",[-1.16084653  0.23409499],-0.344799835898,-0.344799835898,[-1.07529044  1.17957258],"[[ 0.03524699 -0.01945472 -0.07504296 -0.18885402]
 [ 0.00158691  0.00176579  0.          0.        ]]",[-0.09317741 -0.10054905]
1,"[ 1.05463503  1.9552409   0.0049112  -0.74237354 -0.66346204 -1.63487088
  0.10092618 -0.21905827  1.80662326  1.45604524  0.        ]",[-0.78865968 -0.13962499],-0.340798240064,-0.340798240064,[-0.99607038  1.21619451],"[[-0.0044157  -0.01010422 -0.07504296 -0.18885402]
 [-3.95468224  0.93018501  0.          0.        ]]",[-0.09317741 -0.10054905]
2,"[ 1.04553143  1.95528355 -0.16179125 -0.70577105 -0.66346007 -1.6348585
 -0.14112476 -0.29814348  1.79721287  1.28132018  0.        ]",[-0.20417963  3.19904908],-0.328339673732,-0.328339673732,[-0.88800782  1.27989459],"[[ -1.14024598e-01   2.77958526e-03  -7.50429604e-02  -1.88854023e-01]
 [ -6.99608149e+00   3.60091716e-01   0.00000000e+00   0.00000000e+00]]",[-0.09317741 -0.10054905]
3,"[ 1.00723006  1.95364786 -0.38122797 -0.57270349 -0.6634581  -1.63484611
 -0.19451565  0.25019502  1.76515483  1.07676838  0.        ]",[-1.68924657  0.15580429],-0.312372163647,-0.312372163647,[-0.76876134  1.27929318],"[[-0.26067726  0.04964032 -0.07504296 -0.18885402]
 [-7.6669475   4.31280537  0.          0.        ]]",[-0.09317741 -0.10054905]
4,"[ 0.91359461  1.94214269 -0.65438429 -0.31374577 -0.66345613 -1.63483373
 -0.49729641  0.32413014  1.69730769  0.8454749   0.        ]",[-0.38814757  2.21992634],-0.291859752249,-0.291859752249,[-0.49389955  1.36939728],"[[ -0.45218753   0.14124403  -0.07504296  -0.18885402]
 [-11.47142057   4.8457725    0.           0.        ]]",[-0.09317741 -0.10054905]
5,"[ 0.72935611  1.90508366 -0.96422718  0.06302981 -0.66345415 -1.63482134
 -0.60156534  0.86016455  1.57370893  0.59162965  0.        ]",[-0.85671608  1.1261163 ],-0.264834878012,-0.264834878012,[-0.2732518   1.36958897],"[[ -0.69476106   0.27692871  -0.07504296  -0.18885402]
 [-12.78158469   8.70979563   0.           0.        ]]",[-0.09317741 -0.10054905]
6,"[ 0.43080825  1.80087915 -1.25588524  0.62113297 -0.66345218 -1.63480896
 -0.85130906  1.38564537  1.39603555  0.37652616  0.        ]",[ 0.0275836   0.90824869],-0.233747978009,-0.233747978009,[-0.03450091  1.34568799],"[[ -0.98187742   0.48913137  -0.07504296  -0.18885402]
 [-15.91965727  12.49777908   0.           0.        ]]",[-0.09317741 -0.10054905]
7,"[ 0.03206464  1.5814588  -1.45548344  1.26940253 -0.66345021 -1.63479657
 -0.81770017  1.8500925   1.18155524  0.24649925  0.        ]",[-0.22478862  0.86402491],-0.201003195387,-0.201003195387,[ 0.09579346  1.25136447],"[[ -1.29603379   0.77267977  -0.07504296  -0.18885402]
 [-15.4973965   15.84586965   0.           0.        ]]",[-0.09317741 -0.10054905]
8,"[-0.40627126  1.21153243 -1.51136693  1.84431428 -0.66344824 -1.63478419
 -0.86422278  2.28104794  0.97095696  0.24193403  0.        ]",[-1.33398043  1.14939436],-0.17198080336,-0.17198080336,[ 0.12507185  1.11278081],"[[ -1.61184695   1.12076895  -0.07504296  -0.18885402]
 [-16.08199244  18.95263944   0.           0.        ]]",[-0.09317741 -0.10054905]
9,"[-0.89414861  0.68507568 -1.39277636  2.12539662 -0.66344627 -1.63477181
 -1.15399785  2.77815849  0.74277914  0.35036227  0.        ]",[-0.98188922  0.48246315],-0.145019225496,-0.145019225496,[ 0.08235282  0.91592085],"[[ -1.97001734   1.5357812   -0.07504296  -0.18885402]
 [-19.72308497  22.53647182   0.           0.        ]]",[-0.09317741 -0.10054905]
