timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.04094899  1.41367805 -0.12894972 -1.42516399 -0.69277663  0.99127291
  0.25888575 -0.30706347  2.5040439  -1.84251033  0.        ]",[ 3.52466828  3.50498074],-0.318875535538,-0.318875535538,[ 3.96272516  3.39500666],"[[-0.05840515 -0.06478683 -0.08072727  0.11384548]
 [-0.00336395  0.00096093  0.          0.        ]]",[-0.73950934 -0.51957774]
1,"[ 1.04321444  1.4159872  -0.07037815 -1.32363226 -0.69277621  0.9912721
  0.68803183  0.33594325  2.51278607 -1.68747529  0.        ]",[ 2.81010637  3.14718737],-0.314616274329,-0.314616274329,[ 2.88228416  2.61727357],"[[-0.01879668 -0.02505539 -0.08072727  0.11384548]
 [ 3.95104764  3.95899766  0.          0.        ]]",[-0.73950934 -0.51957774]
2,"[ 1.03619814  1.41078845  0.10388593 -1.0218468  -0.6927758   0.9912713
  1.10869468  0.96622306  2.48901883 -1.22648858  0.        ]",[ 1.59306631  3.04454047],-0.299911040784,-0.299911040784,[ 1.7679131   1.98959219],"[[ 0.09911561  0.09305084 -0.08072727  0.11384548]
 [ 7.82729428  7.83869613  0.          0.        ]]",[-0.73950934 -0.51957774]
3,"[ 0.97994445  1.36304963  0.38600311 -0.53298315 -0.69277538  0.9912705
  1.52106835  1.58401808  2.29164039 -0.50937595  0.        ]",[ 0.57356598  1.52985619],-0.269460657325,-0.269460657325,[ 0.38717628  1.14417315],"[[  0.29378587   0.28798021  -0.08072727   0.11384548]
 [ 11.62716946  11.64155352   0.           0.        ]]",[-0.73950934 -0.51957774]
4,"[ 0.82728942  1.2197653   0.72693104  0.09544996 -0.69277496  0.99126969
  1.74230439  2.18966039  1.76704354  0.23685012  0.        ]",[-0.70921636  0.4574067 ],-0.218611652096,-0.218611652096,[-0.28794554  0.11609051],"[[  0.54678137   0.55821658  -0.08072727   0.11384548]
 [ 13.66579752  15.36962497   0.           0.        ]]",[-0.73950934 -0.51957774]
5,"[ 0.60513792  0.94566017  1.007948    0.71332786 -0.69277454  0.99126889
  1.40860781  2.43455048  1.01897772  0.60667706  0.        ]",[-0.11244662 -0.07358187],-0.155277916209,-0.155277916209,[-0.23321009 -0.51762116],"[[  0.78924552   0.88073419  -0.08072727   0.11384548]
 [ 10.59093036  16.87709401   0.           0.        ]]",[-0.73950934 -0.51957774]
6,"[ 0.36866849  0.57593686  1.19838384  1.13571307 -0.69277412  0.99126809
  1.33785081  2.33289656  0.31975743  0.5076025   0.        ]",[-1.76882594 -1.69098652],-0.0911616431483,-0.0911616431483,[-1.2062248 -1.5468204],"[[  0.99452238   1.21199837  -0.08072727   0.11384548]
 [  9.93894615  16.25139749   0.           0.        ]]",[-0.73950934 -0.51957774]
7,"[ 0.16415416  0.22037319  1.30929051  1.29109163 -0.6927737   0.99126729
  0.8873509   1.63747282 -0.12970653  0.15600375  0.        ]",[-0.41706308 -1.37684923],-0.0387116501473,-0.0387116501473,[-1.14911854 -1.98802757],"[[  1.15165454   1.49407668  -0.08072727   0.11384548]
 [  5.78776931  11.9706992    0.           0.        ]]",[-0.73950934 -0.51957774]
8,"[ 0.02864937 -0.03472541  1.36176377  1.28003714 -0.69277328  0.99126648
  0.69596166  0.9557465  -0.33024255 -0.17355878  0.        ]",[-1.9117858  -1.77877419],-0.00536998946165,-0.00536998946165,[-1.25822723 -2.16440773],"[[ 1.24971718  1.69138685 -0.08072727  0.11384548]
 [ 4.0241954   7.77430263  0.          0.        ]]",[-0.73950934 -0.51957774]
9,"[-0.02796603 -0.18026364  1.37930947  1.22841445 -0.69277286  0.99126568
  0.25788033  0.28756985 -0.38891126 -0.3651796   0.        ]",[-0.92876323 -1.27738893],-0.0127626521781,-0.0127626521781,[-0.3391338  -1.46188819],"[[ 1.28970044  1.80560595 -0.08072727  0.11384548]
 [-0.01255277  3.66130804  0.          0.        ]]",[-0.73950934 -0.51957774]
10,"[ 0.02462847 -0.22138293  1.36308896  1.20757348 -0.69277244  0.99126488
 -0.14098127 -0.36739464 -0.35343383 -0.37275008  0.        ]",[ 1.44430101 -0.28796401],-0.0134748274444,-0.0134748274444,[ 0.94560349 -0.17789455],"[[ 1.25257363  1.83838123 -0.08072727  0.11384548]
 [-3.68790649 -0.37035871  0.          0.        ]]",[-0.73950934 -0.51957774]
11,"[ 0.07127693 -0.19786551  1.34688524  1.21983815 -0.69277203  0.99126407
  0.29649383 -0.55151595 -0.31777818 -0.31609707  0.        ]",[ 0.43169202  0.14371011],-0.0104077405247,-0.0104077405247,[ 0.1149462  -0.19286977],"[[ 1.21926146  1.81960251 -0.08072727  0.11384548]
 [ 0.34325456 -1.50372776  0.          0.        ]]",[-0.73950934 -0.51957774]
12,"[ 0.03780769 -0.16755998  1.35868414  1.23427909 -0.69277161  0.99126327
  0.48117473 -0.45427151 -0.34020176 -0.30614842  0.        ]",[ 0.17244693 -1.07149206],-0.00860605771618,-0.00860605771618,[-0.41381222 -0.4906655 ],"[[ 1.24320094  1.79553385 -0.08072727  0.11384548]
 [ 2.04501755 -0.90513664  0.          0.        ]]",[-0.73950934 -0.51957774]
13,"[-0.02917392 -0.09432249  1.37965061  1.26298284 -0.69277119  0.99126247
  0.55090592 -1.09463218 -0.38388109 -0.27499609  0.        ]",[-0.96568989  0.29116455],-0.00540417389622,-0.00540417389622,[-0.41804242  0.39109662],"[[ 1.29054813  1.73788205 -0.08072727  0.11384548]
 [ 2.68756516 -4.84691012  0.          0.        ]]",[-0.73950934 -0.51957774]
14,"[-0.05040512  0.01412028  1.38557795  1.28986788 -0.69277077  0.99126167
  0.13034193 -0.89165947 -0.38692752 -0.17735605  0.        ]",[ 0.73466579  1.01043281],-0.00290493740039,-0.00290493740039,[ 0.50515294  0.80209458],"[[ 1.30541669  1.65347938 -0.08072727  0.11384548]
 [-1.18776126 -3.59750688  0.          0.        ]]",[-0.73950934 -0.51957774]
15,"[-0.05849186  0.05484502  1.38774556  1.29525742 -0.69277035  0.99126086
  0.44836672 -0.23690903 -0.38681505 -0.14130424  0.        ]",[-0.09974451  0.04297075],-0.00570767539827,-0.00570767539827,[-0.42236549 -0.30035067],"[[ 1.31106403  1.62196703 -0.08072727  0.11384548]
 [ 1.74270921  0.43283671  0.          0.        ]]",[-0.73950934 -0.51957774]
