timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.02972466  1.45154916 -0.08636673 -1.24842009  0.27252042  1.05477891
  0.28249997 -0.30949574  1.35536037 -1.73546022  0.        ]",[ 2.93484061  3.37309734],-0.220736516121,-0.220736516121,[ 3.71716714  3.80802345],"[[-0.0290649  -0.01588851  0.03085428  0.12132634]
 [ 0.00130559  0.00015025  0.          0.        ]]",[-0.62930596 -0.42183208]
1,"[ 1.0302713   1.45134495 -0.02756582 -1.14667906  0.27252029  1.0547779
  0.69606561  0.3177835   1.35615725 -1.58558121  0.        ]",[ 2.95528713  2.51618997],-0.213623303163,-0.213623303163,[ 1.97916579  2.67949677],"[[ 0.01063601  0.02382687  0.03085428  0.12132634]
 [ 3.95562476  3.95820081  0.          0.        ]]",[-0.62930596 -0.42183208]
2,"[ 1.01798531  1.43881371  0.14670238 -0.84535465  0.27252015  1.05477688
  1.101459    0.93264659  1.31013496 -1.14443547  0.        ]",[ 0.12094706  2.99083018],-0.191427535228,-0.191427535228,[ 0.27555716  1.64153314],"[[ 0.12863916  0.14191727  0.03085428  0.12132634]
 [ 7.83181015  7.83790957  0.          0.        ]]",[-0.62930596 -0.42183208]
3,"[ 0.96847896  1.37963262  0.37813173 -0.36097554  0.27252002  1.05477586
  1.13517202  1.53554544  1.11541791 -0.5469476   0.        ]",[-0.86937383  1.08497624],-0.156805648674,-0.156805648674,[-0.52143669  0.88714492],"[[  0.28850897   0.33684459   0.03085428   0.12132634]
 [  8.15416896  11.64213515   0.           0.        ]]",[-0.62930596 -0.42183208]
4,"[ 0.90299915  1.22252105  0.55452999  0.25385736  0.27251989  1.05477485
  0.75853046  2.12673018  0.76483083 -0.05829633  0.        ]",[-0.53062963  0.90864174],-0.118671991107,-0.118671991107,[-0.47486001  0.09772965],"[[  0.41545917   0.60711506   0.03085428   0.12132634]
 [  4.55290973  15.37246752   0.           0.        ]]",[-0.62930596 -0.42183208]
5,"[ 0.85801625  0.91770459  0.64666509  0.87262587  0.27251975  1.05477383
  0.52956289  2.64878759  0.32809745  0.19293167  0.        ]",[-0.32865121 -0.31551915],-0.080464527977,-0.080464527977,[-0.67846394 -0.82371992],"[[  0.48455076   0.94761617   0.03085428   0.12132634]
 [  2.36363594  18.66664806   0.           0.        ]]",[-0.62930596 -0.42183208]
6,"[ 0.83371088  0.50646064  0.6905341   1.2640358   0.27251962  1.05477282
  0.38886394  2.3922715  -0.10037484  0.19925185  0.        ]",[-1.10788208 -0.81147935],-0.0449667576515,-0.0449667576515,[-0.79943329 -1.41788697],"[[  0.51832657   1.30470989   0.03085428   0.12132634]
 [  1.01834322  17.04810419   0.           0.        ]]",[-0.62930596 -0.42183208]
7,"[ 0.8479412   0.11888655  0.66527578  1.35222045  0.27251949  1.0547718
 -0.0269686   1.82968022 -0.37103769  0.03674921  0.        ]",[ 0.25793494 -2.05395425],-0.0209763889466,-0.0209763889466,[ 0.05991028 -1.62306392],"[[  0.49880398   1.61005541   0.03085428   0.12132634]
 [ -2.95764303  13.4982264    0.           0.        ]]",[-0.62930596 -0.42183208]
8,"[ 0.8809932  -0.16891386  0.6016282   1.26354272  0.27251935  1.05477078
  0.08601568  1.15978154 -0.50386288 -0.15046766  0.        ]",[ 0.05886041 -1.42877949],-0.0140983250819,-0.0140983250819,[-0.08213381 -1.6909399 ],"[[ 0.45049068  1.83760895  0.03085428  0.12132634]
 [-1.87734304  9.27122896  0.          0.        ]]",[-0.62930596 -0.42183208]
9,"[ 0.90287444 -0.34277081  0.55479983  1.14118061  0.27251922  1.05476977
  0.1143222   0.50316778 -0.57284627 -0.28645912  0.        ]",[-0.60054781 -0.85211915],-0.0212603952753,-0.0212603952753,[ 0.00535433 -1.36895061],"[[ 0.41565985  1.98146366  0.03085428  0.12132634]
 [-1.60668975  5.12805155  0.          0.        ]]",[-0.62930596 -0.42183208]
10,"[ 0.93438373 -0.42113189  0.47848164  1.06662055  0.27251909  1.05476875
 -0.13094522 -0.04761869 -0.56110652 -0.35881782  0.        ]",[ 0.89817021 -0.84463599],-0.0228149433411,-0.0228149433411,[ 0.94983655 -0.65918672],"[[ 0.35999701  2.04915484  0.03085428  0.12132634]
 [-3.95181352  1.65263497  0.          0.        ]]",[-0.62930596 -0.42183208]
11,"[ 0.95556078 -0.4201819   0.4190004   1.06760229  0.27251895  1.05476774
  0.24909529 -0.58287233 -0.51575586 -0.36513982  0.        ]",[ 0.52244192 -0.6182932 ],-0.0194317425783,-0.0194317425783,[ 0.21356826 -0.22216322],"[[ 0.31741927  2.04832081  0.03085428  0.12132634]
 [-0.31805861 -1.72477135  0.          0.        ]]",[-0.62930596 -0.42183208]
12,"[ 0.94865835 -0.35232366  0.43929033  1.13277499  0.27251882  1.05476672
  0.46605901 -0.96547611 -0.4864894  -0.30884515  0.        ]",[-1.20252452  1.31772168],-0.0140639943033,-0.0140639943033,[-0.2296312   0.20393464],"[[ 0.33187225  1.98960296  0.03085428  0.12132634]
 [ 1.75643949 -4.13897264  0.          0.        ]]",[-0.62930596 -0.42183208]
13,"[ 0.95104875 -0.30239945  0.43236918  1.17466767  0.27251868  1.0547657
  0.04840956 -0.3249156  -0.44744659 -0.27362987  0.        ]",[ 0.60518387 -0.44350344],-0.00904613220584,-0.00904613220584,[ 0.6679275  -0.13066259],"[[ 0.32693446  1.94737697  0.03085428  0.12132634]
 [-2.23690841 -0.09709377  0.          0.        ]]",[-0.62930596 -0.42183208]
14,"[ 0.96049581 -0.27900176  0.40385535  1.19262341  0.27251855  1.05476469
  0.30358844 -0.6029543  -0.40848404 -0.2637409   0.        ]",[ 0.44662357  0.27312342],-0.00556293638249,-0.00556293638249,[ 0.15426312  0.10539573],"[[ 0.30667648  1.92783259  0.03085428  0.12132634]
 [ 0.20298053 -1.85149493  0.          0.        ]]",[-0.62930596 -0.42183208]
15,"[ 0.95032565 -0.24783834  0.43446857  1.21493264  0.27251842  1.05476367
  0.4880451  -0.42578312 -0.41164203 -0.23609849  0.        ]",[-0.26152629 -0.35384437],-0.00420143175203,-0.00420143175203,[-0.41985995 -0.1923994 ],"[[ 0.32843172  1.90201931  0.03085428  0.12132634]
 [ 1.96666078 -0.73356275  0.          0.        ]]",[-0.62930596 -0.42183208]
16,"[ 0.93595842 -0.21300903  0.47430892  1.23775107  0.27251828  1.05476266
  0.37572538 -0.6455091  -0.42093039 -0.20433689  0.        ]",[ 0.08860666  1.04823474],-0.00460291712227,-0.00460291712227,[-0.135941    0.16641603],"[[ 0.35698971  1.87343729  0.03085428  0.12132634]
 [ 0.89272086 -2.12001531  0.          0.        ]]",[-0.62930596 -0.42183208]
17,"[ 0.92455691 -0.21025137  0.50360154  1.23946278  0.27251815  1.05476164
  0.41051253 -0.01134424 -0.4440868  -0.19623146  0.        ]",[-0.03024709 -0.24890154],-0.00707153069673,-0.00707153069673,[-0.46383888 -0.59681875],"[[ 0.37818133  1.87118553  0.03085428  0.12132634]
 [ 1.22533918  1.88150325  0.          0.        ]]",[-0.62930596 -0.42183208]
18,"[ 0.91143849 -0.24363247  0.53520222  1.21780122  0.27251802  1.05476062
  0.39546812 -0.17343672 -0.49350756 -0.21343486  0.        ]",[-1.04826828 -0.60992133],-0.0120731376608,-0.0120731376608,[-0.4608514  -0.51991725],"[[ 0.40124493  1.89855363  0.03085428  0.12132634]
 [ 1.08149464  0.85871545  0.          0.        ]]",[-0.62930596 -0.42183208]
19,"[ 0.921904   -0.23485125  0.51015823  1.22369362  0.27251788  1.05475961
 -0.0207119  -0.55880607 -0.46627772 -0.21163844  0.        ]",[-0.12938908  0.2015014 ],-0.00925738225434,-0.00925738225434,[ 0.77439779  0.24392001],"[[ 0.38294928  1.89133053  0.03085428  0.12132634]
 [-2.89779422 -1.57292763  0.          0.        ]]",[-0.62930596 -0.42183208]
20,"[ 0.95414034 -0.20657927  0.4232326   1.24171854  0.27251775  1.05475859
 -0.06828197 -0.4274232  -0.37343817 -0.21267005  0.        ]",[ 1.10055478  0.43052956],-0.000374352743282,-0.000374352743282,[ 1.05347049  0.28447253],"[[ 0.32042989  1.86818973  0.03085428  0.12132634]
 [-3.35263371 -0.74391691  0.          0.        ]]",[-0.62930596 -0.42183208]
21,"[ 0.96621128 -0.20948279  0.38556784  1.2399319   0.27251762  1.05475758
  0.3526016  -0.15499383 -0.34433919 -0.22472078  0.        ]",[-0.49026839 -0.39050068],-0.00354747567925,-0.00354747567925,[-0.06107573 -0.27619281],"[[ 0.29375388  1.87055858  0.03085428  0.12132634]
 [ 0.67162591  0.97508273  0.          0.        ]]",[-0.62930596 -0.42183208]
22,"[ 0.96885729 -0.21413155  0.37681287  1.23704089  0.27251748  1.05475656
  0.1482751  -0.40306771 -0.34057387 -0.22997673  0.        ]",[ 0.36708027 -2.32672085],-0.00407320862104,-0.00407320862104,[ 0.56373411  0.15257208],"[[ 0.28758477  1.87435489  0.03085428  0.12132634]
 [-1.28203058 -0.59023748  0.          0.        ]]",[-0.62930596 -0.42183208]
23,"[ 0.97336008 -0.15072578  0.36144252  1.27316621  0.27251735  1.05475555
  0.30293552 -1.02876205 -0.28155135 -0.19932884  0.        ]",[-0.02292042  2.25663968],-0.00987998214404,-0.00987998214404,[ 0.45202303  0.9659642 ],"[[ 0.27678108  1.8229379   0.03085428  0.12132634]
 [ 0.19674779 -4.53830457  0.          0.        ]]",[-0.62930596 -0.42183208]
24,"[ 0.97213327 -0.08808318  0.36568831  1.30207808  0.27251722  1.05475453
  0.2929908  -0.38699955 -0.23840373 -0.16628385  0.        ]",[ 0.16474713  0.57891437],-0.0147794662928,-0.0147794662928,[ 0.27755809  0.31625417],"[[ 0.27976221  1.77280124  0.03085428  0.12132634]
 [ 0.10166328 -0.48885649  0.          0.        ]]",[-0.62930596 -0.42183208]
25,"[ 0.96854439 -0.1047929   0.37784897  1.29500852  0.27251708  1.05475351
  0.36094715 -0.02219785 -0.26123681 -0.17003063  0.        ]",[-0.26258257 -1.46326263],-0.0124203887738,-0.0124203887738,[-0.05811329 -0.20370238],"[[ 0.28831467  1.78611939  0.03085428  0.12132634]
 [ 0.75142532  1.81300035  0.          0.        ]]",[-0.62930596 -0.42183208]
26,"[ 0.96663215 -0.09999654  0.38417382  1.29708326  0.27251695  1.0547525
  0.25074805 -0.65538688 -0.26309273 -0.16539848  0.        ]",[ 1.23614643  1.07189687],-0.0123526099717,-0.0123526099717,[ 0.43198925  0.61296505],"[[ 0.29277148  1.78229273  0.03085428  0.12132634]
 [-0.30223469 -2.18235069  0.          0.        ]]",[-0.62930596 -0.42183208]
27,"[ 0.95124928 -0.09561765  0.43174662  1.29894378  0.27251682  1.05475148
  0.66526964 -0.02110067 -0.3009129  -0.14695934  0.        ]",[-0.67101898  0.38609934],-0.00951511516368,-0.00951511516368,[-0.84920847 -0.40430039],"[[ 0.32649297  1.77880189  0.03085428  0.12132634]
 [ 3.66118773  1.8199196   0.          0.        ]]",[-0.62930596 -0.42183208]
28,"[ 0.92775211 -0.1597123   0.49555092  1.26846417  0.27251668  1.05475047
  0.37991001  0.21552351 -0.40250186 -0.16559421  0.        ]",[-0.4020036  -0.71284877],-0.00466289387354,-0.00466289387354,[-0.41540158 -0.71069264],"[[ 0.37234146  1.83018072  0.03085428  0.12132634]
 [ 0.93274481  3.31298996  0.          0.        ]]",[-0.62930596 -0.42183208]
