timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.422923795629,[-1.3787361  -0.61839688],-0.422923795629,"[ 1.02738149  1.42334624  0.10279932 -1.38834323 -1.58814845 -1.29268856
  0.26118578 -0.32887623  3.51140123  1.78437748  0.        ]","[[ 0.06271687 -0.04536606 -0.18258167 -0.14965768]
 [-0.00274237  0.00243154  0.          0.        ]]",[-0.53840518 -0.43702978],[-1.70517135 -0.63924909]
1,-0.418994437478,[-2.66477044 -1.52708138],-0.418994437478,"[ 1.02999788  1.4215364   0.04478705 -1.45262824 -1.58814551 -1.29268675
 -0.2104194  -0.74220969  3.51203847  1.64737577  0.        ]","[[ 0.02298158 -0.06987004 -0.18258167 -0.14965768]
 [-3.95762333 -2.44467903  0.          0.        ]]",[-0.53840518 -0.43702978],[-1.75579011 -0.46743044]
2,-0.40462030505,[-1.88179222  0.30202619],-0.40462030505,"[ 1.0234594   1.40870528 -0.12750905 -1.68262765 -1.58814257 -1.29268493
 -0.67263457 -1.40257843  3.47382062  1.22290308  0.        ]","[[-0.09506109 -0.15799063 -0.18258167 -0.14965768]
 [-7.83376104 -6.35435025  0.          0.        ]]",[-0.53840518 -0.43702978],[-1.87560868 -0.10403368]
3,-0.376729197546,[-2.21822279  0.88046269],-0.376729197546,"[ 0.96623828  1.37763027 -0.40651783 -1.97467611 -1.58813963 -1.29268312
 -1.12596179 -1.17907092  3.30204017  0.60007911  0.        ]","[[ -0.28987883  -0.27180115  -0.18258167  -0.14965768]
 [-11.63537039  -5.03110068   0.           0.        ]]",[-0.53840518 -0.43702978],[-1.56453502 -0.00459728]
4,-0.336162608856,[-0.67122259  0.1259901 ],-0.336162608856,"[ 0.79550778  1.35284165 -0.76505313 -2.13668688 -1.58813669 -1.2926813
 -1.57042545 -0.57311253  2.9456619  -0.04418388  0.        ]","[[ -0.55998345  -0.33642857  -0.18258167  -0.14965768]
 [-15.36266323  -1.4435742    0.           0.        ]]",[-0.53840518 -0.43702978],[-1.32670903  0.12972251]
5,-0.28194031851,[ 0.09972808  2.05010491],-0.28194031851,"[ 0.45947716  1.34253882 -1.12517652 -2.19489428 -1.58813375 -1.29267949
 -1.85085635 -0.48380485  2.38439453 -0.58003265  0.        ]","[[ -0.89083234  -0.35999526  -0.18258167  -0.14965768]
 [-17.71439252  -0.91483713   0.           0.        ]]",[-0.53840518 -0.43702978],[ 0.04202571  1.06329691]
6,-0.221596783392,[ 0.88313068  1.65235018],-0.221596783392,"[-0.00459709  1.35200988 -1.36985259 -2.14151456 -1.58813081 -1.29267767
 -1.76219582  0.18808611  1.72861532 -0.85733787  0.        ]","[[ -1.23766102  -0.33838058  -0.18258167  -0.14965768]
 [-16.97091635   3.0630379    0.           0.        ]]",[-0.53840518 -0.43702978],[ 0.30016375  1.01908374]
7,-0.17328362485,[ 0.08433454  1.06264429],-0.17328362485,"[-0.45810787  1.38853603 -1.44944185 -1.88872962 -1.58812787 -1.29267586
 -1.30572204  0.84644931  1.2128455  -0.89613827  0.        ]","[[ -1.538672    -0.23801166  -0.18258167  -0.14965768]
 [-13.14293418   6.96082489   0.           0.        ]]",[-0.53840518 -0.43702978],[-0.2432909   0.20458108]
8,-0.139919071037,[-0.16094934 -0.49092702],-0.139919071037,"[-0.85030824  1.42230723 -1.41342524 -1.42789914 -1.58812493 -1.29267404
 -1.23510198  1.49195258  0.87204814 -0.83917534  0.        ]","[[ -1.79558872  -0.06045096  -0.18258167  -0.14965768]
 [-12.55072662  10.78248571   0.           0.        ]]",[-0.53840518 -0.43702978],[-0.4052178  -0.65912402]
9,-0.107852727958,[ 1.13571026 -0.35000753],-0.107852727958,"[-1.21725964  1.41323724 -1.2852507  -0.91920034 -1.58812199 -1.29267223
 -1.28132499  1.12758188  0.56878415 -0.70441792  0.        ]","[[ -2.05049234   0.13355492  -0.18258167  -0.14965768]
 [-12.93836878   8.62526733   0.           0.        ]]",[-0.53840518 -0.43702978],[ 0.54039347 -0.57111871]
