timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.319274867482,[ 4.52884963  2.9840452 ],-0.319274867482,"[ 1.00343703  1.54598196 -0.0603157  -1.31698811 -0.45729445  1.45132419
  0.29235936 -0.3416392   2.06078385 -2.22033489  0.        ]","[[-0.02896241 -0.06122788 -0.05313392  0.16872931]
 [-0.00218091 -0.00423665  0.          0.        ]]",[-0.25865078 -0.26517764],[ 3.39155412  2.27973223]
1,-0.31265004733,[ 2.59716229  2.23098372],-0.31265004733,"[  1.00400048e+00   1.54805350e+00  -1.98538291e-03  -1.21093537e+00
  -4.57294075e-01   1.45132114e+00   7.15155571e-01   2.90123093e-01
   2.06528407e+00  -2.07885327e+00   0.00000000e+00]","[[ 0.01066948 -0.02159936 -0.05313392  0.16872931]
 [ 3.95220704  3.95390275  0.          0.        ]]",[-0.25865078 -0.26517764],[ 2.7135148   1.56003332]
2,-0.29088862175,[ 2.27501093 -0.37866188],-0.29088862175,"[ 0.99121933  1.54247173  0.17108956 -0.89525048 -0.4572937   1.45131808
  1.1295939   0.90938085  2.03137645 -1.6598422   0.        ]","[[ 0.12860474  0.09640598 -0.05313392  0.16872931]
 [ 7.82843253  7.83370165  0.          0.        ]]",[-0.25865078 -0.26517764],[ 2.21894121  0.83216488]
3,-0.253634216402,[ 2.44634656  1.59512822],-0.253634216402,"[ 0.9233471   1.51314361  0.44997298 -0.52557495 -0.45729333  1.45131503
  1.53607636  0.64506874  1.85766405 -1.06974881  0.        ]","[[  0.32331809   0.23646521  -0.05313392   0.16872931]
 [ 11.63026445   6.17772977   0.           0.        ]]",[-0.25865078 -0.26517764],[ 1.64186549  0.92594504]
4,-0.197332469353,[-1.34019002 -1.50348728],-0.197332469353,"[ 0.73778199  1.44922826  0.8052767  -0.11368077 -0.45729295  1.45131198
  1.93432672  1.25727541  1.43288477 -0.42399819  0.        ]","[[  0.59329498   0.39850422  -0.05313392   0.16872931]
 [ 15.35513101  10.01335672   0.           0.        ]]",[-0.25865078 -0.26517764],[-0.45503339 -0.2491259 ]
5,-0.136534717711,[-0.36982534 -0.24983777],-0.136534717711,"[ 0.46522669  1.3571035   1.09559103  0.2630855  -0.45729258  1.45130893
  1.47909215  0.59382956  0.85996566 -0.01821324  0.        ]","[[  0.85767919   0.55706643  -0.05313392   0.16872931]
 [ 11.09737501   5.85672026   0.           0.        ]]",[-0.25865078 -0.26517764],[-0.44566402  0.3722418 ]
6,-0.089082398097,[-0.49227826  0.71807997],-0.089082398097,"[ 0.20386523  1.28028551  1.26835492  0.49579198 -0.4572922   1.45130588
  1.2992652   0.41747799  0.379133    0.11308808  0.        ]","[[ 1.06275201  0.66311519 -0.05313392  0.16872931]
 [ 9.41548346  4.75183987  0.          0.        ]]",[-0.25865078 -0.26517764],[-1.0465349   0.05274582]
7,-0.046462210626,[-0.8271201   0.06799047],-0.046462210626,"[-0.03283444  1.17756041  1.36943642  0.74161767 -0.45729183  1.45130282
  1.07106081  0.85636612 -0.0511541   0.08509019  0.        ]","[[ 1.22964655  0.78574097 -0.05313392  0.16872931]
 [ 7.28111125  7.5015779   0.          0.        ]]",[-0.25865078 -0.26517764],[-1.59760773 -0.9309414 ]
8,-0.0130420608154,[-1.12646758 -0.13939648],-0.0130420608154,"[-0.19923667  1.03254355  1.41556622  1.00527599 -0.45729145  1.45129977
  0.70581811  0.87578363 -0.38054744 -0.05515422  0.        ]","[[ 1.34099452  0.93699319 -0.05313392  0.16872931]
 [ 3.86501684  7.62323947  0.          0.        ]]",[-0.25865078 -0.26517764],[-1.44690907 -1.43552542]
9,-0.0131973253635,[ 0.73765453 -1.02355968],-0.0131973253635,"[-0.25536288  0.87694324  1.42694017  1.21236586 -0.45729108  1.45129672
  0.27465459  0.7637772  -0.54672267 -0.20672962  0.        ]","[[ 1.37783482  1.08241733 -0.05313392  0.16872931]
 [-0.16763606  6.92149962  0.          0.        ]]",[-0.25865078 -0.26517764],[-0.63924223 -1.61903   ]
10,-0.02637948791,[-0.89947899 -1.27446258],-0.02637948791,"[-0.29518879  0.76560222  1.43378184  1.32328715 -0.45729071  1.45129367
  0.58721142  0.10978645 -0.64528023 -0.3248022   0.        ]","[[ 1.40381292  1.17973675 -0.05313392  0.16872931]
 [ 2.75569836  2.82410524  0.          0.        ]]",[-0.25865078 -0.26517764],[-1.48758185 -1.57479239]
11,-0.0311907084895,[ 0.26784422 -0.67104374],-0.0311907084895,"[-0.3242239   0.74659272  1.43813608  1.33950134 -0.45729033  1.45129062
  0.20094865 -0.53098935 -0.68170399 -0.35847224  0.        ]","[[ 1.42267985  1.19593906 -0.05313392  0.16872931]
 [-0.85699632 -1.19049537  0.          0.        ]]",[-0.25865078 -0.26517764],[-0.27994874 -0.63760382]
12,-0.0254355543877,[-1.01196795  0.25630284],-0.0254355543877,"[-0.31447382  0.80511039  1.43672911  1.2871075  -0.45728996  1.45128756
  0.31615266 -0.95136696 -0.64494778 -0.30030281  0.        ]","[[ 1.41635075  1.14570376 -0.05313392  0.16872931]
 [ 0.2205024  -3.82425751  0.          0.        ]]",[-0.25865078 -0.26517764],[-0.30621672 -0.00463992]
13,-0.0135736085109,[ 1.47429613 -1.28090884],-0.0135736085109,"[-0.26022644  0.87944725  1.42781858  1.20952771 -0.45728958  1.45128451
 -0.10739346 -0.77713292 -0.55027778 -0.20693708  0.        ]","[[ 1.3810146   1.0801711  -0.05313392  0.16872931]
 [-3.74089854 -2.73264986  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.90278614  0.42323697]
14,-0.00835664244356,[ 0.02358913  0.99055   ],-0.00835664244356,"[-0.20782297  0.98137223  1.4174221   1.08085603 -0.45728921  1.45128146
  0.32369745 -1.40067438 -0.42814441 -0.09902007  0.        ]","[[ 1.34665066  0.98632155 -0.05313392  0.16872931]
 [ 0.29106728 -6.63928508  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.35088348  1.34182835]
15,-0.0157866344043,[ 0.36768943  0.35682811],-0.0157866344043,"[-0.21799276  1.07544488  1.41957549  0.93543585 -0.45728883  1.45127841
  0.33293785 -0.75367452 -0.36750894 -0.02820306  0.        ]","[[ 1.35333945  0.89420681 -0.05313392  0.16872931]
 [ 0.37749435 -2.58569801  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.11907332  0.79025865]
16,-0.01688944407,[-0.83483564  0.30944432],-0.01688944407,"[-0.25164776  1.11141042  1.42622974  0.87191372 -0.45728846  1.45127536
  0.48763114 -0.52006185 -0.37572361 -0.01174712  0.        ]","[[ 1.37540597  0.85717795 -0.05313392  0.16872931]
 [ 1.82433205 -1.1220681   0.          0.        ]]",[-0.25865078 -0.26517764],[-0.41796926  0.43067467]
17,-0.0174800820752,[ 0.08481461  1.7358322 ],-0.0174800820752,"[-0.25620518  1.12084823  1.42707219  0.85443019 -0.45728809  1.45127231
  0.13057902 -0.32078133 -0.37282005 -0.00590354  0.        ]","[[ 1.37838659  0.84726354 -0.05313392  0.16872931]
 [-1.51514509  0.1264644   0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.39885217  0.45312142]
18,-0.0164226390298,[-1.44568101 -1.29440763],-0.0164226390298,"[-0.21555702  1.08007862  1.41905657  0.92750589 -0.45728771  1.45126925
  0.1695301   0.31079623 -0.3608969  -0.02375022  0.        ]","[[ 1.35173875  0.88949433 -0.05313392  0.16872931]
 [-1.15083817  4.08342838  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.1030765  -0.35634989]
19,-0.0207788856122,[ 1.39656757  1.42579152],-0.0207788856122,"[-0.12125461  1.03899418  1.39628062  0.9951296  -0.45728734  1.4512662
 -0.25093547 -0.33391992 -0.28620642 -0.02500012  0.        ]","[[ 1.2892655   0.93063574 -0.05313392  0.16872931]
 [-5.08341328  0.04415079  0.          0.        ]]",[-0.25865078 -0.26517764],[ 1.60797501  0.7687422 ]
20,-0.0263360649006,[ 0.64865883 -0.44190334],-0.0263360649006,"[-0.03084154  0.99720782  1.36873067  1.05828341 -0.45728696  1.45126315
  0.18272229  0.29773865 -0.21424254 -0.03093295  0.        ]","[[ 1.22829164  0.97122508 -0.05313392  0.16872931]
 [-1.02745595  4.00161742  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.42574653 -0.21832377]
21,-0.0186522724656,[-0.42063533 -0.48754794],-0.0186522724656,"[-0.03879157  0.93148872  1.37138271  1.14723849 -0.45728659  1.4512601
  0.45936598  0.00569267 -0.27410985 -0.07962453  0.        ]","[[ 1.23370284  1.03289914 -0.05313392  0.16872931]
 [ 1.55996572  2.17189307  0.          0.        ]]",[-0.25865078 -0.26517764],[-0.28072807 -0.28238302]
22,-0.0136581140765,[-0.5849437 -0.216236 ],-0.0136581140765,"[-0.05972014  0.90562822  1.37815128  1.1790352  -0.45728621  1.45125705
  0.27817687 -0.3092245  -0.31656021 -0.10497018  0.        ]","[[ 1.24789945  1.05654109 -0.05313392  0.16872931]
 [-0.1346734   0.19887609  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.24118513  0.10858491]
23,-0.018594975379,[ 2.18082719  0.72201758],-0.018594975379,"[-0.02163661  0.91073693  1.36559165  1.17288657 -0.45728584  1.451254
  0.03102653 -0.44641215 -0.26954639 -0.08980218  0.        ]","[[ 1.22201331  1.05189494 -0.05313392  0.16872931]
 [-2.44624055 -0.66063215  0.          0.        ]]",[-0.25865078 -0.26517764],[ 1.03606617  0.54631382]
24,-0.018445313115,[-0.58519273 -1.39375886],-0.018445313115,"[-0.00884593  0.89353545  1.3611355   1.19331253 -0.45728547  1.45125094
  0.45916768  0.01181106 -0.26714243 -0.09861926  0.        ]","[[ 1.21326526  1.06748641 -0.05313392  0.16872931]
 [ 1.5581129   2.21021944  0.          0.        ]]",[-0.25865078 -0.26517764],[-0.25499788 -0.33180857]
25,-0.0166753640938,[-0.09227726  0.04415227],-0.0166753640938,"[-0.02000293  0.88904872  1.36502424  1.19851598 -0.45728509  1.45124789
  0.20842144 -0.62706967 -0.28314231 -0.1051164   0.        ]","[[ 1.22089754  1.07153036 -0.05313392  0.16872931]
 [-0.78708232 -1.79248528  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.64336061  0.58662105]
26,-0.0236576432949,[ 0.10981725  1.05689482],-0.0236576432949,"[ 0.0080746   0.92616092  1.35505323  1.15391566 -0.45728472  1.45124484
  0.17104434 -0.59348571 -0.22376001 -0.07096001  0.        ]","[[ 1.20164843  1.03779173 -0.05313392  0.16872931]
 [-1.13666408 -1.58207929  0.          0.        ]]",[-0.25865078 -0.26517764],[ 0.8467021   0.74150753]
