timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.326932663412,[-1.37469562  2.91189197],-0.326932663412,"[ 0.9766084   2.08692474  0.18334865 -0.70478655 -0.45803643 -1.54154447
  0.39944558 -0.37157776  1.74574317  1.6392355   0.        ]","[[ 0.09566143  0.0351757  -0.05121863 -0.17453599]
 [-0.00205585  0.00211924  0.          0.        ]]",[-0.0553569  -0.08428645],[-1.63839746  1.9047296 ]
1,-0.324786474707,[-1.24119543  1.16701809],-0.324786474707,"[ 0.98094406  2.08393409  0.12199579 -0.57969519 -0.45803553 -1.54153595
  0.05275249  0.18944524  1.74805013  1.60498267  0.        ]","[[ 0.05591476  0.07496094 -0.05121863 -0.17453599]
 [-3.9594304   3.96319706  0.          0.        ]]",[-0.0553569  -0.08428645],[-1.4120295   1.83216476]
2,-0.31783436771,[-0.80508853  2.17146406],-0.31783436771,"[ 0.98040658  2.06247751 -0.06074583 -0.21096347 -0.45803462 -1.54152743
 -0.28708286  0.73935236  1.74774158  1.50293273  0.        ]","[[-0.06219393  0.19318042 -0.05121863 -0.17453599]
 [-7.83852689  7.84579651  0.          0.        ]]",[-0.0553569  -0.08428645],[-0.95965016  1.75773454]
3,-0.305510224632,[-0.83542881  0.58859313],-0.305510224632,"[ 0.93858953  1.98666608 -0.34660754  0.37670182 -0.45803371 -1.54151891
 -0.55265352  1.2783071   1.72443612  1.3505954   0.        ]","[[ -0.24937913   0.38827645  -0.05121863  -0.17453599]
 [-10.86992336  11.65109027   0.           0.        ]]",[-0.0553569  -0.08428645],[-0.41673815  1.63866615]
4,-0.286037638505,[-0.92738679  1.85475141],-0.286037638505,"[ 0.80820779  1.81712165 -0.70373738  1.0710987  -0.45803281 -1.54151039
 -0.82345538  1.57582835  1.65392433  1.156334    0.        ]","[[ -0.49779102   0.64237591  -0.05121863  -0.17453599]
 [-13.96104079  13.7517853    0.           0.        ]]",[-0.0553569  -0.08428645],[ 0.17641616  1.43534327]
5,-0.257466238234,[ 1.94638051  1.34055187],-0.257466238234,"[ 0.53437644  1.51496143 -1.08696252  1.7540529  -0.4580319  -1.54150187
 -1.12086767  2.09810724  1.50743105  0.94094181  0.        ]","[[ -0.81107257   0.95441237  -0.05121863  -0.17453599]
 [-17.35592493  17.43944519   0.           0.        ]]",[-0.0553569  -0.08428645],[ 0.72792864  1.05449843]
6,-0.230048822123,[ 0.79257557 -0.09081644],-0.230048822123,"[ 0.1759327   1.0414851  -1.35465137  2.24964756 -0.45803099 -1.54149335
 -0.74428595  2.60969474  1.30287911  0.86708277  0.        ]","[[ -1.1150655    1.33944348  -0.05121863  -0.17453599]
 [-13.05742187  21.05174357   0.           0.        ]]",[-0.0553569  -0.08428645],[ 0.52999091  0.73608476]
7,-0.212568370265,[ 0.74668495  0.35616736],-0.212568370265,"[-0.13184432  0.48469158 -1.47235706  2.28158249 -0.45803008 -1.54148483
 -0.44685924  2.49954178  1.08877649  0.9694007   0.        ]","[[ -1.34215274   1.75267604  -0.05121863  -0.17453599]
 [ -9.66243152  20.27421075   0.           0.        ]]",[-0.0553569  -0.08428645],[ 0.08096382  0.60493118]
8,-0.203012043579,[ 0.98213614 -0.03105488],-0.203012043579,"[-0.36216014 -0.03342644 -1.5091695   1.78795433 -0.45802918 -1.54147631
 -0.17115231  2.64231888  0.85532184  1.15588339  0.        ]","[[ -1.50382777   2.16827639  -0.05121863  -0.17453599]
 [ -6.51536063  21.28255032   0.           0.        ]]",[-0.0553569  -0.08428645],[-0.35252604  0.49991235]
9,-0.199174576191,[-1.06847492 -0.12728338],-0.199174576191,"[-0.49184423 -0.42481459 -1.51222116  0.838812   -0.45802827 -1.54146779
  0.18083763  2.56517767  0.57994776  1.36543302  0.        ]","[[ -1.593824     2.58846413  -0.05121863  -0.17453599]
 [ -2.4975521   20.73810445   0.           0.        ]]",[-0.0553569  -0.08428645],[-0.66957343  0.48198038]
10,-0.193893048302,[-0.93375435 -1.04913281],-0.193893048302,"[-0.62008123 -0.61248253 -1.50288892 -0.35261265 -0.45802736 -1.54145927
 -0.16165671  2.43560182  0.26668921  1.49238658  0.        ]","[[ -1.68299792   2.99404887  -0.05121863  -0.17453599]
 [ -6.40696607  19.82339557   0.           0.        ]]",[-0.0553569  -0.08428645],[-0.58429992  0.48506925]
11,-0.191843922101,[-1.38099319  1.44518731],-0.191843922101,"[-0.85179497 -0.62693042 -1.45395176 -0.88167907 -0.45802646 -1.54145075
 -0.47450929 -0.37410247  0.13092078  1.5231054   0.        ]","[[-1.84696819  3.16259327 -0.05121863 -0.17453599]
 [-9.97803551 -0.01541742  0.          0.        ]]",[-0.0553569  -0.08428645],[-0.54919231  0.56267226]
