timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.122367610951,[-1.46284122  0.23866043],-0.122367610951,[-2.63758373  1.20355809],"[[ 0.02765579 -0.06340142  0.1144755  -0.07777941]
 [-0.0045409  -0.0027834   0.          0.        ]]","[ 0.98821264  1.54170924  0.02799425 -1.32135767  0.99586009 -0.67728856
  0.2885505  -0.34237649  0.46983921  0.64851309  0.        ]",[-0.24535337 -0.25342092]
1,-0.117817436383,[-2.17247614  1.54478821],-0.117817436383,[-1.62277865  1.2571795 ],"[[-0.01212834 -0.05395964  0.1144755  -0.07777941]
 [-3.96069799  0.94380268  0.          0.        ]]","[ 0.98869921  1.5424048  -0.03070406 -1.29606406  0.99585872 -0.67728788
 -0.14616735 -0.19072688  0.4685222   0.56600359  0.        ]",[-0.24535337 -0.25342092]
2,-0.106771269758,[ 0.31799778  0.18762656],-0.106771269758,[-0.46854413  0.61960423],"[[ -1.30262141e-01   4.47195862e-03   1.14475502e-01  -7.77794084e-02]
 [ -7.83976119e+00   4.88621254e+00   0.00000000e+00   0.00000000e+00]]","[ 0.97542999  1.5442263  -0.20447519 -1.13934456  0.99585734 -0.6772872
 -0.57241369  0.44087381  0.45459631  0.35923814  0.        ]",[-0.24535337 -0.25342092]
3,-0.0961295575492,[ 1.30970668  1.04625323],-0.0961295575492,[-0.34911284  0.50568396],"[[-0.27288264  0.10867402  0.1144755  -0.07777941]
 [-6.42699462  5.5318405   0.          0.        ]]","[ 0.93035786  1.53678676 -0.41048504 -0.86031452  0.99585597 -0.67728652
 -0.41717288  0.5443074   0.42175232  0.15437144  0.        ]",[-0.24535337 -0.25342092]
4,-0.0938703206885,[-1.78928271 -0.3844041 ],-0.0938703206885,[-1.50374091 -0.299923  ],"[[-0.36047139  0.25792383  0.1144755  -0.07777941]
 [-2.34544273  9.38032663  0.          0.        ]]","[ 0.88728036  1.50246587 -0.53326171 -0.4669103   0.9958546  -0.67728583
  0.03132469  1.16086     0.40444365  0.13627371  0.        ]",[-0.24535337 -0.25342092]
5,-0.0916876411286,[-1.37851654 -0.08999741],-0.0916876411286,[-0.3780365  -0.34633428],"[[-0.44659952  0.42841014  0.1144755  -0.07777941]
 [-6.25439659  7.67396771  0.          0.        ]]","[ 0.83386752  1.43012084 -0.65010483 -0.03664295  0.99585323 -0.67728515
 -0.3982071   0.8874883   0.37771058  0.15152002  0.        ]",[-0.24535337 -0.25342092]
6,-0.0792269673937,[ 0.73532594 -0.51990587],-0.0792269673937,[ 1.1359179  -0.51167965],"[[ -0.61013793   0.57680259   0.1144755   -0.07777941]
 [-10.08673127   7.16692362   0.           0.        ]]","[ 0.7037687   1.3399447  -0.85827594  0.31197214  0.99585186 -0.67728447
 -0.81931927  0.80625537  0.29922632 -0.02656977  0.        ]",[-0.24535337 -0.25342092]
7,-0.066213219517,[ 0.27764787 -0.30449955],-0.066213219517,[ 1.12724566 -0.14813435],"[[-0.78067704  0.69804976  0.1144755  -0.07777941]
 [-6.97750846  4.96516045  0.          0.        ]]","[ 0.53136391  1.24888922 -1.05124918  0.57326449  0.99585049 -0.67728379
 -0.47766426  0.45351703  0.19275942 -0.23537838  0.        ]",[-0.24535337 -0.25342092]
8,-0.0580950744023,[ 1.68971828 -0.08186762],-0.0580950744023,[ 1.37419581  0.04938084],"[[-0.90781791  0.78426419  0.1144755  -0.07777941]
 [-5.74069027  3.66064059  0.          0.        ]]","[ 0.38133143  1.17541573 -1.17578811  0.74386571  0.99584912 -0.6772831
 -0.34175709  0.24452347  0.09832939 -0.38120896  0.        ]",[-0.24535337 -0.25342092]
9,-0.0538092397046,[-0.49292668  0.86856175],-0.0538092397046,[ 0.65653479  0.20034641],"[[-0.98179578  0.85348366  0.1144755  -0.07777941]
 [-1.67062189  3.2626599   0.          0.        ]]","[ 0.28664408  1.11159246 -1.23972771  0.8707047   0.99584775 -0.67728242
  0.10547976  0.18076396  0.04086722 -0.43602119  0.        ]",[-0.24535337 -0.25342092]
10,-0.0493412846439,[ 1.36632192 -1.7972084 ],-0.0493412846439,[ 1.11775327 -0.5524382 ],"[[-1.03445475  0.95260063  0.1144755  -0.07777941]
 [-3.58888694  6.63777475  0.          0.        ]]","[ 0.21628735  1.01336266 -1.2811704   1.03532385  0.99584638 -0.67728174
 -0.10530767  0.72148137  0.00374535 -0.41033243  0.        ]",[-0.24535337 -0.25342092]
11,-0.045516471339,[-0.13450668  0.20177324],-0.045516471339,[ 0.14705478  0.18063346],"[[-1.06580979  1.04429779  0.1144755  -0.07777941]
 [ 0.43998083  2.54560225  0.          0.        ]]","[ 0.17331859  0.91606701 -1.30418254  1.16853717  0.99584501 -0.67728105
  0.33740229  0.06588504 -0.01881196 -0.35311974  0.        ]",[-0.24535337 -0.25342092]
12,-0.0444088235968,[ 0.97361113 -0.57330895],-0.0444088235968,[ 0.13732028 -0.01483858],"[[-1.06243907  1.10272169  0.1144755  -0.07777941]
 [-0.10110539  3.29429182  0.          0.        ]]","[ 0.17797447  0.85124181 -1.30176652  1.24330922  0.99584364 -0.67728037
  0.27794505  0.18583059 -0.01660649 -0.27453673  0.        ]",[-0.24535337 -0.25342092]
13,-0.0468914440496,[-1.96377335  1.23750081],-0.0468914440496,[-1.22638977  0.4194437 ],"[[-1.02578182  1.14516644  0.1144755  -0.07777941]
 [ 3.75399506  0.95796866  0.          0.        ]]","[ 0.22803397  0.80291433 -1.2745762   1.2925188   0.99584227 -0.67727969
  0.70156073 -0.18846602  0.00684558 -0.15585325  0.        ]",[-0.24535337 -0.25342092]
14,-0.0508646234262,[-0.37817792  1.08689904],-0.0508646234262,[-0.44178963 -0.38625109],"[[-0.99115755  1.20387357  0.1144755  -0.07777941]
 [-0.27813489  4.89960576  0.          0.        ]]","[ 0.27430774  0.73454193 -1.24733625  1.35331084  0.9958409  -0.67727901
  0.25849115  0.44301429  0.01855977 -0.02071201  0.        ]",[-0.24535337 -0.25342092]
15,-0.0513355390126,[-0.30721863 -1.85485082],-0.0513355390126,[-0.35788667 -1.26793647],"[[-1.0116877   1.34062385  0.1144755  -0.07777941]
 [-1.76988617  8.76253819  0.          0.        ]]","[ 0.24699145  0.56964178 -1.26366508  1.4611522   0.99583953 -0.67727832
  0.09457034  1.06188465 -0.03024789  0.10576852  0.        ]",[-0.24535337 -0.25342092]
16,-0.0496002807423,[-0.73803066 -0.30665813],-0.0496002807423,[  2.43701041e-04  -7.68271744e-01],"[[-1.05892234  1.47440848  0.1144755  -0.07777941]
 [-2.94971848  4.62968801  0.          0.        ]]","[ 0.18282204  0.40309082 -1.29922353  1.51945957  0.99583816 -0.67727764
 -0.03507533  0.39976954 -0.10159058  0.17869063  0.        ]",[-0.24535337 -0.25342092]
17,-0.0409791514415,[ 1.83953769  0.50049238],-0.0409791514415,[ 0.97396421 -0.79005724],"[[-1.14663395  1.55390442  0.1144755  -0.07777941]
 [-5.81194623  3.32422749  0.          0.        ]]","[ 0.05919642  0.30290324 -1.35758765  1.5315282   0.99583679 -0.67727696
 -0.34959073  0.19062433 -0.1723506   0.12467776  0.        ]",[-0.24535337 -0.25342092]
18,-0.0348854023732,[ 0.42519303 -1.04580179],-0.0348854023732,[-0.04558522 -1.10144305],"[[-1.22201516  1.63960428  0.1144755  -0.07777941]
 [-1.73967988  5.23941353  0.          0.        ]]","[-0.05108082  0.19476455 -1.39949981  1.52555799  0.99583542 -0.67727628
  0.09789014  0.49745201 -0.24285556  0.10428703  0.        ]",[-0.24535337 -0.25342092]
19,-0.0363623130215,[-1.62439104 -1.29516383],-0.0363623130215,[-0.53857827 -0.46134204],"[[-1.23957277  1.7036213   0.1144755  -0.07777941]
 [-0.02181348  1.17583811  0.          0.        ]]","[-0.07722997  0.11435811 -1.40813661  1.50826913  0.99583405 -0.67727559
  0.28665778 -0.15356547 -0.2792281   0.14989719  0.        ]",[-0.24535337 -0.25342092]
20,-0.029766081507,[ 2.30094771 -0.60653496],-0.029766081507,[ 0.91585732  0.1720691 ],"[[-1.27970892  1.68718221  0.1144755  -0.07777941]
 [-3.97859435 -2.8064862   0.          0.        ]]","[-0.13758793  0.13495354 -1.42626412  1.51374781  0.99583268 -0.67727491
 -0.14813351 -0.79156551 -0.29053737  0.07237313  0.        ]",[-0.24535337 -0.25342092]
21,-0.020081199649,[ 0.85857881  1.09557481],-0.020081199649,[ 0.24956033  0.77506989],"[[-1.31877661  1.60750717  0.1144755  -0.07777941]
 [ 0.05835701 -5.15319474  0.          0.        ]]","[-0.1970413   0.23523336 -1.44172253  1.53008918  0.99583131 -0.67727423
  0.29546751 -1.16752561 -0.28401414 -0.07805468  0.        ]",[-0.24535337 -0.25342092]
