timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.327232913812,[ 1.98193005  2.76304451],-0.327232913812,"[ 0.97632906  2.069912    0.1247415  -1.04575575 -0.95519952 -0.64068612
  0.40039249 -0.37137323  2.20427836  0.56882298  0.        ]","[[ 0.05838989 -0.07146928 -0.10870413 -0.07059403]
 [ 0.00384635  0.00243593  0.          0.        ]]",[-0.05846303 -0.08721916],[ 0.2515336   2.45800233]
1,-0.329850174731,[ 1.15835399 -1.07162341],-0.329850174731,"[ 0.97183492  2.07266797  0.18614257 -0.92106266 -0.95519661 -0.64068468
  0.74808235  0.19047884  2.20003994  0.67928203  0.        ]","[[ 0.09814115 -0.03170863 -0.10870413 -0.07059403]
 [ 3.95811581  3.96044398  0.          0.        ]]",[-0.05846303 -0.08721916],[-0.18405029  2.28653622]
2,-0.334548150828,[ 0.37629393  1.50951846],-0.334548150828,"[ 0.9451355   2.07329762  0.36674951 -0.79960889 -0.9551937  -0.64068324
  1.08916565 -0.3829418   2.1663975   0.92898515  0.        ]","[[  2.16224194e-01   6.97058346e-03  -1.08704126e-01  -7.05940350e-02]
 [  7.83726867e+00  -7.90561734e-02   0.00000000e+00   0.00000000e+00]]",[-0.05846303 -0.08721916],[-0.58781755  2.35796356]
3,-0.338458434082,[-1.36631307  1.79204493],-0.338458434082,"[ 0.87227284  2.07193576  0.61815585 -0.679826   -0.95519079 -0.6406818
  1.20628365  0.17928404  2.07021919  1.25847336  0.        ]","[[ 0.38633411  0.04512776 -0.10870413 -0.07059403]
 [ 9.16929528  3.88157331  0.          0.        ]]",[-0.05846303 -0.08721916],[-0.94271982  2.16850829]
4,-0.338875972979,[ 0.78866678  0.97479174],-0.338875972979,"[ 0.7818371   2.05564196  0.81521783 -0.31580322 -0.95518788 -0.64068036
  0.84237307  0.73067703  1.90465034  1.57800187  0.        ]","[[ 0.52819504  0.16173197 -0.10870413 -0.07059403]
 [ 5.03059474  7.76589472  0.          0.        ]]",[-0.05846303 -0.08721916],[-0.89052057  2.07077074]
5,-0.333466018181,[-0.77538518  1.43103072],-0.333466018181,"[ 0.67608997  1.9892957   0.98322575  0.26778846 -0.95518497 -0.64067892
  1.10784658  1.25658682  1.64114213  1.87523711  0.        ]","[[  0.65909914   0.35422163  -0.10870413  -0.07059403]
 [  8.04984752  11.47071987   0.           0.        ]]",[-0.05846303 -0.08721916],[-1.22023082  1.90188217]
6,-0.318307935287,[-0.47313232  1.61044021],-0.318307935287,"[ 0.5531415   1.82062619  1.13249609  1.00599414 -0.95518206 -0.64067748
  0.82406835  1.78657127  1.26120692  2.0914018   0.        ]","[[  0.78771428   0.62109638  -0.10870413  -0.07059403]
 [  4.82248531  15.20430016   0.           0.        ]]",[-0.05846303 -0.08721916],[-1.14607179  1.70778906]
7,-0.292091696338,[-1.68014879  1.53953568],-0.292091696338,"[ 0.47164994  1.49423114  1.2130336   1.75450392 -0.95517915 -0.64067604
  0.65109591  2.30597919  0.86408563  2.11805523  0.        ]","[[  0.86442545   0.96189613  -0.10870413  -0.07059403]
 [  2.85530128  18.86346593   0.           0.        ]]",[-0.05846303 -0.08721916],[-1.04855275  1.33357561]
8,-0.254519358576,[-1.27745949  1.42970743],-0.254519358576,"[ 0.45299573  0.98346503  1.22980469  2.25897679 -0.95517624 -0.6406746
  0.29828229  2.81514413  0.5293809   1.94229641  0.        ]","[[  0.88127285   1.37515706  -0.10870413  -0.07059403]
 [ -1.15720837  22.45061754   0.           0.        ]]",[-0.05846303 -0.08721916],[-0.74709177  0.88497066]
9,-0.208212657824,[-3.06911143  2.44000622],-0.208212657824,"[ 0.52095612  0.33542605  1.1657824   2.18894455 -0.95517333 -0.64067316
 -0.04758181  3.31413803  0.34282167  1.59350519  0.        ]","[[  0.81866402   1.8594445   -0.10870413  -0.07059403]
 [ -5.09068278  25.96632064   0.           0.        ]]",[-0.05846303 -0.08721916],[-0.4017292  0.6940074]
