timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.25977315026,[ 2.57755303  1.97370872],-0.25977315026,[ 2.39458776  2.05976963],"[[-0.05750618 -0.08608561 -0.01285898  0.1141308 ]
 [ 0.0012948   0.00310046  0.          0.        ]]","[ 0.94956742  1.74435281 -0.08333848 -1.23554555 -0.10593058  0.99165926
  0.34505916 -0.35891602  1.53112675 -1.53001059  0.        ]",[-0.14612401 -0.18913102]
1,-0.254319775959,[ 2.84100179  1.18225837],-0.254319775959,[ 1.94582403  1.60584533],"[[-0.01780543 -0.04631178 -0.01285898  0.1141308 ]
 [ 3.95561619  3.96109649  0.          0.        ]]","[ 0.95186595  1.74769556 -0.02300973 -1.12236266 -0.10593047  0.9916573
  0.73391465  0.23893041  1.5402881  -1.404181    0.        ]",[-0.14612401 -0.18913102]
2,-0.236643652096,[ 0.8819436   2.85860529],-0.236643652096,[ 1.32914913  1.19452775],"[[ 0.10019725  0.07183603 -0.01285898  0.1141308 ]
 [ 7.83176163  7.84075646  0.          0.        ]]","[ 0.9443883   1.74576985  0.15618832 -0.7856233  -0.10593036  0.99165535
  1.11508135  0.82494377  1.52393143 -1.02970058  0.        ]",[-0.14612401 -0.18913102]
3,-0.203889680147,[-0.25260763  0.57554325],-0.203889680147,[-0.04032259  0.51851231],"[[  0.2902699    0.26680808  -0.01285898   0.1141308 ]
 [ 11.16448962  11.64376244   0.           0.        ]]","[ 0.88771736  1.70399586  0.43932607 -0.23837602 -0.10593026  0.99165339
  1.4428079   1.39937615  1.36158854 -0.45353085  0.        ]",[-0.14612401 -0.18913102]
4,-0.16039710758,[-2.58751467 -0.95472223],-0.16039710758,[-0.83866268  0.0644359 ],"[[  5.01316117e-01   5.20238416e-01  -1.28589803e-02   1.14130799e-01]
 [  9.94428637e+00   1.36924253e+01   0.00000000e+00   0.00000000e+00]]","[ 0.76271     1.58059062  0.73491567  0.42738361 -0.10593015  0.99165143
  1.3228131   1.70881564  0.97878644  0.094381    0.        ]",[-0.14612401 -0.18913102]
5,-0.122698782845,[-0.14347014 -0.61576371],-0.122698782845,[-0.7202158   0.36080682],"[[ 0.65855777  0.75345082 -0.01285898  0.1141308 ]
 [ 5.79356673  9.64230636  0.          0.        ]]","[ 0.63022352  1.40440836  0.93473807  0.96092014 -0.10593004  0.99164947
  0.91464222  1.09705257  0.55623617  0.37215437  0.        ]",[-0.14612401 -0.18913102]
6,-0.096710614333,[-1.14783471  0.37939594],-0.096710614333,[-0.9619261   0.26692417],"[[ 0.76759797  0.91991986 -0.01285898  0.1141308 ]
 [ 5.11266816  7.0133575   0.          0.        ]]","[ 0.5204867   1.24722417  1.0600958   1.27861528 -0.10592994  0.99164751
  0.84768326  0.69995525  0.2319624   0.46041537  0.        ]",[-0.14612401 -0.18913102]
7,-0.077632538192,[-0.41602203  0.0161419 ],-0.077632538192,[-0.46588308 -0.11475313],"[[ 0.82913849  1.07387793 -0.01285898  0.1141308 ]
 [ 1.05485291  8.37789357  0.          0.        ]]","[ 0.45265497  1.08276221  1.12539647  1.51676321 -0.10592983  0.99164556
  0.44864928  0.90606354 -0.00668768  0.45075545  0.        ]",[-0.14612401 -0.18913102]
8,-0.0624302325738,[-1.0081827   0.76591619],-0.0624302325738,[-0.26321065 -0.39201874],"[[ 0.83351325  1.24041732 -0.01285898  0.1141308 ]
 [-0.61186136  8.27637301  0.          0.        ]]","[ 0.4476795   0.88882229  1.12987734  1.707454   -0.10592972  0.9916436
  0.28474914  0.89072751 -0.15857824  0.37794333  0.        ]",[-0.14612401 -0.18913102]
9,-0.0475698361889,[ 0.97885798 -0.07033163],-0.0475698361889,[ 0.50376254 -0.87921298],"[[  0.78168978   1.43473786  -0.01285898   0.1141308 ]
 [ -4.55740086  11.14607247   0.           0.        ]]","[ 0.50531394  0.64847912  1.07540395  1.83532772 -0.10592962  0.99164164
 -0.103244    1.32418533 -0.24026778  0.25772906  0.        ]",[-0.14612401 -0.18913102]
