timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.280072670159,[ 2.09900866  1.97744605],-0.280072670159,"[ 0.95392896  1.90330057  0.0044317  -1.08699252 -0.49627578  0.64592075
  0.38238029 -0.36671386  1.85439062 -0.92131447  0.        ]","[[-0.01321444 -0.06184251 -0.05673009  0.07683335]
 [-0.00176298 -0.00156615  0.          0.        ]]",[-0.10623121 -0.14193638],[ 2.15585184  2.57891345]
1,-0.276697539942,[ 1.09839086  3.38662538],-0.276697539942,"[ 0.95353684  1.90546788  0.06561835 -0.96909597 -0.49627502  0.64591963
  0.74981883  0.21172844  1.85670536 -0.80390531  0.        ]","[[ 0.02642573 -0.02216111 -0.05673009  0.07683335]
 [ 3.95261676  3.95652043  0.          0.        ]]",[-0.10623121 -0.14193638],[ 1.77131283  2.31946325]
2,-0.265025522524,[ 1.3930838  1.9834108],-0.265025522524,"[ 0.93856327  1.89977163  0.24691746 -0.61845432 -0.49627426  0.64591851
  1.10999311  0.77872146  1.82244386 -0.45702345  0.        ]","[[ 0.1443691   0.09589606 -0.05673009  0.07683335]
 [ 7.82883389  7.83626758  0.          0.        ]]",[-0.10623121 -0.14193638],[ 1.02042735  1.9635644 ]
3,-0.240868203108,[-0.56251779  0.82725759],-0.240868203108,"[ 0.86926992  1.85088838  0.53827606 -0.05060583 -0.4962735   0.64591738
  1.46306862  1.33448182  1.63650523  0.0754762   0.        ]","[[  0.33906988   0.29077734  -0.05673009   0.07683335]
 [ 11.62868327  11.63917231   0.           0.        ]]",[-0.10623121 -0.14193638],[-0.39549389  1.37890351]
4,-0.205433937232,[-1.62311038  1.58086426],-0.205433937232,"[ 0.73677168  1.71013658  0.82774865  0.66162649 -0.49627274  0.64591626
  1.23488328  1.77960491  1.24151873  0.55760783  0.        ]","[[  0.54700394   0.55412133  -0.05673009   0.07683335]
 [  9.17299675  14.68505896   0.           0.        ]]",[-0.10623121 -0.14193638],[-0.86162013  0.90409803]
5,-0.16495727978,[ 0.01375012 -1.27019954],-0.16495727978,"[ 0.61440722  1.42670567  1.00619135  1.39763169 -0.49627198  0.64591514
  0.85042198  2.31594082  0.76176756  0.77499878  0.        ]","[[  0.68894982   0.88464597  -0.05673009   0.07683335]
 [  5.03544594  18.35515485   0.           0.        ]]",[-0.10623121 -0.14193638],[-0.6978007   0.26878861]
6,-0.124707942309,[-1.0418352   0.19624026],-0.124707942309,"[ 0.5138548   1.06193149  1.12055615  1.87745119 -0.49627122  0.64591401
  0.84647768  1.68415642  0.33409301  0.75220191  0.        ]","[[  0.78923418   1.20837438  -0.05673009   0.07683335]
 [  4.99301668  14.03209082   0.           0.        ]]",[-0.10623121 -0.14193638],[ -9.56812859e-01  -1.53839588e-04]
7,-0.0897946848249,[-2.35585722 -0.74251717],-0.0897946848249,"[ 0.44950465  0.69868949  1.18294439  2.06185813 -0.49627046  0.64591289
  0.46969634  1.75722778  0.04210209  0.59246817  0.        ]","[[  0.84841171   1.49403382  -0.05673009   0.07683335]
 [  0.93810854  14.5321585    0.           0.        ]]",[-0.10623121 -0.14193638],[-0.51488507 -0.35303074]
8,-0.0636400608367,[-0.68787555 -1.89232734],-0.0636400608367,"[ 0.47287638  0.36245509  1.16112909  2.02175382 -0.4962697   0.64591177
  0.10032841  1.28560757 -0.07971976  0.39201894  0.        ]","[[  0.82729257   1.75229841  -0.05673009   0.07683335]
 [ -3.03701901  11.30501065   0.           0.        ]]",[-0.10623121 -0.14193638],[-0.02200504 -0.22543967]
9,-0.0513541688153,[ 1.0866254 -0.7769786],-0.0513541688153,"[ 0.56475698  0.13101845  1.06552757  1.87401811 -0.49626894  0.64591064
 -0.14702913  0.67427485 -0.0719249   0.24889781  0.        ]","[[ 0.73984421  1.93642766 -0.05673009  0.07683335]
 [-5.69907372  7.12182206  0.          0.        ]]",[-0.10623121 -0.14193638],[ 0.3751325  0.0994091]
