timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.400069937589,[ 1.37455846  3.72470927],-0.400069937589,[ 1.97727084  2.85651422],"[[ 0.03259211  0.01419477 -0.18973537 -0.01175234]
 [-0.00345659  0.00032342  0.          0.        ]]","[ 0.97393477  1.60882863  0.03573794 -1.05348819 -1.64707055 -0.10429934
  0.30987681 -0.34837245  3.25243647  0.00610535  0.        ]",[-0.20950812 -0.22209328]
1,-0.399948787314,[ 1.30686243  3.48497037],-0.399948787314,[ 1.77587497  2.6761651 ],"[[ 0.07219874  0.05391357 -0.18973537 -0.01175234]
 [ 3.95095979  3.95837015  0.          0.        ]]","[ 0.97065776  1.60711952  0.09453552 -0.94513569 -1.64706577 -0.10429926
  0.72657046  0.27188109  3.24356864  0.14237576  0.        ]",[-0.20950812 -0.22209328]
2,-0.396953141233,[ 0.30967605  2.704786  ],-0.396953141233,[ 1.50888526  2.51189733],"[[ 0.19010967  0.1720073  -0.18973537 -0.01175234]
 [ 7.8272584   7.83807317  0.          0.        ]]","[ 0.94631826  1.59034462  0.26822485 -0.6250131  -1.64706098 -0.10429917
  1.13503148  0.87985707  3.17172976  0.53926276  0.        ]",[-0.20950812 -0.22209328]
3,-0.384865380961,[ 1.70293304  1.30182668],-0.384865380961,[ 1.3970933   2.27875185],"[[  0.3573806    0.36693487  -0.18973537  -0.01175234]
 [  8.89635654  11.64199634   0.           0.        ]]","[ 0.87498733  1.52502797  0.50736422 -0.11292967 -1.64705619 -0.10429909
  1.24768464  1.47595546  2.94156609  1.07837444  0.        ]",[-0.20950812 -0.22209328]
4,-0.3552716803,[ 1.39660447  2.87896352],-0.3552716803,[ 1.14962757  2.08464336],"[[  5.73228969e-01   6.37174144e-01  -1.89735372e-01  -1.17523398e-02]
 [  1.26761333e+01   1.53694817e+01   0.00000000e+00   0.00000000e+00]]","[ 0.72233373  1.36159     0.79358821  0.53174906 -1.6470514  -0.10429901
  1.64597172  2.06007018  2.451245    1.60981027  0.        ]",[-0.20950812 -0.22209328]
5,-0.296787987711,[-1.67232161  0.1601734 ],-0.296787987711,[-0.29295483  0.92695761],"[[  8.63940659e-01   9.81220542e-01  -1.89735372e-01  -1.17523398e-02]
 [  1.63831211e+01   1.90229262e+01   0.00000000e+00   0.00000000e+00]]","[ 0.42115955  1.04925404  1.11777201  1.17664418 -1.64704661 -0.10429893
  2.03658473  2.63257283  1.64418433  1.87673327  0.        ]",[-0.20950812 -0.22209328]
6,-0.219538257617,[-0.6530533  -0.18571779],-0.219538257617,[-0.60977679  0.09523529],"[[  1.14868646e+00   1.36426658e+00  -1.89735372e-01  -1.17523398e-02]
 [  1.21056005e+01   1.92808183e+01   0.00000000e+00   0.00000000e+00]]","[ 0.04252086  0.60686315  1.34347534  1.57946978 -1.64704183 -0.10429884
  1.58584076  2.672969    0.87867451  1.59622928  0.        ]",[-0.20950812 -0.22209328]
7,-0.152002163476,[-1.01888204 -1.02965125],-0.152002163476,[-0.6946221  -0.73220021],"[[  1.36250051e+00   1.73867481e+00  -1.89735372e-01  -1.17523398e-02]
 [  9.28498689e+00   1.81637310e+01   0.00000000e+00   0.00000000e+00]]","[-0.27789627  0.1377335   1.44182789  1.59910029 -1.64703704 -0.10429876
  1.28861899  2.49790151  0.49913017  1.01813084  0.        ]",[-0.20950812 -0.22209328]
8,-0.116572969968,[ 0.52210447 -0.42295251],-0.116572969968,[-0.07052167 -0.78441852],"[[  1.50667172e+00   2.05861555e+00  -1.89735372e-01  -1.17523398e-02]
 [  5.14552045e+00   1.38447350e+01   0.00000000e+00   0.00000000e+00]]","[-0.50327298 -0.24246758  1.47090365  1.31907135 -1.64703225 -0.10429868
  0.85242629  1.82108919  0.4564742   0.50374786  0.        ]",[-0.20950812 -0.22209328]
9,-0.112312937396,[-0.1929572  -2.45275072],-0.112312937396,[-0.5441488  -1.37854314],"[[  1.62930974e+00   2.31595488e+00  -1.89735372e-01  -1.17523398e-02]
 [  7.11169587e+00   1.18956984e+01   0.00000000e+00   0.00000000e+00]]","[-0.69682538 -0.5064161   1.47141121  0.91404423 -1.64702746 -0.1042986
  1.05960806  1.515663    0.56391735  0.13799532  0.        ]",[-0.20950812 -0.22209328]
10,-0.124446367765,[-0.91368029 -0.31728726],-0.124446367765,[-0.37872982 -1.27902985],"[[ 1.76247512  2.51177679 -0.18973537 -0.01175234]
 [ 6.20772587  7.7004813   0.          0.        ]]","[-0.90532727 -0.67035026  1.44672474  0.515548   -1.64702268 -0.10429851
  0.96435179  0.85825425  0.71561538 -0.10004657  0.        ]",[-0.20950812 -0.22209328]
11,-0.139157404408,[-0.37784624 -0.28281418],-0.139157404408,[ 0.00864445 -0.87016302],"[[ 1.84910621  2.65165068 -0.18973537 -0.01175234]
 [ 2.4677801   6.29160745  0.          0.        ]]","[-1.03833549 -0.76391459  1.41674311  0.19229151 -1.64701789 -0.10429843
  0.57025862  0.63747725  0.85498194 -0.20733631  0.        ]",[-0.20950812 -0.22209328]
12,-0.151968404119,[ 1.19721432 -0.96886982],-0.151968404119,[ 0.07522126 -0.67792517],"[[ 1.88296318  2.76499703 -0.18973537 -0.01175234]
 [ 0.92304253  5.04717404  0.          0.        ]]","[-1.08948619 -0.82386886  1.4020949  -0.08837217 -1.6470131  -0.10429835
  0.40748318  0.44246892  0.97267937 -0.24194508  0.        ]",[-0.20950812 -0.22209328]
13,-0.159683002447,[ 0.63123976  0.31596367],-0.159683002447,[-0.28929731 -0.91263324],"[[ 1.94096382  2.82644804 -0.18973537 -0.01175234]
 [ 4.8638854   1.11104244  0.          0.        ]]","[-1.17578985 -0.85012499  1.37324506 -0.24615749 -1.64700831 -0.10429827
  0.82274447 -0.17433957  1.04326733 -0.26351889  0.        ]",[-0.20950812 -0.22209328]
14,-0.165745714331,[-1.8597737  -0.80717238],-0.165745714331,[-0.66618276 -1.09023571],"[[ 2.06235165  2.86100118 -0.18973537 -0.01175234]
 [ 7.2668972   2.3401703   0.          0.        ]]","[-1.34986067 -0.86290638  1.29791722 -0.33631969 -1.64700353 -0.10429818
  1.07595768  0.01827015  1.09813391 -0.29364854  0.        ]",[-0.20950812 -0.22209328]
15,-0.169478634497,[-0.67731538 -0.8602577 ],-0.169478634497,[-0.43571955 -0.84467977],"[[ 2.16652085  2.87527056 -0.18973537 -0.01175234]
 [ 3.16368615 -0.90241738  0.          0.        ]]","[-1.4905848  -0.86776292  1.21784627 -0.37382317 -1.64699874 -0.1042981
  0.64358516 -0.4898575   1.13163983 -0.3142436   0.        ]",[-0.20950812 -0.22209328]
16,-0.165035277599,[-1.0361392  -0.39031131],-0.165035277599,[-0.24122049 -0.70485049],"[[ 2.20225898  2.8232242  -0.18973537 -0.01175234]
 [ 0.41928257 -4.29092174  0.          0.        ]]","[-1.53672204 -0.84885562  1.18725244 -0.23779412 -1.64699395 -0.10429802
  0.35439589 -1.02085011  1.08906951 -0.34253194  0.        ]",[-0.20950812 -0.22209328]
17,-0.153723002415,[-0.0086871  -0.12536145],-0.153723002415,[ 0.1215899  -0.40683311],"[[ 2.17083742  2.72275057 -0.18973537 -0.01175234]
 [-3.54818663 -5.75157135  0.          0.        ]]","[-1.49621138 -0.80323816  1.2142294   0.01794166 -1.64698916 -0.10429794
 -0.06367269 -1.24973812  0.98325941 -0.36121066  0.        ]",[-0.20950812 -0.22209328]
18,-0.138834566755,[-0.34981061 -1.66551369],-0.138834566755,[ 0.30949673 -0.29816824],"[[ 2.10023471  2.60388106 -0.18973537 -0.01175234]
 [-3.51219536 -6.13410578  0.          0.        ]]","[-1.4020418  -0.73431199  1.27039085  0.30584311 -1.64698438 -0.10429785
 -0.05988009 -1.30968021  0.84727117 -0.33985204  0.        ]",[-0.20950812 -0.22209328]
19,-0.119163537244,[ 0.88837276  0.47221539],-0.119163537244,[ 0.73272431  0.56491911],"[[ 2.01679558  2.44268908 -0.18973537 -0.01175234]
 [-4.82725227 -9.97230251  0.          0.        ]]","[-1.28566659 -0.61665526  1.3285007   0.66400177 -1.64697959 -0.10429777
 -0.19845312 -1.91113574  0.67011211 -0.26003982  0.        ]",[-0.20950812 -0.22209328]
