timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.132881572395,[ 1.18134223  2.51792208],-0.132881572395,"[ 0.9923785   1.60029722  0.0136313  -0.94751927  0.6862293   0.27746603
  0.3095188  -0.34656788  0.79425932 -0.42383789  0.        ]","[[ 0.02391682  0.05804157  0.07848095  0.03295463]
 [ 0.00485853  0.00051648  0.          0.        ]]",[-0.22177659 -0.23839673],[ 0.76768368  2.46213198]
1,-0.130191860495,[ 1.05989159  1.46604061],-0.130191860495,"[ 0.98965092  1.59638769  0.07234401 -0.84003009  0.68622854  0.2774658
  0.71869781  0.27424336  0.78283961 -0.2875356   0.        ]","[[ 0.06368816  0.0977642   0.07848095  0.03295463]
 [ 3.95911901  3.9585603   0.          0.        ]]",[-0.22177659 -0.23839673],[-0.45252496  1.84355569]
2,-0.124417073493,[-1.85093364  0.10933914],-0.124417073493,"[ 0.96703529  1.57309628  0.24541581 -0.52358569  0.68622779  0.27746558
  1.11979541  0.88276555  0.70335767  0.10723744  0.        ]","[[ 0.18176095  0.21586169  0.07848095  0.03295463]
 [ 7.83529081  7.83825746  0.          0.        ]]",[-0.22177659 -0.23839673],[-1.71789205  1.03094363]
3,-0.121871899173,[-1.05479789  0.77325054],-0.121871899173,"[ 0.92418253  1.51441945  0.41107829 -0.10969059  0.68622704  0.27746536
  0.69441147  0.92656733  0.53579195  0.50778287  0.        ]","[[ 0.2972215   0.37542891  0.07848095  0.03295463]
 [ 3.72444389  8.1175279   0.          0.        ]]",[-0.22177659 -0.23839673],[-1.54512715  1.16499972]
4,-0.120371559091,[-0.99138945 -0.00582262],-0.120371559091,"[ 0.90770622  1.40477944  0.45892856  0.35270154  0.68622629  0.27746514
  0.27733667  1.38181689  0.36418969  0.73134911  0.        ]","[[  0.33127066   0.56690138   0.07848095   0.03295463]
 [ -0.30610826  11.02003206   0.           0.        ]]",[-0.22177659 -0.23839673],[-1.01602268  0.71325487]
5,-0.115547385057,[ 0.44847408  0.3678504 ],-0.115547385057,"[ 0.92929215  1.2328243   0.39499646  0.81341353  0.68622553  0.27746491
 -0.12787131  1.34418356  0.23087618  0.79780533  0.        ]","[[  0.28586009   0.78489518   0.07848095   0.03295463]
 [ -4.22198151  10.78011515   0.           0.        ]]",[-0.22177659 -0.23839673],[-0.17489819  0.46000037]
6,-0.108039194907,[-0.76465641  0.07977627],-0.108039194907,"[ 0.95506637  1.00779967  0.30086819  1.19791298  0.68622478  0.27746469
  0.06436374  1.53906432  0.09550881  0.80728183  0.        ]","[[  0.22005889   1.01296376   0.07848095   0.03295463]
 [ -2.36425016  12.02262136   0.           0.        ]]",[-0.22177659 -0.23839673],[-0.56816453 -0.01364991]
7,-0.0979534743686,[ 0.47928366 -0.88091857],-0.0979534743686,"[ 0.97686277  0.73236013  0.18872809  1.47449891  0.68622403  0.27746447
 -0.24386615  1.55138523 -0.05293289  0.77466909  0.        ]","[[  0.14288871   1.25420502   0.07848095   0.03295463]
 [ -5.34293754  12.10119979   0.           0.        ]]",[-0.22177659 -0.23839673],[ 0.10648538 -0.34390643]
8,-0.0869467236507,[-1.74058818 -1.34408582],-0.0869467236507,"[ 0.99035001  0.48020483  0.06119051  1.59239477  0.68622328  0.27746425
 -0.03657507  0.96662968 -0.16399049  0.69761198  0.        ]","[[ 0.05612897  1.45882283  0.07848095  0.03295463]
 [-3.33971058  8.37303386  0.          0.        ]]",[-0.22177659 -0.23839673],[-0.40720573 -0.13692567]
9,-0.0763268402613,[-0.16089803  0.55454257],-0.0763268402613,"[ 0.99088071  0.32122028 -0.09513027  1.6091193   0.68622253  0.27746402
 -0.4391884   0.31966698 -0.18427461  0.58471467  0.        ]","[[-0.04970176  1.58489872  0.07848095  0.03295463]
 [-7.23050101  4.24825229  0.          0.        ]]",[-0.22177659 -0.23839673],[ 0.70142704  0.4865694 ]
10,-0.0635214515108,[ 2.49319657  0.16345069],-0.0635214515108,"[ 0.96183378  0.1874783  -0.31424563  1.58978276  0.68622177  0.2774638
 -0.49033314  0.65084868 -0.15730075  0.4219246   0.        ]","[[-0.19927078  1.6910491   0.07848095  0.03295463]
 [-7.7247591   6.35974135  0.          0.        ]]",[-0.22177659 -0.23839673],[ 0.94370961 -0.02928057]
