timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.298186376134,[-0.74101665 -0.28436878],-0.298186376134,"[ 0.96207801  1.81083988 -0.07251068 -0.98387571 -0.25565629 -1.64130511
  0.35826045 -0.36231235  1.67475411  1.56233293  0.        ]","[[-0.04968016 -0.00833538 -0.02930378 -0.1896594 ]
 [ 0.0045728   0.00153258  0.          0.        ]]",[-0.13214535 -0.17374799],[-2.60885978  0.92306787]
1,-0.293400902696,[-2.20313988 -0.67697142],-0.293400902696,"[ 0.95921319  1.8106296  -0.11696652 -1.01646685 -0.25565601 -1.64129873
  0.08375595 -0.5300273   1.67016038  1.49149218  0.        ]","[[-0.07899654 -0.01959095 -0.02930378 -0.1896594 ]
 [-2.92645346 -1.12334383  0.          0.        ]]",[-0.13214535 -0.17374799],[-2.36269474  1.00574327]
2,-0.275868250569,[-1.96737027  0.14654269],-0.275868250569,"[ 0.94031722  1.80783307 -0.26405591 -1.15857395 -0.25565572 -1.64129236
 -0.28121405 -0.92614243  1.63597785  1.24578786  0.        ]","[[-0.17662503 -0.06871405 -0.02930378 -0.1896594 ]
 [-6.82342713 -3.78011569  0.          0.        ]]",[-0.13214535 -0.17374799],[-1.86318135  1.26161969]
3,-0.243416756366,[-0.79331995  0.48038195],-0.243416756366,"[ 0.87111025  1.79868075 -0.52016517 -1.35733574 -0.25565543 -1.64128598
 -0.63908817 -0.82824362  1.51506173  0.84386113  0.        ]","[[ -0.35143285  -0.1377285   -0.02930378  -0.1896594 ]
 [-10.64463746  -3.12351449   0.           0.        ]]",[-0.13214535 -0.17374799],[-1.28076708  1.23029137]
4,-0.199117297496,[ 0.0176138   1.18567654],-0.199117297496,"[ 0.70401335  1.78996155 -0.84717948 -1.4795723  -0.25565515 -1.64127961
 -0.91335901 -0.53523935  1.26360272  0.39472018  0.        ]","[[ -0.59370859  -0.18048153  -0.02930378  -0.1896594 ]
 [-13.57318084  -1.15832914   0.           0.        ]]",[-0.13214535 -0.17374799],[-0.47160667  1.03910756]
5,-0.152742029828,[-0.8132247   1.17770401],-0.152742029828,"[ 0.43395359  1.79365171 -1.1504533  -1.43165776 -0.25565486 -1.64127323
 -0.88182979  0.05854476  0.9274246   0.03819399  0.        ]","[[ -0.86179482  -0.16369007  -0.02930378  -0.1896594 ]
 [-13.23654552   2.82419975   0.           0.        ]]",[-0.13214535 -0.17374799],[ 0.15187779  0.77289808]
6,-0.107085010882,[ 2.28862755 -0.15715042],-0.107085010882,"[ 0.05688221  1.8078614  -1.38790985 -1.156572   -0.25565457 -1.64126686
 -1.15873332  0.64075844  0.54739137 -0.20241203  0.        ]","[[ -1.15619088  -0.06802655  -0.02930378  -0.1896594 ]
 [-16.19320987   6.72912733   0.           0.        ]]",[-0.13214535 -0.17374799],[ 1.241961    0.52412325]
7,-0.0660200387778,[ 0.78363627  0.21143613],-0.0660200387778,"[-0.35258871  1.8085932  -1.50310264 -0.78906471 -0.25565429 -1.64126048
 -0.75821951  0.5278725   0.17795962 -0.31857381  0.        ]","[[ -1.43714786   0.05895966  -0.02930378  -0.1896594 ]
 [-11.91674075   5.97200381   0.           0.        ]]",[-0.13214535 -0.17374799],[ 1.31702888  0.46452874]
8,-0.0397731871028,[ 0.86787965  0.11113468],-0.0397731871028,"[-0.66307719  1.78873131 -1.51279635 -0.42529096 -0.255654   -1.64125411
 -0.44584534  0.63486794 -0.06914689 -0.33734251  0.        ]","[[-1.64201797  0.18559989 -0.02930378 -0.1896594 ]
 [-8.58137577  6.68963012  0.          0.        ]]",[-0.13214535 -0.17374799],[ 1.29179108  0.29375127]
9,-0.0276931526181,[ 2.06706296 -0.08908887],-0.0276931526181,"[-0.86672056  1.74452077 -1.48429627 -0.04194559 -0.25565372 -1.64124774
 -0.10842023  0.68051855 -0.18231974 -0.3191524   0.        ]","[[-1.77749719  0.32246443 -0.02930378 -0.1896594 ]
 [-4.97852804  6.99581629  0.          0.        ]]",[-0.13214535 -0.17374799],[ 1.01826119  0.08691382]
