timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.394625353383,[ 1.96427998  2.02124677],-0.394625353383,"[ 1.03633419  1.39373373  0.08503197 -1.50516642 -1.60287963 -0.09099463
  0.25248033 -0.32671782  3.59200754 -0.01901034  0.        ]","[[ 0.04913218 -0.08134586 -0.18461969 -0.01066157]
 [ 0.00268921  0.00238477  0.          0.        ]]",[-0.60823041 -0.5093506 ],[ 1.87100077  1.4832803 ]
1,-0.394877640323,[ 2.53817516  0.69307951],-0.394877640323,"[ 1.03215186  1.39687488  0.1429334  -1.40118658 -1.60287683 -0.09099459
  0.73513724  0.35248128  3.58852871  0.14293015  0.        ]","[[ 0.08886053 -0.04158621 -0.18461969 -0.01066157]
 [ 3.95698249  3.96039458  0.          0.        ]]",[-0.60823041 -0.5093506 ],[ 1.90084696  0.98860049]
2,-0.393175698925,[ 2.37469891  0.37462241],-0.393175698925,"[ 1.00561511  1.3953214   0.31340142 -1.12373919 -1.60287402 -0.09099454
  1.20830855  0.80969428  3.53113619  0.60128831  0.        ]","[[ 0.20689501  0.06435441 -0.18461969 -0.01066157]
 [ 7.83356916  6.62478982  0.          0.        ]]",[-0.60823041 -0.5093506 ],[ 2.0518446   0.73597479]
3,-0.383695099857,[ 2.5856229   0.26982097],-0.383695099857,"[ 0.91664531  1.36960065  0.58450529 -0.74499568 -1.60287122 -0.0909945
  1.67219724  1.04146947  3.30947205  1.26808746  0.        ]","[[  4.01698053e-01   2.10401990e-01  -1.84619692e-01  -1.06615678e-02]
 [  1.16341200e+01   7.97545694e+00   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[ 2.44922924  0.77908099]
4,-0.359420559755,[ 2.86217917  0.99270355],-0.359420559755,"[ 0.70645918  1.306633    0.92255958 -0.32269427 -1.60286841 -0.09099445
  2.1269674   1.19742559  2.80931574  1.97449297  0.        ]","[[  6.71762482e-01   3.79030100e-01  -1.84619692e-01  -1.06615678e-02]
 [  1.53599900e+01   8.88429354e+00   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[ 2.55419636  1.1323328 ]
5,-0.3107330687,[ 0.70761933  0.286596  ],-0.3107330687,"[ 0.31620739  1.17725496  1.25483648  0.17507421 -1.60286561 -0.09099441
  2.57270262  1.84142025  1.94898748  2.44887322  0.        ]","[[  1.01560064e+00   5.94370484e-01  -1.84619692e-01  -1.06615678e-02]
 [  1.90118767e+01   1.26371714e+01   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[ 0.92387146  0.58137697]
6,-0.231998014902,[-1.81173285 -1.62724566],-0.231998014902,"[-0.25943986  0.95457682  1.45773887  0.68660515 -1.6028628  -0.09099436
  2.8687054   1.99287464  0.8831957   2.29235408  0.        ]","[[  1.42016895e+00   8.55970445e-01  -1.84619692e-01  -1.06615678e-02]
 [  2.14370737e+01   1.35197955e+01   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[-1.89334142 -1.31517506]
7,-0.146130053165,[-2.41139951 -3.36179762],-0.146130053165,"[-0.842825    0.71306756  1.43439572  1.02358886 -1.60286    -0.09099432
  2.33439403  1.26746546  0.1359824   1.55452368  0.        ]","[[  1.80499260e+00   1.08395218e+00  -1.84619692e-01  -1.06615678e-02]
 [  1.70596142e+01   9.29249902e+00   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[-2.31090903 -1.74609447]
8,-0.0803401977338,[-2.39706779 -0.91355806],-0.0803401977338,"[-1.26339621  0.54326338  1.27211752  1.1757789  -1.60285719 -0.09099427
  1.81048263  0.5564644  -0.15983264  0.79764793  0.        ]","[[  2.10312117e+00   1.22823014e+00  -1.84619692e-01  -1.06615678e-02]
 [  1.27673211e+01   5.14915693e+00   0.00000000e+00   0.00000000e+00]]",[-0.60823041 -0.5093506 ],[-2.14311433 -1.69258738]
9,-0.0391809745842,[-1.9022391  -1.82291058],-0.0391809745842,"[-1.52409917  0.46277787  1.08679475  1.2282175  -1.60285438 -0.09099423
  1.29680621 -0.0816739  -0.23305705  0.267012    0.        ]","[[ 2.31624402  1.2939015  -0.18461969 -0.01066157]
 [ 8.55885985  1.43041998  0.          0.        ]]",[-0.60823041 -0.5093506 ],[-1.43648064 -1.14916646]
10,-0.0213399945343,[-0.57767053  0.12279974],-0.0213399945343,"[-1.66057078  0.47686312  0.94950945  1.21988933 -1.60285158 -0.09099418
  0.79324953 -0.76586983 -0.257325    0.00379554  0.        ]","[[ 2.44602847  1.28250527 -0.18461969 -0.01066157]
 [ 4.43329789 -2.55671805  0.          0.        ]]",[-0.60823041 -0.5093506 ],[-0.51706457  0.03713921]
