timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.182197745134,[ 2.66087792  0.45414149],-0.182197745134,"[ 1.00958179  1.52963788  0.00435373 -1.01137016  1.44398074  1.60519439
  0.28664671 -0.33879899 -0.0028154  -2.19341193  0.        ]","[[ 0.01490022  0.05985736  0.1656208   0.18649552]
 [-0.00227616  0.00270538  0.          0.        ]]",[-0.28712681 -0.29393151],[ 3.52947116  0.63262171]
1,-0.172048138921,[ 0.26121656  0.9691545 ],-0.172048138921,"[ 1.00743964  1.52805762  0.06253286 -0.96325584  1.44397783  1.60519064
  0.71448566 -0.05007497 -0.01037813 -2.07711741  0.        ]","[[ 0.05453869  0.07793756  0.1656208   0.18649552]
 [ 3.95295702  1.79933093  0.          0.        ]]",[-0.28712681 -0.29393151],[ 2.28861237  0.08934391]
2,-0.145439544665,[ 0.13538657 -0.43859854],-0.145439544665,"[ 0.99383279  1.51728026  0.19202507 -0.76687317  1.44397491  1.60518688
  0.81764844  0.5608313  -0.05486849 -1.77941166  0.        ]","[[ 0.14316656  0.15206538  0.1656208   0.18649552]
 [ 4.90667002  5.60078162  0.          0.        ]]",[-0.28712681 -0.29393151],[ 1.07288277 -0.80041516]
3,-0.113870776956,[ 0.40253145 -1.16426628],-0.113870776956,"[ 0.96301717  1.49389642  0.33972707 -0.52252778  1.443972    1.60518312
  0.86516604  0.26389181 -0.15234148 -1.44039247  0.        ]","[[ 0.24570755  0.245542    0.1656208   0.18649552]
 [ 5.34596308  3.75303705  0.          0.        ]]",[-0.28712681 -0.29393151],[ 0.24941301 -0.70192385]
4,-0.0855949380818,[-0.7872974  -0.60570034],-0.0855949380818,"[ 0.90582086  1.48251077  0.51023951 -0.43345543  1.44396908  1.60517937
  1.02614499 -0.38446698 -0.27567592 -1.14504156  0.        ]","[[ 0.3675586   0.28012332  0.1656208   0.18649552]
 [ 6.83417083 -0.28146151  0.          0.        ]]",[-0.28712681 -0.29393151],[-0.74937582 -0.30223656]
5,-0.0686105304971,[ 0.85898833 -0.34643959],-0.0686105304971,"[ 0.83986795  1.49234851  0.64979037 -0.50970946  1.44396617  1.60517561
  0.67472143 -0.76879728 -0.36543672 -0.96562934  0.        ]","[[ 0.47164603  0.25049886  0.1656208   0.18649552]
 [ 3.58538683 -2.67301041  0.          0.        ]]",[-0.28712681 -0.29393151],[ 0.19732162  0.33121663]
6,-0.0561832702701,[-1.00742659  0.57516398],-0.0561832702701,"[ 0.75805697  1.51054926  0.78335874 -0.6834327   1.44396326  1.60517185
  1.0346744  -0.98094718 -0.44266427 -0.82746128  0.        ]","[[ 0.57674117  0.1837933   0.1656208   0.18649552]
 [ 6.91303999 -3.99314748  0.          0.        ]]",[-0.28712681 -0.29393151],[-1.40710998  0.25119531]
7,-0.0463773455873,[-0.30268165  0.51238849],-0.0463773455873,"[ 0.66956858  1.52158598  0.89904444 -0.83152136  1.44396034  1.6051681
  0.59187132 -0.60200232 -0.52711561 -0.70199319  0.        ]","[[ 0.67393001  0.1275892   0.1656208   0.18649552]
 [ 2.8194839  -1.63511917  0.          0.        ]]",[-0.28712681 -0.29393151],[-0.51095498  0.03238872]
8,-0.0425640681464,[-0.63699795 -1.02046076],-0.0425640681464,"[ 0.62587549  1.52342908  0.94842373 -0.86333757  1.44395743  1.60516434
  0.45623141 -0.27067863 -0.57815664 -0.63686202  0.        ]","[[ 0.71773851  0.11557255  0.1656208   0.18649552]
 [ 1.56554381  0.42658171  0.          0.        ]]",[-0.28712681 -0.29393151],[-0.44239008 -0.3520363 ]
9,-0.0433422365306,[ 1.10515431 -0.17075345],-0.0433422365306,"[ 0.61998905  1.5273783   0.95474931 -0.94633121  1.44395451  1.60516059
  0.18046905 -0.90819817 -0.56220787 -0.65363856  0.        ]","[[ 0.72347129  0.08430153  0.1656208   0.18649552]
 [-0.98378002 -3.54046576  0.          0.        ]]",[-0.28712681 -0.29393151],[ 0.97743082  0.75339508]
