timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.103988391145,[ 0.59209023  2.00853142],-0.103988391145,"[ 1.00200273  2.13431314 -0.0698173  -0.61570417  1.59917293  0.76605811
  0.39823255 -0.37132168 -0.061205   -0.92283439  0.        ]","[[-0.07220371  0.05452109  0.18633214  0.0921646 ]
 [ 0.00383447 -0.00265376  0.          0.        ]]",[-0.03070303 -0.06200163],[ 0.65350753  0.3463892 ]
1,-0.0949599916308,[ 0.74303715 -0.50692365],-0.0949599916308,"[ 1.00403177  2.13024571 -0.03360294 -0.48997652  1.59916246  0.76605587
  0.60137992  0.18314686 -0.06086119 -0.84397217  0.        ]","[[-0.04864282  0.09418724  0.18633214  0.0921646 ]
 [ 2.3444697   3.95607887  0.          0.        ]]",[-0.03070303 -0.06200163],[ 0.20660579  0.05443871]
2,-0.0731265095784,[-1.00165858  0.4989717 ],-0.0731265095784,"[ 1.00518638  2.12040133  0.08327751 -0.30645647  1.59915199  0.76605364
  0.85253879 -0.10911523 -0.07276349 -0.65540548  0.        ]","[[ 0.02728118  0.15237269  0.18633214  0.0921646 ]
 [ 5.238293    1.86942221  0.          0.        ]]",[-0.03070303 -0.06200163],[-0.30490819 -0.01366609]
3,-0.0537016067918,[-1.32819001 -0.09100228],-0.0537016067918,"[ 0.99976239  2.10634434  0.18168433 -0.12870316  1.59914153  0.7660514
  0.50013973  0.1626431  -0.09951169 -0.49174473  0.        ]","[[ 0.09130942  0.20922848  0.18633214  0.0921646 ]
 [ 1.17805114  3.809686    0.          0.        ]]",[-0.03070303 -0.06200163],[-0.14547265 -0.02901596]
4,-0.0491803480705,[-1.06250403 -0.92504295],-0.0491803480705,"[ 1.00169977  2.08239001  0.15657547  0.09276451  1.59913106  0.76604916
  0.15478711  0.10182189 -0.11335194 -0.45659083  0.        ]","[[ 0.07494747  0.28106541  0.18633214  0.0921646 ]
 [-2.80100779  3.37544551  0.          0.        ]]",[-0.03070303 -0.06200163],[ 0.27591848  0.08034778]
5,-0.0654469436572,[ 0.80666737  0.82701467],-0.0654469436572,"[ 1.00541563  2.07030895  0.01017645  0.18428264  1.5991206   0.76604693
 -0.18363042 -0.42035709 -0.09420488 -0.59468532  0.        ]","[[-0.020194    0.31116849  0.18633214  0.0921646 ]
 [-6.70016295 -0.35272706  0.          0.        ]]",[-0.03070303 -0.06200163],[ 1.00495231  0.3992359 ]
6,-0.0831678643893,[-2.42925641 -0.92051565],-0.0831678643893,"[ 0.9952805   2.05898296 -0.14439296  0.26219394  1.59911013  0.76604469
  0.10473212  0.0390975  -0.08395693 -0.74739266  0.        ]","[[-0.12086239  0.33702648  0.18633214  0.0921646 ]
 [-3.3777349   2.9276054   0.          0.        ]]",[-0.03070303 -0.06200163],[ 0.82489169  0.14950272]
7,-0.102339139901,[ 2.54399433  1.6229047 ],-0.102339139901,"[ 0.9689096   2.04894383 -0.30593045  0.32618782  1.59909967  0.76604246
 -0.23270081 -0.47933487 -0.08568562 -0.91444747  0.        ]","[[-0.2274245   0.35844128  0.18633214  0.0921646 ]
 [-7.26553296 -0.7738065   0.          0.        ]]",[-0.03070303 -0.06200163],[ 1.43635762  0.49021405]
8,-0.120459838564,[ 1.96538571 -0.29841862],-0.120459838564,"[ 0.9278536   2.03679539 -0.46007957  0.39844637  1.5990892   0.76604022
  0.12299502  0.07718539 -0.1013648  -1.07350491  0.        ]","[[-0.33161666  0.38283072  0.18633214  0.0921646 ]
 [-3.16732542  3.19952574  0.          0.        ]]",[-0.03070303 -0.06200163],[ 1.19123185  0.19250557]
9,-0.119367886754,[ 0.88587954 -0.4312175 ],-0.119367886754,"[ 0.91678467  2.00869503 -0.49346232  0.54860898  1.59907874  0.76603798
  0.47182739 -0.0973973  -0.10876479 -1.06537225  0.        ]","[[-0.35463811  0.43431509  0.18633214  0.0921646 ]
 [ 0.85180596  1.95307638  0.          0.        ]]",[-0.03070303 -0.06200163],[ 0.90907198  0.05737013]
