timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.449759106325,[ 4.38698041  2.51332135],-0.449759106325,"[ 1.00740287  1.50903406 -0.06540254 -1.36575952 -1.69887975  1.53497673
  0.29008998 -0.33656979  3.4562779  -2.43399251  0.        ]","[[-0.04592301 -0.06864535 -0.19586349  0.17835504]
 [-0.00184301  0.00053064  0.          0.        ]]",[-0.31720728 -0.3034842 ],[ 4.1306386   2.13956976]
1,-0.44509119608,[ 3.43359597  1.83678737],-0.44509119608,"[ 1.00902002  1.51148815 -0.00732045 -1.26059856 -1.69887552  1.53497343
  0.7310537   0.30349041  3.46351047 -2.2882423   0.        ]","[[-0.00628441 -0.02892242 -0.19586349  0.17835504]
 [ 3.95253876  3.95857616  0.          0.        ]]",[-0.31720728 -0.3034842 ],[ 3.68242645  1.31871867]
2,-0.428413785533,[ 1.36948544 -0.33621683],-0.428413785533,"[ 0.99930755  1.50697466  0.1652289  -0.94788678 -1.6988713   1.53497013
  1.16329992  0.93088192  3.43695895 -1.85554352  0.        ]","[[ 0.11165739  0.08917546 -0.19586349  0.17835504]
 [ 7.82875384  7.83828351  0.          0.        ]]",[-0.31720728 -0.3034842 ],[ 3.22977328  0.58327085]
3,-0.396497686162,[ 3.65330578 -0.58687058],-0.396497686162,"[ 0.93619695  1.47831173  0.44401157 -0.57704871 -1.69886707  1.53496684
  1.58724117  0.69025546  3.27056741 -1.24097089  0.        ]","[[  0.30637639   0.23101169  -0.19586349   0.17835504]
 [ 11.63051068   6.35028762   0.           0.        ]]",[-0.31720728 -0.3034842 ],[ 2.99005604  0.76907706]
4,-0.349206134605,[ 2.73549616  1.13754834],-0.349206134605,"[ 0.7562981   1.44214257  0.80078965 -0.31644158 -1.69886285  1.53496354
  2.00284569  0.29387985  2.90123584 -0.6093875   0.        ]","[[  0.57638093   0.33342472  -0.19586349   0.17835504]
 [ 15.3575364    3.89915916   0.           0.        ]]",[-0.31720728 -0.3034842 ],[ 2.48009849  0.91543418]
5,-0.278467781011,[-0.65847446 -0.11420183],-0.278467781011,"[ 0.39217359  1.38552208  1.16829794 -0.03018992 -1.69885862  1.53496024
  2.4099885   0.92140764  2.23955407 -0.07938408  0.        ]","[[  0.92016408   0.45034317  -0.19586349   0.17835504]
 [ 19.00872466   7.7797052    0.           0.        ]]",[-0.31720728 -0.3034842 ],[ 0.70396614 -0.59009433]
6,-0.194272908843,[ 1.31969614  0.15972468],-0.194272908843,"[-0.09253253  1.29052186  1.40214811  0.31240933 -1.6988544   1.53495695
  2.07766427  0.82344036  1.42028886  0.07322555  0.        ]","[[  1.27043854   0.59985901  -0.19586349   0.17835504]
 [ 16.02862788   7.17389552   0.           0.        ]]",[-0.31720728 -0.3034842 ],[-0.16555877 -1.17885363]
7,-0.110930035702,[-3.04844313 -4.76368847],-0.110930035702,"[-0.6440993   1.17313953  1.46541343  0.61941036 -1.69885017  1.53495365
  2.48354395  0.90240413  0.63217625 -0.20928922  0.        ]","[[  1.62753028   0.74823696  -0.19586349   0.17835504]
 [ 19.6685158    7.66220215   0.           0.        ]]",[-0.31720728 -0.3034842 ],[-2.66003203 -3.05082107]
8,-0.0742217625138,[-2.1664639  -3.48721056],-0.0742217625138,"[-1.17400122  1.07084857  1.34829947  0.82522705 -1.69884595  1.53495035
  1.99919129  0.23763164  0.06049315 -0.7999492   0.        ]","[[  1.9773229    0.86023502  -0.19586349   0.17835504]
 [ 15.32505503   3.55134983   0.           0.        ]]",[-0.31720728 -0.3034842 ],[-2.77191615 -3.22583508]
9,-0.101743977596,[-2.535501   -2.26765412],-0.101743977596,"[-1.52725292  1.04103853  1.15059805  0.87718263 -1.69884172  1.53494706
  1.52434224 -0.41393133 -0.2046785  -1.32208139  0.        ]","[[  2.24110036   0.89083554  -0.19586349   0.17835504]
 [ 11.06678314  -0.47781734   0.           0.        ]]",[-0.31720728 -0.3034842 ],[-2.55572557 -2.92159319]
