timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.319173210441,[ 0.01543287  1.76505781],-0.319173210441,[ 0.24599342  2.38703394],"[[-0.03732841  0.08405624 -0.10685666 -0.03851364]
 [-0.00039858 -0.00122725  0.          0.        ]]","[ 1.00676905  1.47205971 -0.05978177 -0.99250073 -0.92695225 -0.32901393
  0.26868895 -0.33507125  2.65795092  0.25911813  0.        ]",[-0.3703084  -0.31397182]
1,-0.319473322917,[ 0.44506843  1.74243072],-0.319473322917,[ 0.308604    2.04182577],"[[-0.03673916  0.12375955 -0.10685666 -0.03851364]
 [ 0.05913235  3.95836135  0.          0.        ]]","[ 1.00680189  1.46683011 -0.05891739 -0.88787096 -0.92695121 -0.32901371
  0.27552963  0.3167181   2.65506856  0.3122849   0.        ]",[-0.3703084  -0.31397182]
2,-0.319991019088,[ 0.88487734  2.91002686],-0.319991019088,[ 0.46508157  1.89608884],"[[-0.01791793  0.2418615  -0.10685666 -0.03851364]
 [ 1.8171612   7.83890456  0.          0.        ]]","[ 1.00760366  1.4395907  -0.03130106 -0.58032536 -0.92695016 -0.32901349
  0.47754919  0.9554952   2.63280183  0.51109128  0.        ]",[-0.3703084  -0.31397182]
3,-0.31846002029,[ 0.9060311   2.94234166],-0.31846002029,[ 0.69628853  1.82656991],"[[  0.05317399   0.43679701  -0.10685666  -0.03851364]
 [  5.28059179  11.64197581   0.           0.        ]]","[ 1.00564619  1.35735874  0.07301416 -0.09402239 -0.92694912 -0.32901326
  0.87554074  1.5815174   2.5320121   0.91994061  0.        ]",[-0.3703084  -0.31397182]
4,-0.308906954772,[-0.54504106  2.0291097 ],-0.308906954772,[ 1.0311501   1.88614261],"[[  0.19369463   0.7070383   -0.10685666  -0.03851364]
 [  8.76010632  15.36972497   0.           0.        ]]","[ 0.97865335  1.17226233  0.27754195  0.50626273 -0.92694808 -0.32901304
  1.2753795   2.19513584  2.23441867  1.49427845  0.        ]",[-0.3703084  -0.31397182]
5,-0.284715216307,[ 1.92410984  1.86643003],-0.284715216307,[ 1.27997863  1.6748842 ],"[[  0.34552747   1.0511131   -0.10685666  -0.03851364]
 [  6.43107361  19.02555583   0.           0.        ]]","[ 0.91556727  0.83756293  0.49215461  1.08494152 -0.92694703 -0.32901282
  1.00774268  2.79690719  1.71392521  1.93044723  0.        ]",[-0.3703084  -0.31397182]
6,-0.241015227433,[-0.02373324  0.18040488],-0.241015227433,[ 0.31857228  0.67301154],"[[  0.5125936    1.46756064  -0.10685666  -0.03851364]
 [ 10.26326541  22.60726946   0.           0.        ]]","[ 0.80717161  0.33801917  0.71489739  1.42065884 -0.92694599 -0.3290126
  1.44810772  3.38646504  1.03244487  2.02242555  0.        ]",[-0.3703084  -0.31397182]
7,-0.179235290319,[-0.65799775 -2.11605435],-0.179235290319,[-0.72769201 -0.37502342],"[[  0.71492051   1.92237845  -0.10685666  -0.03851364]
 [  9.97035932  22.87362709   0.           0.        ]]","[ 0.62553304 -0.22991939  0.95726828  1.27267739 -0.92694495 -0.32901238
  1.41444652  3.4302832   0.40584843  1.65149161  0.        ]",[-0.3703084  -0.31397182]
8,-0.123035091159,[-0.66583827  0.03185153],-0.123035091159,[-0.59895104 -0.53448141],"[[  0.88625022   2.33557835  -0.10685666  -0.03851364]
 [  7.17145602  18.46107335   0.           0.        ]]","[ 0.43375513 -0.67163695  1.13216152  0.69690108 -0.9269439  -0.32901216
  1.09281576  2.70393149  0.15562288  1.05732435  0.        ]",[-0.3703084  -0.31397182]
9,-0.0932120093889,[ 0.06629242 -1.09167465],-0.0932120093889,[-0.0547844 -0.4872722],"[[  1.00182284   2.70239712  -0.10685666  -0.03851364]
 [  4.39484655  18.22160169   0.           0.        ]]","[ 0.28767955 -0.94163827  1.23160534 -0.08827282 -0.92694286 -0.32901194
  0.77374758  2.66449982  0.22639519  0.54593198  0.        ]",[-0.3703084  -0.31397182]
